Date,Robert W Baird
2010-01-01,47
2010-01-02,47
2010-01-03,52
2010-01-04,57
2010-01-05,62
2010-01-06,67
2010-01-07,76
2010-01-08,77
2010-01-09,85
2010-01-10,82
2010-01-11,81
2010-01-12,81
2010-01-13,80
2010-01-14,79
2010-01-15,78
2010-01-16,86
2010-01-17,81
2010-01-18,84
2010-01-19,87
2010-01-20,90
2010-01-21,93
2010-01-22,96
2010-01-23,109
2010-01-24,98
2010-01-25,96
2010-01-26,94
2010-01-27,97
2010-01-28,90
2010-01-29,101
2010-01-30,87
2010-01-31,88
2010-02-01,89
2010-02-02,90
2010-02-03,94
2010-02-04,94
2010-02-05,93
2010-02-06,103
2010-02-07,92
2010-02-08,96
2010-02-09,89
2010-02-10,87
2010-02-11,90
2010-02-12,84
2010-02-13,83
2010-02-14,83
2010-02-15,84
2010-02-16,85
2010-02-17,96
2010-02-18,86
2010-02-19,87
2010-02-20,92
2010-02-21,87
2010-02-22,87
2010-02-23,86
2010-02-24,86
2010-02-25,85
2010-02-26,94
2010-02-27,86
2010-02-28,86
2010-03-01,87
2010-03-02,93
2010-03-03,92
2010-03-04,91
2010-03-05,92
2010-03-06,94
2010-03-07,90
2010-03-08,86
2010-03-09,87
2010-03-10,79
2010-03-11,80
2010-03-12,72
2010-03-13,73
2010-03-14,70
2010-03-15,72
2010-03-16,75
2010-03-17,78
2010-03-18,76
2010-03-19,78
2010-03-20,88
2010-03-21,82
2010-03-22,84
2010-03-23,86
2010-03-24,88
2010-03-25,93
2010-03-26,92
2010-03-27,97
2010-03-28,91
2010-03-29,89
2010-03-30,89
2010-03-31,84
2010-04-01,82
2010-04-02,80
2010-04-03,78
2010-04-04,78
2010-04-05,78
2010-04-06,84
2010-04-07,79
2010-04-08,83
2010-04-09,80
2010-04-10,84
2010-04-11,83
2010-04-12,85
2010-04-13,87
2010-04-14,89
2010-04-15,91
2010-04-16,103
2010-04-17,96
2010-04-18,93
2010-04-19,91
2010-04-20,96
2010-04-21,87
2010-04-22,83
2010-04-23,86
2010-04-24,79
2010-04-25,80
2010-04-26,81
2010-04-27,82
2010-04-28,90
2010-04-29,84
2010-04-30,85
2010-05-01,88
2010-05-02,85
2010-05-03,83
2010-05-04,81
2010-05-05,80
2010-05-06,77
2010-05-07,83
2010-05-08,74
2010-05-09,74
2010-05-10,75
2010-05-11,76
2010-05-12,79
2010-05-13,78
2010-05-14,84
2010-05-15,80
2010-05-16,79
2010-05-17,78
2010-05-18,79
2010-05-19,76
2010-05-20,76
2010-05-21,77
2010-05-22,73
2010-05-23,73
2010-05-24,73
2010-05-25,73
2010-05-26,73
2010-05-27,84
2010-05-28,73
2010-05-29,74
2010-05-30,74
2010-05-31,75
2010-06-01,75
2010-06-02,81
2010-06-03,76
2010-06-04,81
2010-06-05,79
2010-06-06,76
2010-06-07,74
2010-06-08,73
2010-06-09,71
2010-06-10,70
2010-06-11,73
2010-06-12,67
2010-06-13,67
2010-06-14,67
2010-06-15,67
2010-06-16,68
2010-06-17,73
2010-06-18,68
2010-06-19,71
2010-06-20,68
2010-06-21,67
2010-06-22,67
2010-06-23,69
2010-06-24,65
2010-06-25,63
2010-06-26,63
2010-06-27,65
2010-06-28,68
2010-06-29,71
2010-06-30,73
2010-07-01,76
2010-07-02,79
2010-07-03,89
2010-07-04,79
2010-07-05,77
2010-07-06,75
2010-07-07,72
2010-07-08,70
2010-07-09,74
2010-07-10,66
