Date,Morgan Stanley
2011-09-01,74
2011-09-02,75
2011-09-03,78
2011-09-04,76
2011-09-05,72
2011-09-06,71
2011-09-07,71
2011-09-08,72
2011-09-09,70
2011-09-10,75
2011-09-11,72
2011-09-12,74
2011-09-13,76
2011-09-14,78
2011-09-15,80
2011-09-16,83
2011-09-17,94
2011-09-18,85
2011-09-19,84
2011-09-20,83
2011-09-21,83
2011-09-22,82
2011-09-23,84
2011-09-24,89
2011-09-25,83
2011-09-26,83
2011-09-27,84
2011-09-28,86
2011-09-29,86
2011-09-30,86
2011-10-01,95
2011-10-02,89
2011-10-03,90
2011-10-04,92
2011-10-05,96
2011-10-06,97
2011-10-07,100
2011-10-08,109
2011-10-09,99
2011-10-10,95
2011-10-11,93
2011-10-12,90
2011-10-13,88
2011-10-14,86
2011-10-15,90
2011-10-16,87
2011-10-17,85
2011-10-18,87
2011-10-19,88
2011-10-20,95
2011-10-21,92
2011-10-22,99
2011-10-23,95
2011-10-24,90
2011-10-25,89
2011-10-26,89
2011-10-27,86
2011-10-28,85
2011-10-29,95
2011-10-30,84
2011-10-31,81
2011-11-01,80
2011-11-02,81
2011-11-03,78
2011-11-04,77
2011-11-05,84
2011-11-06,76
2011-11-07,76
2011-11-08,76
2011-11-09,77
2011-11-10,78
2011-11-11,79
2011-11-12,84
2011-11-13,78
2011-11-14,77
2011-11-15,77
2011-11-16,76
2011-11-17,76
2011-11-18,77
2011-11-19,83
2011-11-20,74
2011-11-21,72
2011-11-22,70
2011-11-23,71
2011-11-24,71
2011-11-25,65
2011-11-26,65
2011-11-27,68
2011-11-28,67
2011-11-29,69
2011-11-30,71
2011-12-01,73
2011-12-02,76
2011-12-03,84
2011-12-04,76
2011-12-05,75
2011-12-06,74
2011-12-07,75
2011-12-08,73
2011-12-09,74
2011-12-10,77
2011-12-11,72
2011-12-12,72
2011-12-13,72
2011-12-14,73
2011-12-15,72
2011-12-16,72
2011-12-17,82
2011-12-18,74
2011-12-19,71
2011-12-20,70
2011-12-21,69
2011-12-22,68
2011-12-23,68
2011-12-24,71
2011-12-25,66
2011-12-26,63
2011-12-27,62
2011-12-28,60
2011-12-29,61
2011-12-30,58
2011-12-31,60
2012-01-01,62
2012-01-02,62
2012-01-03,64
2012-01-04,67
2012-01-05,69
2012-01-06,72
2012-01-07,83
2012-01-08,75
2012-01-09,76
2012-01-10,77
2012-01-11,78
2012-01-12,79
2012-01-13,81
2012-01-14,87
2012-01-15,82
2012-01-16,82
2012-01-17,83
2012-01-18,84
2012-01-19,85
2012-01-20,87
2012-01-21,96
2012-01-22,88
2012-01-23,85
2012-01-24,85
2012-01-25,84
2012-01-26,84
2012-01-27,85
2012-01-28,88
2012-01-29,86
2012-01-30,85
2012-01-31,86
2012-02-01,87
2012-02-02,90
2012-02-03,92
2012-02-04,96
2012-02-05,94
2012-02-06,87
2012-02-07,86
2012-02-08,84
2012-02-09,83
2012-02-10,81
2012-02-11,87
2012-02-12,83
2012-02-13,79
2012-02-14,79
2012-02-15,81
2012-02-16,79
2012-02-17,79
2012-02-18,87
2012-02-19,79
2012-02-20,77
2012-02-21,77
2012-02-22,76
2012-02-23,77
2012-02-24,75
2012-02-25,82
2012-02-26,77
2012-02-27,75
2012-02-28,76
2012-02-29,78
2012-03-01,77
2012-03-02,78
2012-03-03,83
2012-03-04,80
2012-03-05,78
2012-03-06,78
2012-03-07,79
2012-03-08,78
2012-03-09,78
2012-03-10,85
2012-03-11,82
2012-03-12,78
2012-03-13,78
2012-03-14,77
2012-03-15,78
2012-03-16,78
2012-03-17,83
2012-03-18,78
2012-03-19,75
2012-03-20,74
2012-03-21,73
2012-03-22,75
2012-03-23,71
2012-03-24,77
2012-03-25,72
2012-03-26,71
2012-03-27,72
2012-03-28,73
2012-03-29,74
2012-03-30,73
2012-03-31,79
2012-04-01,73
2012-04-02,72
2012-04-03,71
2012-04-04,71
2012-04-05,69
2012-04-06,72
2012-04-07,71
2012-04-08,68
2012-04-09,68
2012-04-10,68
2012-04-11,69
2012-04-12,69
2012-04-13,72
2012-04-14,76
2012-04-15,73
2012-04-16,71
2012-04-17,72
2012-04-18,71
2012-04-19,71
2012-04-20,74
2012-04-21,79
2012-04-22,71
2012-04-23,70
2012-04-24,69
2012-04-25,69
2012-04-26,67
2012-04-27,67
2012-04-28,73
2012-04-29,66
2012-04-30,66
2012-05-01,66
2012-05-02,67
2012-05-03,66
2012-05-04,66
2012-05-05,73
2012-05-06,69
2012-05-07,68
2012-05-08,70
2012-05-09,71
2012-05-10,73
2012-05-11,74
2012-05-12,85
2012-05-13,78
2012-05-14,78
2012-05-15,79
2012-05-16,81
2012-05-17,84
2012-05-18,83
2012-05-19,95
2012-05-20,90
2012-05-21,89
2012-05-22,91
2012-05-23,93
2012-05-24,99
2012-05-25,102
2012-05-26,112
2012-05-27,99
2012-05-28,91
2012-05-29,87
2012-05-30,82
2012-05-31,78
2012-06-01,74
2012-06-02,77
2012-06-03,74
2012-06-04,71
2012-06-05,72
2012-06-06,72
2012-06-07,73
2012-06-08,75
2012-06-09,82
2012-06-10,77
2012-06-11,74
2012-06-12,73
2012-06-13,76
2012-06-14,72
2012-06-15,73
2012-06-16,79
2012-06-17,73
2012-06-18,73
2012-06-19,74
2012-06-20,75
2012-06-21,75
2012-06-22,77
2012-06-23,86
2012-06-24,80
2012-06-25,76
2012-06-26,76
2012-06-27,75
2012-06-28,74
2012-06-29,74
2012-06-30,81
2012-07-01,73
2012-07-02,70
2012-07-03,69
2012-07-04,71
2012-07-05,66
2012-07-06,64
2012-07-07,68
2012-07-08,65
2012-07-09,66
2012-07-10,68
2012-07-11,71
2012-07-12,72
2012-07-13,74
2012-07-14,83
2012-07-15,78
2012-07-16,76
2012-07-17,77
2012-07-18,77
2012-07-19,78
2012-07-20,81
2012-07-21,87
2012-07-22,79
2012-07-23,78
2012-07-24,78
2012-07-25,78
2012-07-26,78
2012-07-27,79
2012-07-28,84
2012-07-29,80
2012-07-30,76
2012-07-31,75
2012-08-01,74
2012-08-02,74
2012-08-03,72
2012-08-04,79
2012-08-05,73
2012-08-06,73
2012-08-07,74
2012-08-08,77
2012-08-09,77
2012-08-10,80
2012-08-11,87
2012-08-12,82
2012-08-13,79
2012-08-14,78
2012-08-15,80
2012-08-16,77
2012-08-17,79
2012-08-18,86
2012-08-19,78
2012-08-20,75
2012-08-21,74
2012-08-22,75
2012-08-23,73
2012-08-24,72
2012-08-25,79
2012-08-26,72
2012-08-27,71
2012-08-28,71
2012-08-29,71
2012-08-30,72
2012-08-31,71
2012-09-01,71
2012-09-02,74
2012-09-03,73
2012-09-04,75
2012-09-05,77
2012-09-06,78
2012-09-07,80
2012-09-08,89
2012-09-09,86
2012-09-10,82
2012-09-11,83
2012-09-12,85
2012-09-13,86
2012-09-14,86
2012-09-15,95
2012-09-16,89
2012-09-17,84
2012-09-18,83
2012-09-19,83
2012-09-20,80
2012-09-21,80
2012-09-22,85
2012-09-23,81
2012-09-24,78
2012-09-25,78
2012-09-26,79
2012-09-27,78
2012-09-28,80
2012-09-29,84
2012-09-30,82
2012-10-01,79
2012-10-02,79
2012-10-03,79
2012-10-04,79
2012-10-05,79
2012-10-06,87
2012-10-07,79
2012-10-08,77
2012-10-09,76
2012-10-10,77
2012-10-11,74
