Date,Deutsche Bank
2009-03-01,89
2009-03-02,89
2009-03-03,90
2009-03-04,89
2009-03-05,90
2009-03-06,90
2009-03-07,97
2009-03-08,89
2009-03-09,88
2009-03-10,88
2009-03-11,86
2009-03-12,85
2009-03-13,84
2009-03-14,91
2009-03-15,83
2009-03-16,83
2009-03-17,84
2009-03-18,85
2009-03-19,83
2009-03-20,84
2009-03-21,91
2009-03-22,84
2009-03-23,85
2009-03-24,86
2009-03-25,87
2009-03-26,87
2009-03-27,89
2009-03-28,96
2009-03-29,90
2009-03-30,91
2009-03-31,93
2009-04-01,93
2009-04-02,94
2009-04-03,97
2009-04-04,105
2009-04-05,93
2009-04-06,91
2009-04-07,90
2009-04-08,87
2009-04-09,86
2009-04-10,92
2009-04-11,81
2009-04-12,84
2009-04-13,81
2009-04-14,81
2009-04-15,81
2009-04-16,81
2009-04-17,82
2009-04-18,88
2009-04-19,80
2009-04-20,80
2009-04-21,80
2009-04-22,79
2009-04-23,78
2009-04-24,78
2009-04-25,85
2009-04-26,79
2009-04-27,80
2009-04-28,82
2009-04-29,83
2009-04-30,86
2009-05-01,96
2009-05-02,89
2009-05-03,88
2009-05-04,88
2009-05-05,90
2009-05-06,90
2009-05-07,90
2009-05-08,92
2009-05-09,98
2009-05-10,91
2009-05-11,88
2009-05-12,88
2009-05-13,86
2009-05-14,84
2009-05-15,84
2009-05-16,91
2009-05-17,81
2009-05-18,80
2009-05-19,81
2009-05-20,79
2009-05-21,84
2009-05-22,77
2009-05-23,83
2009-05-24,79
2009-05-25,81
2009-05-26,85
2009-05-27,86
2009-05-28,89
2009-05-29,92
2009-05-30,104
2009-05-31,93
2009-06-01,91
2009-06-02,90
2009-06-03,90
2009-06-04,88
2009-06-05,87
2009-06-06,91
2009-06-07,85
2009-06-08,83
2009-06-09,84
2009-06-10,83
2009-06-11,84
2009-06-12,81
2009-06-13,88
2009-06-14,81
2009-06-15,81
2009-06-16,82
2009-06-17,82
2009-06-18,81
2009-06-19,83
2009-06-20,88
2009-06-21,82
2009-06-22,82
2009-06-23,83
2009-06-24,83
2009-06-25,82
2009-06-26,83
2009-06-27,89
2009-06-28,84
2009-06-29,85
2009-06-30,87
2009-07-01,89
2009-07-02,90
2009-07-03,93
2009-07-04,100
2009-07-05,92
2009-07-06,92
2009-07-07,93
2009-07-08,91
2009-07-09,90
2009-07-10,92
2009-07-11,98
2009-07-12,90
2009-07-13,90
2009-07-14,91
2009-07-15,90
2009-07-16,91
2009-07-17,91
2009-07-18,97
2009-07-19,91
2009-07-20,90
2009-07-21,90
2009-07-22,90
2009-07-23,90
2009-07-24,91
2009-07-25,98
2009-07-26,91
2009-07-27,92
2009-07-28,94
2009-07-29,97
2009-07-30,97
2009-07-31,100
2009-08-01,109
2009-08-02,99
2009-08-03,99
2009-08-04,100
2009-08-05,98
2009-08-06,98
2009-08-07,99
2009-08-08,106
2009-08-09,95
2009-08-10,94
2009-08-11,93
2009-08-12,92
2009-08-13,90
2009-08-14,89
2009-08-15,96
2009-08-16,87
2009-08-17,87
2009-08-18,89
2009-08-19,86
2009-08-20,86
2009-08-21,85
2009-08-22,91
2009-08-23,86
2009-08-24,87
2009-08-25,88
2009-08-26,89
2009-08-27,90
2009-08-28,92
2009-08-29,101
2009-08-30,93
2009-08-31,94
2009-09-01,95
2009-09-02,96
2009-09-03,97
2009-09-04,99
2009-09-05,107
2009-09-06,97
2009-09-07,96
2009-09-08,99
2009-09-09,94
2009-09-10,92
2009-09-11,93
2009-09-12,98
2009-09-13,89
2009-09-14,88
2009-09-15,87
2009-09-16,87
2009-09-17,86
2009-09-18,87
2009-09-19,92
2009-09-20,84
2009-09-21,83
2009-09-22,83
2009-09-23,82
2009-09-24,81
2009-09-25,82
2009-09-26,87
2009-09-27,81
2009-09-28,82
2009-09-29,83
2009-09-30,84
2009-10-01,86
2009-10-02,88
2009-10-03,96
2009-10-04,87
2009-10-05,86
2009-10-06,86
2009-10-07,84
2009-10-08,83
2009-10-09,85
2009-10-10,88
2009-10-11,82
2009-10-12,82
2009-10-13,82
2009-10-14,82
2009-10-15,83
2009-10-16,83
2009-10-17,88
2009-10-18,81
2009-10-19,80
2009-10-20,80
2009-10-21,80
2009-10-22,80
2009-10-23,78
2009-10-24,84
2009-10-25,79
2009-10-26,80
2009-10-27,81
2009-10-28,82
2009-10-29,83
2009-10-30,84
2009-10-31,93
2009-11-01,85
2009-11-02,85
2009-11-03,86
2009-11-04,86
