Date,Oppenheimer Holdings
2006-10-01,45
2006-10-02,43
2006-10-03,41
2006-10-04,39
2006-10-05,36
2006-10-06,34
2006-10-07,32
2006-10-08,34
2006-10-09,36
2006-10-10,38
2006-10-11,40
2006-10-12,42
2006-10-13,44
2006-10-14,47
2006-10-15,45
2006-10-16,43
2006-10-17,42
2006-10-18,40
2006-10-19,39
2006-10-20,37
2006-10-21,36
2006-10-22,36
2006-10-23,37
2006-10-24,38
2006-10-25,38
2006-10-26,39
2006-10-27,40
2006-10-28,41
2006-10-29,41
2006-10-30,42
2006-10-31,43
2006-11-01,43
2006-11-02,44
2006-11-03,45
2006-11-04,46
2006-11-05,46
2006-11-06,46
2006-11-07,46
2006-11-08,47
2006-11-09,47
2006-11-10,47
2006-11-11,47
2006-11-12,46
2006-11-13,45
2006-11-14,44
2006-11-15,43
2006-11-16,43
2006-11-17,42
2006-11-18,41
2006-11-19,40
2006-11-20,39
2006-11-21,39
2006-11-22,38
2006-11-23,38
2006-11-24,37
2006-11-25,37
2006-11-26,36
2006-11-27,35
2006-11-28,35
2006-11-29,34
2006-11-30,34
2006-12-01,33
2006-12-02,33
2006-12-03,36
2006-12-04,39
2006-12-05,43
2006-12-06,46
2006-12-07,50
2006-12-08,53
2006-12-09,57
2006-12-10,54
2006-12-11,51
2006-12-12,48
2006-12-13,45
2006-12-14,42
2006-12-15,39
2006-12-16,36
2006-12-17,35
2006-12-18,35
2006-12-19,34
2006-12-20,34
2006-12-21,33
2006-12-22,33
2006-12-23,33
2006-12-24,34
2006-12-25,36
2006-12-26,38
2006-12-27,40
2006-12-28,42
2006-12-29,44
2006-12-30,46
2006-12-31,45
2007-01-07,43
2007-01-08,44
2007-01-09,45
2007-01-10,46
2007-01-11,47
2007-01-12,48
2007-01-13,49
2007-01-14,46
2007-01-15,43
2007-01-16,40
2007-01-17,37
2007-01-18,34
2007-01-19,31
2007-01-20,29
2007-01-21,32
2007-01-22,36
2007-01-23,40
2007-01-24,43
2007-01-25,47
2007-01-26,51
2007-01-27,55
2007-01-28,55
2007-01-29,55
2007-01-30,55
2007-01-31,56
2007-02-01,56
2007-02-02,56
2007-02-03,56
2007-02-04,55
2007-02-05,54
2007-02-06,53
2007-02-07,53
2007-02-08,52
2007-02-09,51
2007-02-10,51
2007-02-11,51
2007-02-12,52
2007-02-13,53
2007-02-14,53
2007-02-15,54
2007-02-16,55
2007-02-17,56
2007-02-18,55
2007-02-19,55
2007-02-20,55
2007-02-21,54
2007-02-22,54
2007-02-23,53
2007-02-24,53
2007-02-25,52
2007-02-26,50
2007-02-27,48
2007-02-28,47
2007-03-01,45
2007-03-02,44
2007-03-03,43
2007-03-04,44
2007-03-05,45
2007-03-06,46
2007-03-07,47
2007-03-08,48
2007-03-09,49
2007-03-10,50
2007-03-11,49
2007-03-12,47
2007-03-13,46
2007-03-14,45
2007-03-15,44
2007-03-16,43
2007-03-17,42
2007-03-18,42
2007-03-19,43
2007-03-20,43
2007-03-21,43
