Date,Piper Jaffray
2010-05-02,68
2010-05-03,69
2010-05-04,70
2010-05-05,72
2010-05-06,73
2010-05-07,74
2010-05-08,76
2010-05-09,74
2010-05-10,72
2010-05-11,70
2010-05-12,68
2010-05-13,66
2010-05-14,64
2010-05-15,63
2010-05-16,62
2010-05-17,62
2010-05-18,62
2010-05-19,61
2010-05-20,61
2010-05-21,61
2010-05-22,61
2010-05-23,63
2010-05-24,66
2010-05-25,69
2010-05-26,71
2010-05-27,74
2010-05-28,76
2010-05-29,79
2010-05-30,76
2010-05-31,72
2010-06-01,69
2010-06-02,66
2010-06-03,63
2010-06-04,60
2010-06-05,58
2010-06-06,60
2010-06-07,63
2010-06-08,66
2010-06-09,68
2010-06-10,71
2010-06-11,74
2010-06-12,76
2010-06-13,72
2010-06-14,68
2010-06-15,64
2010-06-16,60
2010-06-17,56
2010-06-18,52
2010-06-19,49
2010-06-20,49
2010-06-21,49
2010-06-22,49
2010-06-23,50
2010-06-24,50
2010-06-25,50
2010-06-26,51
2010-06-27,53
2010-06-28,55
2010-06-29,57
2010-06-30,59
2010-07-01,62
2010-07-02,64
2010-07-03,66
2010-07-04,64
2010-07-05,62
2010-07-06,60
2010-07-07,59
2010-07-08,57
2010-07-09,55
2010-07-10,54
2010-07-11,56
2010-07-12,58
2010-07-13,60
2010-07-14,62
2010-07-15,64
2010-07-16,66
2010-07-17,68
2010-07-18,66
2010-07-19,62
2010-07-20,59
2010-07-21,56
2010-07-22,53
2010-07-23,50
2010-07-24,48
2010-07-25,50
2010-08-01,68
2010-08-02,71
2010-08-03,76
2010-08-04,77
2010-08-05,80
2010-08-06,83
2010-08-07,86
2010-08-08,82
2010-08-09,78
2010-08-10,74
2010-08-11,70
2010-08-12,69
2010-08-13,62
2010-08-14,58
2010-08-15,57
2010-08-16,57
2010-08-17,57
2010-08-18,57
2010-08-19,57
2010-08-20,57
2010-08-21,57
2010-08-22,57
2010-08-23,58
2010-08-24,59
2010-08-25,59
2010-08-26,60
2010-08-27,61
2010-08-28,62
2010-08-29,63
2010-08-30,65
2010-08-31,66
2010-09-01,68
2010-09-02,69
2010-09-03,71
2010-09-04,73
2010-09-05,74
2010-09-06,76
2010-09-07,77
2010-09-08,79
2010-09-09,89
2010-09-10,84
2010-09-11,84
2010-09-12,82
2010-09-13,80
2010-09-14,78
2010-09-15,79
2010-09-16,76
2010-09-17,72
2010-09-18,70
2010-09-19,68
2010-09-20,67
2010-09-21,66
2010-09-22,64
2010-09-23,63
2010-09-24,64
2010-09-25,62
2010-09-26,62
2010-09-27,63
2010-09-28,64
2010-09-29,65
2010-09-30,66
2010-10-01,67
2010-10-02,70
2010-10-03,69
2010-10-04,70
2010-10-05,71
2010-10-06,76
2010-10-07,74
2010-10-08,75
2010-10-09,77
2010-10-10,76
2010-10-11,75
2010-10-12,74
2010-10-13,75
2010-10-14,72
2010-10-15,73
2010-10-16,71
2010-10-17,74
2010-10-18,77
2010-10-19,84
2010-10-20,84
2010-10-21,90
2010-10-22,94
2010-10-23,94
2010-10-24,91
2010-10-25,88
2010-10-26,86
2010-10-27,84
2010-10-28,81
2010-10-29,81
2010-10-30,76
2010-10-31,74
2010-11-01,73
2010-11-02,71
2010-11-03,70
2010-11-04,68
2010-11-05,67
2010-11-06,66
2010-11-07,67
2010-11-08,68
2010-11-09,70
2010-11-10,73
2010-11-11,73
2010-11-12,74
2010-11-13,76
2010-11-14,74
2010-11-15,73
2010-11-16,71
2010-11-17,74
2010-11-18,68
2010-11-19,67
2010-11-20,67
2010-11-21,66
2010-11-22,67
2010-11-23,68
2010-11-24,72
2010-11-25,70
2010-11-26,71
2010-11-27,72
2010-11-28,70
2010-11-29,68
2010-11-30,68
2010-12-01,65
2010-12-02,66
2010-12-03,61
2010-12-04,60
2010-12-05,61
2010-12-06,62
2010-12-07,64
2010-12-08,66
2010-12-09,67
2010-12-10,68
2010-12-11,70
2010-12-12,70
2010-12-13,70
2010-12-14,70
2010-12-15,71
2010-12-16,70
2010-12-17,70
2010-12-18,74
2010-12-19,67
2010-12-20,64
2010-12-21,61
2010-12-22,57
2010-12-23,54
2010-12-24,51
2010-12-25,48
2010-12-26,49
2010-12-27,50
2010-12-28,51
2010-12-29,53
2010-12-30,54
2010-12-31,55
2011-01-01,57
2011-01-02,58
2011-01-03,59
2011-01-04,60
2011-01-05,63
2011-01-06,64
2011-01-07,64
2011-01-08,66
2011-01-09,66
2011-01-10,66
2011-01-11,66
2011-01-12,69
2011-01-13,67
2011-01-14,67
2011-01-15,68
2011-01-16,66
2011-01-17,64
2011-01-18,62
2011-01-19,62
2011-01-20,59
2011-01-21,57
2011-01-22,56
2011-01-23,59
2011-01-24,62
2011-01-25,65
2011-01-26,68
2011-01-27,74
2011-01-28,74
2011-01-29,77
2011-01-30,76
2011-01-31,75
2011-02-01,75
2011-02-02,78
2011-02-03,74
2011-02-04,73
2011-02-05,74
2011-02-06,73
2011-02-07,74
2011-02-08,74
2011-02-09,75
2011-02-10,79
2011-02-11,76
2011-02-12,77
2011-02-13,75
2011-02-14,73
2011-02-15,71
2011-02-16,70
2011-02-17,67
2011-02-18,65
2011-02-19,66
2011-02-20,61
2011-02-21,59
2011-02-22,57
2011-02-23,55
2011-02-24,56
2011-02-25,51
2011-02-26,49
2011-02-27,50
2011-02-28,52
2011-03-01,54
2011-03-02,56
2011-03-03,60
2011-03-04,62
2011-03-05,62
2011-03-06,60
2011-03-07,58
2011-03-08,56
2011-03-09,55
2011-03-10,53
2011-03-11,51
2011-03-12,50
2011-03-13,52
2011-03-14,54
2011-03-15,60
2011-03-16,58
2011-03-17,60
2011-03-18,62
2011-03-19,66
2011-03-20,61
2011-03-21,58
2011-03-22,56
2011-03-23,53
2011-03-24,51
2011-03-25,48
2011-03-26,46
2011-03-27,47
2011-03-28,48
2011-03-29,50
2011-03-30,50
2011-03-31,51
2011-05-01,53
2011-05-02,52
2011-05-03,51
2011-05-04,50
2011-05-05,49
2011-05-06,48
2011-05-07,48
2011-05-08,48
2011-05-09,49
2011-05-10,48
2011-05-11,49
2011-05-12,51
2011-05-13,49
2011-05-14,50
2011-05-15,50
2011-05-16,50
2011-05-17,50
2011-05-18,51
2011-05-19,51
2011-05-20,51
2011-05-21,52
2011-05-22,52
2011-05-23,53
2011-05-24,54
2011-05-25,55
2011-05-26,56
2011-05-27,57
2011-05-28,58
2011-05-29,57
2011-05-30,56
2011-05-31,55
2011-06-01,54
2011-06-02,53
2011-06-03,52
2011-06-04,52
2011-06-05,53
2011-06-06,54
2011-06-07,55
2011-06-08,56
2011-06-09,58
2011-06-10,58
2011-06-11,60
2011-06-12,58
2011-06-13,57
2011-06-14,55
2011-06-15,54
2011-06-16,55
2011-06-17,51
2011-06-18,50
2011-06-19,51
2011-06-20,52
2011-06-21,53
2011-06-22,54
2011-06-23,55
2011-06-24,56
2011-06-25,57
2011-06-26,55
2011-06-27,53
2011-06-28,51
2011-06-29,52
2011-06-30,47
2011-07-01,45
2011-07-02,43
2011-07-03,41
2011-07-04,40
2011-07-05,39
2011-07-06,37
2011-07-07,37
2011-07-08,35
2011-07-09,34
2011-07-10,38
2011-07-11,43
2011-07-12,49
2011-07-13,52
2011-07-14,57
2011-07-15,62
2011-07-16,69
2011-07-17,65
2011-07-18,64
2011-07-19,63
2011-07-20,63
2011-07-21,60
2011-07-22,59
2011-07-23,58
2011-07-24,56
2011-07-25,54
2011-07-26,52
2011-07-27,50
2011-07-28,48
2011-07-29,46
2011-07-30,44
2011-07-31,44
2011-08-07,46
2011-08-08,46
2011-08-09,46
2011-08-10,46
2011-08-11,46
2011-08-12,47
2011-08-13,47
2011-08-14,46
2011-08-15,46
2011-08-16,46
2011-08-17,46
2011-08-18,45
2011-08-19,45
2011-08-20,45
2011-08-21,44
2011-08-22,43
2011-08-23,43
2011-08-24,42
2011-08-25,42
2011-08-26,41
2011-08-27,41
2011-08-28,41
2011-08-29,42
2011-08-30,43
2011-08-31,44
2011-09-01,44
2011-09-02,45
2011-09-03,46
2011-09-04,44
2011-09-05,42
2011-09-06,40
2011-09-07,38
2011-09-08,36
2011-09-09,34
2011-09-10,32
2011-09-11,35
2011-09-12,39
2011-09-13,43
2011-09-14,47
2011-09-15,51
2011-09-16,55
2011-09-17,59
2011-09-18,56
2011-09-19,52
2011-09-20,49
2011-09-21,47
2011-09-22,44
2011-09-23,41
2011-09-24,39
2011-09-25,41
2011-09-26,44
2011-09-27,47
2011-09-28,50
2011-09-29,53
2011-09-30,56
2011-10-01,59
2011-10-02,58
2011-10-03,56
2011-10-04,55
2011-10-05,54
2011-10-06,53
2011-10-07,52
2011-10-08,51
2011-10-09,49
2011-10-10,48
2011-10-11,47
2011-10-12,46
2011-10-13,45
2011-10-14,44
2011-10-15,43
2011-10-16,43
2011-10-17,44
2011-10-18,44
2011-10-19,45
2011-10-20,46
2011-10-21,46
2011-10-22,47
2011-10-23,48
2011-10-24,49
2011-10-25,50
2011-10-26,51
2011-10-27,52
2011-10-28,53
2011-10-29,54
2011-10-30,53
2011-11-01,52
2011-11-02,51
2011-11-03,51
2011-11-04,50
2011-11-05,50
2011-11-06,48
2011-11-07,46
2011-11-08,45
2011-11-09,43
2011-11-10,43
2011-11-11,40
2011-11-12,39
2011-11-13,42
2011-11-14,45
2011-11-15,48
2011-11-16,51
2011-11-17,54
2011-11-18,57
2011-11-19,60
2011-11-20,58
2011-11-21,56
2011-11-22,55
2011-11-23,57
2011-11-24,52
2011-11-25,50
2011-11-26,49
2011-11-27,49
2011-11-28,50
2011-11-29,51
2011-11-30,52
2011-12-01,54
2011-12-02,54
2011-12-03,57
2011-12-04,53
2011-12-05,52
2011-12-06,50
2011-12-07,49
2011-12-08,47
2011-12-09,46
2011-12-10,45
2011-12-11,44
2011-12-12,43
2011-12-13,42
2011-12-14,42
2011-12-15,41
2011-12-16,40
2011-12-17,40
2011-12-18,41
2011-12-19,42
2011-12-20,44
2011-12-21,45
2011-12-22,47
2011-12-23,48
2011-12-24,50
2011-12-25,47
2011-12-26,44
2011-12-27,42
2011-12-28,39
2011-12-29,37
2011-12-30,34
2011-12-31,32
2012-01-01,34
2012-01-02,36
2012-01-03,38
2012-01-04,40
2012-01-05,42
2012-01-06,44
2012-01-07,46
2012-01-08,46
2012-01-09,51
2012-01-10,49
2012-01-11,49
2012-01-12,50
2012-01-13,51
2012-01-14,52
2012-01-15,52
2012-01-16,53
2012-01-17,53
2012-01-18,54
2012-01-19,54
2012-01-20,57
2012-01-21,56
2012-01-22,55
2012-01-23,54
2012-01-24,55
2012-01-25,53
2012-01-26,53
2012-01-27,51
2012-01-28,51
2012-01-29,50
