Date,RBC Capital Markets
2009-07-05,48
2009-07-06,49
2009-07-07,50
2009-07-08,50
2009-07-09,51
2009-07-10,52
2009-07-11,53
2009-07-12,53
2009-07-13,54
2009-07-14,54
2009-07-15,55
2009-07-16,55
2009-07-17,56
2009-07-18,57
2009-07-19,56
2009-07-20,55
2009-07-21,54
2009-07-22,53
2009-07-23,52
2009-07-24,51
2009-07-25,51
2009-07-26,52
2009-07-27,55
2009-07-28,57
2009-07-29,59
2009-07-30,61
2009-07-31,62
2009-08-01,64
2009-08-02,61
2009-08-03,57
2009-08-04,54
2009-08-05,50
2009-08-06,47
2009-08-07,44
2009-08-08,41
2009-08-09,43
2009-08-10,46
2009-08-11,49
2009-08-12,52
2009-08-13,55
2009-08-14,58
2009-08-15,61
2009-08-16,59
2009-08-17,58
2009-08-18,57
2009-08-19,56
2009-08-20,54
2009-08-21,53
2009-08-22,52
2009-08-23,51
2009-08-24,50
2009-08-25,49
2009-08-26,49
2009-08-27,48
2009-08-28,47
2009-08-29,47
2009-08-30,47
2009-08-31,48
2009-09-01,48
2009-09-02,49
2009-09-03,49
2009-09-04,50
2009-09-05,51
2009-09-06,55
2009-09-07,59
2009-09-08,64
2009-09-09,68
2009-09-10,73
2009-09-11,77
2009-09-12,82
2009-09-13,79
2009-09-14,77
2009-09-15,75
2009-09-16,73
2009-09-17,71
2009-09-18,69
2009-09-19,67
2009-09-20,71
2009-09-21,77
2009-09-22,81
2009-09-23,86
2009-09-24,91
2009-09-25,96
2009-09-26,101
2009-09-27,96
2009-10-04,67
2009-10-05,66
2009-10-06,66
2009-10-07,65
2009-10-08,64
2009-10-09,63
2009-10-10,63
2009-10-11,63
2009-10-12,62
2009-10-13,62
2009-10-14,62
2009-10-15,62
2009-10-16,62
2009-10-17,62
2009-10-18,61
2009-10-19,60
2009-10-20,59
2009-10-21,58
2009-10-22,57
2009-10-23,56
2009-10-24,55
2009-10-25,57
2009-10-26,60
2009-10-27,62
2009-10-28,65
2009-10-29,67
2009-10-30,70
2009-10-31,73
2009-11-01,73
2009-11-02,73
2009-11-03,74
2009-11-04,74
2009-11-05,74
2009-11-06,74
2009-11-07,75
2009-11-08,73
2009-11-09,71
2009-11-10,69
2009-11-11,67
2009-11-12,65
2009-11-13,63
2009-11-14,62
2009-11-15,64
2009-11-16,66
2009-11-17,69
2009-11-18,71
2009-11-19,73
2009-11-20,75
2009-11-21,77
2009-11-22,73
2009-11-23,68
2009-11-24,64
2009-11-25,60
2009-11-26,56
2009-11-27,52
2009-11-28,48
2009-11-29,47
2009-11-30,46
2009-12-01,45
2009-12-02,44
2009-12-03,43
2009-12-04,43
2009-12-05,42
2009-12-06,42
2009-12-07,41
2009-12-08,41
2009-12-09,41
2009-12-10,41
2009-12-11,41
2009-12-12,41
2009-12-13,44
2009-12-14,47
2009-12-15,50
2009-12-16,53
2009-12-17,56
2009-12-18,59
2009-12-19,63
2009-12-20,59
2009-12-21,54
2009-12-22,50
2009-12-23,46
2009-12-24,42
2009-12-25,38
2009-12-26,34
2009-12-27,32
2010-01-03,24
2010-01-04,28
2010-01-05,32
2010-01-06,35
2010-01-07,39
2010-01-08,43
2010-01-09,47
2010-01-10,47
2010-01-11,47
2010-01-12,47
2010-01-13,48
2010-01-14,48
2010-01-15,48
2010-01-16,49
2010-01-17,52
2010-01-18,56
2010-01-19,59
2010-01-20,63
2010-01-21,66
2010-01-22,70
2010-01-23,74
2010-01-24,73
2010-01-25,72
2010-01-26,71
2010-01-27,71
2010-01-28,70
2010-01-29,69
2010-01-30,69
2010-01-31,68
2010-02-01,69
2010-02-02,68
2010-02-03,68
2010-02-04,68
2010-02-05,68
2010-02-06,68
2010-02-07,67
2010-02-08,66
2010-02-09,66
2010-02-10,65
2010-02-11,64
2010-02-12,64
2010-02-13,63
2010-02-14,63
2010-02-15,63
2010-02-16,62
2010-02-17,62
2010-02-18,62
2010-02-19,62
2010-02-20,62
2010-02-21,59
2010-02-22,56
2010-02-23,53
2010-02-24,51
2010-02-25,48
2010-02-26,45
2010-02-27,43
2010-02-28,45
2010-03-01,47
2010-03-02,49
2010-03-03,52
2010-03-04,54
2010-03-05,56
2010-03-06,59
2010-03-07,59
2010-03-08,59
2010-03-09,59
2010-03-10,59
2010-03-11,59
2010-03-12,60
2010-03-13,60
2010-03-14,60
2010-03-15,61
2010-03-16,61
2010-03-17,61
2010-03-18,61
2010-03-19,62
2010-03-20,62
2010-03-21,60
2010-03-22,57
2010-03-23,55
2010-03-24,53
2010-03-25,51
2010-03-26,49
2010-03-27,47
2010-03-28,47
2010-04-04,48
2010-04-05,49
2010-04-06,50
2010-04-07,51
2010-04-08,51
2010-04-09,52
2010-04-10,53
2010-04-11,54
2010-04-12,55
2010-04-13,56
2010-04-14,57
2010-04-15,58
2010-04-16,59
2010-04-17,60
2010-04-18,57
2010-04-19,54
2010-04-20,51
2010-04-21,48
2010-04-22,45
2010-04-23,42
2010-04-24,40
2010-04-25,40
2010-04-26,40
2010-04-27,40
2010-04-28,40
2010-04-29,40
2010-04-30,40
2010-05-01,41
2010-05-02,42
2010-05-03,43
2010-05-04,45
2010-05-05,46
2010-05-06,47
2010-05-07,48
2010-05-08,50
2010-05-09,49
2010-05-10,48
2010-05-11,47
2010-05-12,47
2010-05-13,46
2010-05-14,45
2010-05-15,45
2010-05-16,46
2010-05-17,48
2010-05-18,49
2010-05-19,51
2010-05-20,52
2010-05-21,54
2010-05-22,56
2010-05-23,56
2010-05-24,58
2010-05-25,58
2010-05-26,59
2010-05-27,60
2010-05-28,61
2010-05-29,62
2010-05-30,62
2010-05-31,61
2010-06-01,61
2010-06-02,61
2010-06-03,60
2010-06-04,60
2010-06-05,60
2010-06-06,57
2010-06-07,53
2010-06-08,50
2010-06-09,46
2010-06-10,43
2010-06-11,40
2010-06-12,37
2010-06-13,39
2010-06-14,42
2010-06-15,45
2010-06-16,48
2010-06-17,50
2010-06-18,53
2010-06-19,56
2010-06-20,55
2010-06-21,53
2010-06-22,52
2010-06-23,51
2010-06-24,49
2010-06-25,48
2010-06-26,47
2010-06-27,47
2010-07-04,47
2010-07-05,47
2010-07-06,48
2010-07-07,48
2010-07-08,49
2010-07-09,49
2010-07-10,50
2010-07-11,51
2010-07-12,52
2010-07-13,53
2010-07-14,55
2010-07-15,56
2010-07-16,57
2010-07-17,59
2010-07-18,59
2010-07-19,59
2010-07-20,59
2010-07-21,60
2010-07-22,60
2010-07-23,60
2010-07-24,61
2010-07-25,62
2010-07-26,63
2010-07-27,64
2010-07-28,65
2010-07-29,66
2010-07-30,67
2010-07-31,68
2010-08-01,64
2010-08-02,59
2010-08-03,55
2010-08-04,51
2010-08-05,46
2010-08-06,42
2010-08-07,38
2010-08-08,39
2010-08-09,40
2010-08-10,41
2010-08-11,42
2010-08-12,43
2010-08-13,44
2010-08-14,46
2010-08-15,49
2010-08-16,52
2010-08-17,55
2010-08-18,59
2010-08-19,62
2010-08-20,65
2010-08-21,68
2010-08-22,66
2010-08-23,62
2010-08-24,60
2010-08-25,57
2010-08-26,55
2010-08-27,52
2010-08-28,50
2010-08-29,52
2010-08-30,54
2010-08-31,56
2010-09-01,58
2010-09-02,60
2010-09-03,62
2010-09-04,64
2010-09-05,65
2010-09-06,67
2010-09-07,68
2010-09-08,70
2010-09-09,71
2010-09-10,73
2010-09-11,75
2010-09-12,77
2010-09-13,80
2010-09-14,83
2010-09-15,85
2010-09-16,88
2010-09-17,91
2010-09-18,93
2010-09-19,90
2010-09-20,87
2010-09-21,83
2010-09-22,80
2010-09-23,77
2010-09-24,74
2010-09-25,71
2010-09-26,69
2010-10-03,61
2010-10-04,61
2010-10-05,61
2010-10-06,61
2010-10-07,61
2010-10-08,61
2010-10-09,61
2010-10-10,59
2010-10-11,57
2010-10-12,55
2010-10-13,54
2010-10-14,52
2010-10-15,50
2010-10-16,49
2010-10-17,50
2010-10-18,51
2010-10-19,53
2010-10-20,54
2010-10-21,56
2010-10-22,57
2010-10-23,59
2010-10-24,60
2010-10-25,62
2010-10-26,63
2010-10-27,64
2010-10-28,65
2010-10-29,67
2010-10-30,68
2010-10-31,65
2010-11-01,62
2010-11-02,59
2010-11-03,56
2010-11-04,53
2010-11-05,50
2010-11-06,48
2010-11-07,50
2010-11-08,53
2010-11-09,56
2010-11-10,59
2010-11-11,62
2010-11-12,65
2010-11-13,68
2010-11-14,67
2010-11-15,66
2010-11-16,65
2010-11-17,64
2010-11-18,63
2010-11-19,62
2010-11-20,61
2010-11-21,60
2010-11-22,59
2010-11-23,59
2010-11-24,58
2010-11-25,58
2010-11-26,57
2010-11-27,57
2010-11-28,56
2010-11-29,55
2010-11-30,54
2010-12-01,53
2010-12-02,52
2010-12-03,51
2010-12-04,50
2010-12-05,50
2010-12-06,50
2010-12-07,50
2010-12-08,50
2010-12-09,51
2010-12-10,51
2010-12-11,51
2010-12-12,49
2010-12-13,47
2010-12-14,46
2010-12-15,44
2010-12-16,42
2010-12-17,40
2010-12-18,39
2010-12-19,39
2010-12-20,39
2010-12-21,39
2010-12-22,39
2010-12-23,39
2010-12-24,39
2010-12-25,40
2010-12-26,40
2011-01-01,41
2011-01-02,44
2011-01-03,47
2011-01-04,51
2011-01-05,54
2011-01-06,58
2011-01-07,61
2011-01-08,65
2011-01-09,65
2011-01-10,66
2011-01-11,67
2011-01-12,69
2011-01-13,69
2011-01-14,70
2011-01-15,77
2011-01-16,70
2011-01-17,70
2011-01-18,69
2011-01-19,69
2011-01-20,68
2011-01-21,68
2011-01-22,68
2011-01-23,66
2011-01-24,64
2011-01-25,63
2011-01-26,61
2011-01-27,60
2011-01-28,60
2011-01-29,57
2011-01-30,58
2011-01-31,60
2011-02-01,62
2011-02-02,67
2011-02-03,65
2011-02-04,67
2011-02-05,75
2011-02-06,68
2011-02-07,68
2011-02-08,68
2011-02-09,67
2011-02-10,67
2011-02-11,67
2011-02-12,67
2011-02-13,66
2011-02-14,65
2011-02-15,64
2011-02-16,64
2011-02-17,62
2011-02-18,61
2011-02-19,60
2011-02-20,59
2011-02-21,58
2011-02-22,57
2011-02-23,57
2011-02-24,56
2011-02-25,55
2011-02-26,55
2011-02-27,57
2011-02-28,59
2011-03-01,63
2011-03-02,64
2011-03-03,67
2011-03-04,69
2011-03-05,72
2011-03-06,68
2011-03-07,65
2011-03-08,64
2011-03-09,58
2011-03-10,55
2011-03-11,52
2011-03-12,49
2011-03-13,49
2011-03-14,50
2011-03-15,51
2011-03-16,52
2011-03-17,53
2011-03-18,55
2011-03-19,55
2011-03-20,55
2011-03-21,55
2011-03-22,55
2011-03-23,55
2011-03-24,55
2011-03-25,57
2011-03-26,56
2011-03-27,58
2011-03-28,60
2011-03-29,63
2011-03-30,66
2011-03-31,68
2011-04-03,71
2011-04-04,70
2011-04-05,68
2011-04-06,66
2011-04-07,65
2011-04-08,63
2011-04-09,62
2011-04-10,60
2011-04-11,59
2011-04-12,57
2011-04-13,56
2011-04-14,54
2011-04-15,53
2011-04-16,52
2011-04-17,51
2011-04-18,51
2011-04-19,50
2011-04-20,50
2011-04-21,49
2011-04-22,49
2011-04-23,49
2011-04-24,49
2011-04-25,50
2011-04-26,51
2011-04-27,51
2011-04-28,52
2011-04-29,53
2011-04-30,54
2011-05-01,54
2011-05-02,55
2011-05-03,55
2011-05-04,56
2011-05-05,56
2011-05-06,57
2011-05-07,58
2011-05-08,56
2011-05-09,54
2011-05-10,52
2011-05-11,51
2011-05-12,49
2011-05-13,47
2011-05-14,46
2011-05-15,47
2011-05-16,49
2011-05-17,50
2011-05-18,52
2011-05-19,53
2011-05-20,55
2011-05-21,57
2011-05-22,54
2011-05-23,51
2011-05-24,49
2011-05-25,47
2011-05-26,45
2011-05-27,43
2011-05-28,41
2011-05-29,41
2011-05-30,42
2011-05-31,43
2011-06-01,43
2011-06-02,44
2011-06-03,45
2011-06-04,46
