Date,Aegis Capital
2012-11-04,62
2012-11-05,59
2012-11-06,56
2012-11-07,54
2012-11-08,51
2012-11-09,48
2012-11-10,46
2012-11-11,50
2012-11-12,55
2012-11-13,60
2012-11-14,65
2012-11-15,69
2012-11-16,74
2012-11-17,79
2012-11-18,74
2012-11-19,69
2012-11-20,65
2012-11-21,60
2012-11-22,56
2012-11-23,51
2012-11-24,47
2012-11-25,49
2012-11-26,52
2012-11-27,55
2012-11-28,58
2012-11-29,61
2012-11-30,64
2012-12-01,67
2012-12-02,70
2012-12-03,73
2012-12-04,76
2012-12-05,79
2012-12-06,82
2012-12-07,85
2012-12-08,89
2012-12-09,89
2012-12-10,90
2012-12-11,90
2012-12-12,90
2012-12-13,91
2012-12-14,91
2012-12-15,91
2012-12-16,86
2012-12-17,81
2012-12-18,76
2012-12-19,71
2012-12-20,66
2012-12-21,61
2012-12-22,56
2012-12-23,54
2012-12-24,52
2012-12-25,50
2012-12-26,48
2012-12-27,46
2012-12-28,44
2012-12-29,42
2012-12-30,42
2012-12-31,42
2013-01-01,42
2013-01-02,42
2013-01-03,42
2013-01-04,42
2013-01-05,42
2013-01-06,42
2013-01-07,42
2013-01-08,42
2013-01-09,42
2013-01-10,42
2013-01-11,42
2013-01-12,42
2013-01-13,42
2013-01-14,42
2013-01-15,42
2013-01-16,42
2013-01-17,42
2013-01-18,42
2013-01-19,42
2013-01-20,50
2013-01-21,58
2013-01-22,66
2013-01-23,74
2013-01-24,82
2013-01-25,90
2013-01-26,99
2013-01-27,95
2013-02-03,76
2013-02-04,76
2013-02-05,75
2013-02-06,74
2013-02-07,74
2013-02-08,73
2013-02-09,72
2013-02-10,71
2013-02-11,70
2013-02-12,69
2013-02-13,68
2013-02-14,67
2013-02-15,66
2013-02-16,65
2013-02-17,67
2013-02-18,70
2013-02-19,72
2013-02-20,75
2013-02-21,77
2013-02-22,80
2013-02-23,83
2013-02-24,80
2013-02-25,77
2013-02-26,74
2013-02-27,71
2013-02-28,68
2013-03-01,65
2013-03-02,62
2013-03-03,68
2013-03-04,72
2013-03-05,78
2013-03-06,83
2013-03-07,89
2013-03-08,94
2013-03-09,100
2013-03-10,93
2013-03-11,88
2013-03-12,82
2013-03-13,76
2013-03-14,70
2013-03-15,63
2013-03-16,57
2013-03-17,56
2013-03-18,54
2013-03-19,53
2013-03-20,52
2013-03-21,51
2013-03-22,50
2013-03-23,49
2013-03-24,53
2013-03-25,57
2013-03-26,61
2013-03-27,65
2013-03-28,69
2013-03-29,73
2013-03-30,77
2013-03-31,73
2013-05-05,58
2013-05-06,58
2013-05-07,58
2013-05-08,58
2013-05-09,58
2013-05-10,59
2013-05-11,59
2013-05-12,57
2013-05-13,56
2013-05-14,54
2013-05-15,53
2013-05-16,51
2013-05-17,50
2013-05-18,49
2013-05-19,51
2013-05-20,54
2013-05-21,56
2013-05-22,58
2013-05-23,61
2013-05-24,63
2013-05-25,66
2013-05-26,64
2013-05-27,62
2013-05-28,60
2013-05-29,59
2013-05-30,57
2013-05-31,55
2013-06-01,54
2013-06-02,56
2013-06-03,58
2013-06-04,60
2013-06-05,63
2013-06-06,65
2013-06-07,67
2013-06-08,70
2013-06-09,70
