Date,Goldman Sachs
2013-02-01,81
2013-02-02,86
2013-02-03,79
2013-02-04,78
2013-02-05,77
2013-02-06,76
2013-02-07,76
2013-02-08,75
2013-02-09,77
2013-02-10,73
2013-02-11,74
2013-02-12,74
2013-02-13,77
2013-02-14,76
2013-02-15,76
2013-02-16,79
2013-02-17,77
2013-02-18,74
2013-02-19,72
2013-02-20,71
2013-02-21,69
2013-02-22,69
2013-02-23,72
2013-02-24,67
2013-02-25,68
2013-02-26,68
2013-02-27,69
2013-02-28,70
2013-03-01,70
2013-03-02,74
2013-03-03,72
2013-03-04,70
2013-03-05,70
2013-03-06,70
2013-03-07,69
2013-03-08,69
2013-03-09,75
2013-03-10,69
2013-03-11,69
2013-03-12,70
2013-03-13,71
2013-03-14,70
2013-03-15,70
2013-03-16,77
2013-03-17,70
2013-03-18,69
2013-03-19,68
2013-03-20,68
2013-03-21,67
2013-03-22,66
2013-03-23,70
2013-03-24,66
2013-03-25,66
2013-03-26,67
2013-03-27,68
2013-03-28,68
2013-03-29,72
2013-03-30,70
2013-03-31,69
2013-05-01,68
2013-05-02,69
2013-05-03,70
2013-05-04,76
2013-05-05,69
2013-05-06,68
2013-05-07,68
2013-05-08,67
2013-05-09,67
2013-05-10,67
2013-05-11,69
2013-05-12,67
2013-05-13,66
2013-05-14,66
2013-05-15,66
2013-05-16,66
2013-05-17,67
2013-05-18,70
2013-05-19,66
2013-05-20,66
2013-05-21,66
2013-05-22,68
2013-05-23,67
2013-05-24,69
2013-05-25,73
2013-05-26,67
2013-05-27,66
2013-05-28,65
2013-05-29,64
2013-05-30,63
2013-05-31,62
2013-06-01,64
2013-06-02,63
2013-06-03,62
2013-06-04,63
2013-06-05,64
2013-06-06,65
2013-06-07,66
2013-06-08,71
2013-06-09,67
2013-06-10,66
2013-06-11,66
2013-06-12,66
2013-06-13,65
2013-06-14,66
2013-06-15,70
2013-06-16,64
2013-06-17,64
2013-06-18,63
2013-06-19,63
2013-06-20,62
2013-06-21,64
2013-06-22,65
2013-06-23,62
2013-06-24,62
2013-06-25,64
2013-06-26,63
2013-06-27,63
