Date,Oppenheimer Holdings
2012-08-01,76
2012-08-02,77
2012-08-03,81
2012-08-04,80
2012-08-05,80
2012-08-06,80
2012-08-07,80
2012-08-08,80
2012-08-09,80
2012-08-10,80
2012-08-11,81
2012-08-12,83
2012-08-13,86
2012-08-14,89
2012-08-15,93
2012-08-16,94
2012-08-17,97
2012-08-18,108
2012-08-19,96
2012-08-20,93
2012-08-21,90
2012-08-22,86
2012-08-23,83
2012-08-24,80
2012-08-25,77
2012-08-26,75
2012-08-27,73
2012-08-28,71
2012-08-29,71
2012-08-30,67
2012-08-31,65
2012-09-01,63
2012-09-02,64
2012-09-03,65
2012-09-04,66
2012-09-05,68
2012-09-06,69
2012-09-07,72
2012-09-08,72
2012-09-09,74
2012-09-10,77
2012-09-11,81
2012-09-12,83
2012-09-13,84
2012-09-14,87
2012-09-15,98
2012-09-16,90
2012-09-17,90
2012-09-18,90
2012-09-19,91
2012-09-20,95
2012-09-21,91
2012-09-22,92
2012-09-23,91
2012-09-24,91
2012-09-25,95
2012-09-26,91
2012-09-27,91
2012-09-28,91
2012-09-29,91
2012-09-30,89
2012-10-01,88
2012-10-02,94
2012-10-03,86
2012-10-04,87
2012-10-05,84
2012-10-06,88
2012-10-07,82
2012-10-08,82
2012-10-09,82
2012-10-10,85
2012-10-11,82
2012-10-12,82
2012-10-13,84
2012-10-14,80
2012-10-15,79
2012-10-16,81
2012-10-17,77
2012-10-18,76
2012-10-19,75
2012-10-20,74
2012-10-21,73
2012-10-22,72
2012-10-23,71
2012-10-24,70
2012-10-25,69
2012-10-26,68
2012-10-27,68
2012-10-28,68
2012-10-29,68
2012-10-30,73
2012-10-31,69
2012-11-01,70
2012-11-02,70
2012-11-03,75
2012-11-04,71
2012-11-05,71
2012-11-06,72
2012-11-07,72
2012-11-08,73
2012-11-09,73
2012-11-10,74
2012-11-11,74
2012-11-12,74
2012-11-13,76
2012-11-14,75
2012-11-15,75
2012-11-16,75
2012-11-17,76
2012-11-18,75
2012-11-19,75
2012-11-20,75
