Date,Morgan Keegan
2008-07-20,36
2008-07-21,38
2008-07-22,40
2008-07-23,43
2008-07-24,45
2008-07-25,47
2008-07-26,48
2008-07-27,45
2008-07-28,43
2008-07-29,41
2008-07-30,39
2008-07-31,37
2008-08-01,35
2008-08-02,33
2008-08-03,34
2008-08-04,35
2008-08-05,36
2008-08-06,37
2008-08-07,38
2008-08-08,39
2008-08-09,40
2008-08-10,41
2008-08-11,42
2008-08-12,44
2008-08-13,44
2008-08-14,45
2008-08-15,47
2008-08-16,48
2008-08-17,46
2008-08-18,45
2008-08-19,44
2008-08-20,42
2008-08-21,41
2008-08-22,40
2008-08-23,40
2008-08-24,38
2008-08-25,38
2008-08-26,38
2008-08-27,38
2008-08-28,38
2008-08-29,38
2008-08-30,38
2008-08-31,36
2008-09-01,34
2008-09-02,32
2008-09-03,30
2008-09-04,29
2008-09-05,27
2008-09-06,25
2008-09-07,25
2008-09-08,26
2008-09-09,26
2008-09-10,27
2008-09-11,27
2008-09-12,28
2008-09-13,29
2008-09-14,31
2008-09-15,34
2008-09-16,37
2008-09-17,40
2008-09-18,43
2008-09-19,52
2008-09-20,49
2008-09-21,48
2008-09-22,47
2008-09-23,46
2008-09-24,45
2008-09-25,44
2008-09-26,43
2008-09-27,43
2008-09-28,44
2008-09-29,45
2008-09-30,47
2008-10-01,50
2008-10-02,53
2008-10-03,51
2008-10-04,53
2008-10-05,54
2008-10-06,55
2008-10-07,56
2008-10-08,61
2008-10-09,60
2008-10-10,59
2008-10-11,61
2008-10-12,57
2008-10-13,54
2008-10-14,52
2008-10-15,49
2008-10-16,45
2008-10-17,43
2008-10-18,39
2008-10-19,37
2008-10-20,36
2008-10-21,35
2008-10-22,34
2008-10-23,33
2008-10-24,33
2008-10-25,31
2008-10-26,31
2008-10-27,31
2008-10-28,31
2008-10-29,31
2008-10-30,31
2008-10-31,31
2008-11-01,32
2008-11-02,31
2008-11-03,30
2008-11-04,29
2008-11-05,28
2008-11-06,27
2008-11-07,26
2008-11-08,26
2008-11-09,26
2008-11-10,26
2008-11-11,26
2008-11-12,26
2008-11-13,26
2008-11-14,26
2008-11-15,27
2008-11-16,27
2008-11-17,27
2008-11-18,28
2008-11-19,29
2008-11-20,29
2008-11-21,29
2008-11-22,30
2008-11-23,27
2008-11-24,25
2008-11-25,22
2008-11-26,20
2008-11-27,17
2008-11-28,15
2008-11-29,13
2008-11-30,14
2008-12-01,17
2008-12-02,18
2008-12-03,20
2008-12-04,22
2008-12-05,24
2008-12-06,26
2008-12-07,26
2008-12-08,27
2008-12-09,28
2008-12-10,28
2008-12-11,28
2008-12-12,29
2008-12-13,30
2008-12-14,30
2008-12-15,31
2008-12-16,34
2008-12-17,32
2008-12-18,33
2008-12-19,35
2008-12-20,35
2008-12-21,32
2008-12-22,29
2008-12-23,27
2008-12-24,24
2008-12-25,22
2008-12-26,19
2008-12-27,17
2008-12-28,17
2008-12-29,18
2008-12-30,19
2008-12-31,19
2009-01-01,20
2009-01-02,21
2009-01-03,22
2009-01-04,23
2009-01-05,24
2009-01-06,25
2009-01-07,27
2009-01-08,28
2009-01-09,29
2009-01-10,31
2009-01-11,30
2009-01-12,30
2009-01-13,30
2009-01-14,29
2009-01-15,29
2009-01-16,29
2009-01-17,31
2009-01-18,28
2009-01-19,28
2009-01-20,28
2009-01-21,27
2009-01-22,28
2009-01-23,27
2009-01-24,27
2009-01-25,28
2009-01-26,29
2009-01-27,30
2009-01-28,31
2009-01-29,32
2009-01-30,33
2009-01-31,34
2009-02-01,34
2009-02-02,34
2009-02-03,35
2009-02-04,35
2009-02-05,39
2009-02-06,36
2009-02-07,37
2009-02-08,36
2009-02-09,35
2009-02-10,35
2009-02-11,34
2009-02-12,34
2009-02-13,33
2009-02-14,34
2009-02-15,38
2009-02-16,43
2009-02-17,51
2009-02-18,54
2009-02-19,59
2009-02-20,67
2009-02-21,70
2009-02-22,68
2009-02-23,63
2009-02-24,62
2009-02-25,57
2009-02-26,52
2009-02-27,49
2009-02-28,45
2009-03-01,42
2009-03-02,40
2009-03-03,37
2009-03-04,35
2009-03-05,32
2009-03-06,30
2009-03-07,28
2009-03-08,27
2009-03-09,27
2009-03-10,27
2009-03-11,27
2009-03-12,27
2009-03-13,27
2009-03-14,27
2009-03-15,27
2009-03-16,27
2009-03-17,28
2009-03-18,28
2009-03-19,29
2009-03-20,30
2009-03-21,30
2009-03-22,30
2009-03-23,31
2009-03-24,32
2009-03-25,33
2009-03-26,34
2009-03-27,34
2009-03-28,35
2009-03-29,35
2009-03-30,35
2009-03-31,39
2009-05-01,28
2009-05-02,31
2009-05-03,29
2009-05-04,29
2009-05-05,28
2009-05-06,28
2009-05-07,27
2009-05-08,27
2009-05-09,27
2009-05-10,27
2009-05-11,27
2009-05-12,31
2009-05-13,28
2009-05-14,29
2009-05-15,29
2009-05-16,30
2009-05-17,30
2009-05-18,30
2009-05-19,30
2009-05-20,30
2009-05-21,30
2009-05-22,30
2009-05-23,30
2009-05-24,29
2009-05-25,28
2009-05-26,27
2009-05-27,27
2009-05-28,25
2009-05-29,24
2009-05-30,24
2009-05-31,25
2009-06-01,26
2009-06-02,27
2009-06-03,28
2009-06-04,29
2009-06-05,32
2009-06-06,31
2009-06-07,31
2009-06-08,32
2009-06-09,33
2009-06-10,34
2009-06-11,35
2009-06-12,40
2009-06-13,37
2009-06-14,36
2009-06-15,35
2009-06-16,34
2009-06-17,36
2009-06-18,33
2009-06-19,34
2009-06-20,32
2009-06-21,31
2009-06-22,31
2009-06-23,31
2009-06-24,31
2009-06-25,31
2009-06-26,31
2009-06-27,31
2009-06-28,30
2009-06-29,29
2009-06-30,28
2009-07-01,27
2009-07-02,26
2009-07-03,25
2009-07-04,24
2009-07-05,24
2009-07-06,25
2009-07-07,25
2009-07-08,26
2009-07-09,26
2009-07-10,27
2009-07-11,28
2009-07-12,29
2009-07-13,30
2009-07-14,31
2009-07-15,32
2009-07-16,35
2009-07-17,34
2009-07-18,35
2009-07-19,34
2009-07-20,34
2009-07-21,34
2009-07-22,35
2009-07-23,35
2009-07-24,34
2009-07-25,34
2009-07-26,32
2009-07-27,31
2009-07-28,29
2009-07-29,28
2009-07-30,26
2009-07-31,26
2009-08-01,24
2009-08-02,24
2009-08-03,24
2009-08-04,26
2009-08-05,25
2009-08-06,26
2009-08-07,26
2009-08-08,27
2009-08-09,27
2009-08-10,27
2009-08-11,29
2009-08-12,28
2009-08-13,29
2009-08-14,29
2009-08-15,30
2009-08-16,30
2009-08-17,30
2009-08-18,30
2009-08-19,30
2009-08-20,31
2009-08-21,30
2009-08-22,31
2009-08-23,32
2009-08-24,33
2009-08-25,35
2009-08-26,36
2009-08-27,39
2009-08-28,42
2009-08-29,41
2009-08-30,38
2009-08-31,36
2009-09-01,33
2009-09-02,31
2009-09-03,28
2009-09-04,26
2009-09-05,24
2009-09-06,24
2009-09-07,25
2009-09-08,25
2009-09-09,26
2009-09-10,27
2009-09-11,27
2009-09-12,28
2009-09-13,29
2009-09-14,30
2009-09-15,33
2009-09-16,33
2009-09-17,34
2009-09-18,35
2009-09-19,37
2009-09-20,35
2009-09-21,34
2009-09-22,33
2009-09-23,32
2009-09-24,33
2009-09-25,30
2009-09-26,29
2009-09-27,28
2009-09-28,27
2009-09-29,27
2009-09-30,25
2009-10-01,24
2009-10-02,24
2009-10-03,23
2009-10-04,23
2009-10-05,23
2009-10-06,23
2009-10-07,23
2009-10-08,23
2009-10-09,23
2009-10-10,23
2009-10-11,23
2009-10-12,24
2009-10-13,25
2009-10-14,27
2009-10-15,27
2009-10-16,29
2009-10-17,29
2009-10-18,29
2009-10-19,30
2009-10-20,31
2009-10-21,34
2009-10-22,33
2009-10-23,34
2009-10-24,35
2009-10-25,34
2009-10-26,33
2009-10-27,32
2009-10-28,33
2009-10-29,30
2009-10-30,29
2009-10-31,29
2009-11-01,28
2009-11-02,27
2009-11-03,26
2009-11-04,25
2009-11-05,24
2009-11-06,23
2009-11-07,22
2009-11-08,22
2009-11-09,23
2009-11-10,24
2009-11-11,25
2009-11-12,26
2009-11-13,27
2009-11-14,28
2009-11-15,28
2009-11-16,28
2009-11-17,28
2009-11-18,28
2009-11-19,28
2009-11-20,28
2009-11-21,29
2009-11-22,26
2009-11-23,25
2009-11-24,24
2009-11-25,22
2009-11-26,21
2009-11-27,20
2009-11-28,19
2009-11-29,19
2009-11-30,20
2009-12-01,21
2009-12-02,22
2009-12-03,23
2009-12-04,24
2009-12-05,25
2009-12-06,25
2009-12-07,25
2009-12-08,25
2009-12-09,25
2009-12-10,25
2009-12-11,25
2009-12-12,26
2009-12-13,26
2009-12-14,26
2009-12-15,26
2009-12-16,28
2009-12-17,26
2009-12-18,26
2009-12-19,27
2009-12-20,27
2009-12-21,27
2009-12-22,27
2009-12-23,30
2009-12-24,28
2009-12-25,28
2009-12-26,29
2009-12-27,27
2009-12-28,26
2009-12-29,24
2009-12-30,23
2009-12-31,21
2010-01-01,20
2010-01-02,19
2010-01-03,20
2010-01-04,22
2010-01-05,24
2010-01-06,25
2010-01-07,29
2010-01-08,29
2010-01-09,31
2010-01-10,30
2010-01-11,29
2010-01-12,28
2010-01-13,27
2010-01-14,26
2010-01-15,25
2010-01-16,24
2010-01-17,24
2010-01-18,24
2010-01-19,24
2010-01-20,25
2010-01-21,25
2010-01-22,25
2010-01-23,26
2010-01-24,26
2010-01-25,27
2010-01-26,28
2010-01-27,28
2010-01-28,28
2010-01-29,31
2010-01-30,30
2010-01-31,29
