Date,Citibank
2010-05-01,77
2010-05-02,78
2010-05-03,80
2010-05-04,87
2010-05-05,86
2010-05-06,91
2010-05-07,87
2010-05-08,91
2010-05-09,88
2010-05-10,88
2010-05-11,89
2010-05-12,88
2010-05-13,95
2010-05-14,88
2010-05-15,88
2010-05-16,88
2010-05-17,88
2010-05-18,93
2010-05-19,90
2010-05-20,90
2010-05-21,90
2010-05-22,91
2010-05-23,89
2010-05-24,87
2010-05-25,86
2010-05-26,86
2010-05-27,87
2010-05-28,83
2010-05-29,80
2010-05-30,80
2010-05-31,81
2010-06-01,82
2010-06-02,87
2010-06-03,87
2010-06-04,84
2010-06-05,90
2010-06-06,87
2010-06-07,89
2010-06-08,92
2010-06-09,93
2010-06-10,95
2010-06-11,99
2010-06-12,111
2010-06-13,98
2010-06-14,98
2010-06-15,96
2010-06-16,93
2010-06-17,98
2010-06-18,89
2010-06-19,90
2010-06-20,92
2010-06-21,88
2010-06-22,88
2010-06-23,92
2010-06-24,88
2010-06-25,90
2010-06-26,91
2010-06-27,91
2010-06-28,91
2010-06-29,92
2010-06-30,94
2010-07-01,104
2010-07-02,97
2010-07-03,99
2010-07-04,95
2010-07-05,91
2010-07-06,91
2010-07-07,91
2010-07-08,81
2010-07-09,81
2010-07-10,74
2010-07-11,75
2010-07-12,88
2010-07-13,79
2010-07-14,81
2010-07-15,92
2010-07-16,85
2010-07-17,87
2010-07-18,86
2010-07-19,88
2010-07-20,88
2010-07-21,83
2010-07-22,83
2010-07-23,84
2010-07-24,81
2010-07-25,80
2010-07-26,79
2010-07-27,86
2010-07-28,78
2010-07-29,85
2010-07-30,78
2010-07-31,77
2010-08-01,79
2010-08-02,82
2010-08-03,84
2010-08-04,94
2010-08-05,89
2010-08-06,94
2010-08-07,95
2010-08-08,97
2010-08-09,95
2010-08-10,98
2010-08-11,96
2010-08-12,100
2010-08-13,102
2010-08-14,97
2010-08-15,94
2010-08-16,91
2010-08-17,92
2010-08-18,85
2010-08-19,89
2010-08-20,79
2010-08-21,76
2010-08-22,84
2010-08-23,81
2010-08-24,84
2010-08-25,86
2010-08-26,94
2010-08-27,92
2010-08-28,98
2010-08-29,97
2010-08-30,94
2010-08-31,96
2010-09-01,93
2010-09-02,93
2010-09-03,95
2010-09-04,99
2010-09-05,90
2010-09-06,88
2010-09-07,91
2010-09-08,83
2010-09-09,84
2010-09-10,80
2010-09-11,77
2010-09-12,74
2010-09-13,72
2010-09-14,69
2010-09-15,67
2010-09-16,71
2010-09-17,62
2010-09-18,64
2010-09-19,64
2010-09-20,66
2010-09-21,70
2010-09-22,73
2010-09-23,78
2010-09-24,80
2010-09-25,86
2010-09-26,89
2010-09-27,83
2010-09-28,91
2010-09-29,84
2010-09-30,83
2010-10-01,89
2010-10-02,87
2010-10-03,83
2010-10-04,84
2010-10-05,85
2010-10-06,99
2010-10-07,87
2010-10-08,94
2010-10-09,93
2010-10-10,87
2010-10-11,85
2010-10-12,86
2010-10-13,82
2010-10-14,81
2010-10-15,86
2010-10-16,78
2010-10-17,79
2010-10-18,77
2010-10-19,81
2010-10-20,77
2010-10-21,84
2010-10-22,77
2010-10-23,82
2010-10-24,76
2010-10-25,75
2010-10-26,75
2010-10-27,78
2010-10-28,73
2010-10-29,72
2010-10-30,73
2010-10-31,73
2010-11-01,74
2010-11-02,77
2010-11-03,77
2010-11-04,86
2010-11-05,83
2010-11-06,81
2010-11-07,79
2010-11-08,82
2010-11-09,76
2010-11-10,76
2010-11-11,74
2010-11-12,80
2010-11-13,71
2010-11-14,71
2010-11-15,71
2010-11-16,72
2010-11-17,80
2010-11-18,73
2010-11-19,73
2010-11-20,81
2010-11-21,75
2010-11-22,76
2010-11-23,78
2010-11-24,83
2010-11-25,79
2010-11-26,82
2010-11-27,88
2010-11-28,84
2010-11-29,86
2010-11-30,88
2010-12-01,90
