Date,Credit Suisse
2005-12-01,72
2005-12-02,73
2005-12-03,80
2005-12-04,73
2005-12-05,72
2005-12-06,76
2005-12-07,71
2005-12-08,72
2005-12-09,69
2005-12-10,75
2005-12-11,69
2005-12-12,69
2005-12-13,71
2005-12-14,70
2005-12-15,69
2005-12-16,70
2005-12-17,77
2005-12-18,68
2005-12-19,67
2005-12-20,69
2005-12-21,66
2005-12-22,67
2005-12-23,67
2005-12-24,69
2005-12-25,62
2005-12-26,60
2005-12-27,58
2005-12-28,56
2005-12-29,58
2005-12-30,52
2005-12-31,57
2006-01-01,53
2006-01-02,57
2006-01-03,61
2006-01-04,66
2006-01-05,68
2006-01-06,77
2006-01-07,80
2006-01-08,77
2006-01-09,78
2006-01-10,80
2006-01-11,81
2006-01-12,86
2006-01-13,84
2006-01-14,87
2006-01-15,94
2006-01-16,90
2006-01-17,92
2006-01-18,96
2006-01-19,96
2006-01-20,100
2006-01-21,110
2006-01-22,101
2006-01-23,95
2006-01-24,93
2006-01-25,90
2006-01-26,91
2006-01-27,88
2006-01-28,90
2006-01-29,86
2006-01-30,84
2006-01-31,88
2006-02-01,84
2006-02-02,85
2006-02-03,85
2006-02-04,92
2006-02-05,84
2006-02-06,83
2006-02-07,82
2006-02-08,82
2006-02-09,81
2006-02-10,80
2006-02-11,94
2006-02-12,80
2006-02-13,80
2006-02-14,85
2006-02-15,80
2006-02-16,82
2006-02-17,83
2006-02-18,90
2006-02-19,80
2006-02-20,80
2006-02-21,79
2006-02-22,81
2006-02-23,80
2006-02-24,80
2006-02-25,82
2006-02-26,79
2006-02-27,78
2006-02-28,78
2006-03-01,78
2006-03-02,79
2006-03-03,80
2006-03-04,84
2006-03-05,82
2006-03-06,77
2006-03-07,76
2006-03-08,79
2006-03-09,75
2006-03-10,75
2006-03-11,82
2006-03-12,75
2006-03-13,76
2006-03-14,79
2006-03-15,79
2006-03-16,79
2006-03-17,83
2006-03-18,87
2006-03-19,81
2006-03-20,82
2006-03-21,85
2006-03-22,84
2006-03-23,86
2006-03-24,88
2006-03-25,94
2006-03-26,88
2006-03-27,87
2006-03-28,90
2006-03-29,87
2006-03-30,89
2006-03-31,90
2006-04-01,98
2006-04-02,85
2006-04-03,83
2006-04-04,80
2006-04-05,78
2006-04-06,75
2006-04-07,76
2006-04-08,79
2006-04-09,71
2006-04-10,71
2006-04-11,71
2006-04-12,71
2006-04-13,76
2006-04-14,75
2006-04-15,78
2006-04-16,71
2006-04-17,71
2006-04-18,70
2006-04-19,70
2006-04-20,71
2006-04-21,70
2006-04-22,78
2006-04-23,69
2006-04-24,69
2006-04-25,72
2006-04-26,69
2006-04-27,69
2006-04-28,71
2006-04-29,76
2006-04-30,70
2006-05-01,71
2006-05-02,72
2006-05-03,75
2006-05-04,74
2006-05-05,80
2006-05-06,79
2006-05-07,78
2006-05-08,75
2006-05-09,76
2006-05-10,76
2006-05-11,75
2006-05-12,76
2006-05-13,87
2006-05-14,74
2006-05-15,74
2006-05-16,76
2006-05-17,73
2006-05-18,75
2006-05-19,72
2006-05-20,82
2006-05-21,70
2006-05-22,70
2006-05-23,68
2006-05-24,72
2006-05-25,66
2006-05-26,65
2006-05-27,73
2006-05-28,64
2006-05-29,65
2006-05-30,66
2006-05-31,67
2006-06-01,68
2006-06-02,72
2006-06-03,74
2006-06-04,69
2006-06-05,69
2006-06-06,69
2006-06-07,68
2006-06-08,72
2006-06-09,68
2006-06-10,75
2006-06-11,68
2006-06-12,68
2006-06-13,68
2006-06-14,71
2006-06-15,69
2006-06-16,70
2006-06-17,79
2006-06-18,71
2006-06-19,72
2006-06-20,73
2006-06-21,74
2006-06-22,75
2006-06-23,77
2006-06-24,90
2006-06-25,75
2006-06-26,74
2006-06-27,73
2006-06-28,76
2006-06-29,71
2006-06-30,72
2006-07-01,79
2006-07-02,69
2006-07-03,69
2006-07-04,71
2006-07-05,70
2006-07-06,71
2006-07-07,71
2006-07-08,74
2006-07-09,71
2006-07-10,70
2006-07-11,70
