Date,BMO Capital Markets
2011-02-06,75
2011-02-07,77
2011-02-08,78
2011-02-09,80
2011-02-10,82
2011-02-11,83
2011-02-12,85
2011-02-13,84
2011-02-14,84
2011-02-15,83
2011-02-16,83
2011-02-17,82
2011-02-18,81
2011-02-19,81
2011-02-20,78
2011-02-21,73
2011-02-22,70
2011-02-23,66
2011-02-24,63
2011-02-25,60
2011-02-26,57
2011-02-27,61
2011-02-28,65
2011-03-01,69
2011-03-02,73
2011-03-03,78
2011-03-04,82
2011-03-05,86
2011-03-06,84
2011-03-07,82
2011-03-08,80
2011-03-09,77
2011-03-10,75
2011-03-11,73
2011-03-12,71
2011-03-13,70
2011-03-14,70
2011-03-15,69
2011-03-16,68
2011-03-17,68
2011-03-18,67
2011-03-19,66
2011-03-20,63
2011-03-21,60
2011-03-22,57
2011-03-23,54
2011-03-24,51
2011-03-25,48
2011-03-26,46
2011-03-27,43
2011-05-01,55
2011-05-02,52
2011-05-03,50
2011-05-04,47
2011-05-05,45
2011-05-06,42
2011-05-07,40
2011-05-08,42
2011-05-09,45
2011-05-10,48
2011-05-11,51
2011-05-12,54
2011-05-13,57
2011-05-14,60
2011-05-15,59
2011-05-16,59
2011-05-17,58
2011-05-18,58
2011-05-19,58
2011-05-20,57
2011-05-21,57
2011-05-22,54
2011-05-23,52
2011-05-24,49
2011-05-25,47
2011-05-26,44
2011-05-27,42
2011-05-28,40
2011-05-29,44
2011-05-30,48
2011-05-31,53
2011-06-01,57
2011-06-02,61
2011-06-03,65
2011-06-04,70
2011-06-05,70
2011-06-06,71
2011-06-07,71
2011-06-08,71
2011-06-09,72
2011-06-10,72
2011-06-11,72
2011-06-12,68
2011-06-13,63
2011-06-14,59
2011-06-15,54
2011-06-16,50
2011-06-17,46
2011-06-18,42
2011-06-19,43
2011-06-20,45
2011-06-21,46
2011-06-22,47
2011-06-23,49
2011-06-24,50
2011-06-25,51
2011-06-26,50
2011-06-27,49
2011-06-28,48
2011-06-29,47
2011-06-30,46
2011-07-01,45
2011-07-02,45
2011-07-03,47
2011-07-04,49
2011-07-05,51
2011-07-06,53
2011-07-07,55
2011-07-08,57
2011-07-09,60
2011-07-10,60
2011-07-11,61
2011-07-12,62
2011-07-13,62
2011-07-14,63
2011-07-15,64
2011-07-16,65
2011-07-17,65
2011-07-18,66
2011-07-19,66
2011-07-20,67
2011-07-21,68
2011-07-22,68
2011-07-23,69
2011-07-24,68
2011-07-25,67
2011-07-26,66
2011-07-27,65
2011-07-28,64
2011-07-29,63
2011-07-30,63
2011-07-31,63
2011-08-07,68
2011-08-08,69
2011-08-09,70
2011-08-10,71
2011-08-11,72
2011-08-12,73
2011-08-13,74
2011-08-14,74
2011-08-15,73
2011-08-16,73
2011-08-17,72
2011-08-18,72
2011-08-19,72
2011-08-20,72
2011-08-21,70
