Date,BMO Capital Markets
2011-08-22,69
2011-08-23,68
2011-08-24,66
2011-08-25,65
2011-08-26,64
2011-08-27,63
2011-08-28,63
2011-08-29,64
2011-08-30,64
2011-08-31,65
2011-09-01,65
2011-09-02,66
2011-09-03,67
2011-09-04,70
2011-09-05,73
2011-09-06,76
2011-09-07,79
2011-09-08,82
2011-09-09,85
2011-09-10,89
2011-09-11,85
2011-09-12,83
2011-09-13,80
2011-09-14,77
2011-09-15,74
2011-09-16,70
2011-09-17,67
2011-09-18,67
2011-09-19,65
2011-09-20,64
2011-09-21,64
2011-09-22,63
2011-09-23,62
2011-09-24,62
2011-09-25,63
2011-09-26,64
2011-09-27,65
2011-09-28,67
2011-09-29,68
2011-09-30,69
2011-10-01,71
2011-10-02,73
2011-10-03,76
2011-10-04,79
2011-10-05,81
2011-10-06,84
2011-10-07,86
2011-10-08,89
2011-10-09,84
2011-10-10,78
2011-10-11,73
2011-10-12,68
2011-10-13,63
2011-10-14,58
2011-10-15,53
2011-10-16,53
2011-10-17,54
2011-10-18,55
2011-10-19,56
2011-10-20,57
2011-10-21,58
2011-10-22,59
2011-10-23,60
2011-10-24,63
2011-10-25,64
2011-10-26,66
2011-10-27,68
2011-10-28,70
2011-10-29,72
2011-10-30,72
2011-11-06,71
2011-11-07,71
2011-11-08,72
2011-11-09,72
2011-11-10,72
2011-11-11,73
2011-11-12,73
2011-11-13,69
2011-11-14,64
2011-11-15,60
2011-11-16,56
2011-11-17,52
2011-11-18,48
2011-11-19,44
2011-11-20,43
2011-11-21,41
2011-11-22,40
2011-11-23,39
2011-11-24,38
2011-11-25,37
2011-11-26,36
2011-11-27,40
2011-11-28,44
2011-11-29,49
2011-11-30,53
2011-12-01,57
2011-12-02,62
2011-12-03,66
2011-12-04,64
2011-12-05,62
2011-12-06,59
2011-12-07,57
2011-12-08,55
2011-12-09,52
2011-12-10,50
2011-12-11,48
2011-12-12,46
2011-12-13,44
2011-12-14,42
2011-12-15,40
2011-12-16,38
2011-12-17,36
2011-12-18,37
2011-12-19,38
2011-12-20,39
2011-12-21,40
2011-12-22,41
2011-12-23,42
2011-12-24,43
2011-12-25,43
2011-12-26,44
2011-12-27,45
2011-12-28,45
2011-12-29,46
2011-12-30,47
2011-12-31,48
2012-01-01,48
2012-01-02,49
2012-01-03,50
2012-01-04,50
2012-01-05,51
2012-01-06,52
2012-01-07,53
2012-01-08,55
2012-01-09,57
2012-01-10,59
2012-01-11,61
2012-01-12,63
2012-01-13,65
2012-01-14,68
2012-01-15,68
2012-01-16,68
2012-01-17,69
2012-01-18,69
2012-01-19,69
2012-01-20,69
2012-01-21,69
2012-01-22,67
2012-01-23,63
2012-01-24,60
2012-01-25,57
2012-01-26,54
2012-01-27,51
2012-01-28,49
2012-01-29,50
2012-02-05,57
2012-02-06,57
2012-02-07,56
2012-02-08,56
2012-02-09,55
2012-02-10,54
2012-02-11,54
2012-02-12,52
2012-02-13,49
2012-02-14,47
2012-02-15,44
2012-02-16,42
2012-02-17,40
2012-02-18,38
2012-02-19,39
2012-02-20,41
2012-02-21,43
2012-02-22,45
2012-02-23,47
2012-02-24,49
2012-02-25,51
2012-02-26,52
2012-02-27,53
2012-02-28,55
2012-02-29,56
2012-03-01,57
2012-03-02,59
2012-03-03,60
2012-03-04,58
2012-03-05,56
2012-03-06,54
2012-03-07,52
2012-03-08,50
2012-03-09,48
2012-03-10,46
2012-03-11,44
2012-03-12,42
2012-03-13,40
2012-03-14,38
2012-03-15,36
2012-03-16,34
2012-03-17,33
2012-03-18,35
2012-03-19,37
2012-03-20,39
2012-03-21,41
2012-03-22,43
2012-03-23,45
2012-03-24,47
2012-03-25,47
2012-03-26,48
2012-03-27,49
2012-03-28,49
2012-03-29,50
2012-03-30,51
2012-03-31,52
2012-04-01,49
2012-04-02,46
2012-04-03,44
2012-04-04,41
2012-04-05,39
2012-04-06,36
2012-04-07,34
2012-04-08,35
2012-04-09,36
2012-04-10,37
2012-04-11,39
2012-04-12,40
2012-04-13,41
2012-04-14,43
2012-04-15,45
2012-04-16,47
2012-04-17,49
2012-04-18,51
2012-04-19,53
2012-04-20,55
2012-04-21,57
2012-04-22,56
2012-04-23,54
2012-04-24,53
2012-04-25,51
2012-04-26,50
2012-04-27,49
2012-04-28,48
2012-04-29,48
2012-05-06,51
2012-05-07,49
2012-05-08,47
2012-05-09,45
2012-05-10,43
2012-05-11,41
2012-05-12,39
2012-05-13,40
2012-05-14,41
2012-05-15,41
2012-05-16,42
2012-05-17,43
2012-05-18,44
2012-05-19,45
2012-05-20,43
2012-05-21,40
2012-05-22,38
2012-05-23,35
2012-05-24,33
2012-05-25,31
2012-05-26,29
2012-05-27,30
2012-05-28,31
2012-05-29,32
2012-05-30,34
2012-05-31,35
2012-06-01,36
2012-06-02,38
2012-06-03,38
2012-06-04,38
2012-06-05,39
2012-06-06,39
2012-06-07,40
2012-06-08,40
2012-06-09,41
2012-06-10,42
2012-06-11,43
2012-06-12,44
2012-06-13,45
2012-06-14,46
2012-06-15,47
2012-06-16,48
2012-06-17,48
2012-06-18,48
2012-06-19,49
2012-06-20,49
2012-06-21,49
2012-06-22,49
2012-06-23,50
2012-06-24,48
2012-06-25,47
2012-06-26,45
2012-06-27,44
2012-06-28,42
2012-06-29,40
2012-06-30,39
2012-07-01,37
2012-07-02,35
2012-07-03,34
2012-07-04,32
2012-07-05,31
2012-07-06,29
2012-07-07,28
2012-07-08,31
2012-07-09,34
2012-07-10,37
2012-07-11,40
2012-07-12,44
2012-07-13,47
2012-07-14,50
2012-07-15,49
2012-07-16,47
2012-07-17,46
2012-07-18,44
2012-07-19,43
2012-07-20,42
2012-07-21,41
2012-07-22,41
2012-07-23,41
2012-07-24,42
2012-07-25,42
2012-07-26,43
2012-07-27,43
2012-07-28,44
2012-07-29,47
2012-08-05,62
2012-08-06,58
2012-08-07,54
2012-08-08,50
2012-08-09,46
2012-08-10,42
2012-08-11,38
2012-08-12,37
2012-08-13,36
2012-08-14,36
2012-08-15,35
2012-08-16,35
2012-08-17,34
2012-08-18,34
2012-08-19,34
2012-08-20,34
2012-08-21,35
2012-08-22,35
2012-08-23,36
2012-08-24,36
2012-08-25,37
2012-08-26,37
2012-08-27,38
2012-08-28,39
2012-08-29,39
2012-08-30,40
2012-08-31,41
2012-09-01,42
2012-09-02,43
2012-09-03,44
2012-09-04,45
2012-09-05,46
2012-09-06,47
2012-09-07,48
2012-09-08,49
2012-09-09,50
2012-09-10,53
2012-09-11,54
2012-09-12,56
2012-09-13,58
2012-09-14,59
2012-09-15,61
2012-09-16,57
2012-09-17,50
2012-09-18,46
2012-09-19,41
2012-09-20,37
2012-09-21,32
2012-09-22,28
2012-09-23,31
2012-09-24,35
2012-09-25,38
2012-09-26,42
2012-09-27,46
2012-09-28,49
2012-09-29,53
2012-09-30,51
2012-10-01,49
2012-10-02,47
2012-10-03,45
2012-10-04,43
2012-10-05,41
2012-10-06,39
2012-10-07,38
2012-10-08,38
2012-10-09,38
2012-10-10,38
2012-10-11,38
2012-10-12,38
2012-10-13,38
2012-10-14,37
2012-10-15,37
2012-10-16,37
2012-10-17,36
2012-10-18,36
2012-10-19,36
2012-10-20,36
2012-10-21,36
2012-10-22,36
2012-10-23,36
2012-10-24,36
2012-10-25,36
2012-10-26,36
2012-10-27,36
2012-10-28,35
2012-11-04,34
2012-11-05,34
2012-11-06,34
2012-11-07,35
2012-11-08,35
2012-11-09,35
2012-11-10,36
2012-11-11,36
2012-11-12,37
2012-11-13,38
2012-11-14,39
2012-11-15,40
2012-11-16,41
2012-11-17,42
2012-11-18,40
2012-11-19,39
2012-11-20,37
2012-11-21,36
2012-11-22,34
2012-11-23,33
2012-11-24,32
2012-11-25,33
2012-11-26,36
2012-11-27,38
2012-11-28,39
2012-11-29,41
2012-11-30,43
2012-12-01,45
2012-12-02,44
2012-12-03,41
2012-12-04,39
2012-12-05,38
2012-12-06,36
2012-12-07,34
2012-12-08,33
2012-12-09,33
2012-12-10,35
2012-12-11,35
2012-12-12,36
2012-12-13,37
2012-12-14,38
2012-12-15,39
2012-12-16,38
2012-12-17,37
2012-12-18,36
2012-12-19,36
2012-12-20,35
2012-12-21,34
2012-12-22,34
2012-12-23,33
2012-12-24,32
2012-12-25,31
2012-12-26,31
2012-12-27,30
2012-12-28,29
2012-12-29,29
2012-12-30,29
2012-12-31,29
2013-01-01,29
2013-01-02,29
2013-01-03,29
2013-01-04,29
2013-01-05,29
2013-01-06,33
2013-01-07,37
2013-01-08,41
2013-01-09,45
2013-01-10,49
2013-01-11,53
2013-01-12,57
2013-01-13,57
2013-01-14,57
2013-01-15,57
2013-01-16,57
2013-01-17,57
2013-01-18,57
2013-01-19,57
2013-01-20,55
2013-01-21,52
2013-01-22,49
2013-01-23,47
2013-01-24,44
2013-01-25,42
2013-01-26,40
2013-01-27,40
