Date,Stifel
2011-02-01,92
2011-02-02,92
2011-02-03,93
2011-02-04,95
2011-02-05,110
2011-02-06,93
2011-02-07,92
2011-02-08,91
2011-02-09,93
2011-02-10,88
2011-02-11,87
2011-02-12,98
2011-02-13,89
2011-02-14,87
2011-02-15,88
2011-02-16,92
2011-02-17,89
2011-02-18,92
2011-02-19,99
2011-02-20,95
2011-02-21,85
2011-02-22,82
2011-02-23,86
2011-02-24,76
2011-02-25,75
2011-02-26,78
2011-02-27,71
2011-02-28,72
2011-03-01,74
2011-03-02,73
2011-03-03,75
2011-03-04,74
2011-03-05,82
2011-03-06,74
2011-03-07,74
2011-03-08,75
2011-03-09,74
2011-03-10,78
2011-03-11,79
2011-03-12,74
2011-03-13,72
2011-03-14,71
2011-03-15,70
2011-03-16,69
2011-03-17,72
2011-03-18,66
2011-03-19,73
2011-03-20,65
2011-03-21,66
2011-03-22,66
2011-03-23,67
2011-03-24,70
2011-03-25,68
2011-03-26,70
2011-03-27,69
2011-03-28,69
2011-03-29,69
2011-03-30,72
2011-03-31,70
2011-05-01,79
2011-05-02,77
2011-05-03,79
2011-05-04,75
2011-05-05,72
2011-05-06,69
2011-05-07,72
2011-05-08,68
2011-05-09,69
2011-05-10,70
2011-05-11,71
2011-05-12,77
2011-05-13,73
2011-05-14,75
2011-05-15,74
2011-05-16,74
2011-05-17,77
2011-05-18,73
2011-05-19,73
2011-05-20,77
2011-05-21,80
2011-05-22,70
2011-05-23,68
2011-05-24,66
2011-05-25,64
2011-05-26,66
2011-05-27,60
2011-05-28,58
2011-05-29,58
2011-05-30,58
2011-05-31,58
2011-06-01,59
2011-06-02,59
2011-06-03,63
2011-06-04,64
2011-06-05,61
2011-06-06,62
2011-06-07,63
2011-06-08,65
2011-06-09,66
2011-06-10,67
2011-06-11,76
2011-06-12,69
2011-06-13,69
2011-06-14,69
2011-06-15,70
2011-06-16,73
2011-06-17,70
2011-06-18,76
2011-06-19,70
2011-06-20,70
2011-06-21,70
2011-06-22,70
2011-06-23,73
2011-06-24,69
2011-06-25,69
2011-06-26,67
2011-06-27,66
2011-06-28,65
2011-06-29,66
2011-06-30,66
2011-07-01,62
2011-07-02,64
2011-07-03,61
2011-07-04,61
2011-07-05,61
2011-07-06,61
2011-07-07,63
2011-07-08,61
2011-07-09,63
2011-07-10,68
2011-07-11,67
2011-07-12,71
2011-07-13,72
2011-07-14,75
2011-07-15,80
2011-07-16,83
2011-07-17,80
2011-07-18,80
2011-07-19,82
2011-07-20,83
2011-07-21,78
2011-07-22,82
2011-07-23,80
2011-07-24,86
2011-07-25,78
2011-07-26,84
2011-07-27,79
2011-07-28,84
2011-07-29,80
2011-07-30,88
2011-07-31,80
2011-08-01,80
2011-08-02,79
2011-08-03,79
2011-08-04,80
2011-08-05,78
2011-08-06,85
2011-08-07,84
2011-08-08,84
2011-08-09,87
2011-08-10,90
2011-08-11,98
2011-08-12,102
2011-08-13,107
2011-08-14,104
2011-08-15,94
2011-08-16,91
2011-08-17,93
2011-08-18,88
2011-08-19,83
2011-08-20,87
2011-08-21,80
2011-08-22,79
2011-08-23,78
2011-08-24,77
2011-08-25,77
2011-08-26,75
2011-08-27,75
2011-08-28,80
2011-08-29,70
2011-08-30,69
2011-08-31,68
2011-09-01,68
2011-09-02,66
2011-09-03,66
2011-09-04,64
2011-09-05,70
2011-09-06,68
2011-09-07,70
2011-09-08,71
2011-09-09,76
2011-09-10,84
2011-09-11,73
2011-09-12,72
2011-09-13,71
2011-09-14,70
2011-09-15,69
2011-09-16,68
2011-09-17,72
2011-09-18,69
2011-09-19,71
2011-09-20,73
2011-09-21,77
2011-09-22,77
2011-09-23,81
2011-09-24,90
2011-09-25,80
2011-09-26,79
2011-09-27,79
2011-09-28,78
2011-09-29,76
2011-09-30,76
2011-10-01,79
2011-10-02,79
2011-10-03,76
2011-10-04,77
2011-10-05,77
2011-10-06,77
2011-10-07,78
2011-10-08,88
2011-10-09,86
2011-10-10,80
2011-10-11,81
2011-10-12,83
2011-10-13,83
2011-10-14,86
2011-10-15,93
2011-10-16,84
2011-10-17,84
2011-10-18,84
2011-10-19,84
2011-10-20,84
2011-10-21,84
2011-10-22,96
2011-10-23,86
2011-10-24,87
2011-10-25,93
2011-10-26,92
2011-10-27,92
2011-10-28,95
2011-10-29,104
2011-10-30,101
2011-10-31,90
2011-11-01,88
2011-11-02,85
2011-11-03,83
2011-11-04,87
2011-11-05,81
2011-11-06,78
2011-11-07,79
2011-11-08,79
2011-11-09,84
