Date,Robert W Baird
2009-02-23,80
2009-02-24,80
2009-02-25,79
2009-02-26,82
2009-02-27,82
2009-02-28,78
2009-03-01,77
2009-03-02,77
2009-03-03,78
2009-03-04,77
2009-03-05,77
2009-03-06,82
2009-03-07,77
2009-03-08,78
2009-03-09,80
2009-03-10,82
2009-03-11,92
2009-03-12,85
2009-03-13,88
2009-03-14,89
2009-03-15,87
2009-03-16,86
2009-03-17,84
2009-03-18,89
2009-03-19,81
2009-03-20,84
2009-03-21,79
2009-03-22,76
2009-03-23,74
2009-03-24,72
2009-03-25,71
2009-03-26,71
2009-03-27,66
2009-03-28,64
2009-03-29,64
2009-03-30,64
2009-03-31,65
2009-04-01,65
2009-04-02,65
2009-04-03,65
2009-04-04,70
2009-04-05,63
2009-04-06,61
2009-04-07,59
2009-04-08,59
2009-04-09,55
2009-04-10,53
2009-04-11,51
2009-04-12,53
2009-04-13,55
2009-04-14,57
2009-04-15,60
2009-04-16,64
2009-04-17,70
2009-04-18,67
2009-04-19,67
2009-04-20,67
2009-04-21,68
2009-04-22,69
2009-04-23,70
2009-04-24,76
2009-04-25,70
2009-04-26,67
2009-04-27,65
2009-04-28,65
2009-04-29,61
2009-04-30,63
2009-05-01,57
2009-05-02,55
2009-05-03,55
2009-05-04,56
2009-05-05,57
2009-05-06,61
2009-05-07,59
2009-05-08,60
2009-05-09,63
2009-05-10,61
2009-05-11,61
2009-05-12,61
2009-05-13,66
2009-05-14,61
2009-05-15,64
2009-05-16,62
2009-05-17,63
2009-05-18,64
2009-05-19,68
2009-05-20,66
2009-05-21,69
2009-05-22,72
2009-05-23,70
2009-05-24,72
2009-05-25,63
2009-05-26,60
2009-05-27,57
2009-05-28,55
2009-05-29,51
2009-05-30,48
2009-05-31,50
2009-06-01,52
2009-06-02,55
2009-06-03,62
2009-06-04,60
2009-06-05,62
2009-06-06,70
2009-06-07,64
2009-06-08,64
2009-06-09,64
2009-06-10,64
2009-06-11,66
2009-06-12,65
2009-06-13,64
2009-06-14,63
2009-06-15,62
2009-06-16,62
2009-06-17,60
2009-06-18,59
2009-06-19,61
2009-06-20,58
2009-06-21,58
2009-06-22,58
2009-06-23,61
2009-06-24,59
2009-06-25,63
2009-06-26,60
2009-06-27,61
2009-06-28,60
2009-06-29,59
2009-06-30,62
2009-07-01,57
2009-07-02,60
2009-07-03,55
2009-07-04,55
2009-07-05,55
2009-07-06,55
2009-07-07,55
2009-07-08,60
2009-07-09,56
2009-07-10,59
2009-07-11,57
2009-07-12,55
2009-07-13,53
2009-07-14,54
2009-07-15,50
2009-07-16,49
2009-07-17,47
2009-07-18,46
2009-07-19,48
2009-07-20,51
2009-07-21,56
2009-07-22,56
2009-07-23,61
2009-07-24,67
2009-07-25,65
2009-07-26,67
2009-07-27,69
2009-07-28,71
2009-07-29,73
2009-07-30,75
2009-07-31,82
2009-08-01,80
2009-08-02,78
2009-08-03,77
2009-08-04,76
2009-08-05,79
2009-08-06,75
2009-08-07,73
2009-08-08,74
2009-08-09,73
2009-08-10,74
2009-08-11,77
2009-08-12,78
2009-08-13,78
2009-08-14,83
2009-08-15,81
2009-08-16,78
2009-08-17,76
2009-08-18,74
2009-08-19,72
2009-08-20,70
2009-08-21,70
2009-08-22,65
2009-08-23,67
2009-08-24,69
2009-08-25,71
2009-08-26,74
2009-08-27,77
2009-08-28,78
2009-08-29,84
2009-08-30,78
2009-08-31,75
2009-09-01,77
2009-09-02,71
2009-09-03,66
2009-09-04,63
2009-09-05,62
2009-09-06,62
2009-09-07,63
2009-09-08,64
2009-09-09,66
2009-09-10,69
2009-09-11,72
2009-09-12,70
2009-09-13,70
2009-09-14,75
2009-09-15,71
2009-09-16,71
2009-09-17,77
2009-09-18,76
2009-09-19,73
2009-09-20,73
2009-09-21,71
2009-09-22,71
2009-09-23,72
2009-09-24,70
2009-09-25,69
2009-09-26,69
2009-09-27,66
2009-09-28,64
2009-09-29,62
2009-09-30,65
2009-10-01,58
2009-10-02,56
2009-10-03,58
2009-10-04,54
2009-10-05,55
2009-10-06,56
2009-10-07,61
2009-10-08,58
2009-10-09,61
2009-10-10,64
2009-10-11,60
2009-10-12,60
2009-10-13,60
2009-10-14,60
2009-10-15,60
2009-10-16,60
2009-10-17,62
2009-10-18,61
2009-10-19,63
2009-10-20,69
2009-10-21,67
2009-10-22,72
2009-10-23,74
2009-10-24,73
2009-10-25,70
2009-10-26,68
2009-10-27,66
2009-10-28,63
2009-10-29,64
2009-10-30,59
2009-10-31,60
2009-11-01,58
2009-11-02,59
2009-11-03,60
2009-11-04,66
2009-11-05,63
2009-11-06,63
2009-11-07,65
2009-11-08,65
2009-11-09,66
2009-11-10,67
2009-11-11,68
2009-11-12,69
2009-11-13,74
2009-11-14,70
2009-11-15,68
2009-11-16,66
2009-11-17,65
2009-11-18,67
2009-11-19,61
2009-11-20,58
2009-11-21,57
2009-11-22,55
2009-11-23,54
2009-11-24,53
2009-11-25,53
2009-11-26,55
2009-11-27,50
2009-11-28,49
2009-11-29,50
2009-11-30,52
2009-12-01,54
2009-12-02,60
2009-12-03,61
2009-12-04,60
2009-12-05,63
2009-12-06,60
2009-12-07,58
2009-12-08,62
2009-12-09,55
2009-12-10,54
2009-12-11,52
2009-12-12,51
2009-12-13,51
2009-12-14,51
2009-12-15,53
2009-12-16,51
2009-12-17,54
2009-12-18,51
2009-12-19,51
2009-12-20,50
2009-12-21,49
2009-12-22,49
2009-12-23,48
2009-12-24,46
2009-12-25,45
2009-12-26,44
2009-12-27,43
2009-12-28,43
2009-12-29,43
2009-12-30,42
2009-12-31,42
