Date,Robert W Baird
2008-01-01,53
2008-01-02,56
2008-01-03,59
2008-01-04,62
2008-01-05,66
2008-01-06,65
2008-01-07,65
2008-01-08,66
2008-01-09,68
2008-01-10,68
2008-01-11,67
2008-01-12,71
2008-01-13,67
2008-01-14,67
2008-01-15,67
2008-01-16,68
2008-01-17,67
2008-01-18,69
2008-01-19,67
2008-01-20,71
2008-01-21,76
2008-01-22,81
2008-01-23,91
2008-01-24,90
2008-01-25,95
2008-01-26,103
2008-01-27,98
2008-01-28,104
2008-01-29,94
2008-01-30,98
2008-01-31,90
2008-02-01,91
2008-02-02,86
2008-02-03,84
2008-02-04,82
2008-02-05,81
2008-02-06,78
2008-02-07,76
2008-02-08,74
2008-02-09,72
2008-02-10,70
2008-02-11,68
2008-02-12,66
2008-02-13,64
2008-02-14,62
2008-02-15,62
2008-02-16,59
2008-02-17,61
2008-02-18,64
2008-02-19,66
2008-02-20,69
2008-02-21,73
2008-02-22,74
2008-02-23,79
2008-02-24,74
2008-02-25,72
2008-02-26,70
2008-02-27,67
2008-02-28,65
2008-02-29,64
2008-03-01,61
2008-03-02,63
2008-03-03,65
2008-03-04,69
2008-03-05,69
2008-03-06,76
2008-03-07,73
2008-03-08,79
2008-03-09,77
2008-03-10,78
2008-03-11,79
2008-03-12,81
2008-03-13,89
2008-03-14,83
2008-03-15,85
2008-03-16,84
2008-03-17,83
2008-03-18,82
2008-03-19,85
2008-03-20,81
2008-03-21,84
2008-03-22,80
2008-03-23,77
2008-03-24,75
2008-03-25,72
2008-03-26,72
2008-03-27,67
2008-03-28,65
2008-03-29,63
2008-03-30,64
2008-03-31,66
2008-04-01,67
2008-04-02,75
2008-04-03,70
2008-04-04,75
2008-04-05,74
2008-04-06,72
2008-04-07,71
2008-04-08,71
2008-04-09,69
2008-04-10,73
2008-04-11,67
2008-04-12,66
2008-04-13,64
2008-04-14,63
2008-04-15,64
2008-04-16,63
2008-04-17,60
2008-04-18,58
2008-04-19,60
2008-04-20,61
2008-04-21,65
2008-04-22,69
2008-04-23,73
2008-04-24,77
2008-04-25,81
2008-04-26,91
2008-04-27,81
2008-04-28,77
2008-04-29,80
2008-04-30,70
2008-05-01,67
2008-05-02,67
2008-05-03,60
2008-05-04,61
2008-05-05,63
2008-05-06,65
2008-05-07,71
2008-05-08,68
2008-05-09,73
2008-05-10,72
2008-05-11,70
2008-05-12,69
2008-05-13,68
2008-05-14,66
2008-05-15,65
2008-05-16,64
2008-05-17,63
2008-05-18,62
2008-05-19,61
2008-05-20,60
2008-05-21,60
2008-05-22,59
2008-05-23,58
2008-05-24,58
2008-05-25,58
2008-05-26,59
2008-05-27,64
2008-05-28,61
2008-05-29,65
2008-05-30,63
2008-05-31,64
2008-06-01,66
2008-06-02,72
2008-06-03,77
2008-06-04,74
2008-06-05,79
2008-06-06,81
2008-06-07,83
2008-06-08,81
2008-06-09,79
2008-06-10,78
2008-06-11,76
2008-06-12,75
2008-06-13,74
2008-06-14,72
2008-06-15,71
2008-06-16,71
2008-06-17,70
2008-06-18,76
2008-06-19,69
2008-06-20,69
2008-06-21,69
2008-06-22,71
2008-06-23,69
2008-06-24,69
2008-06-25,69
2008-06-26,74
2008-06-27,69
2008-06-28,69
2008-06-29,67
2008-06-30,66
2008-07-01,64
2008-07-02,66
2008-07-03,64
2008-07-04,60
2008-07-05,59
2008-07-06,61
2008-07-07,63
2008-07-08,65
2008-07-09,67
2008-07-10,69
2008-07-11,71
2008-07-12,73
2008-07-13,72
2008-07-14,72
2008-07-15,71
2008-07-16,75
2008-07-17,70
2008-07-18,74
2008-07-19,72
2008-07-20,69
2008-07-21,68
2008-07-22,67
2008-07-23,71
2008-07-24,66
2008-07-25,70
2008-07-26,65
2008-07-27,63
2008-07-28,62
2008-07-29,61
2008-07-30,59
2008-07-31,59
2008-08-01,57
2008-08-02,56
2008-08-03,58
2008-08-04,61
2008-08-05,64
2008-08-06,66
2008-08-07,69
2008-08-08,75
2008-08-09,75
2008-08-10,74
2008-08-11,74
2008-08-12,74
2008-08-13,73
2008-08-14,73
2008-08-15,73
2008-08-16,73
2008-08-17,71
2008-08-18,70
2008-08-19,69
2008-08-20,71
2008-08-21,66
2008-08-22,65
2008-08-23,64
2008-08-24,61
2008-08-25,59
2008-08-26,57
2008-08-27,54
2008-08-28,56
2008-08-29,50
2008-08-30,48
2008-08-31,50
2008-09-01,53
2008-09-02,57
2008-09-03,59
2008-09-04,62
2008-09-05,66
2008-09-06,68
2008-09-07,69
2008-09-08,70
2008-09-09,71
2008-09-10,73
2008-09-11,79
2008-09-12,75
2008-09-13,77
2008-09-14,79
2008-09-15,82
2008-09-16,92
2008-09-17,88
2008-09-18,96
2008-09-19,94
2008-09-20,98
2008-09-21,96
2008-09-22,96
2008-09-23,104
2008-09-24,95
2008-09-25,100
2008-09-26,95
2008-09-27,94
2008-09-28,92
2008-09-29,91
2008-09-30,89
2008-10-01,88
2008-10-02,86
2008-10-03,85
2008-10-04,84
2008-10-05,86
2008-10-06,88
2008-10-07,103
2008-10-08,92
2008-10-09,97
2008-10-10,101
2008-10-11,100
2008-10-12,95
2008-10-13,91
2008-10-14,89
2008-10-15,83
2008-10-16,79
2008-10-17,76
2008-10-18,72
2008-10-19,72
2008-10-20,72
2008-10-21,77
2008-10-22,73
2008-10-23,73
2008-10-24,79
2008-10-25,74
2008-10-26,74
2008-10-27,76
2008-10-28,76
2008-10-29,80
2008-10-30,77
2008-10-31,80
2008-11-01,79
2008-11-02,77
2008-11-03,75
2008-11-04,73
2008-11-05,72
2008-11-06,69
2008-11-07,73
2008-11-08,66
2008-11-09,67
2008-11-10,68
2008-11-11,72
2008-11-12,71
2008-11-13,78
2008-11-14,74
2008-11-15,76
2008-11-16,75
2008-11-17,75
2008-11-18,77
2008-11-19,78
2008-11-20,74
2008-11-21,83
2008-11-22,74
2008-11-23,73
2008-11-24,72
2008-11-25,71
2008-11-26,74
2008-11-27,69
2008-11-28,68
2008-11-29,67
2008-11-30,66
2008-12-01,66
2008-12-02,65
2008-12-03,66
2008-12-04,67
2008-12-05,64
2008-12-06,68
2008-12-07,64
2008-12-08,64
2008-12-09,64
2008-12-10,65
2008-12-11,64
2008-12-12,70
2008-12-13,65
2008-12-14,66
2008-12-15,67
2008-12-16,72
2008-12-17,69
2008-12-18,73
2008-12-19,71
2008-12-20,74
2008-12-21,67
2008-12-22,63
2008-12-23,58
2008-12-24,54
2008-12-25,49
2008-12-26,45
2008-12-27,41
2008-12-28,42
2008-12-29,44
2008-12-30,46
2008-12-31,47
2009-01-01,49
2009-01-02,53
2009-01-03,54
2009-01-04,54
2009-01-05,55
2009-01-06,57
2009-01-07,58
2009-01-08,61
2009-01-09,62
2009-01-10,63
2009-01-11,62
2009-01-12,62
2009-01-13,62
2009-01-14,63
2009-01-15,63
2009-01-16,61
2009-01-17,66
2009-01-18,63
2009-01-19,65
2009-01-20,67
2009-01-21,69
2009-01-22,72
2009-01-23,73
2009-01-24,81
2009-01-25,75
2009-01-26,75
2009-01-27,75
2009-01-28,75
2009-01-29,82
2009-01-30,77
2009-01-31,75
2009-02-01,76
2009-02-02,77
2009-02-03,82
2009-02-04,79
2009-02-05,80
2009-02-06,85
2009-02-07,87
2009-02-08,81
2009-02-09,79
2009-02-10,79
2009-02-11,78
2009-02-12,74
2009-02-13,74
2009-02-14,71
2009-02-15,72
2009-02-16,74
2009-02-17,82
2009-02-18,77
2009-02-19,87
2009-02-20,80
2009-02-21,82
2009-02-22,81
