Date,Citibank
2009-02-01,40
2009-02-02,42
2009-02-03,43
2009-02-04,45
2009-02-05,46
2009-02-06,48
2009-02-07,50
2009-02-08,49
2009-02-09,49
2009-02-10,48
2009-02-11,48
2009-02-12,47
2009-02-13,47
2009-02-14,47
2009-02-15,46
2009-02-16,46
2009-02-17,46
2009-02-18,46
2009-02-19,48
2009-02-20,46
2009-02-21,46
2009-02-22,46
2009-02-23,47
2009-02-24,50
2009-02-25,48
2009-02-26,48
2009-02-27,49
2009-02-28,50
2009-03-01,48
2009-03-02,46
2009-03-03,44
2009-03-04,42
2009-03-05,40
2009-03-06,38
2009-03-07,37
2009-03-08,38
2009-03-09,40
2009-03-10,44
2009-03-11,43
2009-03-12,45
2009-03-13,47
2009-03-14,49
2009-03-15,48
2009-03-16,48
2009-03-17,47
2009-03-18,47
2009-03-19,46
2009-03-20,46
2009-03-21,46
2009-03-22,47
2009-03-23,52
2009-03-24,50
2009-03-25,51
2009-03-26,53
2009-03-27,54
2009-03-28,56
2009-03-29,56
2009-03-30,57
2009-03-31,58
2009-05-01,62
2009-05-02,62
2009-05-03,62
2009-05-04,62
2009-05-05,63
2009-05-06,67
2009-05-07,64
2009-05-08,64
2009-05-09,66
2009-05-10,65
2009-05-11,65
2009-05-12,66
2009-05-13,66
2009-05-14,71
2009-05-15,67
2009-05-16,68
2009-05-17,74
2009-05-18,69
2009-05-19,70
2009-05-20,71
2009-05-21,78
2009-05-22,73
2009-05-23,74
2009-05-24,73
2009-05-25,72
2009-05-26,77
2009-05-27,72
2009-05-28,70
2009-05-29,69
2009-05-30,69
2009-05-31,68
2009-06-01,67
2009-06-02,75
2009-06-03,68
2009-06-04,65
2009-06-05,64
2009-06-06,64
2009-06-07,65
2009-06-08,66
2009-06-09,71
2009-06-10,68
2009-06-11,69
2009-06-12,70
2009-06-13,74
2009-06-14,71
2009-06-15,70
2009-06-16,73
2009-06-17,69
2009-06-18,74
2009-06-19,67
2009-06-20,67
2009-06-21,68
2009-06-22,69
2009-06-23,71
2009-06-24,71
2009-06-25,72
2009-06-26,73
2009-06-27,75
2009-06-28,75
2009-06-29,75
2009-06-30,79
2009-07-01,77
2009-07-02,75
2009-07-03,75
2009-07-04,82
2009-07-05,73
2009-07-06,71
