Date,Rodman & Renshaw
2010-05-01,54
2010-05-02,53
2010-05-03,52
2010-05-04,52
2010-05-05,51
2010-05-06,50
2010-05-07,50
2010-05-08,49
2010-05-09,49
2010-05-10,48
2010-05-11,47
2010-05-12,47
2010-05-13,46
2010-05-14,46
2010-05-15,45
2010-05-16,44
2010-05-17,44
2010-05-18,43
2010-05-19,42
2010-05-20,42
2010-05-21,41
2010-05-22,41
2010-05-23,40
2010-05-24,39
2010-05-25,39
2010-05-26,38
2010-05-27,38
2010-05-28,37
2010-05-29,36
2010-05-30,36
2010-05-31,35
2010-06-01,35
2010-06-02,35
2010-06-03,36
2010-06-04,36
2010-06-05,37
2010-06-06,37
2010-06-07,38
2010-06-08,38
2010-06-09,39
2010-06-10,39
2010-06-11,40
2010-06-12,40
2010-06-13,41
2010-06-14,41
2010-06-15,42
2010-06-16,42
2010-06-17,43
2010-06-18,43
2010-06-19,44
2010-06-20,44
2010-06-21,45
2010-06-22,45
2010-06-23,46
2010-06-24,46
2010-06-25,47
2010-06-26,47
2010-06-27,48
2010-06-28,48
2010-06-29,49
2010-06-30,49
2010-07-01,50
2010-07-02,50
2010-07-03,50
2010-07-04,50
2010-07-05,50
2010-07-06,50
2010-07-07,50
2010-07-08,50
2010-07-09,50
2010-07-10,50
2010-07-11,50
2010-07-12,50
2010-07-13,50
2010-07-14,50
2010-07-15,50
2010-07-16,50
2010-07-17,51
2010-07-18,51
2010-07-19,51
2010-07-20,51
2010-07-21,51
2010-07-22,51
2010-07-23,51
2010-07-24,51
2010-07-25,51
2010-07-26,51
2010-07-27,51
2010-07-28,51
2010-07-29,51
2010-07-30,51
2010-07-31,51
2010-08-01,52
2010-08-02,53
2010-08-03,55
2010-08-04,56
2010-08-05,58
2010-08-06,59
2010-08-07,61
2010-08-08,62
2010-08-09,64
2010-08-10,65
2010-08-11,67
2010-08-12,69
2010-08-13,70
2010-08-14,72
2010-08-15,73
2010-08-16,75
2010-08-17,76
2010-08-18,78
2010-08-19,79
2010-08-20,81
2010-08-21,82
2010-08-22,84
2010-08-23,99
2010-08-24,87
2010-08-25,89
2010-08-26,90
2010-08-27,92
2010-08-28,93
2010-08-29,95
2010-08-30,96
2010-08-31,98
2010-09-01,100
2010-09-02,98
2010-09-03,96
2010-09-04,95
2010-09-05,93
2010-09-06,92
2010-09-07,90
2010-09-08,89
2010-09-09,87
2010-09-10,85
2010-09-11,84
2010-09-12,82
2010-09-13,82
2010-09-14,80
2010-09-15,79
2010-09-16,77
2010-09-17,76
2010-09-18,74
2010-09-19,73
2010-09-20,72
2010-09-21,70
2010-09-22,69
2010-09-23,68
2010-09-24,68
2010-09-25,69
2010-09-26,60
2010-09-27,59
2010-09-28,57
2010-09-29,56
2010-09-30,54
2010-10-01,53
2010-10-02,52
2010-10-03,51
2010-10-04,51
2010-10-05,50
2010-10-06,49
2010-10-07,49
2010-10-08,48
2010-10-09,48
