Date,Stifel
2012-09-01,57
2012-09-02,59
2012-09-03,61
2012-09-04,63
2012-09-05,65
2012-09-06,69
2012-09-07,69
2012-09-08,80
2012-09-09,73
2012-09-10,74
2012-09-11,75
2012-09-12,76
2012-09-13,78
2012-09-14,78
2012-09-15,89
2012-09-16,86
2012-09-17,78
2012-09-18,77
2012-09-19,78
2012-09-20,76
2012-09-21,77
2012-09-22,82
2012-09-23,75
2012-09-24,75
2012-09-25,75
2012-09-26,75
2012-09-27,75
2012-09-28,77
2012-09-29,82
2012-09-30,75
2012-10-01,75
2012-10-02,75
2012-10-03,74
2012-10-04,77
2012-10-05,76
2012-10-06,81
2012-10-07,73
2012-10-08,72
2012-10-09,71
2012-10-10,70
2012-10-11,72
2012-10-12,68
2012-10-13,74
2012-10-14,68
2012-10-15,70
2012-10-16,72
2012-10-17,73
2012-10-18,76
2012-10-19,77
2012-10-20,88
2012-10-21,82
2012-10-22,79
2012-10-23,84
2012-10-24,84
2012-10-25,83
2012-10-26,81
2012-10-27,86
2012-10-28,79
2012-10-29,76
2012-10-30,75
2012-10-31,71
2012-11-01,71
2012-11-02,68
2012-11-03,68
2012-11-04,71
2012-11-05,74
2012-11-06,87
2012-11-07,86
2012-11-08,89
2012-11-09,103
2012-11-10,104
2012-11-11,102
2012-11-12,94
2012-11-13,91
2012-11-14,95
2012-11-15,85
2012-11-16,84
2012-11-17,80
2012-11-18,81
2012-11-19,75
2012-11-20,73
2012-11-21,72
2012-11-22,79
2012-11-23,67
2012-11-24,66
2012-11-25,67
2012-11-26,68
2012-11-27,69
2012-11-28,70
2012-11-29,72
2012-11-30,72
2012-12-01,73
2012-12-02,78
2012-12-03,76
2012-12-04,77
2012-12-05,80
2012-12-06,80
2012-12-07,86
2012-12-08,88
2012-12-09,86
2012-12-10,84
2012-12-11,84
2012-12-12,85
2012-12-13,88
2012-12-14,84
2012-12-15,97
2012-12-16,82
2012-12-17,80
2012-12-18,77
2012-12-19,78
2012-12-20,72
2012-12-21,70
2012-12-22,74
2012-12-23,66
2012-12-24,63
2012-12-25,62
2012-12-26,58
2012-12-27,55
2012-12-28,54
2012-12-29,58
2012-12-30,55
2012-12-31,58
2013-01-01,67
2013-01-02,65
2013-01-03,72
2013-01-04,72
2013-01-05,82
2013-01-06,79
2013-01-07,76
2013-01-08,77
2013-01-09,79
2013-01-10,78
2013-01-11,79
2013-01-12,87
2013-01-13,80
2013-01-14,77
2013-01-15,76
2013-01-16,76
2013-01-17,74
2013-01-18,74
2013-01-19,75
2013-01-20,83
2013-01-21,70
2013-01-22,69
2013-01-23,69
2013-01-24,67
2013-01-25,67
2013-01-26,72
2013-01-27,71
2013-01-28,72
2013-01-29,76
2013-01-30,80
2013-01-31,87
2013-02-01,86
2013-02-02,94
2013-02-03,101
2013-02-04,86
2013-02-05,84
2013-02-06,86
2013-02-07,80
2013-02-08,78
2013-02-09,84
2013-02-10,76
2013-02-11,76
2013-02-12,76
2013-02-13,76
2013-02-14,76
2013-02-15,81
2013-02-16,81
2013-02-17,82
2013-02-18,74
2013-02-19,73
2013-02-20,72
2013-02-21,70
2013-02-22,69
2013-02-23,74
2013-02-24,71
2013-02-25,74
2013-02-26,77
2013-02-27,82
2013-02-28,83
2013-03-01,86
2013-03-02,97
2013-03-03,91
2013-03-04,87
