Date,FBR Capital Markets
2010-11-07,55
2010-11-08,56
2010-11-09,57
2010-11-10,59
2010-11-11,60
2010-11-12,61
2010-11-13,63
2010-11-14,61
2010-11-15,59
2010-11-16,57
2010-11-17,55
2010-11-18,54
2010-11-19,52
2010-11-20,50
2010-11-21,50
2010-11-22,50
2010-11-23,51
2010-11-24,51
2010-11-25,52
2010-11-26,52
2010-11-27,53
2010-11-28,53
2010-11-29,53
2010-11-30,54
2010-12-01,54
2010-12-02,54
2010-12-03,54
2010-12-04,55
2010-12-05,52
2010-12-06,49
2010-12-07,47
2010-12-08,44
2010-12-09,41
2010-12-10,38
2010-12-11,36
2010-12-12,39
2010-12-13,42
2010-12-14,45
2010-12-15,49
2010-12-16,52
2010-12-17,55
2010-12-18,59
2010-12-19,55
2010-12-20,52
2010-12-21,49
2010-12-22,46
2010-12-23,42
2010-12-24,39
2010-12-25,36
2010-12-26,36
2010-12-27,36
2010-12-28,36
2010-12-29,36
2010-12-30,36
2010-12-31,36
2011-01-01,37
2011-01-02,40
2011-01-03,43
2011-01-04,46
2011-01-05,49
2011-01-06,52
2011-01-07,55
2011-01-08,59
2011-01-09,62
2011-01-10,65
2011-01-11,68
2011-01-12,71
2011-01-13,74
2011-01-14,77
2011-01-15,80
2011-01-16,78
2011-01-17,77
2011-01-18,75
2011-01-19,74
2011-01-20,72
2011-01-21,71
2011-01-22,72
2011-01-23,61
2011-01-24,58
2011-01-25,55
2011-01-26,52
2011-01-27,49
2011-01-28,46
2011-01-29,43
2011-01-30,43
2011-02-06,44
2011-02-07,44
2011-02-08,44
2011-02-09,44
2011-02-10,44
2011-02-11,44
2011-02-12,45
2011-02-13,43
2011-02-14,42
2011-02-15,41
2011-02-16,39
2011-02-17,38
2011-02-18,37
2011-02-19,36
2011-02-20,39
2011-02-21,43
2011-02-22,46
2011-02-23,49
2011-02-24,53
2011-02-25,56
2011-02-26,59
2011-02-27,56
2011-02-28,51
2011-03-01,47
2011-03-02,43
2011-03-03,39
2011-03-04,35
2011-03-05,32
2011-03-06,36
2011-03-07,41
2011-03-08,46
2011-03-09,51
2011-03-10,56
2011-03-11,61
2011-03-12,66
2011-03-13,61
2011-03-14,56
2011-03-15,52
2011-03-16,48
2011-03-17,44
2011-03-18,40
2011-03-19,36
2011-03-20,35
2011-03-21,35
2011-03-22,35
2011-03-23,35
2011-03-24,35
2011-03-25,35
2011-03-26,35
2011-03-27,36
2011-05-01,57
2011-05-02,56
2011-05-03,54
2011-05-04,53
2011-05-05,51
2011-05-06,49
2011-05-07,48
2011-05-08,48
2011-05-09,48
2011-05-10,48
2011-05-11,48
2011-05-12,48
2011-05-13,48
2011-05-14,48
2011-05-15,49
2011-05-16,51
2011-05-17,53
2011-05-18,55
2011-05-19,56
2011-05-20,58
2011-05-21,60
2011-05-22,57
2011-05-23,53
2011-05-24,50
2011-05-25,47
2011-05-26,44
2011-05-27,41
2011-05-28,39
2011-05-29,40
2011-05-30,42
2011-05-31,44
2011-06-01,46
2011-06-02,48
2011-06-03,50
2011-06-04,52
2011-06-05,53
2011-06-06,54
2011-06-07,55
2011-06-08,57
2011-06-09,58
2011-06-10,59
2011-06-11,61
2011-06-12,60
2011-06-13,59
2011-06-14,58
2011-06-15,58
2011-06-16,57
2011-06-17,56
2011-06-18,56
2011-06-19,56
2011-06-20,56
2011-06-21,57
2011-06-22,57
2011-06-23,58
2011-06-24,58
2011-06-25,59
2011-06-26,59
2011-06-27,60
2011-06-28,60
2011-06-29,61
2011-06-30,61
2011-07-01,62
2011-07-02,63
2011-07-03,64
2011-07-04,66
2011-07-05,68
2011-07-06,69
2011-07-07,71
2011-07-08,72
2011-07-09,74
2011-07-10,72
2011-07-11,69
2011-07-12,67
2011-07-13,65
2011-07-14,63
2011-07-15,61
2011-07-16,60
2011-07-17,57
2011-07-18,54
2011-07-19,51
2011-07-20,48
2011-07-21,45
2011-07-22,42
2011-07-23,39
2011-07-24,39
2011-07-25,40
2011-07-26,41
2011-07-27,42
2011-07-28,43
2011-07-29,44
2011-07-30,45
2011-07-31,48
2011-08-07,62
2011-08-08,59
2011-08-09,56
2011-08-10,53
2011-08-11,50
2011-08-12,47
2011-08-13,44
2011-08-14,45
