Date,Credit Suisse
2009-02-01,95
2009-02-02,95
2009-02-03,95
2009-02-04,97
2009-02-05,95
2009-02-06,97
2009-02-07,106
2009-02-08,95
2009-02-09,95
2009-02-10,95
2009-02-11,94
2009-02-12,99
2009-02-13,95
2009-02-14,104
2009-02-15,93
2009-02-16,93
2009-02-17,96
2009-02-18,93
2009-02-19,93
2009-02-20,98
2009-02-21,97
2009-02-22,94
2009-02-23,93
2009-02-24,94
2009-02-25,95
2009-02-26,93
2009-02-27,96
2009-02-28,103
2009-03-01,94
2009-03-02,94
2009-03-03,96
2009-03-04,96
2009-03-05,96
2009-03-06,102
2009-03-07,107
2009-03-08,95
2009-03-09,94
2009-03-10,94
2009-03-11,92
2009-03-12,91
2009-03-13,91
2009-03-14,98
2009-03-15,88
2009-03-16,88
2009-03-17,88
2009-03-18,91
2009-03-19,88
2009-03-20,88
2009-03-21,100
2009-03-22,91
2009-03-23,87
2009-03-24,87
2009-03-25,87
2009-03-26,86
2009-03-27,89
2009-03-28,95
2009-03-29,85
2009-03-30,85
2009-03-31,86
2009-05-01,84
2009-05-02,92
2009-05-03,83
2009-05-04,83
2009-05-05,83
2009-05-06,84
2009-05-07,84
2009-05-08,84
2009-05-09,92
2009-05-10,84
2009-05-11,84
2009-05-12,84
2009-05-13,85
2009-05-14,85
2009-05-15,84
2009-05-16,94
2009-05-17,84
2009-05-18,81
2009-05-19,80
2009-05-20,79
2009-05-21,80
2009-05-22,75
2009-05-23,84
2009-05-24,75
2009-05-25,76
2009-05-26,77
2009-05-27,78
2009-05-28,79
2009-05-29,82
2009-05-30,88
2009-05-31,82
2009-06-01,81
2009-06-02,81
2009-06-03,83
2009-06-04,85
2009-06-05,83
2009-06-06,90
2009-06-07,83
2009-06-08,83
2009-06-09,83
2009-06-10,85
2009-06-11,86
2009-06-12,83
2009-06-13,93
2009-06-14,83
2009-06-15,83
2009-06-16,84
2009-06-17,88
2009-06-18,85
2009-06-19,86
2009-06-20,95
2009-06-21,87
2009-06-22,85
2009-06-23,86
2009-06-24,86
