Date,JPMorgan Chase
2012-02-01,41
2012-02-02,42
2012-02-03,42
2012-02-04,45
2012-02-05,45
2012-02-06,42
2012-02-07,42
2012-02-08,42
2012-02-09,43
2012-02-10,42
2012-02-11,44
2012-02-12,43
2012-02-13,41
2012-02-14,40
2012-02-15,40
2012-02-16,39
2012-02-17,39
2012-02-18,41
2012-02-19,39
2012-02-20,38
2012-02-21,38
2012-02-22,38
2012-02-23,39
2012-02-24,38
2012-02-25,40
2012-02-26,39
2012-02-27,38
2012-02-28,38
2012-02-29,39
2012-03-01,39
2012-03-02,40
2012-03-03,42
2012-03-04,41
2012-03-05,40
2012-03-06,41
2012-03-07,41
2012-03-08,42
2012-03-09,42
2012-03-10,46
2012-03-11,44
2012-03-12,43
2012-03-13,43
2012-03-14,43
2012-03-15,44
2012-03-16,43
2012-03-17,46
2012-03-18,43
2012-03-19,42
2012-03-20,41
2012-03-21,41
2012-03-22,41
2012-03-23,41
2012-03-24,42
2012-03-25,40
2012-03-26,40
2012-03-27,40
2012-03-28,41
2012-03-29,41
2012-03-30,42
2012-03-31,45
2012-04-01,42
2012-04-02,42
2012-04-03,42
2012-04-04,42
2012-04-05,43
2012-04-06,44
2012-04-07,45
2012-04-08,43
2012-04-09,43
2012-04-10,43
2012-04-11,44
2012-04-12,43
2012-04-13,43
2012-04-14,48
2012-04-15,43
2012-04-16,43
2012-04-17,42
2012-04-18,42
2012-04-19,41
2012-04-20,42
2012-04-21,44
2012-04-22,41
2012-04-23,40
2012-04-24,39
2012-04-25,39
2012-04-26,38
2012-04-27,38
2012-04-28,40
2012-04-29,39
2012-04-30,38
2012-05-01,38
2012-05-02,39
2012-05-03,39
2012-05-04,40
2012-05-05,43
2012-05-06,47
2012-05-07,50
2012-05-08,55
2012-05-09,61
2012-05-10,66
2012-05-11,71
2012-05-12,86
2012-05-13,85
2012-05-14,83
2012-05-15,89
2012-05-16,95
2012-05-17,95
2012-05-18,99
2012-05-19,108
2012-05-20,96
2012-05-21,87
2012-05-22,82
2012-05-23,76
2012-05-24,68
2012-05-25,62
2012-05-26,62
2012-05-27,55
2012-05-28,53
2012-05-29,52
2012-05-30,51
2012-05-31,50
2012-06-01,49
2012-06-02,52
2012-06-03,49
2012-06-04,46
2012-06-05,46
2012-06-06,46
2012-06-07,45
2012-06-08,45
2012-06-09,47
2012-06-10,46
2012-06-11,47
2012-06-12,49
2012-06-13,50
2012-06-14,52
2012-06-15,55
2012-06-16,62
2012-06-17,56
2012-06-18,52
2012-06-19,50
2012-06-20,48
2012-06-21,47
2012-06-22,44
2012-06-23,47
2012-06-24,44
2012-06-25,43
2012-06-26,43
2012-06-27,44
2012-06-28,44
2012-06-29,46
2012-06-30,48
2012-07-01,44
2012-07-02,44
2012-07-03,44
2012-07-04,46
2012-07-05,43
2012-07-06,43
2012-07-07,46
2012-07-08,45
2012-07-09,46
2012-07-10,47
2012-07-11,49
2012-07-12,50
2012-07-13,52
2012-07-14,61
2012-07-15,54
2012-07-16,51
2012-07-17,50
2012-07-18,48
2012-07-19,46
2012-07-20,45
2012-07-21,46
2012-07-22,44
2012-07-23,43
2012-07-24,42
2012-07-25,42
2012-07-26,42
2012-07-27,41
2012-07-28,43
2012-07-29,42
2012-07-30,41
2012-07-31,41
2012-08-01,41
2012-08-02,41
2012-08-03,41
2012-08-04,43
2012-08-05,41
2012-08-06,41
2012-08-07,41
2012-08-08,42
2012-08-09,42
2012-08-10,43
2012-08-11,45
2012-08-12,43
2012-08-13,42
2012-08-14,41
2012-08-15,41
2012-08-16,40
2012-08-17,41
2012-08-18,42
2012-08-19,40
2012-08-20,39
2012-08-21,39
2012-08-22,39
2012-08-23,39
2012-08-24,39
2012-08-25,42
2012-08-26,39
2012-08-27,39
2012-08-28,39
2012-08-29,39
2012-08-30,39
2012-08-31,39
2012-09-01,40
2012-09-02,40
2012-09-03,39
2012-09-04,39
2012-09-05,40
2012-09-06,40
2012-09-07,40
2012-09-08,44
2012-09-09,41
2012-09-10,42
2012-09-11,42
2012-09-12,43
2012-09-13,43
2012-09-14,44
2012-09-15,48
2012-09-16,45
2012-09-17,44
2012-09-18,44
2012-09-19,44
2012-09-20,44
2012-09-21,44
2012-09-22,47
2012-09-23,43
2012-09-24,43
2012-09-25,43
2012-09-26,43
2012-09-27,42
2012-09-28,42
2012-09-29,44
2012-09-30,43
2012-10-01,42
2012-10-02,43
2012-10-03,44
2012-10-04,44
2012-10-05,44
