Date,Citigroup
2010-06-01,85
2010-06-02,86
2010-06-03,86
2010-06-04,88
2010-06-05,94
2010-06-06,93
2010-06-07,88
2010-06-08,88
2010-06-09,88
2010-06-10,88
2010-06-11,90
2010-06-12,95
2010-06-13,91
2010-06-14,86
2010-06-15,86
2010-06-16,86
2010-06-17,85
2010-06-18,84
2010-06-19,94
2010-06-20,83
2010-06-21,82
2010-06-22,82
2010-06-23,83
2010-06-24,81
2010-06-25,80
2010-06-26,86
2010-06-27,82
2010-06-28,81
2010-06-29,81
2010-06-30,82
2010-07-01,84
2010-07-02,84
2010-07-03,93
2010-07-04,86
2010-07-05,82
2010-07-06,82
2010-07-07,81
2010-07-08,82
2010-07-09,80
2010-07-10,88
2010-07-11,84
2010-07-12,85
2010-07-13,89
2010-07-14,92
2010-07-15,94
2010-07-16,97
2010-07-17,111
2010-07-18,106
2010-07-19,96
2010-07-20,96
2010-07-21,93
2010-07-22,92
2010-07-23,89
2010-07-24,98
2010-07-25,88
2010-07-26,89
2010-07-27,89
2010-07-28,90
2010-07-29,90
2010-07-30,91
2010-07-31,102
2010-08-01,91
2010-08-02,90
2010-08-03,90
2010-08-04,90
2010-08-05,89
2010-08-06,90
2010-08-07,96
2010-08-08,88
2010-08-09,86
2010-08-10,85
2010-08-11,86
2010-08-12,86
2010-08-13,83
2010-08-14,89
2010-08-15,86
2010-08-16,82
2010-08-17,82
2010-08-18,82
2010-08-19,82
2010-08-20,81
2010-08-21,88
2010-08-22,84
2010-08-23,81
2010-08-24,81
2010-08-25,81
2010-08-26,81
2010-08-27,82
2010-08-28,88
2010-08-29,82
2010-08-30,81
2010-08-31,81
2010-09-01,81
2010-09-02,81
2010-09-03,82
2010-09-04,91
2010-09-05,84
2010-09-06,81
2010-09-07,80
2010-09-08,80
2010-09-09,79
2010-09-10,80
2010-09-11,86
2010-09-12,80
2010-09-13,81
2010-09-14,82
2010-09-15,83
2010-09-16,87
2010-09-17,85
2010-09-18,95
2010-09-19,91
2010-09-20,86
2010-09-21,86
2010-09-22,87
2010-09-23,86
2010-09-24,86
2010-09-25,91
2010-09-26,85
2010-09-27,84
2010-09-28,85
2010-09-29,83
2010-09-30,83
2010-10-01,83
2010-10-02,89
2010-10-03,84
2010-10-04,81
2010-10-05,80
2010-10-06,80
2010-10-07,79
2010-10-08,79
2010-10-09,83
2010-10-10,81
2010-10-11,78
2010-10-12,79
2010-10-13,79
2010-10-14,80
2010-10-15,80
2010-10-16,90
2010-10-17,84
2010-10-18,83
2010-10-19,88
2010-10-20,87
2010-10-21,87
2010-10-22,89
2010-10-23,101
2010-10-24,89
2010-10-25,86
2010-10-26,84
2010-10-27,83
2010-10-28,80
2010-10-29,79
2010-10-30,85
2010-10-31,78
2010-11-01,77
2010-11-02,77
2010-11-03,77
2010-11-04,77
2010-11-05,77
2010-11-06,85
2010-11-07,82
2010-11-08,78
2010-11-09,78
2010-11-10,79
2010-11-11,81
2010-11-12,78
2010-11-13,83
2010-11-14,82
2010-11-15,78
2010-11-16,77
2010-11-17,78
2010-11-18,76
2010-11-19,78
2010-11-20,82
2010-11-21,74
2010-11-22,72
2010-11-23,71
2010-11-24,69
2010-11-25,71
2010-11-26,66
2010-11-27,70
2010-11-28,66
2010-11-29,67
2010-11-30,68
2010-12-01,70
2010-12-02,72
2010-12-03,72
2010-12-04,80
2010-12-05,78
2010-12-06,76
2010-12-07,77
2010-12-08,81
2010-12-09,80
2010-12-10,81
2010-12-11,92
2010-12-12,84
2010-12-13,80
2010-12-14,79
2010-12-15,80
2010-12-16,78
2010-12-17,76
2010-12-18,80
2010-12-19,77
2010-12-20,72
2010-12-21,71
2010-12-22,71
2010-12-23,70
2010-12-24,70
2010-12-25,73
2010-12-26,66
2010-12-27,66
2010-12-28,66
2010-12-29,66
2010-12-30,66
2010-12-31,66
2011-01-01,73
2011-01-02,68
2011-01-03,71
2011-01-04,74
2011-01-05,76
2011-01-06,79
2011-01-07,82
2011-01-08,93
2011-01-09,87
2011-01-10,83
2011-01-11,83
2011-01-12,82
2011-01-13,82
2011-01-14,81
2011-01-15,88
2011-01-16,86
2011-01-17,85
2011-01-18,87
2011-01-19,92
2011-01-20,93
2011-01-21,93
2011-01-22,103
2011-01-23,93
2011-01-24,90
2011-01-25,89
2011-01-26,87
2011-01-27,84
2011-01-28,82
2011-01-29,86
2011-01-30,82
2011-01-31,79
2011-02-01,78
2011-02-02,78
2011-02-03,79
2011-02-04,78
2011-02-05,82
2011-02-06,77
2011-02-07,77
2011-02-08,77
2011-02-09,78
2011-02-10,77
2011-02-11,77
2011-02-12,85
2011-02-13,82
2011-02-14,76
2011-02-15,75
2011-02-16,74
2011-02-17,73
2011-02-18,73
2011-02-19,78
2011-02-20,75
2011-02-21,70
2011-02-22,70
2011-02-23,70
2011-02-24,69
2011-02-25,69
2011-02-26,72
2011-02-27,71
2011-02-28,69
2011-03-01,70
2011-03-02,73
2011-03-03,72
2011-03-04,72
2011-03-05,79
2011-03-06,74
2011-03-07,71
2011-03-08,70
2011-03-09,70
2011-03-10,69
2011-03-11,71
2011-03-12,73
2011-03-13,70
2011-03-14,67
2011-03-15,67
2011-03-16,68
2011-03-17,67
2011-03-18,66
2011-03-19,71
2011-03-20,69
2011-03-21,68
2011-03-22,71
2011-03-23,74
2011-03-24,72
2011-03-25,73
2011-03-26,81
2011-03-27,76
2011-03-28,72
2011-03-29,71
2011-03-30,70
2011-03-31,68
2011-04-01,69
2011-04-02,71
2011-04-03,66
2011-04-04,66
2011-04-05,67
2011-04-06,68
2011-04-07,68
2011-04-08,69
2011-04-09,74
2011-04-10,71
2011-04-11,68
2011-04-12,68
2011-04-13,67
2011-04-14,67
2011-04-15,67
2011-04-16,72
2011-04-17,68
2011-04-18,68
2011-04-19,70
2011-04-20,69
2011-04-21,69
2011-04-22,73
2011-04-23,78
2011-04-24,70
2011-04-25,69
2011-04-26,68
2011-04-27,69
2011-04-28,67
2011-04-29,67
2011-04-30,72
2011-05-01,66
2011-05-02,66
2011-05-03,67
2011-05-04,68
2011-05-05,68
2011-05-06,68
2011-05-07,75
2011-05-08,73
2011-05-09,76
2011-05-10,81
2011-05-11,88
2011-05-12,88
2011-05-13,91
2011-05-14,103
2011-05-15,94
2011-05-16,89
2011-05-17,86
2011-05-18,84
2011-05-19,80
2011-05-20,79
2011-05-21,79
2011-05-22,76
2011-05-23,72
2011-05-24,73
2011-05-25,70
2011-05-26,69
2011-05-27,69
2011-05-28,73
2011-05-29,71
2011-05-30,67
2011-05-31,67
2011-06-01,66
2011-06-02,67
2011-06-03,66
2011-06-04,73
2011-06-05,67
2011-06-06,67
2011-06-07,68
2011-06-08,69
2011-06-09,69
2011-06-10,72
2011-06-11,78
2011-06-12,74
2011-06-13,71
2011-06-14,71
2011-06-15,73
2011-06-16,71
2011-06-17,72
2011-06-18,78
2011-06-19,73
2011-06-20,70
2011-06-21,69
2011-06-22,70
2011-06-23,68
2011-06-24,70
2011-06-25,70
2011-06-26,71
2011-06-27,68
2011-06-28,69
2011-06-29,71
2011-06-30,71
2011-07-01,72
2011-07-02,81
2011-07-03,74
2011-07-04,70
2011-07-05,69
2011-07-06,67
2011-07-07,67
2011-07-08,65
2011-07-09,69
2011-07-10,68
2011-07-11,66
2011-07-12,67
2011-07-13,69
2011-07-14,69
2011-07-15,70
2011-07-16,80
2011-07-17,74
2011-07-18,70
2011-07-19,70
2011-07-20,69
2011-07-21,68
2011-07-22,67
2011-07-23,73
2011-07-24,67
2011-07-25,66
2011-07-26,67
2011-07-27,67
2011-07-28,66
2011-07-29,66
2011-07-30,72
2011-07-31,66
2011-08-01,66
2011-08-02,66
2011-08-03,66
2011-08-04,67
2011-08-05,66
2011-08-06,71
2011-08-07,70
2011-08-08,67
2011-08-09,68
2011-08-10,71
2011-08-11,69
2011-08-12,70
2011-08-13,76
2011-08-14,70
2011-08-15,68
2011-08-16,67
2011-08-17,66
2011-08-18,65
2011-08-19,65
2011-08-20,66
2011-08-21,66
2011-08-22,63
2011-08-23,63
2011-08-24,63
2011-08-25,63
2011-08-26,63
2011-08-27,70
2011-08-28,61
2011-08-29,60
2011-08-30,59
2011-08-31,57
2011-09-01,56
2011-09-02,55
2011-09-03,58
2011-09-04,58
2011-09-05,54
2011-09-06,55
2011-09-07,55
2011-09-08,57
2011-09-09,56
2011-09-10,62
2011-09-11,58
2011-09-12,57
2011-09-13,57
2011-09-14,57
2011-09-15,57
2011-09-16,58
2011-09-17,62
2011-09-18,58
2011-09-19,58
2011-09-20,58
2011-09-21,58
2011-09-22,58
2011-09-23,60
2011-09-24,62
2011-09-25,60
2011-09-26,59
2011-09-27,60
2011-09-28,59
2011-09-29,59
2011-09-30,60
2011-10-01,65
2011-10-02,60
2011-10-03,59
2011-10-04,59
2011-10-05,59
2011-10-06,58
2011-10-07,58
2011-10-08,63
2011-10-09,57
2011-10-10,57
2011-10-11,57
2011-10-12,57
2011-10-13,56
2011-10-14,56
2011-10-15,59
2011-10-16,57
2011-10-17,59
2011-10-18,62
2011-10-19,63
2011-10-20,65
2011-10-21,68
2011-10-22,76
2011-10-23,67
2011-10-24,65
2011-10-25,63
2011-10-26,61
2011-10-27,59
2011-10-28,57
2011-10-29,60
2011-10-30,55
2011-10-31,55
2011-11-01,56
2011-11-02,55
2011-11-03,55
2011-11-04,57
2011-11-05,60
2011-11-06,58
2011-11-07,54
2011-11-08,53
2011-11-09,54
2011-11-10,52
2011-11-11,52
2011-11-12,55
2011-11-13,52
2011-11-14,51
2011-11-15,52
2011-11-16,52
2011-11-17,53
2011-11-18,54
2011-11-19,59
2011-11-20,54
2011-11-21,51
2011-11-22,49
2011-11-23,49
2011-11-24,49
2011-11-25,45
2011-11-26,46
2011-11-27,46
2011-11-28,48
2011-11-29,50
2011-11-30,52
2011-12-01,54
2011-12-02,56
2011-12-03,63
2011-12-04,58
2011-12-05,56
2011-12-06,56
2011-12-07,55
2011-12-08,56
2011-12-09,54
2011-12-10,58
2011-12-11,55
2011-12-12,53
2011-12-13,53
2011-12-14,52
2011-12-15,52
2011-12-16,51
2011-12-17,54
2011-12-18,52
2011-12-19,49
2011-12-20,48
2011-12-21,47
2011-12-22,46
2011-12-23,46
2011-12-24,48
2011-12-25,43
2011-12-26,43
2011-12-27,42
2011-12-28,42
2011-12-29,41
2011-12-30,42
2011-12-31,42
2012-01-01,44
2012-01-02,42
2012-01-03,43
2012-01-04,43
2012-01-05,44
2012-01-06,45
2012-01-07,50
2012-01-08,47
2012-01-09,47
2012-01-10,48
2012-01-11,49
2012-01-12,51
2012-01-13,51
2012-01-14,56
2012-01-15,54
2012-01-16,52
2012-01-17,52
2012-01-18,53
2012-01-19,53
2012-01-20,53
2012-01-21,55
2012-01-22,55
2012-01-23,52
2012-01-24,51
2012-01-25,51
2012-01-26,51
2012-01-27,50
2012-01-28,53
2012-01-29,50
2012-01-30,50
2012-01-31,50
2012-02-01,51
2012-02-02,51
2012-02-03,52
2012-02-04,54
2012-02-05,54
2012-02-06,51
2012-02-07,52
2012-02-08,51
2012-02-09,51
2012-02-10,53
2012-02-11,53
2012-02-12,53
2012-02-13,50
2012-02-14,50
2012-02-15,49
2012-02-16,49
2012-02-17,50
2012-02-18,52
2012-02-19,50
2012-02-20,48
2012-02-21,48
2012-02-22,48
2012-02-23,48
2012-02-24,48
2012-02-25,51
2012-02-26,50
2012-02-27,48
2012-02-28,48
2012-02-29,49
2012-03-01,48
2012-03-02,49
2012-03-03,52
2012-03-04,49
2012-03-05,48
2012-03-06,49
2012-03-07,49
2012-03-08,48
2012-03-09,48
2012-03-10,51
2012-03-11,50
2012-03-12,48
2012-03-13,49
2012-03-14,49
2012-03-15,52
2012-03-16,50
2012-03-17,55
2012-03-18,51
2012-03-19,50
2012-03-20,50
2012-03-21,50
2012-03-22,50
2012-03-23,50
2012-03-24,55
2012-03-25,49
2012-03-26,49
2012-03-27,50
2012-03-28,48
2012-03-29,47
2012-03-30,47
2012-03-31,50
2012-04-01,48
2012-04-02,46
2012-04-03,46
2012-04-04,46
2012-04-05,45
2012-04-06,47
2012-04-07,47
2012-04-08,46
2012-04-09,45
2012-04-10,46
2012-04-11,46
2012-04-12,48
2012-04-13,47
2012-04-14,52
2012-04-15,50
2012-04-16,50
2012-04-17,51
2012-04-18,52
2012-04-19,53
2012-04-20,55
2012-04-21,58
2012-04-22,55
2012-04-23,52
2012-04-24,51
2012-04-25,49
2012-04-26,48
2012-04-27,46
2012-04-28,49
2012-04-29,45
2012-04-30,45
2012-05-01,46
2012-05-02,46
2012-05-03,47
2012-05-04,46
2012-05-05,51
2012-05-06,47
2012-05-07,46
2012-05-08,45
2012-05-09,46
2012-05-10,44
2012-05-11,44
2012-05-12,48
2012-05-13,44
2012-05-14,45
2012-05-15,46
2012-05-16,46
2012-05-17,48
2012-05-18,49
2012-05-19,52
2012-05-20,49
2012-05-21,47
2012-05-22,47
2012-05-23,46
2012-05-24,46
2012-05-25,46
2012-05-26,49
2012-05-27,45
2012-05-28,44
2012-05-29,44
2012-05-30,44
2012-05-31,44
