Date,BofA Merrill Lynch
2010-07-01,0
2010-07-02,0
2010-07-03,0
2010-07-04,9
2010-07-05,19
2010-07-06,29
2010-07-07,39
2010-07-08,49
2010-07-09,59
2010-07-10,69
2010-07-11,69
2010-07-12,69
2010-07-13,69
2010-07-14,69
2010-07-15,69
2010-07-16,69
2010-07-17,70
2010-07-18,70
2010-07-19,70
2010-07-20,70
2010-07-21,70
2010-07-22,70
2010-07-23,70
2010-07-24,71
2010-07-25,71
2010-07-26,71
2010-07-27,71
2010-07-28,71
2010-07-29,71
2010-07-30,71
2010-07-31,72
2010-08-01,72
2010-08-02,72
2010-08-03,72
2010-08-04,72
2010-08-05,72
2010-08-06,72
2010-08-07,73
2010-08-08,73
2010-08-09,73
2010-08-10,73
2010-08-11,73
2010-08-12,73
2010-08-13,73
2010-08-14,74
2010-08-15,72
2010-08-16,70
2010-08-17,69
2010-08-18,67
2010-08-19,66
2010-08-20,64
2010-08-21,63
2010-08-22,63
2010-08-23,63
2010-08-24,63
2010-08-25,63
2010-08-26,63
2010-08-27,63
2010-08-28,63
2010-08-29,63
2010-08-30,63
2010-08-31,63
2010-09-01,63
2010-09-02,63
2010-09-03,63
2010-09-04,63
2010-09-05,63
2010-09-06,63
2010-09-07,63
2010-09-08,63
2010-09-09,63
2010-09-10,63
2010-09-11,63
2010-09-12,63
2010-09-13,63
2010-09-14,63
2010-09-15,63
2010-09-16,63
2010-09-17,63
2010-09-18,63
2010-09-19,68
2010-09-20,73
2010-09-21,78
2010-09-22,84
2010-09-23,89
2010-09-24,94
2010-09-25,100
2010-09-26,95
2010-09-27,90
2010-09-28,85
2010-09-29,80
2010-09-30,75
2010-10-03,65
2010-10-04,65
2010-10-05,65
2010-10-06,65
2010-10-07,65
2010-10-08,65
2010-10-09,65
2010-10-10,65
2010-10-11,78
2010-10-12,65
2010-10-13,65
2010-10-14,65
2010-10-15,65
2010-10-16,65
2010-10-17,65
2010-10-18,65
2010-10-19,65
2010-10-20,65
2010-10-21,65
2010-10-22,65
2010-10-23,65
2010-10-24,65
2010-10-25,66
2010-10-26,66
2010-10-27,67
2010-10-28,67
2010-10-29,68
2010-10-30,69
2010-10-31,69
2010-11-01,69
2010-11-02,70
2010-11-03,70
2010-11-04,71
2010-11-05,71
2010-11-06,72
2010-11-07,72
2010-11-08,73
2010-11-09,73
2010-11-10,74
2010-11-11,74
2010-11-12,75
2010-11-13,76
2010-11-14,76
2010-11-15,76
2010-11-16,76
2010-11-17,76
2010-11-18,76
2010-11-19,76
2010-11-20,76
2010-11-21,74
2010-11-22,72
2010-11-23,70
2010-11-24,69
2010-11-25,67
2010-11-26,65
2010-11-27,64
2010-11-28,64
2010-11-29,64
2010-11-30,64
2010-12-01,64
2010-12-02,64
2010-12-03,64
2010-12-04,64
2010-12-05,64
2010-12-06,65
2010-12-07,66
2010-12-08,66
2010-12-09,67
2010-12-10,68
2010-12-11,70
2010-12-12,63
2010-12-13,62
2010-12-14,61
2010-12-15,60
2010-12-16,59
2010-12-17,58
