Date,Wells Fargo Securities
2012-07-24,78
2012-07-25,78
2012-07-26,78
2012-07-27,78
2012-07-28,80
2012-07-29,82
2012-07-30,79
2012-07-31,80
2012-08-01,81
2012-08-02,83
2012-08-03,83
2012-08-04,87
2012-08-05,87
2012-08-06,82
2012-08-07,82
2012-08-08,82
2012-08-09,81
2012-08-10,80
2012-08-11,82
2012-08-12,85
2012-08-13,81
2012-08-14,82
2012-08-15,82
2012-08-16,84
2012-08-17,84
2012-08-18,88
2012-08-19,87
2012-08-20,83
2012-08-21,83
2012-08-22,83
2012-08-23,82
2012-08-24,81
2012-08-25,84
2012-08-26,84
2012-08-27,80
2012-08-28,80
2012-08-29,80
2012-08-30,79
2012-08-31,79
2012-09-01,82
2012-09-02,83
2012-09-03,79
2012-09-04,79
2012-09-05,79
2012-09-06,80
2012-09-07,79
2012-09-08,83
2012-09-09,84
2012-09-10,80
2012-09-11,80
2012-09-12,80
2012-09-13,80
2012-09-14,80
2012-09-15,83
2012-09-16,83
2012-09-17,79
2012-09-18,78
2012-09-19,78
2012-09-20,77
2012-09-21,77
2012-09-22,80
2012-09-23,82
2012-09-24,80
2012-09-25,82
2012-09-26,85
2012-09-27,87
2012-09-28,88
2012-09-29,93
2012-09-30,93
2012-10-01,88
2012-10-02,89
2012-10-03,88
2012-10-04,87
2012-10-05,86
2012-10-06,89
2012-10-07,89
2012-10-08,84
2012-10-09,83
2012-10-10,82
2012-10-11,82
2012-10-12,80
2012-10-13,83
2012-10-14,83
2012-10-15,79
2012-10-16,79
2012-10-17,79
2012-10-18,78
2012-10-19,78
2012-10-20,80
2012-10-21,81
2012-10-22,76
2012-10-23,76
2012-10-24,75
2012-10-25,75
2012-10-26,74
2012-10-27,77
2012-10-28,78
2012-10-29,74
2012-10-30,75
2012-10-31,75
2012-11-01,76
2012-11-02,76
2012-11-03,80
2012-11-04,81
2012-11-05,77
2012-11-06,77
2012-11-07,77
2012-11-08,77
2012-11-09,77
2012-11-10,81
2012-11-11,81
2012-11-12,77
2012-11-13,77
2012-11-14,77
2012-11-15,77
2012-11-16,77
2012-11-17,80
2012-11-18,80
2012-11-19,74
2012-11-20,73
2012-11-21,72
2012-11-22,77
2012-11-23,70
2012-11-24,69
2012-11-25,73
2012-11-26,72
2012-11-27,73
2012-11-28,75
2012-11-29,76
2012-11-30,78
2012-12-01,82
2012-12-02,84
2012-12-03,80
2012-12-04,80
2012-12-05,81
2012-12-06,80
2012-12-07,80
2012-12-08,82
2012-12-09,85
2012-12-10,80
2012-12-11,80
2012-12-12,80
2012-12-13,80
2012-12-14,80
2012-12-15,83
2012-12-16,88
2012-12-17,86
2012-12-18,89
2012-12-19,92
2012-12-20,94
2012-12-21,97
2012-12-22,106
2012-12-23,101
2012-12-24,93
2012-12-25,98
2012-12-26,86
2012-12-27,82
2012-12-28,79
2012-12-29,79
2012-12-30,81
2012-12-31,79
2013-01-01,80
2013-01-02,82
2013-01-03,84
2013-01-04,85
2013-01-05,90
2013-01-06,90
2013-01-07,85
2013-01-08,84
2013-01-09,83
2013-01-10,82
2013-01-11,81
2013-01-12,83
2013-01-13,84
2013-01-14,79
2013-01-15,79
2013-01-16,79
2013-01-17,79
2013-01-18,78
2013-01-19,80
2013-01-20,82
2013-01-21,78
2013-01-22,78
2013-01-23,78
2013-01-24,78
2013-01-25,78
2013-01-26,81
2013-01-27,83
2013-01-28,78
2013-01-29,79
2013-01-30,79
2013-01-31,80
2013-02-01,80
2013-02-02,83
2013-02-03,86
2013-02-04,80
2013-02-05,80
2013-02-06,80
2013-02-07,80
2013-02-08,80
2013-02-09,82
2013-02-10,84
2013-02-11,80
2013-02-12,80
2013-02-13,80
2013-02-14,80
2013-02-15,80
2013-02-16,83
2013-02-17,84
2013-02-18,79
2013-02-19,78
2013-02-20,78
2013-02-21,78
2013-02-22,77
2013-02-23,79
2013-02-24,82
2013-02-25,78
2013-02-26,79
2013-02-27,80
2013-02-28,80
2013-03-01,81
2013-03-02,85
2013-03-03,86
2013-03-04,82
2013-03-05,82
2013-03-06,83
2013-03-07,82
2013-03-08,82
2013-03-09,84
2013-03-10,86
2013-03-11,80
2013-03-12,80
2013-03-13,80
2013-03-14,79
2013-03-15,78
2013-03-16,81
2013-03-17,81
2013-03-18,77
2013-03-19,76
2013-03-20,76
2013-03-21,76
2013-03-22,75
2013-03-23,77
2013-03-24,80
2013-03-25,77
2013-03-26,78
2013-03-27,80
2013-03-28,80
2013-03-29,81
2013-03-30,86
2013-03-31,89
2013-04-01,83
2013-04-02,84
2013-04-03,83
2013-04-04,83
2013-04-05,85
2013-04-06,88
2013-04-07,87
2013-04-08,82
2013-04-09,81
2013-04-10,80
2013-04-11,79
2013-04-12,78
2013-04-13,80
2013-04-14,81
2013-04-15,77
2013-04-16,78
2013-04-17,77
2013-04-18,78
2013-04-19,77
2013-04-20,79
2013-04-21,81
2013-04-22,76
2013-04-23,75
2013-04-24,75
2013-04-25,75
2013-04-26,74
2013-04-27,76
2013-04-28,78
2013-04-29,76
2013-04-30,77
2013-05-01,78
2013-05-02,81
2013-05-03,80
2013-05-04,85
2013-05-05,84
2013-05-06,80
2013-05-07,80
2013-05-08,79
2013-05-09,78
2013-05-10,77
2013-05-11,80
2013-05-12,81
2013-05-13,76
2013-05-14,76
2013-05-15,75
2013-05-16,76
2013-05-17,75
2013-05-18,78
2013-05-19,78
2013-05-20,74
2013-05-21,74
2013-05-22,73
2013-05-23,73
2013-05-24,73
2013-05-25,76
2013-05-26,77
2013-05-27,73
2013-05-28,73
2013-05-29,73
2013-05-30,73
2013-05-31,73
2013-06-01,75
2013-06-02,78
2013-06-03,74
2013-06-04,75
2013-06-05,76
2013-06-06,76
2013-06-07,77
2013-06-08,81
2013-06-09,81
2013-06-10,78
2013-06-11,78
2013-06-12,78
2013-06-13,78
2013-06-14,78
2013-06-15,81
2013-06-16,82
2013-06-17,77
2013-06-18,77
2013-06-19,77
2013-06-20,77
2013-06-21,77
2013-06-22,80
2013-06-23,81
2013-06-24,77
2013-06-25,77
2013-06-26,77
2013-06-27,77
2013-06-28,77
2013-06-29,79
2013-06-30,81
2013-07-01,77
2013-07-02,78
2013-07-03,78
2013-07-04,83
2013-07-05,78
2013-07-06,80
2013-07-07,82
2013-07-08,79
2013-07-09,79
2013-07-10,79
2013-07-11,79
2013-07-12,79
2013-07-13,82
2013-07-14,85
2013-07-15,81
2013-07-16,82
2013-07-17,83
2013-07-18,83
2013-07-19,84
2013-07-20,88
2013-07-21,88
2013-07-22,83
2013-07-23,82
2013-07-24,81
2013-07-25,80
2013-07-26,79
2013-07-27,81
2013-07-28,83
2013-07-29,80
2013-07-30,81
2013-07-31,82
2013-08-01,83
2013-08-02,84
2013-08-03,88
2013-08-04,88
2013-08-05,84
2013-08-06,84
2013-08-07,84
2013-08-08,83
2013-08-09,83
2013-08-10,86
2013-08-11,86
2013-08-12,82
2013-08-13,82
2013-08-14,81
2013-08-15,81
2013-08-16,81
2013-08-17,85
2013-08-18,84
2013-08-19,79
2013-08-20,79
2013-08-21,78
2013-08-22,79
2013-08-23,77
2013-08-24,80
2013-08-25,81
2013-08-26,77
2013-08-27,77
2013-08-28,78
2013-08-29,78
2013-08-30,78
2013-08-31,82
2013-09-01,82
2013-09-02,77
2013-09-03,76
2013-09-04,76
2013-09-05,76
2013-09-06,74
2013-09-07,77
2013-09-08,77
2013-09-09,74
2013-09-10,74
2013-09-11,75
2013-09-12,75
2013-09-13,75
2013-09-14,78
2013-09-15,80
2013-09-16,75
2013-09-17,74
2013-09-18,74
2013-09-19,73
2013-09-20,73
2013-09-21,76
2013-09-22,76
2013-09-23,71
2013-09-24,71
2013-09-25,70
2013-09-26,70
2013-09-27,69
2013-09-28,72
2013-09-29,73
2013-09-30,71
2013-10-01,72
2013-10-02,75
2013-10-03,75
2013-10-04,76
2013-10-05,81
2013-10-06,81
2013-10-07,76
2013-10-08,75
2013-10-09,75
2013-10-10,74
2013-10-11,73
2013-10-12,76
2013-10-13,76
2013-10-14,73
2013-10-15,73
2013-10-16,73
2013-10-17,74
2013-10-18,73
2013-10-19,77
2013-10-20,76
2013-10-21,72
2013-10-22,71
2013-10-23,70
2013-10-24,69
2013-10-25,68
2013-10-26,70
2013-10-27,70
2013-10-28,67
2013-10-29,68
2013-10-30,68
2013-10-31,69
2013-11-01,69
2013-11-02,73
2013-11-03,70
2013-11-04,64
2013-11-05,62
2013-11-06,59
2013-11-07,55
2013-11-08,52
2013-11-09,51
2013-11-10,56
2013-11-11,56
2013-11-12,59
2013-11-13,62
2013-11-14,65
2013-11-15,68
2013-11-16,74
2013-11-17,75
2013-11-18,70
2013-11-19,69
2013-11-20,69
2013-11-21,69
2013-11-22,68
2013-11-23,70
2013-11-24,71
2013-11-25,67
2013-11-26,66
2013-11-27,66
2013-11-28,71
2013-11-29,65
2013-11-30,65
2013-12-01,69
2013-12-02,67
2013-12-03,69
2013-12-04,71
2013-12-05,72
2013-12-06,73
2013-12-07,77
2013-12-08,78
2013-12-09,74
2013-12-10,73
2013-12-11,73
2013-12-12,72
2013-12-13,72
2013-12-14,74
2013-12-15,76
2013-12-16,73
2013-12-17,74
2013-12-18,76
2013-12-19,76
2013-12-20,77
2013-12-21,80
2013-12-22,81
2013-12-23,76
2013-12-24,75
2013-12-25,83
2013-12-26,73
2013-12-27,72
2013-12-28,74
2013-12-29,76
2013-12-30,74
2013-12-31,75
