Date,Piper Jaffray
2007-10-07,52
2007-10-08,55
2007-10-09,58
2007-10-10,61
2007-10-11,63
2007-10-12,66
2007-10-13,69
2007-10-14,69
2007-10-15,70
2007-10-16,71
2007-10-17,71
2007-10-18,72
2007-10-19,73
2007-10-20,73
2007-10-21,69
2007-10-22,65
2007-10-23,61
2007-10-24,57
2007-10-25,53
2007-10-26,49
2007-10-27,46
2007-10-28,46
2007-10-29,46
2007-10-30,47
2007-10-31,47
2007-11-01,48
2007-11-02,48
2007-11-03,49
2007-11-04,48
2007-11-05,47
2007-11-06,46
2007-11-07,46
2007-11-08,45
2007-11-09,44
2007-11-10,44
2007-11-11,48
2007-11-12,52
2007-11-13,56
2007-11-14,60
2007-11-15,64
2007-11-16,68
2007-11-17,72
2007-11-18,70
2007-11-19,68
2007-11-20,66
2007-11-21,65
2007-11-22,63
2007-11-23,61
2007-11-24,60
2007-11-25,65
2007-11-26,71
2007-11-27,77
2007-11-28,83
2007-11-29,89
2007-11-30,94
2007-12-01,100
2007-12-02,96
2007-12-03,92
2007-12-04,87
2007-12-05,83
2007-12-06,79
2007-12-07,74
2007-12-08,70
2007-12-09,66
2007-12-10,61
2007-12-11,57
2007-12-12,52
2007-12-13,48
2007-12-14,44
2007-12-15,40
2007-12-16,44
2007-12-17,49
2007-12-18,53
2007-12-19,58
2007-12-20,62
2007-12-21,67
2007-12-22,72
2007-12-23,66
2007-12-24,59
2007-12-25,53
2007-12-26,48
2007-12-27,42
2007-12-28,36
2007-12-29,31
2007-12-30,34
2008-01-06,50
2008-01-07,49
2008-01-08,47
2008-01-09,46
2008-01-10,44
2008-01-11,43
2008-01-12,42
2008-01-13,45
2008-01-14,49
2008-01-15,52
2008-01-16,56
2008-01-17,59
2008-01-18,62
2008-01-19,66
2008-01-20,63
2008-01-21,61
2008-01-22,58
2008-01-23,56
2008-01-24,53
2008-01-25,51
2008-01-26,49
2008-01-27,50
2008-01-28,51
2008-01-29,52
2008-01-30,53
2008-01-31,54
2008-02-01,55
2008-02-02,57
2008-02-03,57
2008-02-04,57
2008-02-05,57
2008-02-06,57
2008-02-07,58
2008-02-08,58
2008-02-09,58
2008-02-10,57
2008-02-11,56
2008-02-12,55
2008-02-13,54
2008-02-14,53
2008-02-15,52
2008-02-16,52
2008-02-17,52
2008-02-18,53
2008-02-19,54
2008-02-20,55
2008-02-21,56
2008-02-22,57
2008-02-23,58
2008-02-24,57
2008-02-25,56
2008-02-26,55
2008-02-27,54
2008-02-28,53
2008-02-29,52
2008-03-01,51
2008-03-02,50
2008-03-03,48
