Date,Thomas Weisel
2007-06-03,49
2007-06-04,49
2007-06-05,48
2007-06-06,48
2007-06-07,47
2007-06-08,47
2007-06-09,47
2007-06-10,50
2007-06-11,54
2007-06-12,58
2007-06-13,62
2007-06-14,65
2007-06-15,69
2007-06-16,73
2007-06-17,69
2007-06-18,65
2007-06-19,61
2007-06-20,58
2007-06-21,54
2007-06-22,50
2007-06-23,47
2007-06-24,48
2007-06-25,50
2007-06-26,51
2007-06-27,53
2007-06-28,54
2007-06-29,56
2007-06-30,58
2007-07-01,56
2007-07-02,54
2007-07-03,52
2007-07-04,50
2007-07-05,48
2007-07-06,46
2007-07-07,44
2007-07-08,47
2007-07-09,51
2007-07-10,55
2007-07-11,59
2007-07-12,63
2007-07-13,67
2007-07-14,71
2007-07-15,72
2007-07-16,73
2007-07-17,75
2007-07-18,76
2007-07-19,77
2007-07-20,78
2007-07-21,79
2007-07-22,75
2007-07-23,70
2007-07-24,66
2007-07-25,61
2007-07-26,57
2007-07-27,53
2007-07-28,49
2007-07-29,51
2007-07-30,54
2007-07-31,57
2007-08-01,60
2007-08-02,62
2007-08-03,65
2007-08-04,68
2007-08-05,66
2007-08-06,65
2007-08-07,64
2007-08-08,63
2007-08-09,61
2007-08-10,60
2007-08-11,59
2007-08-12,60
2007-08-13,61
2007-08-14,63
2007-08-15,64
2007-08-16,65
2007-08-17,67
2007-08-18,68
2007-08-19,65
2007-08-20,62
2007-08-21,60
2007-08-22,57
2007-08-23,55
2007-08-24,52
2007-08-25,50
2007-08-26,50
2007-09-02,54
2007-09-03,55
2007-09-04,56
2007-09-05,57
2007-09-06,58
2007-09-07,59
2007-09-08,60
2007-09-09,59
2007-09-10,59
2007-09-11,59
2007-09-12,58
2007-09-13,58
2007-09-14,58
2007-09-15,58
2007-09-16,58
2007-09-17,58
2007-09-18,59
2007-09-19,59
2007-09-20,60
2007-09-21,60
2007-09-22,61
2007-09-23,61
2007-09-24,62
2007-09-25,62
2007-09-26,63
2007-09-27,63
2007-09-28,64
2007-09-29,65
2007-09-30,70
2007-10-01,75
2007-10-02,80
2007-10-03,85
2007-10-04,90
2007-10-05,95
2007-10-06,100
2007-10-07,97
2007-10-08,93
2007-10-09,90
2007-10-10,87
2007-10-11,84
2007-10-12,81
2007-10-13,78
2007-10-14,73
2007-10-15,69
2007-10-16,64
2007-10-17,60
2007-10-18,55
2007-10-19,51
2007-10-20,47
2007-10-21,49
2007-10-22,51
2007-10-23,53
2007-10-24,56
2007-10-25,58
2007-10-26,60
2007-10-27,62
2007-10-28,62
2007-10-29,61
2007-10-30,61
2007-10-31,61
2007-11-01,61
2007-11-02,61
2007-11-03,61
2007-11-04,61
2007-11-05,61
2007-11-06,61
2007-11-07,61
2007-11-08,61
2007-11-09,61
2007-11-10,61
2007-11-11,60
2007-11-12,60
2007-11-13,59
2007-11-14,59
2007-11-15,58
2007-11-16,58
2007-11-17,57
2007-11-18,55
2007-11-19,53
2007-11-20,51
2007-11-21,49
2007-11-22,47
2007-11-23,45
2007-11-24,43
2007-11-25,46
2007-12-02,65
2007-12-03,64
2007-12-04,62
2007-12-05,60
2007-12-06,59
2007-12-07,57
2007-12-08,55
2007-12-09,51
2007-12-10,46
2007-12-11,41
2007-12-12,37
2007-12-13,32
2007-12-14,28
2007-12-15,24
2007-12-16,26
2007-12-17,29
2007-12-18,31
2007-12-19,34
2007-12-20,36
2007-12-21,39
2007-12-22,42
2007-12-23,42
2007-12-24,43
2007-12-25,43
2007-12-26,44
2007-12-27,44
2007-12-28,45
2007-12-29,46
2007-12-30,46
2007-12-31,46
2008-01-01,47
2008-01-02,47
2008-01-03,48
2008-01-04,48
2008-01-05,49
2008-01-06,49
2008-01-07,49
2008-01-08,49
2008-01-09,50
2008-01-10,50
2008-01-11,50
2008-01-12,51
2008-01-13,52
2008-01-14,53
2008-01-15,54
2008-01-16,55
2008-01-17,56
2008-01-18,57
2008-01-19,58
2008-01-20,57
2008-01-21,56
2008-01-22,55
2008-01-23,55
2008-01-24,54
2008-01-25,53
2008-01-26,53
2008-01-27,55
2008-01-28,57
2008-01-29,59
2008-01-30,61
2008-01-31,63
2008-02-01,65
2008-02-02,68
2008-02-03,70
2008-02-04,72
2008-02-05,74
2008-02-06,77
2008-02-07,79
2008-02-08,81
2008-02-09,83
2008-02-10,79
2008-02-11,73
2008-02-12,68
2008-02-13,64
2008-02-14,59
2008-02-15,55
2008-02-16,51
2008-02-17,51
2008-02-18,52
2008-02-19,53
2008-02-20,54
2008-02-21,55
2008-02-22,56
2008-02-23,57
2008-02-24,56
2008-03-02,51
2008-03-03,51
2008-03-04,51
2008-03-05,51
2008-03-06,51
2008-03-07,51
2008-03-08,51
2008-03-09,52
2008-03-10,53
2008-03-11,54
2008-03-12,55
2008-03-13,56
2008-03-14,57
2008-03-15,58
2008-03-16,56
2008-03-17,54
2008-03-18,53
2008-03-19,51
2008-03-20,49
2008-03-21,47
2008-03-22,45
2008-03-23,45
2008-03-24,43
2008-03-25,43
2008-03-26,42
2008-03-27,42
2008-03-28,41
2008-03-29,41
2008-03-30,42
2008-03-31,43
2008-04-01,44
2008-04-02,45
2008-04-03,46
2008-04-04,48
2008-04-05,49
2008-04-06,50
2008-04-07,50
2008-04-08,51
2008-04-09,52
2008-04-10,53
2008-04-11,54
2008-04-12,55
2008-04-13,54
2008-04-14,54
2008-04-15,53
2008-04-16,52
2008-04-17,52
2008-04-18,51
2008-04-19,51
2008-04-20,50
2008-04-21,49
2008-04-22,49
2008-04-23,48
2008-04-24,48
2008-04-25,47
2008-04-26,47
2008-04-27,48
2008-04-28,50
2008-04-29,51
2008-04-30,52
2008-05-01,54
2008-05-02,55
2008-05-03,57
2008-05-04,55
2008-05-05,53
2008-05-06,51
2008-05-07,50
2008-05-08,48
2008-05-09,46
2008-05-10,45
2008-05-11,45
2008-05-12,46
2008-05-13,46
2008-05-14,46
2008-05-15,47
2008-05-16,47
2008-05-17,48
2008-05-18,47
2008-05-19,45
2008-05-20,44
2008-05-21,42
2008-05-22,41
2008-05-23,40
2008-05-24,39
2008-05-25,39
2008-06-01,42
2008-06-02,43
2008-06-03,44
2008-06-04,44
2008-06-05,45
2008-06-06,46
2008-06-07,47
2008-06-08,47
2008-06-09,48
2008-06-10,48
2008-06-11,49
2008-06-12,49
2008-06-13,50
2008-06-14,51
2008-06-15,49
2008-06-16,48
2008-06-17,46
2008-06-18,45
2008-06-19,43
2008-06-20,42
2008-06-21,40
2008-06-22,38
2008-06-23,36
2008-06-24,34
2008-06-25,32
2008-06-26,30
2008-06-27,29
2008-06-28,27
2008-06-29,27
2008-06-30,27
2008-07-01,27
2008-07-02,27
2008-07-03,27
2008-07-04,27
2008-07-05,28
2008-07-06,30
2008-07-07,32
2008-07-08,34
2008-07-09,36
2008-07-10,38
2008-07-11,40
2008-07-12,42
2008-07-13,43
2008-07-14,45
2008-07-15,47
2008-07-16,48
2008-07-17,50
2008-07-18,52
2008-07-19,54
2008-07-20,57
2008-07-21,61
2008-07-22,65
2008-07-23,69
2008-07-24,73
2008-07-25,77
2008-07-26,80
2008-07-27,77
2008-07-28,73
2008-07-29,70
2008-07-30,67
2008-07-31,64
2008-08-01,61
2008-08-02,58
2008-08-03,56
2008-08-04,54
2008-08-05,53
2008-08-06,51
2008-08-07,50
2008-08-08,48
2008-08-09,47
2008-08-10,48
2008-08-11,51
2008-08-12,53
2008-08-13,55
2008-08-14,57
2008-08-15,58
2008-08-16,60
2008-08-17,57
2008-08-18,52
2008-08-19,49
2008-08-20,45
2008-08-21,42
2008-08-22,38
2008-08-23,35
2008-08-24,37
2008-08-25,39
2008-08-26,41
2008-08-27,44
2008-08-28,46
2008-08-29,48
2008-08-30,51
2008-08-31,53
2008-09-07,64
2008-09-08,62
2008-09-09,60
2008-09-10,58
2008-09-11,56
2008-09-12,54
2008-09-13,52
2008-09-14,51
2008-09-15,50
2008-09-16,50
2008-09-17,49
2008-09-18,49
2008-09-19,48
2008-09-20,48
2008-09-21,50
2008-09-22,53
2008-09-23,55
2008-09-24,58
2008-09-25,60
2008-09-26,63
2008-09-27,66
2008-09-28,63
2008-09-29,60
2008-09-30,57
2008-10-01,54
2008-10-02,51
2008-10-03,48
2008-10-04,46
2008-10-05,45
2008-10-06,44
2008-10-07,44
2008-10-08,43
2008-10-09,42
2008-10-10,41
2008-10-11,41
2008-10-12,41
2008-10-13,41
2008-10-14,41
2008-10-15,41
2008-10-16,42
2008-10-17,42
2008-10-18,42
2008-10-19,40
2008-10-20,38
2008-10-21,36
2008-10-22,34
2008-10-23,32
2008-10-24,30
2008-10-25,28
2008-10-26,30
2008-10-27,32
2008-10-28,35
2008-10-29,37
2008-10-30,40
2008-10-31,42
2008-11-01,45
2008-11-02,44
2008-11-03,44
2008-11-04,44
2008-11-05,44
2008-11-06,43
2008-11-07,43
2008-11-08,43
2008-11-09,42
2008-11-10,42
2008-11-11,42
2008-11-12,42
2008-11-13,42
2008-11-14,41
2008-11-15,41
2008-11-16,40
2008-11-17,38
2008-11-18,37
2008-11-19,36
2008-11-20,35
2008-11-21,34
2008-11-22,33
2008-11-23,33
2008-11-24,33
2008-11-25,34
2008-11-26,34
2008-11-27,35
2008-11-28,35
2008-11-29,36
2008-11-30,35
2008-12-07,35
2008-12-08,35
2008-12-09,35
2008-12-10,35
2008-12-11,35
2008-12-12,35
2008-12-13,36
2008-12-14,36
2008-12-15,36
2008-12-16,37
2008-12-17,37
2008-12-18,38
2008-12-19,38
2008-12-20,39
2008-12-21,38
2008-12-22,38
2008-12-23,38
2008-12-24,37
2008-12-25,37
2008-12-26,36
2008-12-27,36
2008-12-28,34
2008-12-29,32
2008-12-30,30
2008-12-31,28
2009-01-01,26
2009-01-02,24
2009-01-03,22
2009-01-04,23
2009-01-05,25
2009-01-06,26
2009-01-07,28
2009-01-08,29
2009-01-09,31
2009-01-10,33
2009-01-11,31
2009-01-12,30
2009-01-13,28
2009-01-14,27
2009-01-15,25
2009-01-16,24
2009-01-17,23
2009-01-18,23
2009-01-19,23
2009-01-20,24
2009-01-21,24
2009-01-22,25
2009-01-23,25
2009-01-24,26
2009-01-25,27
2009-01-26,28
2009-01-27,29
2009-01-28,30
2009-01-29,31
2009-01-30,32
2009-01-31,33
2009-02-01,34
2009-02-02,35
2009-02-03,37
2009-02-04,38
2009-02-05,40
2009-02-06,41
2009-02-07,43
