Date,Paulson & Co
2009-11-19,17
2009-11-20,18
2009-11-21,20
2009-11-22,19
2009-11-23,17
2009-11-24,15
2009-11-25,14
2009-11-26,12
2009-11-27,11
2009-11-28,10
2009-11-29,10
2009-11-30,10
2009-12-01,10
2009-12-02,10
2009-12-03,10
2009-12-04,10
2009-12-05,10
2009-12-06,10
2009-12-07,10
2009-12-08,10
2009-12-09,10
2009-12-10,10
2009-12-11,10
2009-12-12,11
2009-12-13,10
2009-12-14,10
2009-12-15,9
2009-12-16,9
2009-12-17,8
2009-12-18,8
2009-12-19,7
2009-12-20,7
2009-12-21,7
2009-12-22,7
2009-12-23,7
2009-12-24,7
2009-12-25,7
2009-12-26,8
2009-12-27,8
2010-01-03,9
2010-01-04,9
2010-01-05,9
2010-01-06,9
2010-01-07,9
2010-01-08,9
2010-01-09,10
2010-01-10,9
2010-01-11,9
2010-01-12,9
2010-01-13,9
2010-01-14,9
2010-01-15,9
2010-01-16,9
2010-01-17,8
2010-01-18,8
2010-01-19,7
2010-01-20,7
2010-01-21,6
2010-01-22,6
2010-01-23,6
2010-01-24,6
2010-01-25,6
2010-01-26,6
2010-01-27,6
2010-01-28,6
2010-01-29,6
2010-01-30,6
2010-01-31,6
2010-02-01,7
2010-02-02,8
2010-02-03,9
2010-02-04,10
2010-02-05,11
2010-02-06,12
2010-02-07,11
2010-02-08,10
2010-02-09,9
2010-02-10,9
2010-02-11,8
2010-02-12,7
2010-02-13,7
2010-02-14,7
2010-02-15,7
2010-02-16,7
2010-02-17,7
2010-02-18,7
2010-02-19,7
2010-02-20,7
2010-02-21,7
2010-02-22,8
2010-02-23,8
2010-02-24,9
2010-02-25,9
2010-02-26,10
2010-02-27,11
2010-02-28,10
2010-03-01,9
2010-03-02,9
2010-03-03,8
2010-03-04,8
2010-03-05,7
2010-03-06,7
2010-03-07,6
2010-03-08,6
2010-03-09,6
2010-03-10,6
2010-03-11,6
2010-03-12,6
2010-03-13,6
2010-03-14,6
2010-03-15,6
2010-03-16,6
2010-03-17,6
2010-03-18,6
2010-03-19,6
2010-03-20,6
2010-03-21,6
2010-03-22,6
2010-03-23,6
2010-03-24,6
2010-03-25,6
2010-03-26,6
2010-03-27,6
2010-03-28,6
2010-04-04,7
2010-04-05,7
2010-04-06,8
2010-04-07,8
2010-04-08,9
2010-04-09,9
2010-04-10,10
2010-04-11,22
2010-04-12,35
2010-04-13,48
2010-04-14,61
2010-04-15,74
2010-04-16,87
2010-04-17,100
2010-04-18,97
2010-04-19,94
2010-04-20,90
2010-04-21,87
2010-04-22,83
2010-04-23,80
2010-04-24,76
2010-04-25,70
2010-04-26,62
2010-04-27,55
2010-04-28,49
2010-04-29,42
2010-04-30,35
2010-05-01,29
2010-05-02,26
2010-05-03,23
2010-05-04,20
2010-05-05,18
2010-05-06,15
2010-05-07,13
2010-05-08,11
2010-05-09,10
2010-05-10,9
2010-05-11,8
2010-05-12,8
2010-05-13,7
2010-05-14,6
2010-05-15,6
2010-05-16,6
2010-05-17,7
2010-05-18,8
2010-05-19,9
2010-05-20,9
2010-05-21,10
2010-05-22,11
2010-05-23,10
2010-05-24,9
2010-05-25,9
2010-05-26,8
2010-05-27,8
2010-05-28,7
2010-05-29,7
2010-05-30,6
2010-05-31,6
2010-06-01,6
2010-06-02,6
2010-06-03,6
2010-06-04,6
2010-06-05,6
2010-06-06,6
2010-06-07,6
2010-06-08,6
2010-06-09,6
2010-06-10,6
2010-06-11,6
2010-06-12,6
2010-06-13,6
2010-06-14,6
2010-06-15,7
2010-06-16,7
2010-06-17,8
2010-06-18,8
2010-06-19,9
2010-06-20,8
2010-06-21,8
2010-06-22,7
2010-06-23,7
2010-06-24,7
2010-06-25,6
2010-06-26,6
2010-06-27,6
2010-07-04,6
2010-07-05,6
2010-07-06,6
2010-07-07,6
2010-07-08,6
2010-07-09,6
2010-07-10,7
2010-07-11,7
2010-07-12,7
2010-07-13,7
2010-07-14,7
2010-07-15,7
2010-07-16,7
2010-07-17,7
2010-07-18,7
2010-07-19,7
2010-07-20,8
2010-07-21,8
2010-07-22,9
2010-07-23,9
2010-07-24,10
2010-07-25,9
2010-07-26,9
2010-07-27,8
2010-07-28,8
2010-07-29,7
2010-07-30,7
2010-07-31,7
2010-08-01,7
2010-08-02,8
2010-08-03,9
2010-08-04,9
2010-08-05,10
2010-08-06,11
2010-08-07,12
2010-08-08,11
2010-08-09,10
2010-08-10,9
2010-08-11,8
2010-08-12,7
2010-08-13,6
2010-08-14,5
2010-08-15,5
2010-08-16,5
2010-08-17,5
2010-08-18,6
2010-08-19,6
2010-08-20,6
2010-08-21,7
2010-08-22,7
2010-08-23,7
2010-08-24,7
2010-08-25,7
2010-08-26,7
2010-08-27,7
2010-08-28,7
2010-08-29,7
2010-08-30,7
2010-08-31,7
2010-09-01,7
2010-09-02,7
2010-09-03,7
2010-09-04,7
2010-09-05,7
2010-09-06,7
2010-09-07,7
2010-09-08,8
2010-09-09,8
2010-09-10,8
2010-09-11,9
2010-09-12,8
2010-09-13,8
2010-09-14,7
2010-09-15,7
2010-09-16,6
2010-09-17,6
2010-09-18,6
2010-09-19,6
2010-09-20,7
2010-09-21,7
2010-09-22,8
2010-09-23,8
2010-09-24,9
2010-09-25,9
2010-09-26,8
2010-10-03,8
2010-10-04,8
2010-10-05,8
2010-10-06,8
2010-10-07,8
2010-10-08,8
2010-10-09,8
2010-10-10,8
2010-10-11,8
2010-10-12,8
2010-10-13,8
2010-10-14,8
2010-10-15,8
2010-10-16,9
2010-10-17,9
2010-10-18,9
2010-10-19,9
2010-10-20,9
2010-10-21,9
2010-10-22,9
2010-10-23,9
2010-10-24,8
2010-10-25,7
2010-10-26,7
2010-10-27,6
2010-10-28,6
2010-10-29,5
2010-10-30,5
2010-10-31,5
2010-11-01,5
2010-11-02,5
2010-11-03,5
2010-11-04,5
2010-11-05,5
2010-11-06,5
2010-11-07,5
2010-11-08,5
2010-11-09,5
2010-11-10,6
2010-11-11,6
2010-11-12,6
2010-11-13,7
2010-11-14,7
2010-11-15,7
2010-11-16,7
2010-11-17,7
2010-11-18,7
2010-11-19,7
2010-11-20,8
2010-11-21,7
2010-11-22,7
2010-11-23,6
2010-11-24,6
2010-11-25,5
2010-11-26,5
2010-11-27,5
2010-11-28,5
2010-11-29,5
2010-11-30,5
2010-12-01,5
2010-12-02,5
2010-12-03,5
2010-12-04,5
2010-12-05,5
2010-12-06,5
2010-12-07,5
2010-12-08,5
2010-12-09,5
2010-12-10,5
2010-12-11,5
2010-12-12,5
2010-12-13,5
2010-12-14,5
2010-12-15,5
2010-12-16,5
2010-12-17,5
2010-12-18,5
2010-12-19,5
2010-12-20,5
2010-12-21,5
2010-12-22,5
2010-12-23,5
2010-12-24,5
2010-12-25,5
2010-12-26,5
2011-01-02,5
2011-01-03,5
2011-01-04,5
2011-01-05,5
2011-01-06,5
2011-01-07,5
2011-01-08,6
2011-01-09,5
2011-01-10,5
2011-01-11,5
2011-01-12,4
2011-01-13,4
2011-01-14,4
2011-01-15,4
2011-01-16,5
2011-01-17,7
2011-01-18,8
2011-01-19,10
2011-01-20,11
2011-01-21,13
2011-01-22,15
2011-01-23,16
2011-01-24,18
2011-01-25,19
2011-01-26,21
2011-01-27,23
2011-01-28,24
2011-01-29,26
2011-01-30,24
2011-01-31,22
2011-02-01,21
2011-02-02,19
2011-02-03,17
2011-02-04,16
2011-02-05,14
2011-02-06,13
2011-02-07,12
2011-02-08,11
2011-02-09,11
2011-02-10,10
2011-02-11,9
2011-02-12,9
2011-02-13,9
2011-02-14,9
2011-02-15,9
2011-02-16,9
2011-02-17,9
2011-02-18,9
2011-02-19,9
2011-02-20,9
2011-02-21,9
2011-02-22,10
2011-02-23,10
2011-02-24,11
2011-02-25,11
2011-02-26,12
2011-02-27,12
2011-02-28,13
2011-03-01,13
2011-03-02,13
2011-03-03,14
2011-03-04,14
2011-03-05,15
2011-03-06,14
2011-03-07,12
2011-03-08,11
2011-03-09,10
2011-03-10,9
2011-03-11,8
2011-03-12,7
2011-03-13,6
2011-03-14,6
2011-03-15,5
2011-03-16,5
2011-03-17,4
2011-03-18,4
2011-03-19,4
2011-03-20,4
2011-03-21,4
2011-03-22,4
2011-03-23,4
2011-03-24,4
2011-03-25,5
2011-03-26,5
2011-03-27,5
2011-04-03,5
2011-04-04,6
2011-04-05,7
2011-04-06,7
2011-04-07,8
2011-04-08,9
2011-04-09,10
2011-04-10,9
2011-04-11,8
2011-04-12,8
2011-04-13,7
2011-04-14,7
2011-04-15,6
2011-04-16,6
2011-04-17,5
2011-04-18,5
2011-04-19,5
2011-04-20,5
2011-04-21,5
2011-04-22,5
2011-04-23,5
2011-04-24,5
2011-04-25,5
2011-04-26,6
2011-04-27,6
2011-04-28,7
2011-04-29,7
2011-04-30,8
2011-05-01,7
2011-05-02,7
2011-05-03,7
2011-05-04,6
2011-05-05,6
2011-05-06,6
2011-05-07,6
2011-05-08,5
2011-05-09,5
2011-05-10,5
2011-05-11,5
2011-05-12,5
2011-05-13,5
2011-05-14,5
2011-05-15,5
2011-05-16,6
2011-05-17,7
2011-05-18,7
2011-05-19,8
2011-05-20,9
2011-05-21,10
2011-05-22,9
2011-05-23,8
2011-05-24,8
2011-05-25,7
2011-05-26,7
2011-05-27,6
2011-05-28,6
2011-05-29,5
2011-05-30,5
2011-05-31,5
2011-06-01,5
2011-06-02,5
2011-06-03,5
2011-06-04,5
2011-06-05,5
2011-06-06,5
2011-06-07,5
2011-06-08,5
2011-06-09,5
2011-06-10,5
2011-06-11,5
2011-06-12,4
2011-06-13,4
2011-06-14,4
2011-06-15,4
2011-06-16,4
2011-06-17,4
2011-06-18,4
2011-06-19,4
2011-06-20,5
2011-06-21,6
2011-06-22,7
2011-06-23,8
2011-06-24,9
2011-06-25,10
2011-06-26,9
