Date,Morgan Stanley
2009-02-01,71
2009-02-02,72
2009-02-03,73
2009-02-04,75
2009-02-05,77
2009-02-06,78
2009-02-07,87
2009-02-08,78
2009-02-09,78
2009-02-10,77
2009-02-11,77
2009-02-12,76
2009-02-13,78
2009-02-14,85
2009-02-15,74
2009-02-16,73
2009-02-17,72
2009-02-18,71
2009-02-19,70
2009-02-20,69
2009-02-21,72
2009-02-22,72
2009-02-23,67
2009-02-24,67
2009-02-25,69
2009-02-26,67
2009-02-27,68
2009-02-28,73
2009-03-01,67
2009-03-02,67
2009-03-03,69
2009-03-04,68
2009-03-05,69
2009-03-06,68
2009-03-07,80
2009-03-08,68
2009-03-09,67
2009-03-10,66
2009-03-11,65
2009-03-12,65
2009-03-13,63
2009-03-14,71
2009-03-15,63
2009-03-16,63
2009-03-17,65
2009-03-18,64
2009-03-19,65
2009-03-20,65
2009-03-21,73
2009-03-22,66
2009-03-23,66
2009-03-24,68
2009-03-25,66
2009-03-26,66
2009-03-27,70
2009-03-28,73
2009-03-29,67
2009-03-30,67
2009-03-31,67
2009-05-01,63
2009-05-02,67
2009-05-03,67
2009-05-04,62
2009-05-05,62
2009-05-06,62
2009-05-07,64
2009-05-08,62
2009-05-09,68
2009-05-10,63
2009-05-11,62
2009-05-12,62
2009-05-13,64
2009-05-14,62
2009-05-15,63
2009-05-16,68
2009-05-17,62
2009-05-18,61
2009-05-19,60
2009-05-20,60
2009-05-21,60
2009-05-22,59
2009-05-23,66
2009-05-24,58
2009-05-25,57
2009-05-26,56
2009-05-27,56
2009-05-28,55
2009-05-29,55
2009-05-30,57
2009-05-31,57
2009-06-01,58
2009-06-02,62
2009-06-03,63
2009-06-04,67
2009-06-05,68
2009-06-06,79
2009-06-07,70
2009-06-08,70
2009-06-09,70
2009-06-10,69
2009-06-11,70
2009-06-12,69
2009-06-13,76
2009-06-14,68
2009-06-15,67
2009-06-16,66
2009-06-17,65
2009-06-18,65
2009-06-19,63
2009-06-20,72
2009-06-21,62
2009-06-22,62
2009-06-23,63
2009-06-24,62
2009-06-25,63
2009-06-26,62
2009-06-27,67
2009-06-28,61
2009-06-29,60
2009-06-30,60
2009-07-01,59
2009-07-02,59
2009-07-03,63
2009-07-04,63
2009-07-05,58
2009-07-06,58
2009-07-07,58
2009-07-08,59
2009-07-09,59
2009-07-10,61
2009-07-11,65
2009-07-12,63
2009-07-13,67
2009-07-14,71
2009-07-15,76
2009-07-16,79
2009-07-17,84
2009-07-18,95
2009-07-19,85
2009-07-20,84
2009-07-21,83
2009-07-22,83
2009-07-23,85
2009-07-24,83
2009-07-25,91
2009-07-26,80
2009-07-27,77
2009-07-28,75
2009-07-29,74
2009-07-30,73
2009-07-31,71
2009-08-01,69
2009-08-02,73
2009-08-03,70
2009-08-04,71
2009-08-05,72
2009-08-06,73
2009-08-07,76
2009-08-08,82
2009-08-09,73
2009-08-10,71
2009-08-11,72
2009-08-12,67
2009-08-13,65
2009-08-14,64
2009-08-15,69
2009-08-16,63
