Date,Citibank
2010-10-01,80
2010-10-02,79
2010-10-03,80
2010-10-04,88
2010-10-05,82
2010-10-06,90
2010-10-07,84
2010-10-08,93
2010-10-09,86
2010-10-10,84
2010-10-11,83
2010-10-12,81
2010-10-13,86
2010-10-14,78
2010-10-15,83
2010-10-16,76
2010-10-17,77
2010-10-18,79
2010-10-19,80
2010-10-20,82
2010-10-21,92
2010-10-22,85
2010-10-23,87
2010-10-24,85
2010-10-25,84
2010-10-26,84
2010-10-27,89
2010-10-28,79
2010-10-29,78
2010-10-30,77
2010-10-31,77
2010-11-01,78
2010-11-02,82
2010-11-03,79
2010-11-04,83
2010-11-05,84
2010-11-06,82
2010-11-07,81
2010-11-08,83
2010-11-09,79
2010-11-10,83
2010-11-11,77
2010-11-12,84
2010-11-13,76
2010-11-14,74
2010-11-15,73
2010-11-16,71
2010-11-17,70
2010-11-18,68
2010-11-19,67
2010-11-20,69
2010-11-21,68
2010-11-22,71
2010-11-23,76
2010-11-24,76
2010-11-25,79
2010-11-26,82
2010-11-27,85
2010-11-28,86
2010-11-29,88
2010-11-30,90
2010-12-01,91
2010-12-02,99
2010-12-03,98
2010-12-04,97
2010-12-05,97
2010-12-06,93
2010-12-07,93
2010-12-08,90
2010-12-09,95
2010-12-10,87
2010-12-11,95
2010-12-12,87
2010-12-13,84
2010-12-14,88
2010-12-15,83
2010-12-16,83
2010-12-17,84
2010-12-18,82
2010-12-19,86
2010-12-20,82
2010-12-21,83
2010-12-22,83
2010-12-23,84
2010-12-24,86
2010-12-25,92
2010-12-26,87
2010-12-27,89
2010-12-28,91
2010-12-29,102
2010-12-30,95
2010-12-31,97
2011-01-01,99
2011-01-02,99
2011-01-03,99
2011-01-04,103
2011-01-05,99
2011-01-06,106
2011-01-07,99
2011-01-08,106
2011-01-09,95
2011-01-10,92
2011-01-11,95
2011-01-12,85
2011-01-13,81
2011-01-14,81
2011-01-15,75
2011-01-16,79
2011-01-17,72
2011-01-18,71
2011-01-19,71
2011-01-20,69
2011-01-21,72
2011-01-22,67
2011-01-23,71
2011-01-24,72
2011-01-25,80
2011-01-26,77
2011-01-27,84
2011-01-28,82
2011-01-29,89
2011-01-30,81
2011-01-31,77
2011-02-01,73
2011-02-02,73
2011-02-03,67
2011-02-04,61
2011-02-05,57
2011-02-06,61
2011-02-07,65
2011-02-08,69
2011-02-09,74
2011-02-10,84
2011-02-11,83
2011-02-12,86
2011-02-13,85
2011-02-14,81
2011-02-15,78
2011-02-16,75
2011-02-17,75
2011-02-18,70
2011-02-19,72
2011-02-20,70
2011-02-21,72
2011-02-22,78
2011-02-23,77
2011-02-24,78
2011-02-25,80
2011-02-26,85
2011-02-27,84
2011-02-28,85
2011-03-01,88
2011-03-02,88
2011-03-03,90
2011-03-04,100
2011-03-05,93
2011-03-06,92
2011-03-07,89
2011-03-08,92
2011-03-09,85
2011-03-10,83
2011-03-11,92
2011-03-12,79
2011-03-13,79
2011-03-14,79
2011-03-15,80
2011-03-16,79
2011-03-17,82
2011-03-18,83
2011-03-19,83
2011-03-20,80
2011-03-21,81
2011-03-22,87
2011-03-23,83
2011-03-24,84
2011-03-25,89
2011-03-26,89
2011-03-27,86
2011-03-28,84
2011-03-29,83
2011-03-30,82
2011-03-31,82
2011-04-01,80
2011-04-02,86
2011-04-03,82
2011-04-04,81
2011-04-05,89
2011-04-06,89
2011-04-07,84
2011-04-08,86
2011-04-09,93
2011-04-10,84
2011-04-11,81
2011-04-12,79
2011-04-13,76
2011-04-14,75
2011-04-15,71
2011-04-16,74
2011-04-17,72
2011-04-18,76
2011-04-19,80
2011-04-20,83
2011-04-21,92
2011-04-22,91
2011-04-23,95
2011-04-24,100
2011-04-25,93
2011-04-26,95
2011-04-27,92
2011-04-28,93
2011-04-29,92
2011-04-30,91
2011-05-01,97
2011-05-02,88
2011-05-03,87
2011-05-04,86
2011-05-05,84
2011-05-06,83
2011-05-07,88
2011-05-08,87
2011-05-09,81
2011-05-10,81
2011-05-11,88
2011-05-12,80
2011-05-13,80
2011-05-14,87
2011-05-15,79
2011-05-16,79
2011-05-17,82
2011-05-18,79
2011-05-19,79
2011-05-20,82
2011-05-21,79
2011-05-22,84
2011-05-23,83
2011-05-24,87
2011-05-25,88
2011-05-26,94
2011-05-27,93
2011-05-28,98
2011-05-29,100
2011-05-30,90
2011-05-31,96
2011-06-01,84
2011-06-02,81
2011-06-03,78
2011-06-04,78
2011-06-05,75
2011-06-06,76
2011-06-07,78
2011-06-08,83
2011-06-09,77
2011-06-10,78
2011-06-11,81
2011-06-12,79
2011-06-13,79
2011-06-14,80
2011-06-15,82
2011-06-16,85
2011-06-17,81
2011-06-18,84
2011-06-19,85
2011-06-20,83
2011-06-21,85
2011-06-22,91
2011-06-23,86
2011-06-24,87
2011-06-25,100
2011-06-26,89
2011-06-27,90
2011-06-28,93
2011-06-29,93
2011-06-30,97
2011-07-01,95
2011-07-02,97
2011-07-03,95
2011-07-04,93
2011-07-05,97
2011-07-06,90
2011-07-07,95
2011-07-08,91
2011-07-09,86
2011-07-10,84
2011-07-11,82
2011-07-12,80
2011-07-13,78
2011-07-14,76
2011-07-15,76
2011-07-16,77
2011-07-17,75
2011-07-18,78
2011-07-19,80
2011-07-20,86
2011-07-21,85
2011-07-22,90
2011-07-23,98
2011-07-24,91
2011-07-25,92
2011-07-26,100
2011-07-27,93
2011-07-28,104
2011-07-29,95
2011-07-30,96
2011-07-31,96
2011-08-01,92
2011-08-02,90
2011-08-03,88
2011-08-04,89
2011-08-05,84
2011-08-06,87
2011-08-07,82
2011-08-08,83
2011-08-09,87
2011-08-10,84
2011-08-11,85
2011-08-12,87
2011-08-13,89
2011-08-14,87
2011-08-15,87
2011-08-16,88
2011-08-17,87
2011-08-18,92
2011-08-19,87
2011-08-20,95
2011-08-21,89
2011-08-22,91
2011-08-23,96
2011-08-24,94
2011-08-25,101
2011-08-26,99
2011-08-27,101
2011-08-28,97
2011-08-29,87
2011-08-30,76
2011-08-31,68
2011-09-01,60
2011-09-02,53
2011-09-03,45
2011-09-04,51
2011-09-05,51
2011-09-06,57
2011-09-07,59
2011-09-08,64
2011-09-09,66
2011-09-10,68
2011-09-11,66
2011-09-12,64
2011-09-13,62
2011-09-14,65
2011-09-15,58
2011-09-16,57
2011-09-17,54
2011-09-18,57
2011-09-19,61
2011-09-20,65
2011-09-21,74
2011-09-22,73
2011-09-23,77
2011-09-24,87
2011-09-25,79
2011-09-26,78
2011-09-27,77
2011-09-28,80
2011-09-29,75
2011-09-30,75
2011-10-01,73
2011-10-02,73
2011-10-03,74
2011-10-04,74
2011-10-05,81
2011-10-06,75
2011-10-07,76
2011-10-08,77
2011-10-09,80
2011-10-10,76
2011-10-11,84
2011-10-12,80
2011-10-13,76
2011-10-14,76
2011-10-15,82
2011-10-16,74
2011-10-17,72
2011-10-18,76
2011-10-19,68
2011-10-20,68
2011-10-21,64
2011-10-22,65
2011-10-23,62
2011-10-24,63
2011-10-25,67
2011-10-26,66
2011-10-27,70
2011-10-28,67
2011-10-29,73
2011-10-30,69
2011-10-31,71
2011-11-01,73
2011-11-02,83
2011-11-03,76
2011-11-04,78
2011-11-05,86
2011-11-06,79
2011-11-07,79
2011-11-08,79
2011-11-09,85
2011-11-10,83
2011-11-11,79
2011-11-12,86
2011-11-13,79
2011-11-14,78
2011-11-15,82
2011-11-16,79
2011-11-17,77
2011-11-18,82
2011-11-19,77
2011-11-20,77
2011-11-21,78
2011-11-22,85
2011-11-23,89
2011-11-24,80
2011-11-25,89
2011-11-26,82
2011-11-27,87
2011-11-28,81
2011-11-29,81
2011-11-30,81
2011-12-01,81
2011-12-02,87
2011-12-03,81
2011-12-04,87
2011-12-05,82
2011-12-06,87
2011-12-07,83
2011-12-08,84
2011-12-09,85
2011-12-10,89
2011-12-11,85
2011-12-12,81
2011-12-13,85
2011-12-14,79
2011-12-15,77
2011-12-16,76
2011-12-17,76
2011-12-18,75
2011-12-19,75
2011-12-20,81
2011-12-21,78
2011-12-22,77
2011-12-23,78
2011-12-24,88
2011-12-25,79
2011-12-26,79
2011-12-27,80
2011-12-28,80
2011-12-29,81
2011-12-30,81
2011-12-31,89
2012-01-01,84
2012-01-02,86
2012-01-03,88
2012-01-04,99
2012-01-05,95
2012-01-06,95
2012-01-07,100
2012-01-08,94
2012-01-09,90
2012-01-10,88
2012-01-11,83
2012-01-12,80
2012-01-13,82
2012-01-14,79
2012-01-15,72
2012-01-16,71
2012-01-17,70
2012-01-18,69
2012-01-19,71
2012-01-20,67
2012-01-21,75
2012-01-22,63
2012-01-23,60
2012-01-24,57
2012-01-25,54
2012-01-26,51
2012-01-27,51
2012-01-28,46
2012-01-29,49
2012-01-30,54
2012-01-31,60
2012-02-01,66
2012-02-02,68
2012-02-03,76
2012-02-04,85
2012-02-05,76
2012-02-06,79
2012-02-07,73
2012-02-08,71
2012-02-09,72
2012-02-10,72
2012-02-11,67
2012-02-12,69
2012-02-13,67
2012-02-14,72
2012-02-15,68
2012-02-16,69
2012-02-17,79
2012-02-18,70
2012-02-19,70
2012-02-20,70
2012-02-21,71
2012-02-22,71
2012-02-23,77
2012-02-24,72
2012-02-25,73
2012-02-26,78
2012-02-27,71
2012-02-28,71
2012-02-29,72
2012-03-01,70
2012-03-02,76
2012-03-03,70
2012-03-04,69
2012-03-05,69
2012-03-06,69
2012-03-07,69
2012-03-08,71
2012-03-09,71
2012-03-10,69
2012-03-11,68
2012-03-12,68
2012-03-13,69
2012-03-14,67
2012-03-15,75
2012-03-16,67
2012-03-17,67
2012-03-18,69
2012-03-19,68
2012-03-20,68
2012-03-21,69
2012-03-22,73
2012-03-23,72
2012-03-24,71
2012-03-25,71
2012-03-26,72
2012-03-27,78
2012-03-28,74
2012-03-29,79
2012-03-30,78
2012-03-31,83
2012-04-01,76
2012-04-02,76
2012-04-03,84
2012-04-04,76
2012-04-05,76
2012-04-06,77
2012-04-07,82
2012-04-08,75
2012-04-09,74
2012-04-10,79
2012-04-11,73
2012-04-12,73
2012-04-13,74
2012-04-14,76
2012-04-15,73
2012-04-16,74
2012-04-17,79
2012-04-18,76
2012-04-19,77
2012-04-20,78
2012-04-21,84
2012-04-22,79
2012-04-23,81
2012-04-24,79
2012-04-25,80
2012-04-26,81
2012-04-27,83
2012-04-28,82
2012-04-29,80
2012-04-30,79
2012-05-01,81
2012-05-02,77
2012-05-03,76
2012-05-04,80
2012-05-05,81
2012-05-06,74
2012-05-07,74
2012-05-08,73
2012-05-09,76
2012-05-10,72
2012-05-11,79
2012-05-12,72
2012-05-13,81
2012-05-14,74
2012-05-15,75
2012-05-16,83
2012-05-17,78
2012-05-18,83
2012-05-19,81
2012-05-20,79
2012-05-21,79
2012-05-22,76
2012-05-23,75
2012-05-24,73
2012-05-25,78
2012-05-26,71
2012-05-27,72
2012-05-28,72
2012-05-29,79
2012-05-30,75
2012-05-31,74
2012-06-01,75
2012-06-02,80
2012-06-03,75
2012-06-04,75
2012-06-05,75
2012-06-06,75
2012-06-07,78
2012-06-08,75
2012-06-09,81
2012-06-10,73
2012-06-11,71
2012-06-12,69
2012-06-13,68
2012-06-14,65
2012-06-15,63
2012-06-16,64
2012-06-17,65
2012-06-18,68
2012-06-19,71
2012-06-20,78
2012-06-21,77
2012-06-22,80
2012-06-23,84
2012-06-24,84
2012-06-25,85
2012-06-26,87
2012-06-27,94
2012-06-28,91
2012-06-29,89
2012-06-30,90
2012-07-01,88
2012-07-02,87
2012-07-03,86
2012-07-04,85
2012-07-05,91
2012-07-06,84
2012-07-07,82
2012-07-08,86
2012-07-09,80
2012-07-10,79
2012-07-11,78
2012-07-12,83
2012-07-13,86
2012-07-14,76
2012-07-15,77
2012-07-16,76
2012-07-17,76
2012-07-18,78
2012-07-19,80
2012-07-20,76
2012-07-21,76
2012-07-22,78
2012-07-23,80
2012-07-24,85
2012-07-25,84
2012-07-26,89
2012-07-27,94
2012-07-28,91
2012-07-29,90
2012-07-30,86
2012-07-31,84
2012-08-01,82
2012-08-02,82
2012-08-03,82
2012-08-04,80
2012-08-05,74
2012-08-06,73
2012-08-07,72
2012-08-08,71
2012-08-09,70
2012-08-10,74
2012-08-11,71
2012-08-12,69
2012-08-13,71
2012-08-14,76
2012-08-15,76
2012-08-16,77
2012-08-17,83
2012-08-18,81
2012-08-19,85
2012-08-20,84
2012-08-21,77
2012-08-22,76
2012-08-23,81
2012-08-24,74
2012-08-25,76
2012-08-26,76
2012-08-27,75
2012-08-28,76
2012-08-29,83
2012-08-30,79
2012-08-31,90
2012-09-01,82
2012-09-02,80
2012-09-03,79
2012-09-04,88
2012-09-05,77
2012-09-06,81
2012-09-07,79
2012-09-08,74
2012-09-09,73
2012-09-10,75
2012-09-11,72
2012-09-12,72
2012-09-13,77
2012-09-14,71
2012-09-15,72
2012-09-16,73
2012-09-17,69
2012-09-18,67
2012-09-19,66
2012-09-20,64
2012-09-21,69
2012-09-22,62
2012-09-23,64
2012-09-24,66
2012-09-25,68
2012-09-26,70
2012-09-27,75
2012-09-28,74
2012-09-29,82
2012-09-30,79
