Date,Merrill Lynch
2010-08-01,87
2010-08-02,87
2010-08-03,87
2010-08-04,89
2010-08-05,86
2010-08-06,88
2010-08-07,94
2010-08-08,86
2010-08-09,85
2010-08-10,86
2010-08-11,85
2010-08-12,87
2010-08-13,85
2010-08-14,94
2010-08-15,84
2010-08-16,84
2010-08-17,86
2010-08-18,83
2010-08-19,84
2010-08-20,83
2010-08-21,89
2010-08-22,82
2010-08-23,81
2010-08-24,81
2010-08-25,80
2010-08-26,82
2010-08-27,79
2010-08-28,87
2010-08-29,78
2010-08-30,78
2010-08-31,78
2010-09-01,78
2010-09-02,78
2010-09-03,78
2010-09-04,84
2010-09-05,78
2010-09-06,77
2010-09-07,77
2010-09-08,77
2010-09-09,76
2010-09-10,76
2010-09-11,82
2010-09-12,78
2010-09-13,78
2010-09-14,80
2010-09-15,82
2010-09-16,83
2010-09-17,84
2010-09-18,94
2010-09-19,88
2010-09-20,87
2010-09-21,88
2010-09-22,89
2010-09-23,90
2010-09-24,89
2010-09-25,96
2010-09-26,94
2010-09-27,90
2010-09-28,90
2010-09-29,92
2010-09-30,90
2010-10-01,90
2010-10-02,95
2010-10-03,94
2010-10-04,90
2010-10-05,90
2010-10-06,90
2010-10-07,92
2010-10-08,90
2010-10-09,97
2010-10-10,97
2010-10-11,91
2010-10-12,91
2010-10-13,94
2010-10-14,92
2010-10-15,92
2010-10-16,99
2010-10-17,99
2010-10-18,92
2010-10-19,91
2010-10-20,92
2010-10-21,90
2010-10-22,92
2010-10-23,96
2010-10-24,90
2010-10-25,89
2010-10-26,88
2010-10-27,88
2010-10-28,89
2010-10-29,87
2010-10-30,92
2010-10-31,91
2010-11-01,88
2010-11-02,88
2010-11-03,90
2010-11-04,89
2010-11-05,90
2010-11-06,98
2010-11-07,91
2010-11-08,92
2010-11-09,95
2010-11-10,94
2010-11-11,96
2010-11-12,97
2010-11-13,104
2010-11-14,99
2010-11-15,95
2010-11-16,94
2010-11-17,94
2010-11-18,92
2010-11-19,92
2010-11-20,96
2010-11-21,89
2010-11-22,85
2010-11-23,83
2010-11-24,81
2010-11-25,84
2010-11-26,76
2010-11-27,75
2010-11-28,78
2010-11-29,78
2010-11-30,80
2010-12-01,82
2010-12-02,84
2010-12-03,87
2010-12-04,96
2010-12-05,94
2010-12-06,88
2010-12-07,87
2010-12-08,88
2010-12-09,87
2010-12-10,86
2010-12-11,92
2010-12-12,88
2010-12-13,87
2010-12-14,87
2010-12-15,88
2010-12-16,91
2010-12-17,90
