Date,Bank of America
2006-07-01,35
2006-07-02,34
2006-07-03,34
2006-07-04,38
2006-07-05,34
2006-07-06,35
2006-07-07,34
2006-07-08,38
2006-07-09,35
2006-07-10,35
2006-07-11,38
2006-07-12,36
2006-07-13,36
2006-07-14,37
2006-07-15,40
2006-07-16,40
2006-07-17,36
2006-07-18,36
2006-07-19,34
2006-07-20,34
2006-07-21,32
2006-07-22,35
2006-07-23,32
2006-07-24,32
2006-07-25,32
2006-07-26,33
2006-07-27,32
2006-07-28,32
2006-07-29,35
2006-07-30,33
2006-07-31,34
2006-08-01,37
2006-08-02,35
2006-08-03,37
2006-08-04,37
2006-08-05,39
2006-08-06,37
2006-08-07,36
2006-08-08,36
2006-08-09,35
2006-08-10,35
2006-08-11,35
2006-08-12,35
2006-08-13,37
2006-08-14,35
2006-08-15,36
2006-08-16,39
2006-08-17,37
2006-08-18,39
2006-08-19,42
2006-08-20,37
2006-08-21,35
2006-08-22,35
2006-08-23,32
2006-08-24,31
2006-08-25,29
2006-08-26,31
2006-08-27,28
2006-08-28,28
2006-08-29,28
2006-08-30,29
2006-08-31,29
2006-09-01,29
2006-09-02,33
2006-09-03,32
2006-09-04,29
2006-09-05,29
2006-09-06,30
2006-09-07,29
2006-09-08,29
2006-09-09,31
2006-09-10,30
2006-09-11,31
2006-09-12,32
2006-09-13,33
2006-09-14,35
2006-09-15,35
2006-09-16,39
2006-09-17,39
2006-09-18,33
2006-09-19,33
2006-09-20,31
2006-09-21,30
2006-09-22,29
2006-09-23,32
2006-09-24,29
2006-09-25,28
2006-09-26,29
2006-09-27,28
2006-09-28,30
2006-09-29,28
2006-09-30,30
2006-10-01,29
2006-10-02,29
2006-10-03,31
2006-10-04,30
2006-10-05,30
2006-10-06,30
2006-10-07,35
2006-10-08,31
2006-10-09,31
2006-10-10,31
2006-10-11,32
2006-10-12,32
2006-10-13,32
2006-10-14,36
2006-10-15,33
2006-10-16,32
2006-10-17,33
2006-10-18,33
2006-10-19,31
2006-10-20,31
2006-10-21,34
2006-10-22,30
2006-10-23,30
2006-10-24,30
2006-10-25,29
2006-10-26,31
2006-10-27,29
2006-10-28,31
2006-10-29,29
2006-10-30,29
2006-10-31,30
2006-11-01,30
2006-11-02,33
2006-11-03,31
2006-11-04,33
2006-11-05,33
2006-11-06,30
2006-11-07,30
2006-11-08,28
2006-11-09,28
2006-11-10,26
2006-11-11,28
2006-11-12,27
2006-11-13,27
2006-11-14,28
2006-11-15,28
2006-11-16,30
2006-11-17,31
2006-11-18,33
2006-11-19,29
2006-11-20,26
2006-11-21,25
2006-11-22,22
2006-11-23,23
2006-11-24,18
2006-11-25,16
2006-11-26,19
2006-11-27,20
2006-11-28,22
2006-11-29,24
2006-11-30,26
2006-12-01,28
2006-12-02,35
2006-12-03,32
2006-12-04,31
2006-12-05,32
2006-12-06,31
2006-12-07,32
2006-12-08,31
2006-12-09,35
2006-12-10,33
2006-12-11,32
2006-12-12,32
2006-12-13,34
2006-12-14,33
2006-12-15,33
2006-12-16,38
2006-12-17,35
2006-12-18,31
2006-12-19,30
2006-12-20,30
2006-12-21,27
2006-12-22,28
2006-12-23,25
2006-12-24,26
2006-12-25,28
2006-12-26,27
2006-12-27,28
2006-12-28,29
2006-12-29,30
2006-12-30,31
2006-12-31,35
2007-01-01,33
2007-01-02,34
2007-01-03,35
2007-01-04,36
2007-01-05,37
2007-01-06,39
2007-01-07,39
2007-01-08,38
2007-01-09,38
2007-01-10,40
2007-01-11,39
2007-01-12,39
2007-01-13,44
2007-01-14,40
2007-01-15,38
2007-01-16,38
2007-01-17,39
2007-01-18,38
2007-01-19,36
2007-01-20,38
2007-01-21,37
2007-01-22,34
2007-01-23,35
2007-01-24,33
2007-01-25,32
2007-01-26,31
2007-01-27,32
2007-01-28,34
2007-01-29,34
2007-01-30,35
2007-01-31,37
2007-02-01,39
2007-02-02,40
2007-02-03,43
2007-02-04,44
2007-02-05,39
2007-02-06,39
2007-02-07,37
2007-02-08,37
2007-02-09,35
2007-02-10,36
2007-02-11,35
2007-02-12,36
2007-02-13,37
2007-02-14,39
2007-02-15,39
2007-02-16,40
2007-02-17,46
2007-02-18,41
2007-02-19,39
2007-02-20,37
2007-02-21,36
2007-02-22,37
2007-02-23,33
2007-02-24,34
2007-02-25,33
2007-02-26,34
2007-02-27,35
2007-02-28,36
2007-03-01,38
2007-03-02,38
2007-03-03,41
2007-03-04,41
2007-03-05,38
2007-03-06,39
2007-03-07,38
2007-03-08,37
2007-03-09,38
2007-03-10,40
2007-03-11,38
2007-03-12,39
2007-03-13,40
2007-03-14,42
2007-03-15,42
2007-03-16,46
2007-03-17,48
2007-03-18,44
2007-03-19,40
2007-03-20,39
2007-03-21,36
2007-03-22,35
2007-03-23,32
2007-03-24,31
2007-03-25,33
2007-03-26,31
2007-03-27,33
2007-03-28,33
2007-03-29,33
2007-03-30,34
2007-03-31,37
2007-04-01,35
2007-04-02,36
2007-04-03,37
2007-04-04,38
2007-04-05,38
2007-04-06,39
2007-04-07,42
2007-04-08,41
2007-04-09,40
2007-04-10,42
2007-04-11,40
2007-04-12,41
2007-04-13,40
2007-04-14,43
2007-04-15,42
2007-04-16,39
2007-04-17,41
2007-04-18,39
2007-04-19,36
2007-04-20,37
2007-04-21,36
2007-04-22,37
2007-04-23,34
2007-04-24,33
2007-04-25,33
2007-04-26,32
2007-04-27,32
2007-04-28,32
2007-04-29,34
2007-04-30,33
2007-05-01,34
2007-05-02,34
2007-05-03,35
2007-05-04,35
2007-05-05,39
2007-05-06,36
2007-05-07,34
2007-05-08,33
2007-05-09,33
2007-05-10,32
2007-05-11,31
2007-05-12,33
2007-05-13,31
2007-05-14,32
2007-05-15,32
2007-05-16,34
2007-05-17,35
2007-05-18,34
2007-05-19,38
2007-05-20,34
2007-05-21,33
2007-05-22,32
2007-05-23,31
2007-05-24,31
2007-05-25,29
2007-05-26,31
2007-05-27,30
2007-05-28,30
2007-05-29,31
2007-05-30,31
2007-05-31,32
2007-06-01,33
2007-06-02,35
2007-06-03,37
2007-06-04,34
2007-06-05,35
2007-06-06,35
2007-06-07,34
2007-06-08,35
2007-06-09,37
2007-06-10,36
2007-06-11,37
2007-06-12,40
2007-06-13,39
2007-06-14,40
2007-06-15,41
2007-06-16,47
2007-06-17,44
2007-06-18,38
2007-06-19,36
2007-06-20,34
2007-06-21,32
2007-06-22,31
2007-06-23,30
2007-06-24,30
2007-06-25,31
2007-06-26,32
2007-06-27,33
2007-06-28,34
2007-06-29,35
2007-06-30,36
2007-07-01,35
2007-07-02,35
2007-07-03,35
2007-07-04,38
2007-07-05,33
2007-07-06,33
2007-07-07,35
2007-07-08,34
2007-07-09,35
2007-07-10,36
2007-07-11,37
2007-07-12,38
2007-07-13,39
2007-07-14,44
2007-07-15,40
2007-07-16,38
2007-07-17,40
2007-07-18,38
2007-07-19,36
2007-07-20,35
2007-07-21,37
2007-07-22,36
2007-07-23,35
2007-07-24,36
2007-07-25,36
2007-07-26,38
2007-07-27,37
2007-07-28,40
2007-07-29,41
2007-07-30,40
2007-07-31,42
2007-08-01,43
2007-08-02,48
2007-08-03,47
2007-08-04,48
2007-08-05,50
2007-08-06,50
2007-08-07,51
2007-08-08,53
2007-08-09,54
2007-08-10,55
2007-08-11,60
2007-08-12,64
2007-08-13,69
2007-08-14,76
2007-08-15,81
2007-08-16,87
2007-08-17,100
2007-08-18,111
2007-08-19,97
2007-08-20,92
2007-08-21,88
2007-08-22,87
2007-08-23,80
2007-08-24,78
2007-08-25,79
2007-08-26,69
2007-08-27,66
2007-08-28,65
2007-08-29,61
2007-08-30,59
2007-08-31,56
2007-09-01,55
2007-09-02,54
2007-09-03,52
2007-09-04,48
2007-09-05,47
2007-09-06,44
2007-09-07,42
2007-09-08,43
2007-09-09,44
2007-09-10,43
2007-09-11,44
2007-09-12,45
2007-09-13,47
2007-09-14,47
2007-09-15,51
2007-09-16,48
2007-09-17,45
2007-09-18,44
2007-09-19,42
2007-09-20,42
2007-09-21,41
2007-09-22,40
2007-09-23,41
2007-09-24,39
2007-09-25,39
2007-09-26,39
2007-09-27,39
2007-09-28,39
2007-09-29,42
2007-09-30,40
2007-10-01,40
2007-10-02,41
2007-10-03,41
2007-10-04,43
2007-10-05,42
2007-10-06,45
2007-10-07,45
2007-10-08,41
2007-10-09,40
2007-10-10,40
2007-10-11,39
2007-10-12,39
2007-10-13,39
2007-10-14,38
2007-10-15,38
2007-10-16,40
2007-10-17,41
2007-10-18,40
2007-10-19,40
2007-10-20,45
2007-10-21,40
2007-10-22,40
2007-10-23,39
2007-10-24,39
2007-10-25,39
2007-10-26,38
2007-10-27,41
2007-10-28,39
2007-10-29,39
2007-10-30,40
2007-10-31,40
2007-11-01,41
2007-11-02,43
2007-11-03,45
2007-11-04,44
2007-11-05,41
2007-11-06,41
2007-11-07,40
2007-11-08,39
2007-11-09,37
2007-11-10,40
2007-11-11,38
2007-11-12,37
2007-11-13,37
2007-11-14,37
2007-11-15,37
2007-11-16,38
2007-11-17,42
2007-11-18,37
2007-11-19,35
2007-11-20,33
2007-11-21,33
2007-11-22,34
2007-11-23,29
2007-11-24,28
2007-11-25,30
2007-11-26,33
2007-11-27,35
2007-11-28,38
2007-11-29,41
2007-11-30,43
2007-12-01,49
2007-12-02,47
2007-12-03,44
2007-12-04,43
2007-12-05,43
2007-12-06,41
2007-12-07,41
2007-12-08,42
2007-12-09,41
2007-12-10,39
2007-12-11,38
2007-12-12,39
2007-12-13,37
2007-12-14,37
2007-12-15,38
2007-12-16,40
2007-12-17,35
2007-12-18,35
2007-12-19,34
2007-12-20,32
2007-12-21,32
2007-12-22,33
2007-12-23,31
2007-12-24,30
2007-12-25,33
2007-12-26,30
2007-12-27,30
2007-12-28,30
2007-12-29,30
2007-12-30,32
2007-12-31,33
2008-01-01,35
2008-01-02,37
2008-01-03,39
2008-01-04,42
2008-01-05,44
2008-01-06,50
2008-01-07,50
2008-01-08,53
2008-01-09,57
2008-01-10,61
2008-01-11,64
2008-01-12,75
2008-01-13,72
2008-01-14,62
2008-01-15,60
2008-01-16,58
2008-01-17,57
2008-01-18,53
2008-01-19,51
2008-01-20,52
2008-01-21,50
2008-01-22,50
2008-01-23,50
2008-01-24,50
2008-01-25,50
2008-01-26,51
2008-01-27,54
2008-01-28,53
2008-01-29,54
2008-01-30,56
2008-01-31,57
2008-02-01,61
2008-02-02,65
2008-02-03,61
2008-02-04,57
2008-02-05,56
2008-02-06,54
2008-02-07,53
2008-02-08,51
2008-02-09,53
2008-02-10,51
2008-02-11,50
2008-02-12,50
2008-02-13,50
2008-02-14,50
2008-02-15,50
2008-02-16,54
2008-02-17,50
2008-02-18,46
2008-02-19,44
2008-02-20,43
2008-02-21,41
2008-02-22,38
2008-02-23,37
2008-02-24,38
2008-02-25,37
2008-02-26,38
2008-02-27,38
2008-02-28,41
2008-02-29,40
2008-03-01,43
2008-03-02,43
2008-03-03,41
2008-03-04,41
2008-03-05,42
2008-03-06,41
2008-03-07,41
2008-03-08,43
2008-03-09,43
2008-03-10,41
2008-03-11,43
2008-03-12,44
2008-03-13,43
2008-03-14,43
2008-03-15,45
2008-03-16,45
2008-03-17,43
2008-03-18,43
2008-03-19,42
2008-03-20,41
2008-03-21,42
2008-03-22,44
2008-03-23,40
2008-03-24,39
2008-03-25,39
2008-03-26,38
2008-03-27,37
2008-03-28,35
2008-03-29,35
2008-03-30,37
2008-03-31,37
2008-04-01,38
2008-04-02,40
2008-04-03,41
2008-04-04,41
2008-04-05,44
2008-04-06,44
2008-04-07,42
2008-04-08,42
2008-04-09,41
2008-04-10,42
2008-04-11,41
2008-04-12,42
2008-04-13,43
2008-04-14,39
2008-04-15,39
2008-04-16,39
2008-04-17,41
2008-04-18,37
2008-04-19,39
2008-04-20,38
2008-04-21,35
2008-04-22,34
2008-04-23,33
2008-04-24,32
2008-04-25,31
2008-04-26,31
2008-04-27,32
2008-04-28,32
2008-04-29,33
2008-04-30,35
2008-05-01,36
2008-05-02,38
2008-05-03,41
2008-05-04,41
2008-05-05,37
2008-05-06,37
2008-05-07,37
2008-05-08,37
2008-05-09,35
2008-05-10,37
2008-05-11,36
2008-05-12,35
2008-05-13,36
2008-05-14,35
2008-05-15,35
2008-05-16,36
2008-05-17,40
2008-05-18,35
2008-05-19,33
2008-05-20,32
2008-05-21,32
2008-05-22,30
2008-05-23,29
