Date,Bank of America
2008-05-24,30
2008-05-25,29
2008-05-26,27
2008-05-27,27
2008-05-28,27
2008-05-29,27
2008-05-30,27
2008-05-31,28
2008-06-01,29
2008-06-02,27
2008-06-03,28
2008-06-04,29
2008-06-05,28
2008-06-06,28
2008-06-07,31
2008-06-08,29
2008-06-09,30
2008-06-10,30
2008-06-11,33
2008-06-12,31
2008-06-13,32
2008-06-14,35
2008-06-15,34
2008-06-16,31
2008-06-17,32
2008-06-18,30
2008-06-19,29
2008-06-20,28
2008-06-21,30
2008-06-22,29
2008-06-23,27
2008-06-24,27
2008-06-25,27
2008-06-26,27
2008-06-27,27
2008-06-28,29
2008-06-29,28
2008-06-30,28
