Date,Oppenheimer Holdings
2011-01-01,58
2011-01-02,62
2011-01-03,66
2011-01-04,71
2011-01-05,79
2011-01-06,80
2011-01-07,84
2011-01-08,89
2011-01-09,86
2011-01-10,83
2011-01-11,84
2011-01-12,78
2011-01-13,76
2011-01-14,73
2011-01-15,71
2011-01-16,74
2011-01-17,78
2011-01-18,81
2011-01-19,85
2011-01-20,92
2011-01-21,92
2011-01-22,100
2011-01-23,94
2011-01-24,93
2011-01-25,92
2011-01-26,90
2011-01-27,89
2011-01-28,88
2011-01-29,87
2011-01-30,84
2011-01-31,82
2011-02-01,80
2011-02-02,81
2011-02-03,75
2011-02-04,73
2011-02-05,71
2011-02-06,72
2011-02-07,74
2011-02-08,75
2011-02-09,77
2011-02-10,80
2011-02-11,80
2011-02-12,82
2011-02-13,84
2011-02-14,86
2011-02-15,88
2011-02-16,90
2011-02-17,92
2011-02-18,103
2011-02-19,96
2011-02-20,94
2011-02-21,92
2011-02-22,90
2011-02-23,89
2011-02-24,86
2011-02-25,84
2011-02-26,83
2011-02-27,82
2011-02-28,82
2011-03-01,82
2011-03-02,82
2011-03-03,88
2011-03-04,82
2011-03-05,82
2011-03-06,81
2011-03-07,80
2011-03-08,82
2011-03-09,78
2011-03-10,77
2011-03-11,81
2011-03-12,76
2011-03-13,77
2011-03-14,78
2011-03-15,79
2011-03-16,80
2011-03-17,81
2011-03-18,82
2011-03-19,83
2011-03-20,83
2011-03-21,84
2011-03-22,90
2011-03-23,85
2011-03-24,85
2011-03-25,86
2011-03-26,89
2011-03-27,88
2011-03-28,90
2011-03-29,93
2011-03-30,94
2011-03-31,96
2011-04-01,98
2011-04-02,100
2011-04-03,96
2011-04-04,92
2011-04-05,89
2011-04-06,85
2011-04-07,82
2011-04-08,79
2011-04-09,75
2011-04-10,73
2011-04-11,71
2011-04-12,69
2011-04-13,68
2011-04-14,66
2011-04-15,64
2011-04-16,63
2011-04-17,64
2011-04-18,65
2011-04-19,66
2011-04-20,68
2011-04-21,69
2011-04-22,71
2011-04-23,72
2011-04-24,72
2011-04-25,73
2011-04-26,75
2011-04-27,75
2011-04-28,76
2011-04-29,77
2011-04-30,78
2011-05-01,76
2011-05-02,74
2011-05-03,72
2011-05-04,71
2011-05-05,68
2011-05-06,66
2011-05-07,65
2011-05-08,67
2011-05-09,70
2011-05-10,72
2011-05-11,76
2011-05-12,80
2011-05-13,80
2011-05-14,85
2011-05-15,80
2011-05-16,77
2011-05-17,75
2011-05-18,72
2011-05-19,70
2011-05-20,67
2011-05-21,65
2011-05-22,65
2011-05-23,66
2011-05-24,67
2011-05-25,67
2011-05-26,67
2011-05-27,68
2011-05-28,71
2011-05-29,70
2011-05-30,71
2011-05-31,72
2011-06-01,74
2011-06-02,75
