Date,RBC Capital Markets
2013-03-01,75
2013-03-02,75
2013-03-03,74
2013-03-04,73
2013-03-05,72
2013-03-06,71
2013-03-07,71
2013-03-08,69
2013-03-09,69
2013-03-10,67
2013-03-11,65
2013-03-12,68
2013-03-13,62
2013-03-14,60
2013-03-15,58
2013-03-16,57
2013-03-17,61
2013-03-18,66
2013-03-19,70
2013-03-20,75
2013-03-21,79
2013-03-22,84
2013-03-23,89
2013-03-24,85
2013-03-25,81
2013-03-26,78
2013-03-27,74
2013-03-28,73
2013-03-29,67
2013-03-30,64
2013-03-31,67
2013-04-01,71
2013-04-02,78
2013-04-03,79
2013-04-04,83
2013-04-05,87
2013-04-06,94
2013-04-07,88
2013-04-08,85
2013-04-09,82
2013-04-10,79
2013-04-11,79
2013-04-12,73
2013-04-13,70
2013-04-14,71
2013-04-15,72
2013-04-16,73
2013-04-17,74
2013-04-18,75
2013-04-19,82
2013-04-20,78
2013-04-21,79
2013-04-22,80
2013-04-23,82
2013-04-24,83
2013-04-25,88
2013-04-26,86
2013-04-27,88
2013-04-28,83
2013-04-29,78
2013-04-30,73
2013-05-01,68
2013-05-02,63
2013-05-03,58
2013-05-04,53
2013-05-05,55
2013-05-06,57
2013-05-07,59
2013-05-08,61
2013-05-09,63
2013-05-10,65
2013-05-11,68
2013-05-12,68
2013-05-13,68
2013-05-14,69
2013-05-15,68
2013-05-16,68
2013-05-17,68
2013-05-18,68
2013-05-19,66
2013-05-20,64
2013-05-21,63
2013-05-22,61
2013-05-23,60
2013-05-24,58
2013-05-25,57
2013-05-26,58
2013-05-27,59
2013-05-28,61
2013-05-29,62
2013-05-30,64
2013-05-31,65
2013-06-02,64
2013-06-03,62
2013-06-04,60
2013-06-05,58
2013-06-06,56
2013-06-07,54
2013-06-08,52
2013-06-09,52
2013-06-10,53
2013-06-11,53
2013-06-12,54
2013-06-13,54
2013-06-14,54
2013-06-15,55
2013-06-16,53
2013-06-17,51
2013-06-18,50
2013-06-19,48
2013-06-20,47
2013-06-21,45
2013-06-22,44
2013-06-23,45
2013-06-24,47
2013-06-25,49
2013-06-26,51
2013-06-27,53
2013-06-28,54
2013-06-29,56
2013-06-30,53
2013-07-01,49
2013-07-02,45
2013-07-03,42
2013-07-04,38
2013-07-05,35
2013-07-06,32
2013-07-07,34
2013-07-08,36
2013-07-09,38
2013-07-10,40
2013-07-11,42
2013-07-12,44
2013-07-13,46
2013-07-14,50
2013-07-15,54
2013-07-16,58
2013-07-17,63
2013-07-18,67
2013-07-19,71
2013-07-20,75
2013-07-21,75
2013-07-22,73
2013-07-23,72
2013-07-24,72
2013-07-25,71
2013-07-26,70
2013-07-27,70
2013-07-28,69
2013-07-29,68
2013-07-30,68
2013-07-31,67
2013-08-01,66
2013-08-02,65
2013-08-03,65
2013-08-04,64
2013-08-05,63
2013-08-06,62
2013-08-07,61
2013-08-08,61
2013-08-09,60
2013-08-10,59
2013-08-11,56
2013-08-12,53
2013-08-13,50
2013-08-14,48
2013-08-15,45
2013-08-16,42
2013-08-17,40
2013-08-18,42
2013-08-19,44
2013-08-20,46
2013-08-21,48
2013-08-22,50
2013-08-23,52
2013-08-24,54
2013-08-25,52
2013-09-01,45
2013-09-02,47
2013-09-03,48
2013-09-04,50
2013-09-05,51
2013-09-06,56
2013-09-07,55
2013-09-08,57
2013-09-09,60
2013-09-10,65
2013-09-11,66
2013-09-12,69
2013-09-13,74
2013-09-14,75
2013-09-15,74
2013-09-16,73
2013-09-17,73
2013-09-18,72
2013-09-19,72
2013-09-20,71
2013-09-21,71
2013-09-22,70
2013-09-23,76
2013-09-24,70
2013-09-25,69
2013-09-26,69
2013-09-27,69
2013-09-28,69
2013-09-29,67
2013-09-30,68
2013-10-01,65
2013-10-02,66
2013-10-03,64
2013-10-04,62
2013-10-05,61
2013-10-06,63
2013-10-07,66
2013-10-08,71
2013-10-09,71
2013-10-10,73
2013-10-11,82
2013-10-12,79
2013-10-13,78
2013-10-14,78
2013-10-15,78
2013-10-16,77
2013-10-17,81
2013-10-18,78
2013-10-19,77
2013-10-20,75
2013-10-21,74
2013-10-22,73
2013-10-23,72
2013-10-24,70
2013-10-25,69
2013-10-26,68
2013-10-27,70
2013-10-28,72
2013-10-29,79
2013-10-30,79
2013-10-31,80
2013-11-01,85
2013-11-02,85
2013-11-03,84
2013-11-04,83
2013-11-05,82
2013-11-06,81
2013-11-07,80
2013-11-08,79
2013-11-09,78
2013-11-10,78
2013-11-11,79
2013-11-12,80
2013-11-13,87
2013-11-14,81
2013-11-15,82
2013-11-16,83
2013-11-17,81
2013-11-18,80
2013-11-19,81
2013-11-20,77
2013-11-21,76
2013-11-22,75
2013-11-23,78
2013-11-24,71
2013-11-25,69
2013-11-26,67
2013-11-27,64
2013-11-28,62
2013-11-29,60
2013-11-30,58
2013-12-01,60
2013-12-02,62
2013-12-03,64
2013-12-04,68
2013-12-05,68
2013-12-06,71
2013-12-07,73
2013-12-08,74
2013-12-09,75
2013-12-10,79
2013-12-11,77
2013-12-12,78
2013-12-13,80
2013-12-14,81
2013-12-15,81
2013-12-16,82
2013-12-17,82
2013-12-18,83
2013-12-19,89
2013-12-20,84
2013-12-21,85
2013-12-22,78
2013-12-23,71
2013-12-24,65
2013-12-25,58
2013-12-26,52
2013-12-27,45
2013-12-28,39
2013-12-29,41
2013-12-30,43
2013-12-31,45
2014-01-01,48
2014-01-02,49
2014-01-03,51
2014-01-04,53
2014-01-05,59
2014-01-06,66
2014-01-07,73
2014-01-08,85
2014-01-09,86
2014-01-10,101
2014-01-11,100
2014-01-12,96
2014-01-13,93
