Date,Bear Stearns
2006-03-01,35
2006-03-02,35
2006-03-03,35
2006-03-04,36
2006-03-05,35
2006-03-06,34
2006-03-07,35
2006-03-08,33
2006-03-09,33
2006-03-10,34
2006-03-11,32
2006-03-12,31
2006-03-13,31
2006-03-14,31
2006-03-15,33
2006-03-16,31
2006-03-17,31
2006-03-18,32
2006-03-19,31
2006-03-20,31
2006-03-21,31
2006-03-22,33
2006-03-23,33
2006-03-24,32
2006-03-25,33
2006-03-26,32
2006-03-27,32
2006-03-28,32
2006-03-29,32
2006-03-30,31
2006-03-31,34
2006-04-01,31
2006-04-02,31
2006-04-03,32
2006-04-04,32
2006-04-05,35
2006-04-06,33
2006-04-07,34
2006-04-08,35
2006-04-09,34
2006-04-10,33
2006-04-11,34
2006-04-12,31
2006-04-13,30
2006-04-14,31
2006-04-15,28
2006-04-16,29
2006-04-17,31
2006-04-18,33
2006-04-19,36
2006-04-20,36
2006-04-21,39
2006-04-22,42
2006-04-23,38
2006-04-24,36
2006-04-25,35
2006-04-26,33
2006-04-27,35
2006-04-28,30
2006-04-29,29
2006-04-30,28
2006-05-01,27
2006-05-02,26
2006-05-03,25
2006-05-04,26
2006-05-05,23
2006-05-06,23
2006-05-07,24
2006-05-08,26
2006-05-09,29
2006-05-10,30
2006-05-11,34
2006-05-12,34
2006-05-13,36
2006-05-14,35
2006-05-15,34
2006-05-16,33
2006-05-17,34
2006-05-18,31
2006-05-19,33
2006-05-20,30
2006-05-21,30
2006-05-22,30
2006-05-23,30
2006-05-24,30
2006-05-25,32
2006-05-26,30
2006-05-27,32
2006-05-28,29
2006-05-29,28
2006-05-30,27
2006-05-31,26
2006-06-01,25
2006-06-02,25
2006-06-03,24
2006-06-04,24
2006-06-05,25
2006-06-06,27
2006-06-07,27
2006-06-08,28
2006-06-09,30
2006-06-10,30
2006-06-11,31
2006-06-12,32
2006-06-13,33
2006-06-14,34
2006-06-15,35
2006-06-16,36
2006-06-17,38
2006-06-18,36
2006-06-19,35
2006-06-20,34
2006-06-21,33
2006-06-22,32
2006-06-23,31
2006-06-24,30
2006-06-25,29
2006-06-26,29
2006-06-27,29
2006-06-28,30
2006-06-29,28
2006-06-30,29
2006-07-01,29
2006-07-02,27
2006-07-03,27
2006-07-04,27
2006-07-05,26
2006-07-06,26
2006-07-07,27
2006-07-08,26
2006-07-09,26
2006-07-10,26
2006-07-11,27
2006-07-12,29
2006-07-13,28
2006-07-14,30
2006-07-15,29
2006-07-16,28
2006-07-17,28
2006-07-18,28
2006-07-19,28
2006-07-20,28
2006-07-21,28
2006-07-22,30
2006-07-23,28
2006-07-24,28
2006-07-25,28
2006-07-26,28
2006-07-27,28
2006-07-28,30
2006-07-29,29
2006-07-30,28
2006-07-31,28
2006-08-01,28
2006-08-02,28
2006-08-03,28
2006-08-04,28
2006-08-05,30
2006-08-06,27
2006-08-07,27
2006-08-08,27
2006-08-09,28
2006-08-10,26
2006-08-11,26
2006-08-12,26
2006-08-13,26
2006-08-14,27
2006-08-15,28
2006-08-16,29
2006-08-17,28
2006-08-18,29
2006-08-19,30
2006-08-20,29
2006-08-21,29
2006-08-22,30
2006-08-23,28
2006-08-24,27
2006-08-25,29
2006-08-26,27
2006-08-27,27
2006-08-28,27
2006-08-29,27
2006-08-30,27
2006-08-31,27
2006-09-01,27
2006-09-02,27
2006-09-03,27
2006-09-04,29
2006-09-05,27
2006-09-06,28
2006-09-07,28
2006-09-08,28
2006-09-09,31
2006-09-10,29
2006-09-11,30
2006-09-12,32
2006-09-13,32
2006-09-14,33
2006-09-15,37
2006-09-16,35
2006-09-17,34
2006-09-18,33
2006-09-19,33
2006-09-20,36
2006-09-21,32
2006-09-22,31
2006-09-23,31
2006-09-24,31
2006-09-25,32
2006-09-26,33
2006-09-27,36
2006-09-28,34
2006-09-29,37
2006-09-30,38
2006-10-01,35
2006-10-02,34
2006-10-03,33
2006-10-04,33
2006-10-05,33
2006-10-06,30
2006-10-07,31
2006-10-08,30
2006-10-09,30
2006-10-10,30
2006-10-11,32
2006-10-12,30
2006-10-13,30
2006-10-14,33
2006-10-15,31
2006-10-16,31
2006-10-17,32
2006-10-18,33
2006-10-19,33
2006-10-20,34
2006-10-21,36
2006-10-22,34
2006-10-23,33
2006-10-24,33
2006-10-25,35
2006-10-26,33
2006-10-27,33
2006-10-28,34
2006-10-29,32
2006-10-30,32
2006-10-31,32
2006-11-01,32
2006-11-02,31
2006-11-03,32
2006-11-04,31
2006-11-05,30
2006-11-06,30
2006-11-07,30
2006-11-08,29
2006-11-09,29
2006-11-10,30
2006-11-11,31
2006-11-12,29
2006-11-13,29
2006-11-14,29
2006-11-15,31
2006-11-16,30
2006-11-17,31
2006-11-18,32
2006-11-19,29
2006-11-20,28
2006-11-21,26
2006-11-22,28
2006-11-23,24
2006-11-24,22
2006-11-25,21
2006-11-26,22
2006-11-27,23
2006-11-28,24
2006-11-29,26
2006-11-30,27
2006-12-01,28
2006-12-02,30
2006-12-03,30
2006-12-04,30
2006-12-05,31
2006-12-06,31
2006-12-07,30
2006-12-08,32
2006-12-09,31
2006-12-10,30
2006-12-11,30
2006-12-12,31
2006-12-13,30
2006-12-14,30
2006-12-15,31
2006-12-16,33
2006-12-17,30
2006-12-18,30
2006-12-19,30
2006-12-20,30
2006-12-21,31
2006-12-22,33
2006-12-23,31
2006-12-24,29
2006-12-25,28
2006-12-26,27
2006-12-27,26
2006-12-28,25
2006-12-29,23
2006-12-30,22
2006-12-31,23
2007-01-01,24
2007-01-02,25
2007-01-03,28
2007-01-04,27
2007-01-05,28
2007-01-06,33
2007-01-07,30
2007-01-08,30
2007-01-09,30
2007-01-10,30
2007-01-11,30
2007-01-12,33
2007-01-13,33
2007-01-14,30
2007-01-15,30
2007-01-16,30
2007-01-17,30
2007-01-18,32
2007-01-19,30
2007-01-20,33
2007-01-21,30
2007-01-22,30
2007-01-23,30
2007-01-24,30
2007-01-25,31
2007-01-26,30
2007-01-27,33
2007-01-28,30
2007-01-29,30
2007-01-30,30
2007-01-31,30
2007-02-01,31
2007-02-02,30
2007-02-03,30
2007-02-04,30
2007-02-05,30
2007-02-06,30
2007-02-07,30
2007-02-08,31
2007-02-09,30
2007-02-10,34
2007-02-11,30
2007-02-12,30
2007-02-13,31
2007-02-14,29
2007-02-15,30
2007-02-16,29
2007-02-17,33
2007-02-18,28
2007-02-19,28
2007-02-20,28
2007-02-21,28
2007-02-22,27
2007-02-23,27
2007-02-24,29
2007-02-25,27
2007-02-26,27
2007-02-27,27
2007-02-28,27
2007-03-01,27
2007-03-02,29
2007-03-03,31
2007-03-04,28
2007-03-05,28
2007-03-06,29
2007-03-07,29
2007-03-08,31
2007-03-09,30
2007-03-10,35
2007-03-11,31
2007-03-12,31
2007-03-13,34
2007-03-14,32
2007-03-15,32
2007-03-16,35
2007-03-17,33
2007-03-18,32
2007-03-19,31
2007-03-20,30
2007-03-21,30
2007-03-22,31
2007-03-23,28
2007-03-24,31
2007-03-25,27
2007-03-26,26
2007-03-27,26
2007-03-28,25
2007-03-29,24
2007-03-30,24
2007-03-31,23
2007-04-01,23
2007-04-02,23
2007-04-03,23
2007-04-04,24
2007-04-05,23
2007-04-06,24
2007-04-07,23
2007-04-08,23
2007-04-09,24
2007-04-10,24
2007-04-11,25
2007-04-12,26
2007-04-13,26
2007-04-14,29
2007-04-15,26
2007-04-16,26
2007-04-17,26
2007-04-18,26
2007-04-19,26
2007-04-20,26
2007-04-21,29
2007-04-22,26
2007-04-23,26
2007-04-24,26
2007-04-25,26
2007-04-26,26
2007-04-27,27
2007-04-28,30
2007-04-29,27
2007-04-30,27
2007-05-01,27
2007-05-02,28
2007-05-03,27
2007-05-04,27
2007-05-05,28
2007-05-06,26
2007-05-07,26
2007-05-08,26
2007-05-09,25
2007-05-10,25
2007-05-11,27
2007-05-12,25
2007-05-13,25
2007-05-14,26
2007-05-15,26
2007-05-16,27
2007-05-17,30
2007-05-18,28
2007-05-19,31
2007-05-20,29
2007-05-21,29
2007-05-22,31
2007-05-23,29
2007-05-24,29
2007-05-25,31
2007-05-26,32
2007-05-27,29
2007-05-28,28
2007-05-29,28
2007-05-30,27
2007-05-31,27
2007-06-01,26
2007-06-02,28
2007-06-03,28
2007-06-04,27
2007-06-05,28
2007-06-06,29
2007-06-07,30
2007-06-08,33
2007-06-09,34
2007-06-10,32
2007-06-11,33
2007-06-12,34
2007-06-13,34
2007-06-14,34
2007-06-15,39
2007-06-16,39
2007-06-17,40
2007-06-18,44
2007-06-19,48
2007-06-20,52
2007-06-21,56
2007-06-22,60
2007-06-23,73
2007-06-24,66
2007-06-25,66
2007-06-26,70
2007-06-27,71
2007-06-28,71
2007-06-29,72
2007-06-30,84
2007-07-01,70
2007-07-02,64
2007-07-03,62
2007-07-04,55
2007-07-05,50
2007-07-06,47
2007-07-07,45
2007-07-08,43
2007-07-09,41
2007-07-10,41
2007-07-11,41
2007-07-12,41
2007-07-13,43
2007-07-14,44
2007-07-15,47
2007-07-16,49
2007-07-17,53
2007-07-18,57
2007-07-19,68
2007-07-20,67
2007-07-21,76
2007-07-22,64
2007-07-23,60
2007-07-24,56
2007-07-25,52
2007-07-26,48
2007-07-27,44
2007-07-28,44
2007-07-29,43
2007-07-30,48
2007-07-31,54
2007-08-01,57
2007-08-02,69
2007-08-03,67
2007-08-04,74
2007-08-05,81
2007-08-06,80
2007-08-07,89
2007-08-08,93
2007-08-09,94
2007-08-10,96
2007-08-11,113
2007-08-12,98
2007-08-13,87
2007-08-14,82
2007-08-15,77
2007-08-16,69
2007-08-17,63
2007-08-18,67
2007-08-19,54
2007-08-20,52
2007-08-21,50
2007-08-22,47
2007-08-23,45
2007-08-24,44
2007-08-25,44
2007-08-26,39
2007-08-27,38
2007-08-28,38
2007-08-29,38
2007-08-30,38
2007-08-31,36
2007-09-01,36
2007-09-02,36
2007-09-03,34
2007-09-04,33
2007-09-05,32
2007-09-06,31
2007-09-07,31
2007-09-08,34
2007-09-09,32
2007-09-10,33
2007-09-11,36
2007-09-12,38
2007-09-13,40
2007-09-14,41
2007-09-15,45
2007-09-16,44
2007-09-17,43
2007-09-18,44
2007-09-19,44
2007-09-20,45
2007-09-21,48
2007-09-22,54
2007-09-23,45
2007-09-24,45
2007-09-25,45
2007-09-26,44
2007-09-27,44
2007-09-28,48
2007-09-29,45
2007-09-30,45
2007-10-01,42
2007-10-02,41
2007-10-03,40
2007-10-04,39
2007-10-05,38
2007-10-06,43
2007-10-07,36
2007-10-08,35
2007-10-09,36
2007-10-10,34
2007-10-11,34
2007-10-12,35
2007-10-13,35
2007-10-14,33
2007-10-15,33
2007-10-16,33
2007-10-17,33
2007-10-18,35
2007-10-19,33
2007-10-20,34
2007-10-21,35
2007-10-22,34
2007-10-23,35
2007-10-24,37
2007-10-25,37
2007-10-26,40
2007-10-27,45
2007-10-28,39
2007-10-29,40
2007-10-30,43
2007-10-31,43
2007-11-01,43
2007-11-02,46
2007-11-03,47
2007-11-04,47
2007-11-05,42
2007-11-06,43
2007-11-07,39
2007-11-08,38
2007-11-09,37
2007-11-10,39
2007-11-11,35
2007-11-12,35
2007-11-13,35
2007-11-14,35
2007-11-15,36
2007-11-16,37
2007-11-17,39
2007-11-18,35
2007-11-19,34
2007-11-20,33
2007-11-21,32
2007-11-22,31
2007-11-23,31
2007-11-24,30
2007-11-25,30
2007-11-26,31
2007-11-27,33
2007-11-28,34
2007-11-29,36
2007-11-30,37
2007-12-01,39
2007-12-02,40
2007-12-03,37
2007-12-04,36
2007-12-05,35
2007-12-06,34
2007-12-07,33
2007-12-08,37
2007-12-09,32
2007-12-10,31
2007-12-11,30
2007-12-12,31
2007-12-13,29
2007-12-14,28
2007-12-15,31
2007-12-16,30
2007-12-17,33
2007-12-18,35
2007-12-19,38
2007-12-20,40
2007-12-21,47
2007-12-22,54
2007-12-23,43
2007-12-24,40
2007-12-25,37
2007-12-26,34
2007-12-27,31
2007-12-28,29
2007-12-29,25
2007-12-30,26
2007-12-31,25
2008-01-01,26
2008-01-02,25
2008-01-03,25
2008-01-04,25
2008-01-05,28
2008-01-06,28
2008-01-07,32
2008-01-08,36
2008-01-09,41
2008-01-10,46
2008-01-11,51
2008-01-12,58
2008-01-13,51
2008-01-14,48
2008-01-15,46
2008-01-16,44
2008-01-17,45
2008-01-18,42
2008-01-19,42
2008-01-20,38
2008-01-21,37
2008-01-22,37
2008-01-23,36
2008-01-24,35
2008-01-25,34
2008-01-26,37
2008-01-27,37
2008-01-28,33
2008-01-29,33
2008-01-30,33
2008-01-31,33
2008-02-01,36
2008-02-02,36
2008-02-03,32
2008-02-04,31
2008-02-05,31
2008-02-06,30
2008-02-07,30
2008-02-08,29
2008-02-09,33
2008-02-10,29
2008-02-11,29
2008-02-12,29
2008-02-13,29
2008-02-14,29
2008-02-15,29
2008-02-16,35
2008-02-17,29
2008-02-18,28
2008-02-19,28
2008-02-20,26
2008-02-21,26
2008-02-22,24
2008-02-23,26
2008-02-24,23
2008-02-25,23
2008-02-26,23
2008-02-27,25
2008-02-28,24
2008-02-29,25
