Date,Bank of America
2011-04-01,75
2011-04-02,77
2011-04-03,80
2011-04-04,79
2011-04-05,83
2011-04-06,83
2011-04-07,86
2011-04-08,88
2011-04-09,98
2011-04-10,90
2011-04-11,92
2011-04-12,96
2011-04-13,95
2011-04-14,96
2011-04-15,99
2011-04-16,105
2011-04-17,97
2011-04-18,90
2011-04-19,86
2011-04-20,81
2011-04-21,78
2011-04-22,73
2011-04-23,71
2011-04-24,67
2011-04-25,65
2011-04-26,68
2011-04-27,66
2011-04-28,64
2011-04-29,65
2011-04-30,66
2011-05-01,63
2011-05-02,63
2011-05-03,63
2011-05-04,66
2011-05-05,67
2011-05-06,64
2011-05-07,71
2011-05-08,67
2011-05-09,65
2011-05-10,66
2011-05-11,67
2011-05-12,69
2011-05-13,67
2011-05-14,79
2011-05-15,68
2011-05-16,68
2011-05-17,68
2011-05-18,74
2011-05-19,68
2011-05-20,69
2011-05-21,75
2011-05-22,70
2011-05-23,67
2011-05-24,66
2011-05-25,66
2011-05-26,67
2011-05-27,65
2011-05-28,67
2011-05-29,66
2011-05-30,68
2011-05-31,63
2011-06-01,64
2011-06-02,63
2011-06-03,62
2011-06-04,71
2011-06-05,62
2011-06-06,62
2011-06-07,62
2011-06-08,64
2011-06-09,63
2011-06-10,65
2011-06-11,72
2011-06-12,64
2011-06-13,65
2011-06-14,66
2011-06-15,68
2011-06-16,68
2011-06-17,72
2011-06-18,74
2011-06-19,75
2011-06-20,64
2011-06-21,62
2011-06-22,60
2011-06-23,57
2011-06-24,53
2011-06-25,56
2011-06-26,55
2011-06-27,56
2011-06-28,58
2011-06-29,61
2011-06-30,64
2011-07-01,66
2011-07-02,79
2011-07-03,68
2011-07-04,75
2011-07-05,67
2011-07-06,66
2011-07-07,66
2011-07-08,69
2011-07-09,70
2011-07-10,71
2011-07-11,66
2011-07-12,67
2011-07-13,67
2011-07-14,68
2011-07-15,71
2011-07-16,74
2011-07-17,76
2011-07-18,76
2011-07-19,79
2011-07-20,82
2011-07-21,85
2011-07-22,95
2011-07-23,101
2011-07-24,90
2011-07-25,88
2011-07-26,86
2011-07-27,84
2011-07-28,84
2011-07-29,80
2011-07-30,84
2011-07-31,82
2011-08-01,76
2011-08-02,79
2011-08-03,76
2011-08-04,73
2011-08-05,75
2011-08-06,77
2011-08-07,75
2011-08-08,72
2011-08-09,73
2011-08-10,73
2011-08-11,73
2011-08-12,78
2011-08-13,81
2011-08-14,75
2011-08-15,75
2011-08-16,77
2011-08-17,76
2011-08-18,76
2011-08-19,75
2011-08-20,81
2011-08-21,82
2011-08-22,71
2011-08-23,69
2011-08-24,68
2011-08-25,64
2011-08-26,63
2011-08-27,67
2011-08-28,64
2011-08-29,60
2011-08-30,60
2011-08-31,60
2011-09-01,61
2011-09-02,60
2011-09-03,66
2011-09-04,62
2011-09-05,58
2011-09-06,57
2011-09-07,56
2011-09-08,55
2011-09-09,56
2011-09-10,56
2011-09-11,63
2011-09-12,61
2011-09-13,66
2011-09-14,68
2011-09-15,71
2011-09-16,75
2011-09-17,90
2011-09-18,77
2011-09-19,75
2011-09-20,75
2011-09-21,73
2011-09-22,69
2011-09-23,68
2011-09-24,70
2011-09-25,68
2011-09-26,61
2011-09-27,62
2011-09-28,58
2011-09-29,57
2011-09-30,55
2011-10-01,54
2011-10-02,57
2011-10-03,60
2011-10-04,66
2011-10-05,66
2011-10-06,70
2011-10-07,72
2011-10-08,77
2011-10-09,83
2011-10-10,69
2011-10-11,69
2011-10-12,64
2011-10-13,62
2011-10-14,60
2011-10-15,62
2011-10-16,58
2011-10-17,54
2011-10-18,56
2011-10-19,51
2011-10-20,51
2011-10-21,53
2011-10-22,48
2011-10-23,55
2011-10-24,49
2011-10-25,53
2011-10-26,51
2011-10-27,54
2011-10-28,53
2011-10-29,56
2011-10-30,59
2011-10-31,54
2011-11-01,54
2011-11-02,54
2011-11-03,57
2011-11-04,54
2011-11-05,56
2011-11-06,56
2011-11-07,53
2011-11-08,54
2011-11-09,54
2011-11-10,52
2011-11-11,53
2011-11-12,53
2011-11-13,51
2011-11-14,51
2011-11-15,51
2011-11-16,53
2011-11-17,52
2011-11-18,55
2011-11-19,58
2011-11-20,50
2011-11-21,48
2011-11-22,45
2011-11-23,45
2011-11-24,44
2011-11-25,38
2011-11-26,37
2011-11-27,38
2011-11-28,38
2011-11-29,40
2011-11-30,41
2011-12-01,43
2011-12-02,46
