Date,UBS Securities
2004-01-01,0
2005-01-01,77
2005-02-01,91
2005-03-01,100
2005-04-01,56
2005-05-01,75
2005-06-01,58
2005-07-01,63
2005-08-01,71
2005-09-01,41
2005-10-01,41
2005-11-01,41
2005-12-01,44
2006-01-01,50
2006-02-01,55
2006-03-01,100
2006-04-01,61
2006-05-01,55
2006-06-01,70
2006-07-01,36
2006-08-01,58
2006-09-01,34
2006-10-01,29
2006-11-01,33
2006-12-01,47
2007-01-01,0
2007-02-01,52
2007-03-01,100
2007-04-01,100
2007-05-01,58
2007-06-01,73
2007-07-01,71
2007-08-01,81
2007-09-01,65
2007-10-01,47
2007-11-01,57
2007-12-01,67
2008-01-06,0
2008-01-13,0
2008-01-20,44
2008-01-27,46
2008-02-03,47
2008-02-10,48
2008-02-17,84
2008-02-24,65
2008-03-02,80
2008-03-09,54
2008-03-16,61
2008-03-23,80
2008-03-30,100
2008-04-06,54
2008-04-13,42
2008-04-20,43
2008-04-27,44
2008-05-04,36
2008-05-11,0
2008-05-18,0
2008-05-25,0
2008-06-01,0
2008-06-08,0
2008-06-15,39
2008-06-22,37
2008-06-29,37
2008-07-06,45
2008-07-13,52
2008-07-20,60
2008-07-27,68
2008-08-03,34
2008-08-10,34
2008-08-17,34
2008-08-24,34
2008-08-31,32
2008-09-07,32
2008-09-14,68
2008-09-21,58
2008-09-28,58
2008-10-05,93
2008-10-12,71
2008-10-19,52
2008-10-26,49
2008-11-02,37
2008-11-09,50
2008-11-16,44
2008-11-23,48
2008-11-30,59
2008-12-07,77
2008-12-14,39
2008-12-21,0
2008-12-28,0
2009-01-04,65
2009-01-11,52
2009-01-18,52
2009-01-25,52
2009-02-01,61
2009-02-08,61
2009-02-15,61
2009-02-22,96
2009-03-01,90
2009-03-08,69
2009-03-15,75
2009-03-22,63
2009-03-29,100
2009-04-05,57
2009-04-12,68
2009-04-19,80
2009-04-26,91
2009-05-03,49
2009-05-10,56
2009-05-17,63
2009-05-24,0
2009-05-31,0
2009-06-07,0
2009-06-14,0
2009-06-21,0
2009-06-28,48
2009-07-05,86
2009-07-12,59
2009-07-19,59
2009-07-26,59
2009-08-02,46
2009-08-09,46
2009-08-16,46
2009-08-23,46
2009-08-30,50
2009-09-06,44
2009-09-13,44
2009-09-20,49
2009-09-27,53
2009-10-04,61
2009-10-11,62
2009-10-18,64
2009-10-25,55
2009-11-01,55
2009-11-08,45
2009-11-15,40
2009-11-22,40
2009-11-29,40
2009-12-06,70
2009-12-13,50
2009-12-20,49
2009-12-27,49
2010-01-03,52
2010-01-10,68
2010-01-17,38
2010-01-24,48
2010-01-31,52
2010-02-07,65
2010-02-14,58
2010-02-21,48
2010-02-28,45
2010-03-07,63
2010-03-14,100
2010-03-21,86
2010-03-28,75
2010-04-04,69
2010-04-11,52
2010-04-18,43
2010-04-25,53
2010-05-02,49
2010-05-09,56
2010-05-16,64
2010-05-23,38
2010-05-30,38
2010-06-06,38
2010-06-13,54
2010-06-20,46
2010-06-27,36
2010-07-04,36
2010-07-11,36
2010-07-18,40
2010-07-25,47
2010-08-01,43
2010-08-08,43
2010-08-15,43
2010-08-22,44
2010-08-29,44
2010-09-05,33
2010-09-12,33
2010-09-19,36
2010-09-26,51
2010-10-03,38
2010-10-10,38
2010-10-17,38
2010-10-24,31
2010-10-31,31
2010-11-07,43
2010-11-14,47
2010-11-21,46
2010-11-28,46
2010-12-05,46
2010-12-12,46
2010-12-19,0
2010-12-26,0
2011-01-02,52
2011-01-09,87
2011-01-16,53
2011-01-23,53
2011-01-30,44
2011-02-06,67
2011-02-13,56
2011-02-20,56
2011-02-27,67
2011-03-06,92
2011-03-13,52
2011-03-20,45
2011-03-27,77
2011-04-03,71
2011-04-10,100
2011-04-17,51
2011-04-24,42
2011-05-01,55
2011-05-08,40
2011-05-15,40
2011-05-22,37
2011-05-29,37
2011-06-05,43
2011-06-12,49
2011-06-19,55
2011-06-26,41
2011-07-03,41
2011-07-10,41
2011-07-17,55
2011-07-24,56
2011-07-31,84
2011-08-07,43
2011-08-14,44
2011-08-21,49
2011-08-28,55
2011-09-04,40
2011-09-11,40
2011-09-18,42
2011-09-25,43
2011-10-02,0
2011-10-09,0
2011-10-16,0
2011-10-23,0
2011-10-30,0
2011-11-06,32
2011-11-13,36
2011-11-20,40
2011-11-27,44
2011-12-04,38
2011-12-11,38
2011-12-18,43
2011-12-25,0
2012-01-01,60
2012-01-08,40
2012-01-15,46
2012-01-22,55
2012-01-29,76
2012-02-05,65
2012-02-12,65
2012-02-19,52
2012-02-26,61
2012-03-04,59
2012-03-11,58
2012-03-18,100
2012-03-25,75
2012-04-01,90
2012-04-08,84
2012-04-15,35
2012-04-22,38
2012-04-29,39
2012-05-06,72
2012-05-13,35
2012-05-20,32
