Date,Lehman Brothers
2004-01-01,70
2004-02-01,54
2004-03-01,77
2004-04-01,100
2004-05-01,61
2004-06-01,65
2004-07-01,77
2004-08-01,40
2004-09-01,40
2004-10-01,75
2004-11-01,56
2004-12-01,42
2005-01-01,73
2005-02-01,97
2005-03-01,72
2005-04-01,52
2005-05-01,56
2005-06-01,67
2005-07-01,71
2005-08-01,66
2005-09-01,93
2005-10-01,100
2005-11-01,50
2005-12-01,32
2006-01-01,86
2006-02-01,100
2006-03-01,54
2006-04-01,40
2006-05-01,77
2006-06-01,75
2006-07-01,45
2006-08-01,46
2006-09-01,53
2006-10-01,83
2006-11-01,75
2006-12-01,35
2007-01-07,29
2007-01-14,24
2007-01-21,24
2007-01-28,23
2007-02-04,24
2007-02-11,24
2007-02-18,24
2007-02-25,49
2007-03-04,75
2007-03-11,100
2007-03-18,22
2007-03-25,22
2007-04-01,22
2007-04-08,22
2007-04-15,22
2007-04-22,27
2007-04-29,27
2007-05-06,31
2007-05-13,36
2007-05-20,41
2007-05-27,34
2007-06-03,34
2007-06-10,34
2007-06-17,21
2007-06-24,24
2007-07-01,29
2007-07-08,23
2007-07-15,23
2007-07-22,23
2007-07-29,20
2007-08-05,27
2007-08-12,35
2007-08-19,43
2007-08-26,32
2007-09-02,27
2007-09-09,27
2007-09-16,34
2007-09-23,25
2007-09-30,25
2007-10-07,25
2007-10-14,21
2007-10-21,19
2007-10-28,22
2007-11-04,24
2007-11-11,27
2007-11-18,28
2007-11-25,29
2007-12-02,16
2007-12-09,34
2007-12-16,19
2007-12-23,20
2007-12-30,21
2008-01-06,2
2008-01-13,3
2008-01-20,2
2008-01-27,2
2008-02-03,2
2008-02-10,2
2008-02-17,2
2008-02-24,2
2008-03-02,2
2008-03-09,3
2008-03-16,7
2008-03-23,3
2008-03-30,2
2008-04-06,2
2008-04-13,2
2008-04-20,1
2008-04-27,2
2008-05-04,2
2008-05-11,1
2008-05-18,2
2008-05-25,1
2008-06-01,3
2008-06-08,4
2008-06-15,2
2008-06-22,2
2008-06-29,3
2008-07-06,3
2008-07-13,4
2008-07-20,2
2008-07-27,2
2008-08-03,1
2008-08-10,1
2008-08-17,3
2008-08-24,3
2008-08-31,3
2008-09-07,15
2008-09-14,100
2008-09-21,30
2008-09-28,16
2008-10-05,23
2008-10-12,15
2008-10-19,9
2008-10-26,7
2008-11-02,7
2008-11-09,6
2008-11-16,5
2008-11-23,5
2008-11-30,4
2008-12-07,4
2008-12-14,4
2008-12-21,4
2008-12-28,3
2009-01-04,75
2009-01-11,71
2009-01-18,39
2009-01-25,53
2009-02-01,55
2009-02-08,51
2009-02-15,57
2009-02-22,52
2009-03-01,52
2009-03-08,71
2009-03-15,55
2009-03-22,57
2009-03-29,41
2009-04-05,36
2009-04-12,50
2009-04-19,41
2009-04-26,27
2009-05-03,43
2009-05-10,36
2009-05-17,35
2009-05-24,27
2009-05-31,37
2009-06-07,32
2009-06-14,28
2009-06-21,31
2009-06-28,25
2009-07-05,17
2009-07-12,34
2009-07-19,19
2009-07-26,27
2009-08-02,16
2009-08-09,34
2009-08-16,26
2009-08-23,37
2009-08-30,39
2009-09-06,62
2009-09-13,100
2009-09-20,71
2009-09-27,44
2009-10-04,53
2009-10-11,44
2009-10-18,23
2009-10-25,48
2009-11-01,46
2009-11-08,34
2009-11-15,33
2009-11-22,32
2009-11-29,36
2009-12-06,30
2009-12-13,23
2009-12-20,23
