Date,Bear Stearns
2004-01-01,0
2005-01-01,0
2005-02-01,0
2005-03-01,0
2005-04-01,0
2005-05-01,0
2005-06-01,100
2005-07-01,48
2005-08-01,48
2005-09-01,48
2005-10-01,46
2005-11-01,46
2005-12-01,63
2006-01-01,72
2006-02-01,62
2006-03-01,64
2006-04-01,92
2006-05-01,100
2006-06-01,60
2006-07-01,65
2006-08-01,70
2006-09-01,62
2006-10-01,62
2006-11-01,56
2006-12-01,45
2007-01-07,0
2007-01-14,0
2007-01-21,0
2007-01-28,0
2007-02-04,0
2007-02-11,0
2007-02-18,0
2007-02-25,0
2007-03-04,0
2007-03-11,0
2007-03-18,0
2007-03-25,0
2007-04-01,0
2007-04-08,0
2007-04-15,0
2007-04-22,0
2007-04-29,0
2007-05-06,0
2007-05-13,0
2007-05-20,0
2007-05-27,0
2007-06-03,0
2007-06-10,33
2007-06-17,49
2007-06-24,64
2007-07-01,27
2007-07-08,20
2007-07-15,41
2007-07-22,22
2007-07-29,60
2007-08-05,100
2007-08-12,60
2007-08-19,34
2007-08-26,28
2007-09-02,22
2007-09-09,22
2007-09-16,36
2007-09-23,34
2007-09-30,26
2007-10-07,22
2007-10-14,22
2007-10-21,31
2007-10-28,47
2007-11-04,28
2007-11-11,18
2007-11-18,29
2007-11-25,39
2007-12-02,16
2007-12-09,21
2007-12-16,25
2007-12-23,19
2007-12-30,0
2008-01-06,2
2008-01-13,1
2008-01-20,2
2008-01-27,2
2008-02-03,2
2008-02-10,2
2008-02-17,2
2008-02-24,2
2008-03-02,2
2008-03-09,24
2008-03-16,100
2008-03-23,28
2008-03-30,20
2008-04-06,9
2008-04-13,10
2008-04-20,5
2008-04-27,6
2008-05-04,5
2008-05-11,4
2008-05-18,3
2008-05-25,7
2008-06-01,4
2008-06-08,3
2008-06-15,4
2008-06-22,4
2008-06-29,4
2008-07-06,4
2008-07-13,3
2008-07-20,3
2008-07-27,2
2008-08-03,2
2008-08-10,2
2008-08-17,2
2008-08-24,2
2008-08-31,2
2008-09-07,5
2008-09-14,16
2008-09-21,11
2008-09-28,7
2008-10-05,6
2008-10-12,3
2008-10-19,3
2008-10-26,3
2008-11-02,3
2008-11-09,2
2008-11-16,2
2008-11-23,2
2008-11-30,2
2008-12-07,3
2008-12-14,2
2008-12-21,0
2008-12-28,0
2009-01-04,49
2009-01-11,48
2009-01-18,46
2009-01-25,43
2009-02-01,21
2009-02-08,27
2009-02-15,31
2009-02-22,25
2009-03-01,41
2009-03-08,100
2009-03-15,60
2009-03-22,30
2009-03-29,27
2009-04-05,37
2009-04-12,30
2009-04-19,33
2009-04-26,40
2009-05-03,37
2009-05-10,28
2009-05-17,22
2009-05-24,22
2009-05-31,23
2009-06-07,23
2009-06-14,24
2009-06-21,25
2009-06-28,25
2009-07-05,26
2009-07-12,26
2009-07-19,27
2009-07-26,27
2009-08-02,27
2009-08-09,24
2009-08-16,24
2009-08-23,21
2009-08-30,21
2009-09-06,21
2009-09-13,22
2009-09-20,22
2009-09-27,24
2009-10-04,25
2009-10-11,20
2009-10-18,20
2009-10-25,21
2009-11-01,24
2009-11-08,17
2009-11-15,21
2009-11-22,19
2009-11-29,17
2009-12-06,17
2009-12-13,0
2009-12-20,0
2009-12-27,0
2010-01-01,80
2010-02-01,73
2010-03-01,69
2010-04-01,100
2010-05-01,94
2010-06-01,57
2010-07-01,42
2010-08-01,46
2010-09-01,64
2010-10-01,59
2010-11-01,79
2010-12-01,56
2011-01-02,0
2011-01-09,59
2011-01-16,67
2011-01-23,74
2011-01-30,0
2011-02-06,0
2011-02-13,0
2011-02-20,0
2011-02-27,0
2011-03-06,0
2011-03-13,0
