Date,Morgan Stanley
2010-07-01,44
2010-07-02,44
2010-07-03,44
2010-07-04,43
2010-07-05,42
2010-07-06,41
2010-07-07,41
2010-07-08,40
2010-07-09,39
2010-07-10,39
2010-07-11,39
2010-07-12,40
2010-07-13,40
2010-07-14,41
2010-07-15,41
2010-07-16,42
2010-07-17,43
2010-07-18,47
2010-07-19,51
2010-07-20,55
2010-07-21,59
2010-07-22,69
2010-07-23,67
2010-07-24,71
2010-07-25,67
2010-07-26,63
2010-07-27,62
2010-07-28,56
2010-07-29,52
2010-07-30,48
2010-07-31,45
2010-08-01,45
2010-08-02,45
2010-08-03,48
2010-08-04,46
2010-08-05,46
2010-08-06,46
2010-08-07,47
2010-08-08,46
2010-08-09,46
2010-08-10,46
2010-08-11,45
2010-08-12,45
2010-08-13,45
2010-08-14,45
2010-08-15,47
2010-08-16,51
2010-08-17,53
2010-08-18,57
2010-08-19,58
2010-08-20,61
2010-08-21,64
2010-08-22,62
2010-08-23,60
2010-08-24,58
2010-08-25,56
2010-08-26,55
2010-08-27,52
2010-08-28,52
2010-08-29,49
2010-08-30,47
2010-08-31,45
2010-09-01,44
2010-09-02,42
2010-09-03,40
2010-09-04,39
2010-09-05,40
2010-09-06,42
2010-09-07,44
2010-09-08,45
2010-09-09,50
2010-09-10,49
2010-09-11,51
2010-09-12,51
2010-09-13,51
2010-09-14,51
2010-09-15,52
2010-09-16,52
2010-09-17,52
2010-09-18,54
2010-09-19,50
2010-09-20,48
2010-09-21,46
2010-09-22,44
2010-09-23,42
2010-09-24,40
2010-09-25,38
2010-09-26,41
2010-09-27,44
2010-09-28,47
2010-09-29,53
2010-09-30,55
2010-10-01,57
2010-10-02,63
2010-10-03,58
2010-10-04,55
2010-10-05,53
2010-10-06,50
2010-10-07,48
2010-10-08,45
2010-10-09,43
2010-10-10,44
2010-10-11,46
2010-10-12,48
2010-10-13,50
2010-10-14,52
2010-10-15,55
2010-10-16,57
2010-10-17,62
2010-10-18,68
2010-10-19,74
2010-10-20,80
2010-10-21,89
2010-10-22,102
2010-10-23,98
2010-10-24,89
2010-10-25,80
2010-10-26,72
2010-10-27,63
2010-10-28,56
2010-10-29,46
2010-10-30,38
2010-10-31,41
2010-11-01,44
2010-11-02,47
2010-11-03,50
2010-11-04,53
2010-11-05,56
2010-11-06,60
2010-11-07,59
2010-11-08,60
2010-11-09,57
2010-11-10,60
2010-11-11,55
2010-11-12,54
2010-11-13,54
2010-11-14,53
2010-11-15,53
2010-11-16,55
2010-11-17,52
2010-11-18,51
2010-11-19,52
2010-11-20,51
2010-11-21,49
2010-11-22,47
2010-11-23,45
2010-11-24,43
2010-11-25,41
2010-11-26,39
2010-11-27,38
2010-11-28,39
2010-11-29,42
2010-11-30,44
2010-12-01,47
2010-12-02,50
2010-12-03,52
2010-12-04,55
2010-12-05,55
2010-12-06,56
2010-12-07,60
2010-12-08,57
2010-12-09,58
2010-12-10,59
2010-12-11,62
2010-12-12,57
2010-12-13,55
2010-12-14,53
2010-12-15,53
2010-12-16,49
2010-12-17,47
2010-12-18,45
2010-12-19,45
2010-12-20,46
2010-12-21,47
2010-12-22,48
2010-12-23,50
2010-12-24,50
2010-12-25,51
2010-12-26,49
2010-12-27,48
2010-12-28,47
2010-12-29,48
2010-12-30,44
2010-12-31,43
2011-01-01,42
2011-01-02,45
2011-01-03,49
2011-01-04,56
2011-01-05,56
2011-01-06,64
2011-01-07,67
2011-01-08,68
2011-01-09,71
2011-01-10,67
2011-01-11,66
2011-01-12,68
2011-01-13,65
2011-01-14,65
2011-01-15,65
2011-01-16,68
2011-01-17,71
2011-01-18,74
2011-01-19,77
2011-01-20,80
2011-01-21,89
2011-01-22,94
2011-01-23,81
2011-01-24,76
2011-01-25,71
2011-01-26,68
2011-01-27,60
2011-01-28,55
2011-01-29,51
2011-01-30,48
2011-01-31,46
2011-02-01,45
2011-02-02,43
2011-02-03,42
2011-02-04,41
2011-02-05,39
2011-02-06,40
2011-02-07,41
2011-02-08,42
2011-02-09,45
2011-02-10,45
2011-02-11,48
2011-02-12,49
2011-02-13,48
2011-02-14,48
2011-02-15,48
2011-02-16,48
2011-02-17,48
2011-02-18,51
2011-02-19,49
2011-02-20,48
2011-02-21,47
2011-02-22,46
2011-02-23,45
2011-02-24,44
2011-02-25,43
2011-02-26,42
2011-02-27,43
2011-02-28,45
2011-03-01,47
2011-03-02,53
2011-03-03,51
2011-03-04,55
2011-03-05,55
2011-03-06,53
2011-03-07,51
2011-03-08,49
2011-03-09,47
2011-03-10,45
2011-03-11,45
2011-03-12,41
2011-03-13,40
2011-03-14,40
2011-03-15,40
2011-03-16,39
2011-03-17,39
2011-03-18,39
2011-03-19,39
2011-03-20,39
2011-03-21,39
2011-03-22,40
2011-03-23,42
2011-03-24,41
2011-03-25,41
2011-03-26,42
2011-03-27,42
2011-03-28,43
2011-03-29,43
2011-03-30,45
2011-03-31,46
2011-04-01,45
2011-04-02,49
2011-04-03,47
2011-04-04,48
2011-04-05,49
2011-04-06,51
2011-04-07,56
2011-04-08,53
2011-04-09,55
2011-04-10,54
2011-04-11,53
2011-04-12,52
2011-04-13,53
2011-04-14,50
2011-04-15,49
2011-04-16,50
2011-04-17,50
2011-04-18,52
2011-04-19,55
2011-04-20,56
2011-04-21,58
2011-04-22,64
2011-04-23,65
2011-04-24,59
2011-04-25,56
2011-04-26,53
2011-04-27,51
2011-04-28,49
2011-04-29,45
2011-04-30,43
2011-05-01,43
2011-05-02,43
2011-05-03,44
2011-05-04,44
2011-05-05,46
2011-05-06,45
2011-05-07,46
2011-05-08,44
2011-05-09,43
2011-05-10,41
2011-05-11,40
2011-05-12,38
2011-05-13,37
2011-05-14,36
2011-05-15,37
2011-05-16,39
2011-05-17,41
2011-05-18,42
2011-05-19,45
2011-05-20,46
2011-05-21,49
2011-05-22,47
2011-05-23,46
2011-05-24,45
2011-05-25,45
2011-05-26,43
2011-05-27,42
2011-05-28,42
2011-05-29,42
2011-05-30,43
2011-05-31,44
2011-06-01,46
2011-06-02,45
2011-06-03,46
2011-06-04,51
2011-06-05,46
2011-06-06,46
2011-06-07,46
2011-06-08,45
2011-06-09,48
2011-06-10,45
2011-06-11,45
2011-06-12,46
2011-06-13,47
2011-06-14,49
2011-06-15,50
2011-06-16,50
2011-06-17,51
2011-06-18,53
2011-06-19,51
2011-06-20,51
2011-06-21,50
2011-06-22,52
2011-06-23,50
2011-06-24,49
2011-06-25,49
2011-06-26,48
2011-06-27,48
2011-06-28,48
2011-06-29,47
2011-06-30,49
2011-07-01,47
2011-07-02,47
2011-07-03,47
2011-07-04,47
2011-07-05,47
2011-07-06,48
2011-07-07,48
2011-07-08,48
2011-07-09,50
2011-07-10,49
2011-07-11,49
2011-07-12,49
2011-07-13,52
2011-07-14,50
2011-07-15,50
2011-07-16,51
2011-07-17,54
2011-07-18,58
2011-07-19,62
2011-07-20,68
2011-07-21,69
2011-07-22,81
2011-07-23,84
2011-07-24,72
2011-07-25,67
2011-07-26,63
2011-07-27,58
2011-07-28,54
2011-07-29,49
2011-07-30,45
2011-07-31,45
2011-08-01,45
2011-08-02,45
2011-08-03,45
2011-08-04,46
2011-08-05,45
2011-08-06,46
2011-08-07,50
2011-08-08,55
2011-08-09,65
2011-08-10,64
2011-08-11,68
2011-08-12,74
2011-08-13,82
2011-08-14,76
2011-08-15,75
2011-08-16,74
2011-08-17,73
2011-08-18,71
2011-08-19,73
2011-08-20,76
2011-08-21,66
2011-08-22,64
2011-08-23,61
2011-08-24,59
2011-08-25,62
2011-08-26,54
2011-08-27,52
