Date,Goldman Sachs
2007-05-06,8
2007-05-07,8
2007-05-08,9
2007-05-09,9
2007-05-10,10
2007-05-11,10
2007-05-12,11
2007-05-13,11
2007-05-14,11
2007-05-15,11
2007-05-16,11
2007-05-17,11
2007-05-18,11
2007-05-19,12
2007-05-20,12
2007-05-21,12
2007-05-22,12
2007-05-23,12
2007-05-24,12
2007-05-25,12
2007-05-26,12
2007-05-27,11
2007-05-28,11
2007-05-29,10
2007-05-30,10
2007-05-31,9
2007-06-01,9
2007-06-02,9
2007-06-03,9
2007-06-04,9
2007-06-05,10
2007-06-06,10
2007-06-07,11
2007-06-08,11
2007-06-09,12
2007-06-10,12
2007-06-11,12
2007-06-12,12
2007-06-13,12
2007-06-14,12
2007-06-15,12
2007-06-16,13
2007-06-17,12
2007-06-18,12
2007-06-19,12
2007-06-20,11
2007-06-21,11
2007-06-22,11
2007-06-23,11
2007-06-24,11
2007-06-25,12
2007-06-26,12
2007-06-27,13
2007-06-28,13
2007-06-29,14
2007-06-30,15
2007-07-01,14
2007-07-02,14
2007-07-03,14
2007-07-04,14
2007-07-05,14
2007-07-06,14
2007-07-07,14
2007-07-08,13
2007-07-09,12
2007-07-10,11
2007-07-11,11
2007-07-12,10
2007-07-13,9
2007-07-14,9
2007-07-15,9
2007-07-16,10
2007-07-17,11
2007-07-18,12
2007-07-19,13
2007-07-20,14
2007-07-21,15
2007-07-22,14
2007-07-23,13
2007-07-24,12
2007-07-25,12
2007-07-26,11
2007-07-27,10
2007-07-28,10
2007-07-29,10
2007-08-01,11
2007-08-02,11
2007-08-03,11
2007-08-04,12
2007-08-05,12
2007-08-06,13
2007-08-07,14
2007-08-08,14
2007-08-09,16
2007-08-10,16
2007-08-11,18
2007-08-12,17
2007-08-13,17
2007-08-14,17
2007-08-15,19
2007-08-16,17
2007-08-17,18
2007-08-18,18
2007-08-19,17
2007-08-20,17
2007-08-21,16
2007-08-22,16
2007-08-23,15
2007-08-24,15
2007-08-25,15
2007-08-26,14
2007-08-27,14
2007-08-28,14
2007-08-29,13
2007-08-30,13
2007-08-31,14
2007-09-01,13
2007-09-02,12
2007-09-03,12
2007-09-04,12
2007-09-05,11
2007-09-06,11
2007-09-07,11
2007-09-08,11
2007-09-09,11
2007-09-10,11
2007-09-11,11
2007-09-12,11
2007-09-13,11
2007-09-14,11
2007-09-15,11
2007-09-16,13
2007-09-17,15
2007-09-18,18
2007-09-19,19
2007-09-20,21
2007-09-21,25
2007-09-22,25
2007-09-23,24
2007-09-24,23
2007-09-25,23
2007-09-26,21
2007-09-27,20
2007-09-28,19
2007-09-29,19
2007-09-30,17
2007-10-01,16
2007-10-02,16
2007-10-03,15
2007-10-04,15
2007-10-05,14
2007-10-06,14
2007-10-07,13
2007-10-08,13
2007-10-09,13
2007-10-10,14
2007-10-11,13
2007-10-12,13
2007-10-13,13
2007-10-14,13
2007-10-15,14
2007-10-16,15
2007-10-17,16
2007-10-18,16
2007-10-19,17
2007-10-20,18
2007-10-21,17
2007-10-22,17
2007-10-23,17
2007-10-24,17
2007-10-25,17
2007-10-26,18
2007-10-27,17
2007-10-28,17
2007-10-29,17
2007-10-30,17
2007-10-31,17
2007-11-01,17
2007-11-02,17
2007-11-03,17
2007-11-04,17
2007-11-05,17
2007-11-06,18
2007-11-07,17
2007-11-08,17
2007-11-09,17
2007-11-10,17
2007-11-11,17
2007-11-12,17
2007-11-13,18
2007-11-14,17
2007-11-15,18
2007-11-16,17
2007-11-17,17
2007-11-18,17
2007-11-19,17
2007-11-20,18
2007-11-21,18
2007-11-22,20
2007-11-23,20
2007-11-24,20
2007-11-25,19
2007-11-26,19
2007-11-27,19
2007-11-28,19
2007-11-29,19
2007-11-30,20
2007-12-01,19
2007-12-02,19
2007-12-03,20
2007-12-04,21
2007-12-05,22
2007-12-06,23
2007-12-07,23
2007-12-08,24
2007-12-09,23
2007-12-10,23
2007-12-11,22
2007-12-12,22
2007-12-13,22
2007-12-14,21
2007-12-15,22
2007-12-16,21
2007-12-17,21
2007-12-18,21
2007-12-19,22
2007-12-20,24
2007-12-21,22
2007-12-22,23
2007-12-23,22
2007-12-24,21
2007-12-25,20
2007-12-26,19
2007-12-27,18
2007-12-28,17
2007-12-29,17
2007-12-30,16
2007-12-31,15
2008-01-01,14
2008-01-02,15
2008-01-03,13
2008-01-04,13
2008-01-05,12
2008-01-06,12
2008-01-07,13
2008-01-08,14
2008-01-09,15
2008-01-10,16
2008-01-11,18
2008-01-12,18
2008-01-13,18
2008-01-14,19
2008-01-15,19
2008-01-16,21
2008-01-17,20
2008-01-18,23
2008-01-19,22
2008-01-20,22
2008-01-21,21
2008-01-22,21
2008-01-23,23
2008-01-24,21
2008-01-25,21
2008-01-26,21
2008-01-27,19
2008-01-28,18
2008-01-29,18
2008-01-30,16
2008-01-31,15
2008-02-01,14
2008-02-02,13
2008-02-03,13
2008-02-04,13
2008-02-05,13
2008-02-06,13
2008-02-07,13
2008-02-08,15
2008-02-09,14
2008-02-10,15
2008-02-11,16
2008-02-12,17
2008-02-13,18
2008-02-14,19
2008-02-15,20
2008-02-16,21
2008-02-17,19
2008-02-18,18
2008-02-19,17
2008-02-20,16
2008-02-21,16
2008-02-22,14
2008-02-23,13
2008-02-24,13
2008-02-25,14
2008-02-26,15
2008-02-27,15
2008-02-28,17
2008-02-29,17
2008-03-01,18
2008-03-02,18
2008-03-03,17
2008-03-04,17
2008-03-05,17
2008-03-06,17
2008-03-07,16
2008-03-08,16
2008-03-09,16
2008-03-10,16
2008-03-11,16
2008-03-12,16
2008-03-13,16
2008-03-14,16
2008-03-15,16
2008-03-16,17
2008-03-17,18
2008-03-18,20
2008-03-19,22
2008-03-20,24
2008-03-21,23
2008-03-22,25
2008-03-23,23
2008-03-24,22
2008-03-25,22
2008-03-26,19
2008-03-27,20
2008-03-28,17
2008-03-29,16
2008-03-30,15
2008-03-31,15
2008-04-01,15
2008-04-02,16
2008-04-03,15
2008-04-04,15
2008-04-05,15
2008-04-06,14
2008-04-07,14
2008-04-08,14
2008-04-09,15
2008-04-10,14
2008-04-11,14
2008-04-12,14
2008-04-13,14
2008-04-14,14
2008-04-15,14
2008-04-16,14
2008-04-17,14
2008-04-18,14
2008-04-19,14
2008-04-20,13
2008-04-21,13
2008-04-22,12
2008-04-23,12
2008-04-24,11
2008-04-25,11
2008-04-26,11
2008-04-27,10
2008-04-28,10
2008-04-29,10
2008-04-30,9
2008-05-01,9
2008-05-02,9
2008-05-03,9
2008-05-04,9
2008-05-05,10
2008-05-06,10
2008-05-07,11
2008-05-08,11
2008-05-09,12
2008-05-10,13
2008-05-11,12
2008-05-12,12
2008-05-13,11
2008-05-14,11
2008-05-15,10
2008-05-16,10
2008-05-17,10
2008-05-18,10
2008-05-19,10
2008-05-20,11
2008-05-21,12
2008-05-22,12
2008-05-23,12
2008-05-24,13
2008-05-25,12
2008-05-26,11
2008-05-27,11
2008-05-28,10
2008-05-29,10
