Date,Merrill Lynch
2009-04-01,70
2009-04-02,72
2009-04-03,66
2009-04-04,64
2009-04-05,61
2009-04-06,58
2009-04-07,55
2009-04-08,53
2009-04-09,50
2009-04-10,48
2009-04-11,45
2009-04-12,47
2009-04-13,49
2009-04-14,51
2009-04-15,57
2009-04-16,55
2009-04-17,57
2009-04-18,60
2009-04-19,60
2009-04-20,60
2009-04-21,60
2009-04-22,62
2009-04-23,60
2009-04-24,63
2009-04-25,60
2009-04-26,58
2009-04-27,57
2009-04-28,55
2009-04-29,54
2009-04-30,52
2009-05-01,51
2009-05-02,50
2009-05-03,51
2009-05-04,52
2009-05-05,53
2009-05-06,55
2009-05-07,59
2009-05-08,58
2009-05-09,59
2009-05-10,56
2009-05-11,53
2009-05-12,50
2009-05-13,48
2009-05-14,45
2009-05-15,42
2009-05-16,40
2009-05-17,39
2009-05-18,38
2009-05-19,37
2009-05-20,36
2009-05-21,35
2009-05-22,34
2009-05-23,34
2009-05-24,34
2009-05-25,35
2009-05-26,35
2009-05-27,36
2009-05-28,37
2009-05-29,37
2009-05-30,38
2009-05-31,39
2009-06-01,41
2009-06-02,43
2009-06-03,44
2009-06-04,46
2009-06-05,48
2009-06-06,51
2009-06-07,49
2009-06-08,48
2009-06-09,47
2009-06-10,46
2009-06-11,45
2009-06-12,44
2009-06-13,43
2009-06-14,43
2009-06-15,44
2009-06-16,44
2009-06-17,45
2009-06-18,45
2009-06-19,46
2009-06-20,47
2009-06-21,48
2009-06-22,49
2009-06-23,51
2009-06-24,51
2009-06-25,52
2009-06-26,55
2009-06-27,54
2009-06-28,50
2009-06-29,47
2009-06-30,44
2009-07-05,31
2009-07-06,32
2009-07-07,33
2009-07-08,33
2009-07-09,34
2009-07-10,35
2009-07-11,36
2009-07-12,38
2009-07-13,40
2009-07-14,43
2009-07-15,45
2009-07-16,47
2009-07-17,50
2009-07-18,52
2009-07-19,51
2009-07-20,48
2009-07-21,47
2009-07-22,45
2009-07-23,44
2009-07-24,42
2009-07-25,41
2009-07-26,42
2009-07-27,43
2009-07-28,44
2009-07-29,46
2009-07-30,47
2009-07-31,48
2009-08-01,50
2009-08-02,49
2009-08-03,48
2009-08-04,48
2009-08-05,47
2009-08-06,47
2009-08-07,46
2009-08-08,46
2009-08-09,44
2009-08-10,42
2009-08-11,41
2009-08-12,39
2009-08-13,38
2009-08-14,36
2009-08-15,35
2009-08-16,37
2009-08-17,39
2009-08-18,41
2009-08-19,43
2009-08-20,46
2009-08-21,48
2009-08-22,50
2009-08-23,49
2009-08-24,47
2009-08-25,46
2009-08-26,45
2009-08-27,43
2009-08-28,42
2009-08-29,41
2009-08-30,40
2009-08-31,39
2009-09-01,39
2009-09-02,38
