Date,Credit Suisse
2011-08-01,82
2011-08-02,83
2011-08-03,90
2011-08-04,86
2011-08-05,88
2011-08-06,91
2011-08-07,91
2011-08-08,92
2011-08-09,97
2011-08-10,95
2011-08-11,104
2011-08-12,98
2011-08-13,100
2011-08-14,97
2011-08-15,94
2011-08-16,98
2011-08-17,89
2011-08-18,86
2011-08-19,83
2011-08-20,81
2011-08-21,78
2011-08-22,75
2011-08-23,74
2011-08-24,69
2011-08-25,66
2011-08-26,63
2011-08-27,61
2011-08-28,62
2011-08-29,63
2011-08-30,67
2011-08-31,66
2011-09-01,68
2011-09-02,69
2011-09-03,71
2011-09-04,71
2011-09-05,71
2011-09-06,71
2011-09-07,71
2011-09-08,71
2011-09-09,71
2011-09-10,71
2011-09-11,69
2011-09-12,68
2011-09-13,66
2011-09-14,65
2011-09-15,63
2011-09-16,64
2011-09-17,61
2011-09-18,60
2011-09-19,60
2011-09-20,61
2011-09-21,60
2011-09-22,60
2011-09-23,60
2011-09-24,60
2011-09-25,59
2011-09-26,58
2011-09-27,59
2011-09-28,56
2011-09-29,55
2011-09-30,54
2011-10-01,54
2011-10-02,54
2011-10-03,55
2011-10-04,55
2011-10-05,58
2011-10-06,56
2011-10-07,57
2011-10-08,58
2011-10-09,56
2011-10-10,55
2011-10-11,54
2011-10-12,52
2011-10-13,51
2011-10-14,50
2011-10-15,51
2011-10-16,53
2011-10-17,58
2011-10-18,62
2011-10-19,67
2011-10-20,77
2011-10-21,76
2011-10-22,81
2011-10-23,81
2011-10-24,81
2011-10-25,88
2011-10-26,82
2011-10-27,83
2011-10-28,83
2011-10-29,84
2011-10-30,85
2011-10-31,87
2011-11-01,89
2011-11-02,91
2011-11-03,104
2011-11-04,94
2011-11-05,96
2011-11-06,93
2011-11-07,90
2011-11-08,87
2011-11-09,93
2011-11-10,82
2011-11-11,80
2011-11-12,77
2011-11-13,75
2011-11-14,74
2011-11-15,73
2011-11-16,72
2011-11-17,72
2011-11-18,70
2011-11-19,69
2011-11-20,67
2011-11-21,66
2011-11-22,65
2011-11-23,66
2011-11-24,63
2011-11-25,64
2011-11-26,61
2011-11-27,64
2011-11-28,68
2011-11-29,71
2011-11-30,75
2011-12-01,83
2011-12-02,86
2011-12-03,86
2011-12-04,80
2011-12-05,74
2011-12-06,68
2011-12-07,63
2011-12-08,57
2011-12-09,51
2011-12-10,46
2011-12-11,47
2011-12-12,48
2011-12-13,49
2011-12-14,50
2011-12-15,51
2011-12-16,52
2011-12-17,53
2011-12-18,53
2011-12-19,56
2011-12-20,55
2011-12-21,56
2011-12-22,57
2011-12-23,58
2011-12-24,59
2011-12-25,55
2011-12-26,51
2011-12-27,48
2011-12-28,44
2011-12-29,41
2011-12-30,37
2011-12-31,34
2012-01-01,36
2012-01-02,39
2012-01-03,43
2012-01-04,45
2012-01-05,48
2012-01-06,51
2012-01-07,54
2012-01-08,57
2012-01-09,60
2012-01-10,68
2012-01-11,68
2012-01-12,71
2012-01-13,76
2012-01-14,77
2012-01-15,74
2012-01-16,71
2012-01-17,68
2012-01-18,68
2012-01-19,62
2012-01-20,59
2012-01-21,56
2012-01-22,57
2012-01-23,58
2012-01-24,60
2012-01-25,61
2012-01-26,63
2012-01-27,66
2012-01-28,66
2012-01-29,65
2012-01-30,65
2012-01-31,64
2012-02-01,64
2012-02-02,63
2012-02-03,64
2012-02-04,63
2012-02-05,67
2012-02-06,72
2012-02-07,76
2012-02-08,81
2012-02-09,85
2012-02-10,94
2012-02-11,98
2012-02-12,90
2012-02-13,86
2012-02-14,84
2012-02-15,77
2012-02-16,72
2012-02-17,68
2012-02-18,64
2012-02-19,62
2012-02-20,60
2012-02-21,58
2012-02-22,58
2012-02-23,55
2012-02-24,53
2012-02-25,52
2012-02-26,53
2012-02-27,55
2012-02-28,57
2012-02-29,59
2012-03-01,60
2012-03-02,64
2012-03-03,64
2012-03-04,62
2012-03-05,61
2012-03-06,59
2012-03-07,58
2012-03-08,56
2012-03-09,55
2012-03-10,57
2012-03-11,55
2012-03-12,56
2012-03-13,57
2012-03-14,60
2012-03-15,60
2012-03-16,61
2012-03-17,63
2012-03-18,62
2012-03-19,62
2012-03-20,62
2012-03-21,61
2012-03-22,60
2012-03-23,60
2012-03-24,60
2012-03-25,58
2012-03-26,57
2012-03-27,56
2012-03-28,54
2012-03-29,57
2012-03-30,52
2012-03-31,51
2012-04-01,49
2012-04-02,47
2012-04-03,45
2012-04-04,43
2012-04-05,41
2012-04-06,39
2012-04-07,38
2012-04-08,40
2012-04-09,43
2012-04-10,46
2012-04-11,48
2012-04-12,52
2012-04-13,55
2012-04-14,57
2012-04-15,57
2012-04-16,57
2012-04-17,57
