Date,Barclays Capital
2009-07-01,78
2009-07-02,78
2009-07-03,78
2009-07-04,79
2009-07-05,78
2009-07-06,78
2009-07-07,84
2009-07-08,77
2009-07-09,82
2009-07-10,77
2009-07-11,78
2009-07-12,78
2009-07-13,80
2009-07-14,82
2009-07-15,83
2009-07-16,85
2009-07-17,93
2009-07-18,89
2009-07-19,87
2009-07-20,86
2009-07-21,84
2009-07-22,83
2009-07-23,85
2009-07-24,80
2009-07-25,79
2009-07-26,80
2009-07-27,81
2009-07-28,89
2009-07-29,84
2009-07-30,85
2009-07-31,86
2009-08-01,88
2009-08-02,88
2009-08-03,88
2009-08-04,91
2009-08-05,89
2009-08-06,95
2009-08-07,89
2009-08-08,94
2009-08-09,88
2009-08-10,87
2009-08-11,86
2009-08-12,85
2009-08-13,84
2009-08-14,89
2009-08-15,82
2009-08-16,80
2009-08-17,78
2009-08-18,77
2009-08-19,75
2009-08-20,74
2009-08-21,74
2009-08-22,71
2009-08-23,72
2009-08-24,74
2009-08-25,81
2009-08-26,77
2009-08-27,78
2009-08-28,84
2009-08-29,82
2009-08-30,80
2009-08-31,78
2009-09-01,76
2009-09-02,74
2009-09-03,72
2009-09-04,70
2009-09-05,69
2009-09-06,69
2009-09-07,70
2009-09-08,71
2009-09-09,76
2009-09-10,75
2009-09-11,73
2009-09-12,77
2009-09-13,76
2009-09-14,79
2009-09-15,82
2009-09-16,85
2009-09-17,92
2009-09-18,91
2009-09-19,100
2009-09-20,87
2009-09-21,80
2009-09-22,74
2009-09-23,67
2009-09-24,61
2009-09-25,54
2009-09-26,48
2009-09-27,51
2009-09-28,54
2009-09-29,58
2009-09-30,63
2009-10-01,65
2009-10-02,74
2009-10-03,72
2009-10-04,72
2009-10-05,72
2009-10-06,73
2009-10-07,73
2009-10-08,74
2009-10-09,77
2009-10-10,76
2009-10-11,74
2009-10-12,74
2009-10-13,73
2009-10-14,74
2009-10-15,72
2009-10-16,76
2009-10-17,72
2009-10-18,73
2009-10-19,74
2009-10-20,77
2009-10-21,76
2009-10-22,81
2009-10-23,78
2009-10-24,79
2009-10-25,78
2009-10-26,77
2009-10-27,79
2009-10-28,77
2009-10-29,74
2009-10-30,73
2009-10-31,75
2009-11-01,70
2009-11-02,68
2009-11-03,67
2009-11-04,65
2009-11-05,66
2009-11-06,62
2009-11-07,61
2009-11-08,62
2009-11-09,64
2009-11-10,69
2009-11-11,67
2009-11-12,69
2009-11-13,71
2009-11-14,75
2009-11-15,74
2009-11-16,75
2009-11-17,77
2009-11-18,79
2009-11-19,81
2009-11-20,81
2009-11-21,85
2009-11-22,85
2009-11-23,87
2009-11-24,90
2009-11-25,93
2009-11-26,95
2009-11-27,97
2009-11-28,110
2009-11-29,94
2009-11-30,88
2009-12-01,82
2009-12-02,76
2009-12-03,73
2009-12-04,64
2009-12-05,58
2009-12-06,57
2009-12-07,57
2009-12-08,62
2009-12-09,56
2009-12-10,55
2009-12-11,55
2009-12-12,55
2009-12-13,56
2009-12-14,57
2009-12-15,62
2009-12-16,60
2009-12-17,62
2009-12-18,63
2009-12-19,65
2009-12-20,62
2009-12-21,60
2009-12-22,60
2009-12-23,55
2009-12-24,53
2009-12-25,51
2009-12-26,49
2009-12-27,51
2009-12-28,53
2009-12-29,55
2009-12-30,59
2009-12-31,59
2010-01-01,61
2010-01-02,63
2010-01-03,64
2010-01-04,66
2010-01-05,70
2010-01-06,70
2010-01-07,72
2010-01-08,75
2010-01-09,79
2010-01-10,74
2010-01-11,73
2010-01-12,71
2010-01-13,74
2010-01-14,68
2010-01-15,67
2010-01-16,69
2010-01-17,68
2010-01-18,71
2010-01-19,74
2010-01-20,78
2010-01-21,79
2010-01-22,86
2010-01-23,85
2010-01-24,83
2010-01-25,85
2010-01-26,79
2010-01-27,78
2010-01-28,81
2010-01-29,74
2010-01-30,73
2010-01-31,73
2010-02-01,74
2010-02-02,77
2010-02-03,80
2010-02-04,77
2010-02-05,82
2010-02-06,79
2010-02-07,77
2010-02-08,75
2010-02-09,77
2010-02-10,72
2010-02-11,71
2010-02-12,71
2010-02-13,67
2010-02-14,69
2010-02-15,71
2010-02-16,73
2010-02-17,76
2010-02-18,84
2010-02-19,80
2010-02-20,83
2010-02-21,82
2010-02-22,81
2010-02-23,82
2010-02-24,79
2010-02-25,81
2010-02-26,79
2010-02-27,76
2010-02-28,72
2010-03-01,69
2010-03-02,70
2010-03-03,63
2010-03-04,63
2010-03-05,58
2010-03-06,54
2010-03-07,55
2010-03-08,56
2010-03-09,57
2010-03-10,61
2010-03-11,59
2010-03-12,60
2010-03-13,66
2010-03-14,63
2010-03-15,64
2010-03-16,65
2010-03-17,66
2010-03-18,76
2010-03-19,68
2010-03-20,75
2010-03-21,69
2010-03-22,68
2010-03-23,68
2010-03-24,70
2010-03-25,67
2010-03-26,66
2010-03-27,67
2010-03-28,65
2010-03-29,65
2010-03-30,65
2010-03-31,64
2010-04-01,64
2010-04-02,64
2010-04-03,64
2010-04-04,65
2010-04-05,67
2010-04-06,78
2010-04-07,70
2010-04-08,75
2010-04-09,76
2010-04-10,77
2010-04-11,73
2010-04-12,71
2010-04-13,69
2010-04-14,70
2010-04-15,64
2010-04-16,62
2010-04-17,60
2010-04-18,60
2010-04-19,61
2010-04-20,62
2010-04-21,67
2010-04-22,64
2010-04-23,65
2010-04-24,66
2010-04-25,67
2010-04-26,68
2010-04-27,70
2010-04-28,71
2010-04-29,72
2010-04-30,75
2010-05-01,75
2010-05-02,75
2010-05-03,75
2010-05-04,75
2010-05-05,76
2010-05-06,75
2010-05-07,75
2010-05-08,81
2010-05-09,75
2010-05-10,75
2010-05-11,75
2010-05-12,75
2010-05-13,77
2010-05-14,78
2010-05-15,76
2010-05-16,74
2010-05-17,73
2010-05-18,75
2010-05-19,70
2010-05-20,68
2010-05-21,67
2010-05-22,71
2010-05-23,63
2010-05-24,60
2010-05-25,58
2010-05-26,55
2010-05-27,53
2010-05-28,50
2010-05-29,48
2010-05-30,49
2010-05-31,50
2010-06-01,51
2010-06-02,54
2010-06-03,55
2010-06-04,55
2010-06-05,57
2010-06-06,56
2010-06-07,56
2010-06-08,61
2010-06-09,56
2010-06-10,60
2010-06-11,56
2010-06-12,56
2010-06-13,54
2010-06-14,53
2010-06-15,52
2010-06-16,51
2010-06-17,51
2010-06-18,49
2010-06-19,48
2010-06-20,49
2010-06-21,50
2010-06-22,51
2010-06-23,53
2010-06-24,54
2010-06-25,55
2010-06-26,57
2010-06-27,55
2010-06-28,53
2010-06-29,53
2010-06-30,50
2010-07-01,48
2010-07-02,46
2010-07-03,47
2010-07-04,45
2010-07-05,45
2010-07-06,46
2010-07-07,46
2010-07-08,47
2010-07-09,47
2010-07-10,48
2010-07-11,49
2010-07-12,51
2010-07-13,54
2010-07-14,54
2010-07-15,55
2010-07-16,57
2010-07-17,60
2010-07-18,59
2010-07-19,59
2010-07-20,59
2010-07-21,64
2010-07-22,59
2010-07-23,59
2010-07-24,60
2010-07-25,58
2010-07-26,57
2010-07-27,58
2010-07-28,54
2010-07-29,54
2010-07-30,51
2010-07-31,50
2010-08-01,52
2010-08-02,54
2010-08-03,56
2010-08-04,62
2010-08-05,60
2010-08-06,65
2010-08-07,65
2010-08-08,66
2010-08-09,68
2010-08-10,69
2010-08-11,76
2010-08-12,73
2010-08-13,74
2010-08-14,79
2010-08-15,72
2010-08-16,69
2010-08-17,66
2010-08-18,64
2010-08-19,59
2010-08-20,56
2010-08-21,54
2010-08-22,52
2010-08-23,51
2010-08-24,51
2010-08-25,56
2010-08-26,50
2010-08-27,49
2010-08-28,49
2010-08-29,49
2010-08-30,49
2010-08-31,49
2010-09-01,54
2010-09-02,50
2010-09-03,50
2010-09-04,51
2010-09-05,51
2010-09-06,51
2010-09-07,51
2010-09-08,52
2010-09-09,52
2010-09-10,53
2010-09-11,54
2010-09-12,55
2010-09-13,57
2010-09-14,60
2010-09-15,64
2010-09-16,65
2010-09-17,67
2010-09-18,73
2010-09-19,68
2010-09-20,67
2010-09-21,67
2010-09-22,67
2010-09-23,62
2010-09-24,65
2010-09-25,60
2010-09-26,60
2010-09-27,60
2010-09-28,60
2010-09-29,64
2010-09-30,62
2010-10-01,61
2010-10-02,62
2010-10-03,63
2010-10-04,65
2010-10-05,66
2010-10-06,69
2010-10-07,71
2010-10-08,71
2010-10-09,73
2010-10-10,71
2010-10-11,69
2010-10-12,71
2010-10-13,66
2010-10-14,66
2010-10-15,62
2010-10-16,61
2010-10-17,61
2010-10-18,61
2010-10-19,66
2010-10-20,61
2010-10-21,61
2010-10-22,61
2010-10-23,61
2010-10-24,60
2010-10-25,60
2010-10-26,65
2010-10-27,60
2010-10-28,59
2010-10-29,59
2010-10-30,61
2010-10-31,59
2010-11-01,60
2010-11-02,61
2010-11-03,61
2010-11-04,62
2010-11-05,69
2010-11-06,64
2010-11-07,63
2010-11-08,62
2010-11-09,61
2010-11-10,61
2010-11-11,62
2010-11-12,59
2010-11-13,59
2010-11-14,59
2010-11-15,60
2010-11-16,60
2010-11-17,65
2010-11-18,61
2010-11-19,67
2010-11-20,63
2010-11-21,62
2010-11-22,61
2010-11-23,61
2010-11-24,61
2010-11-25,63
2010-11-26,59
2010-11-27,59
2010-11-28,61
2010-11-29,64
2010-11-30,66
2010-12-01,69
2010-12-02,76
2010-12-03,75
2010-12-04,81
