Date,Barclays Capital
2011-12-01,45
2011-12-02,50
2011-12-03,49
2011-12-04,47
2011-12-05,46
2011-12-06,45
2011-12-07,47
2011-12-08,44
2011-12-09,42
2011-12-10,41
2011-12-11,41
2011-12-12,42
2011-12-13,43
2011-12-14,47
2011-12-15,43
2011-12-16,44
2011-12-17,45
2011-12-18,44
2011-12-19,44
2011-12-20,47
2011-12-21,44
2011-12-22,45
2011-12-23,44
2011-12-24,45
2011-12-25,42
2011-12-26,40
2011-12-27,38
2011-12-28,36
2011-12-29,37
2011-12-30,32
2011-12-31,31
2012-01-01,32
2012-01-02,33
2012-01-03,34
2012-01-04,36
2012-01-05,38
2012-01-06,38
2012-01-07,40
2012-01-08,41
2012-01-09,43
2012-01-10,46
2012-01-11,46
2012-01-12,47
2012-01-13,49
2012-01-14,56
2012-01-15,50
2012-01-16,49
2012-01-17,48
2012-01-18,49
2012-01-19,48
2012-01-20,46
2012-01-21,48
2012-01-22,45
2012-01-23,45
2012-01-24,46
2012-01-25,44
2012-01-26,43
2012-01-27,47
2012-01-28,43
2012-01-29,43
2012-01-30,43
2012-01-31,44
2012-02-01,46
2012-02-02,45
2012-02-03,46
2012-02-04,46
2012-02-05,47
2012-02-06,49
2012-02-07,50
2012-02-08,53
2012-02-09,55
2012-02-10,55
2012-02-11,64
2012-02-12,55
2012-02-13,53
2012-02-14,54
2012-02-15,49
2012-02-16,47
2012-02-17,46
2012-02-18,44
2012-02-19,44
2012-02-20,44
2012-02-21,44
2012-02-22,45
2012-02-23,44
2012-02-24,47
2012-02-25,44
2012-02-26,44
2012-02-27,44
2012-02-28,44
2012-02-29,46
2012-03-01,44
2012-03-02,44
2012-03-03,46
2012-03-04,44
2012-03-05,44
2012-03-06,46
2012-03-07,43
2012-03-08,43
2012-03-09,43
2012-03-10,43
2012-03-11,43
2012-03-12,44
2012-03-13,48
2012-03-14,45
2012-03-15,49
2012-03-16,47
2012-03-17,51
2012-03-18,47
2012-03-19,46
2012-03-20,45
2012-03-21,44
2012-03-22,44
2012-03-23,42
2012-03-24,41
2012-03-25,41
2012-03-26,41
2012-03-27,41
2012-03-28,41
2012-03-29,41
2012-03-30,45
2012-03-31,44
2012-04-01,41
2012-04-02,40
2012-04-03,39
2012-04-04,38
2012-04-05,37
2012-04-06,39
2012-04-07,36
2012-04-08,35
2012-04-09,35
2012-04-10,34
2012-04-11,36
2012-04-12,34
2012-04-13,35
2012-04-14,33
2012-04-15,33
2012-04-16,33
2012-04-17,33
2012-04-18,33
2012-04-19,33
2012-04-20,33
2012-04-21,35
2012-04-22,34
2012-04-23,35
2012-04-24,36
2012-04-25,40
2012-04-26,38
2012-04-27,41
2012-04-28,41
2012-04-29,40
2012-04-30,41
2012-05-01,45
2012-05-02,42
2012-05-03,43
2012-05-04,48
2012-05-05,46
2012-05-06,43
2012-05-07,41
2012-05-08,39
2012-05-09,40
2012-05-10,36
2012-05-11,35
2012-05-12,33
2012-05-13,34
2012-05-14,35
2012-05-15,36
2012-05-16,40
2012-05-17,38
2012-05-18,39
2012-05-19,40
2012-05-20,40
2012-05-21,40
2012-05-22,43
2012-05-23,41
2012-05-24,42
2012-05-25,46
2012-05-26,43
2012-05-27,41
2012-05-28,40
2012-05-29,39
2012-05-30,37
2012-05-31,38
2012-06-01,35
2012-06-02,35
2012-06-03,34
2012-06-04,34
2012-06-05,34
2012-06-06,34
2012-06-07,34
2012-06-08,37
2012-06-09,35
2012-06-10,35
2012-06-11,35
2012-06-12,35
2012-06-13,37
2012-06-14,38
2012-06-15,37
2012-06-16,37
2012-06-17,37
2012-06-18,38
2012-06-19,41
2012-06-20,39
2012-06-21,41
2012-06-22,41
2012-06-23,41
2012-06-24,43
2012-06-25,46
2012-06-26,50
2012-06-27,51
2012-06-28,54
2012-06-29,59
2012-06-30,64
2012-07-01,68
2012-07-02,71
2012-07-03,77
2012-07-04,88
2012-07-05,92
2012-07-06,103
2012-07-07,101
2012-07-08,100
2012-07-09,88
2012-07-10,82
2012-07-11,76
2012-07-12,72
2012-07-13,65
2012-07-14,60
2012-07-15,57
2012-07-16,55
2012-07-17,53
2012-07-18,52
2012-07-19,51
2012-07-20,49
2012-07-21,49
2012-07-22,47
2012-07-23,48
2012-07-24,51
2012-07-25,49
2012-07-26,54
2012-07-27,51
2012-07-28,52
2012-07-29,51
2012-07-30,50
2012-07-31,50
2012-08-01,51
2012-08-02,50
2012-08-03,48
2012-08-04,53
2012-08-05,47
2012-08-06,46
2012-08-07,45
2012-08-08,44
2012-08-09,45
2012-08-10,45
2012-08-11,41
2012-08-12,40
2012-08-13,39
2012-08-14,40
2012-08-15,38
2012-08-16,36
2012-08-17,35
2012-08-18,34
2012-08-19,36
2012-08-20,38
2012-08-21,42
2012-08-22,42
2012-08-23,44
2012-08-24,48
2012-08-25,51
2012-08-26,47
2012-08-27,45
2012-08-28,43
2012-08-29,41
2012-08-30,40
2012-08-31,37
2012-09-01,35
2012-09-02,36
2012-09-03,37
2012-09-04,38
2012-09-05,40
2012-09-06,40
2012-09-07,43
2012-09-08,43
2012-09-09,42
2012-09-10,42
2012-09-11,46
2012-09-12,42
2012-09-13,46
2012-09-14,42
2012-09-15,43
2012-09-16,42
2012-09-17,42
2012-09-18,45
2012-09-19,41
2012-09-20,42
2012-09-21,43
2012-09-22,41
2012-09-23,40
2012-09-24,39
2012-09-25,38
2012-09-26,37
2012-09-27,40
2012-09-28,35
2012-09-29,35
2012-09-30,35
2012-10-01,36
2012-10-02,39
2012-10-03,37
2012-10-04,39
2012-10-05,38
2012-10-06,43
2012-10-07,39
2012-10-08,40
