Date,Wells Fargo Securities
2011-01-20,66
2011-01-21,64
2011-01-22,67
2011-01-23,65
2011-01-24,62
2011-01-25,61
2011-01-26,61
2011-01-27,64
2011-01-28,60
2011-01-29,67
2011-01-30,62
2011-01-31,61
2011-02-01,62
2011-02-02,62
2011-02-03,64
2011-02-04,64
2011-02-05,72
2011-02-06,68
2011-02-07,66
2011-02-08,67
2011-02-09,68
2011-02-10,76
2011-02-11,70
2011-02-12,77
2011-02-13,76
2011-02-14,71
2011-02-15,71
2011-02-16,73
2011-02-17,72
2011-02-18,77
2011-02-19,76
2011-02-20,80
2011-02-21,70
2011-02-22,71
2011-02-23,67
2011-02-24,66
2011-02-25,64
2011-02-26,69
2011-02-27,64
2011-02-28,62
2011-03-01,61
2011-03-02,61
2011-03-03,66
2011-03-04,60
2011-03-05,65
2011-03-06,59
2011-03-07,58
2011-03-08,57
2011-03-09,56
2011-03-10,56
2011-03-11,54
2011-03-12,59
2011-03-13,54
2011-03-14,55
2011-03-15,56
2011-03-16,57
2011-03-17,63
2011-03-18,59
2011-03-19,64
2011-03-20,66
2011-03-21,61
2011-03-22,64
2011-03-23,62
2011-03-24,63
2011-03-25,68
2011-03-26,71
2011-03-27,68
2011-03-28,63
2011-03-29,62
2011-03-30,66
2011-03-31,61
2011-04-01,60
2011-04-02,62
2011-04-03,61
2011-04-04,61
2011-04-05,62
2011-04-06,65
2011-04-07,63
2011-04-08,68
2011-04-09,71
2011-04-10,67
2011-04-11,63
2011-04-12,65
2011-04-13,61
2011-04-14,60
2011-04-15,60
2011-04-16,62
2011-04-17,63
2011-04-18,60
2011-04-19,61
2011-04-20,62
2011-04-21,63
2011-04-22,68
2011-04-23,69
2011-04-24,64
2011-04-25,63
2011-04-26,64
2011-04-27,64
2011-04-28,60
2011-04-29,64
2011-04-30,61
2011-05-01,58
2011-05-02,58
2011-05-03,62
2011-05-04,58
2011-05-05,57
2011-05-06,58
2011-05-07,57
2011-05-08,57
2011-05-09,57
2011-05-10,60
2011-05-11,61
2011-05-12,59
2011-05-13,59
2011-05-14,69
2011-05-15,58
2011-05-16,56
2011-05-17,55
2011-05-18,53
2011-05-19,54
2011-05-20,50
2011-05-21,54
2011-05-22,49
2011-05-23,49
2011-05-24,49
2011-05-25,55
2011-05-26,49
2011-05-27,51
2011-05-28,53
2011-05-29,49
2011-05-30,49
2011-05-31,49
2011-06-01,50
2011-06-02,52
2011-06-03,52
2011-06-04,51
2011-06-05,51
2011-06-06,50
2011-06-07,50
2011-06-08,49
2011-06-09,48
2011-06-10,50
2011-06-11,50
2011-06-12,49
2011-06-13,50
2011-06-14,55
2011-06-15,53
2011-06-16,55
2011-06-17,57
2011-06-18,66
2011-06-19,57
2011-06-20,57
2011-06-21,57
2011-06-22,57
2011-06-23,57
2011-06-24,59
2011-06-25,59
2011-06-26,59
2011-06-27,57
2011-06-28,57
2011-06-29,57
2011-06-30,62
2011-07-01,57
2011-07-02,57
2011-07-03,64
2011-07-04,53
2011-07-05,51
2011-07-06,49
2011-07-07,47
2011-07-08,47
2011-07-09,47
2011-07-10,48
2011-07-11,48
2011-07-12,51
2011-07-13,53
2011-07-14,56
2011-07-15,59
2011-07-16,68
2011-07-17,63
2011-07-18,65
2011-07-19,68
2011-07-20,70
2011-07-21,75
2011-07-22,77
2011-07-23,81
2011-07-24,82
2011-07-25,75
2011-07-26,74
2011-07-27,72
2011-07-28,71
2011-07-29,70
2011-07-30,71
2011-07-31,70
2011-08-01,71
2011-08-02,72
2011-08-03,75
2011-08-04,74
2011-08-05,75
2011-08-06,80
2011-08-07,85
2011-08-08,82
2011-08-09,86
2011-08-10,95
2011-08-11,94
2011-08-12,97
2011-08-13,107
2011-08-14,98
2011-08-15,96
2011-08-16,95
2011-08-17,95
2011-08-18,92
2011-08-19,91
2011-08-20,105
2011-08-21,87
2011-08-22,85
2011-08-23,86
2011-08-24,84
2011-08-25,79
2011-08-26,77
2011-08-27,82
2011-08-28,83
2011-08-29,73
2011-08-30,71
2011-08-31,71
2011-09-01,68
2011-09-02,67
2011-09-03,72
2011-09-04,70
2011-09-05,66
2011-09-06,64
2011-09-07,70
2011-09-08,63
2011-09-09,67
2011-09-10,67
2011-09-11,63
2011-09-12,61
2011-09-13,61
2011-09-14,63
2011-09-15,61
2011-09-16,64
2011-09-17,63
2011-09-18,70
2011-09-19,64
2011-09-20,65
2011-09-21,67
2011-09-22,68
2011-09-23,70
2011-09-24,78
2011-09-25,75
2011-09-26,70
2011-09-27,70
2011-09-28,70
2011-09-29,69
2011-09-30,68
2011-10-01,74
2011-10-02,75
2011-10-03,69
2011-10-04,70
2011-10-05,72
2011-10-06,71
2011-10-07,72
2011-10-08,83
2011-10-09,73
2011-10-10,71
2011-10-11,70
2011-10-12,75
2011-10-13,69
2011-10-14,68
2011-10-15,76
2011-10-16,76
2011-10-17,73
2011-10-18,76
2011-10-19,79
2011-10-20,87
2011-10-21,83
2011-10-22,96
2011-10-23,90
2011-10-24,80
2011-10-25,78
2011-10-26,76
2011-10-27,71
2011-10-28,68
2011-10-29,72
2011-10-30,66
2011-10-31,66
2011-11-01,66
2011-11-02,67
2011-11-03,67
2011-11-04,70
2011-11-05,71
2011-11-06,76
2011-11-07,66
2011-11-08,65
2011-11-09,68
2011-11-10,64
2011-11-11,68
2011-11-12,63
2011-11-13,68
2011-11-14,63
2011-11-15,66
2011-11-16,65
2011-11-17,63
2011-11-18,63
2011-11-19,74
2011-11-20,61
2011-11-21,59
2011-11-22,59
2011-11-23,57
2011-11-24,57
2011-11-25,51
2011-11-26,49
2011-11-27,55
2011-11-28,57
2011-11-29,62
2011-11-30,66
2011-12-01,71
2011-12-02,75
2011-12-03,89
2011-12-04,84
2011-12-05,76
2011-12-06,74
2011-12-07,75
2011-12-08,71
2011-12-09,71
2011-12-10,74
2011-12-11,66
2011-12-12,64
2011-12-13,62
2011-12-14,61
2011-12-15,58
2011-12-16,56
2011-12-17,64
2011-12-18,59
2011-12-19,58
2011-12-20,61
2011-12-21,62
2011-12-22,69
2011-12-23,66
2011-12-24,74
2011-12-25,67
2011-12-26,67
2011-12-27,66
2011-12-28,69
2011-12-29,65
2011-12-30,65
2011-12-31,67
2012-01-01,74
2012-01-02,66
2012-01-03,67
2012-01-04,68
2012-01-05,69
2012-01-06,73
2012-01-07,76
2012-01-08,73
2012-01-09,70
2012-01-10,69
2012-01-11,69
2012-01-12,68
2012-01-13,69
2012-01-14,74
2012-01-15,71
2012-01-16,69
2012-01-17,70
2012-01-18,75
2012-01-19,72
2012-01-20,73
2012-01-21,78
2012-01-22,80
2012-01-23,73
2012-01-24,73
2012-01-25,73
2012-01-26,73
2012-01-27,75
2012-01-28,82
2012-01-29,76
2012-01-30,76
2012-01-31,78
2012-02-01,79
2012-02-02,81
2012-02-03,83
2012-02-04,91
2012-02-05,92
2012-02-06,83
2012-02-07,82
2012-02-08,83
2012-02-09,80
2012-02-10,79
2012-02-11,88
2012-02-12,80
2012-02-13,78
2012-02-14,78
2012-02-15,81
2012-02-16,78
2012-02-17,78
2012-02-18,89
2012-02-19,78
2012-02-20,76
2012-02-21,75
2012-02-22,75
2012-02-23,73
2012-02-24,75
2012-02-25,73
2012-02-26,82
2012-02-27,76
2012-02-28,79
2012-02-29,82
2012-03-01,85
2012-03-02,88
2012-03-03,99
2012-03-04,89
2012-03-05,87
2012-03-06,89
2012-03-07,85
2012-03-08,83
2012-03-09,81
2012-03-10,85
2012-03-11,89
2012-03-12,79
2012-03-13,79
2012-03-14,78
2012-03-15,80
2012-03-16,78
2012-03-17,87
2012-03-18,83
2012-03-19,80
2012-03-20,81
2012-03-21,85
2012-03-22,83
2012-03-23,88
2012-03-24,90
2012-03-25,92
2012-03-26,81
2012-03-27,80
2012-03-28,79
2012-03-29,77
2012-03-30,75
2012-03-31,85
2012-04-01,76
2012-04-02,74
2012-04-03,75
2012-04-04,78
2012-04-05,76
2012-04-06,78
2012-04-07,86
2012-04-08,78
2012-04-09,80
2012-04-10,82
2012-04-11,87
2012-04-12,85
2012-04-13,87
2012-04-14,102
2012-04-15,94
2012-04-16,87
2012-04-17,86
2012-04-18,85
2012-04-19,86
2012-04-20,83
2012-04-21,85
2012-04-22,88
2012-04-23,77
2012-04-24,74
2012-04-25,72
2012-04-26,74
2012-04-27,67
2012-04-28,68
2012-04-29,70
2012-04-30,67
2012-05-01,70
2012-05-02,70
2012-05-03,70
2012-05-04,71
2012-05-05,82
2012-05-06,73
2012-05-07,70
2012-05-08,69
2012-05-09,71
2012-05-10,67
2012-05-11,66
2012-05-12,71
2012-05-13,71
2012-05-14,66
2012-05-15,66
2012-05-16,67
2012-05-17,69
2012-05-18,69
2012-05-19,75
2012-05-20,77
2012-05-21,68
2012-05-22,68
2012-05-23,72
2012-05-24,69
2012-05-25,68
2012-05-26,77
2012-05-27,66
2012-05-28,67
2012-05-29,62
2012-05-30,63
2012-05-31,58
2012-06-01,56
2012-06-02,58
2012-06-03,55
2012-06-04,56
2012-06-05,58
2012-06-06,66
2012-06-07,61
2012-06-08,62
2012-06-09,70
2012-06-10,68
2012-06-11,63
2012-06-12,63
2012-06-13,62
2012-06-14,65
2012-06-15,62
2012-06-16,66
2012-06-17,67
2012-06-18,63
2012-06-19,67
2012-06-20,64
2012-06-21,65
2012-06-22,66
2012-06-23,76
2012-06-24,68
2012-06-25,67
2012-06-26,67
2012-06-27,72
2012-06-28,68
2012-06-29,68
2012-06-30,75
2012-07-01,76
2012-07-02,64
2012-07-03,62
2012-07-04,64
2012-07-05,58
2012-07-06,56
2012-07-07,60
2012-07-08,58
2012-07-09,63
2012-07-10,67
2012-07-11,74
2012-07-12,76
2012-07-13,81
2012-07-14,96
2012-07-15,91
2012-07-16,83
2012-07-17,85
2012-07-18,80
2012-07-19,81
2012-07-20,77
2012-07-21,85
2012-07-22,80
2012-07-23,76
2012-07-24,77
2012-07-25,81
2012-07-26,76
2012-07-27,77
2012-07-28,83
2012-07-29,83
2012-07-30,77
2012-07-31,77
2012-08-01,79
2012-08-02,77
2012-08-03,79
2012-08-04,86
2012-08-05,83
2012-08-06,74
2012-08-07,72
2012-08-08,75
2012-08-09,69
2012-08-10,68
2012-08-11,74
2012-08-12,68
2012-08-13,69
2012-08-14,71
2012-08-15,75
2012-08-16,76
2012-08-17,75
2012-08-18,82
2012-08-19,80
2012-08-20,75
2012-08-21,74
2012-08-22,76
2012-08-23,72
2012-08-24,72
2012-08-25,72
2012-08-26,75
2012-08-27,69
2012-08-28,69
2012-08-29,69
2012-08-30,70
2012-08-31,67
