Date,JPMorgan Chase
2009-12-01,51
2009-12-02,53
2009-12-03,51
2009-12-04,53
2009-12-05,51
2009-12-06,50
2009-12-07,50
2009-12-08,49
2009-12-09,50
2009-12-10,50
2009-12-11,48
2009-12-12,49
2009-12-13,47
2009-12-14,46
2009-12-15,45
2009-12-16,48
2009-12-17,43
2009-12-18,44
2009-12-19,42
2009-12-20,40
2009-12-21,39
2009-12-22,39
2009-12-23,37
2009-12-24,36
2009-12-25,35
2009-12-26,34
2009-12-27,33
2009-12-28,33
2009-12-29,33
2009-12-30,32
2009-12-31,31
2010-01-01,31
2010-01-02,31
2010-01-03,33
2010-01-04,35
2010-01-05,37
2010-01-06,41
2010-01-07,44
2010-01-08,44
2010-01-09,47
2010-01-10,54
2010-01-11,62
2010-01-12,69
2010-01-13,77
2010-01-14,85
2010-01-15,92
2010-01-16,114
2010-01-17,97
2010-01-18,92
2010-01-19,90
2010-01-20,90
2010-01-21,81
2010-01-22,84
2010-01-23,79
2010-01-24,71
2010-01-25,70
2010-01-26,66
2010-01-27,68
2010-01-28,61
2010-01-29,59
2010-01-30,58
2010-01-31,56
2010-02-01,57
2010-02-02,56
2010-02-03,55
2010-02-04,61
2010-02-05,55
2010-02-06,57
2010-02-07,52
2010-02-08,50
2010-02-09,48
2010-02-10,51
2010-02-11,44
2010-02-12,42
2010-02-13,40
2010-02-14,42
2010-02-15,40
2010-02-16,40
2010-02-17,40
2010-02-18,42
2010-02-19,43
2010-02-20,41
2010-02-21,40
2010-02-22,40
2010-02-23,39
2010-02-24,39
2010-02-25,41
2010-02-26,38
2010-02-27,38
2010-02-28,38
2010-03-01,39
2010-03-02,42
2010-03-03,41
2010-03-04,42
2010-03-05,48
2010-03-06,44
2010-03-07,45
2010-03-08,47
2010-03-09,50
2010-03-10,50
2010-03-11,52
2010-03-12,57
2010-03-13,55
2010-03-14,53
2010-03-15,52
2010-03-16,54
2010-03-17,49
2010-03-18,48
2010-03-19,47
2010-03-20,50
2010-03-21,46
2010-03-22,48
2010-03-23,48
2010-03-24,49
2010-03-25,50
2010-03-26,53
2010-03-27,53
2010-03-28,51
2010-03-29,50
2010-03-30,49
2010-03-31,48
2010-04-01,47
2010-04-02,48
2010-04-03,45
2010-04-04,44
2010-04-05,43
2010-04-06,43
2010-04-07,41
2010-04-08,41
2010-04-09,39
2010-04-10,40
2010-04-11,43
2010-04-12,48
2010-04-13,53
2010-04-14,58
2010-04-15,66
2010-04-16,68
2010-04-17,83
2010-04-18,70
2010-04-19,66
2010-04-20,64
2010-04-21,59
2010-04-22,56
2010-04-23,52
2010-04-24,49
2010-04-25,48
2010-04-26,48
2010-04-27,53
2010-04-28,47
2010-04-29,46
2010-04-30,51
2010-05-01,46
2010-05-02,46
2010-05-03,46
2010-05-04,48
2010-05-05,46
2010-05-06,46
2010-05-07,46
2010-05-08,49
2010-05-09,45
2010-05-10,45
2010-05-11,44
2010-05-12,47
2010-05-13,43
2010-05-14,45
2010-05-15,43
2010-05-16,43
2010-05-17,44
2010-05-18,45
2010-05-19,45
2010-05-20,46
2010-05-21,48
2010-05-22,50
2010-05-23,45
2010-05-24,43
2010-05-25,40
2010-05-26,38
2010-05-27,35
2010-05-28,35
2010-05-29,31
2010-05-30,31
2010-05-31,32
2010-06-01,33
2010-06-02,34
2010-06-03,36
2010-06-04,36
2010-06-05,37
2010-06-06,37
2010-06-07,38
2010-06-08,39
2010-06-09,40
2010-06-10,40
2010-06-11,41
2010-06-12,44
2010-06-13,41
2010-06-14,40
2010-06-15,39
2010-06-16,38
2010-06-17,37
2010-06-18,36
2010-06-19,35
2010-06-20,34
2010-06-21,34
2010-06-22,33
2010-06-23,32
2010-06-24,32
2010-06-25,30
2010-06-26,30
2010-06-27,31
2010-06-28,33
2010-06-29,35
2010-06-30,42
2010-07-01,38
2010-07-02,40
2010-07-03,42
2010-07-04,41
2010-07-05,40
2010-07-06,39
2010-07-07,38
2010-07-08,40
2010-07-09,36
2010-07-10,35
2010-07-11,42
2010-07-12,47
2010-07-13,53
2010-07-14,60
2010-07-15,66
2010-07-16,79
2010-07-17,89
2010-07-18,73
2010-07-19,67
2010-07-20,64
2010-07-21,56
2010-07-22,56
2010-07-23,44
2010-07-24,39
2010-07-25,38
2010-07-26,38
2010-07-27,38
2010-07-28,38
2010-07-29,41
2010-07-30,38
2010-07-31,39
2010-08-01,37
2010-08-02,37
2010-08-03,37
2010-08-04,38
2010-08-05,37
2010-08-06,37
2010-08-07,37
2010-08-08,37
2010-08-09,37
2010-08-10,39
2010-08-11,40
2010-08-12,37
2010-08-13,37
2010-08-14,37
2010-08-15,36
2010-08-16,36
2010-08-17,36
2010-08-18,37
2010-08-19,34
2010-08-20,34
2010-08-21,35
2010-08-22,35
2010-08-23,36
2010-08-24,37
2010-08-25,38
2010-08-26,41
2010-08-27,40
2010-08-28,42
2010-08-29,40
2010-08-30,38
2010-08-31,37
2010-09-01,35
2010-09-02,34
2010-09-03,34
2010-09-04,31
2010-09-05,32
2010-09-06,32
2010-09-07,33
2010-09-08,34
2010-09-09,34
2010-09-10,37
2010-09-11,36
2010-09-12,35
2010-09-13,35
2010-09-14,36
2010-09-15,34
2010-09-16,35
2010-09-17,35
2010-09-18,35
2010-09-19,34
2010-09-20,34
2010-09-21,34
2010-09-22,34
2010-09-23,35
2010-09-24,34
2010-09-25,35
2010-09-26,36
2010-09-27,37
2010-09-28,38
2010-09-29,41
2010-09-30,42
2010-10-01,41
2010-10-02,45
2010-10-03,42
2010-10-04,41
2010-10-05,41
2010-10-06,44
2010-10-07,40
2010-10-08,39
2010-10-09,39
2010-10-10,42
2010-10-11,46
2010-10-12,53
2010-10-13,53
2010-10-14,63
2010-10-15,64
2010-10-16,68
2010-10-17,63
2010-10-18,61
2010-10-19,59
2010-10-20,61
2010-10-21,56
2010-10-22,58
2010-10-23,53
2010-10-24,51
2010-10-25,48
2010-10-26,46
2010-10-27,45
2010-10-28,42
2010-10-29,43
2010-10-30,38
2010-10-31,39
2010-11-01,40
2010-11-02,41
2010-11-03,43
2010-11-04,43
2010-11-05,47
2010-11-06,45
2010-11-07,45
2010-11-08,45
2010-11-09,46
2010-11-10,46
2010-11-11,48
2010-11-12,46
2010-11-13,51
2010-11-14,48
2010-11-15,47
2010-11-16,49
2010-11-17,48
2010-11-18,49
2010-11-19,56
2010-11-20,50
2010-11-21,48
2010-11-22,46
2010-11-23,47
2010-11-24,43
2010-11-25,42
2010-11-26,40
2010-11-27,39
2010-11-28,39
2010-11-29,40
2010-11-30,41
2010-12-01,41
2010-12-02,44
2010-12-03,43
2010-12-04,47
2010-12-05,45
2010-12-06,46
2010-12-07,48
2010-12-08,49
2010-12-09,50
2010-12-10,54
2010-12-11,53
2010-12-12,51
2010-12-13,50
2010-12-14,51
2010-12-15,47
2010-12-16,48
2010-12-17,45
2010-12-18,45
2010-12-19,42
2010-12-20,40
2010-12-21,38
2010-12-22,36
2010-12-23,36
2010-12-24,32
2010-12-25,30
2010-12-26,31
2010-12-27,32
2010-12-28,33
2010-12-29,34
2010-12-30,36
2010-12-31,36
2011-01-01,39
2011-01-02,38
2011-01-03,39
2011-01-04,40
2011-01-05,43
2011-01-06,42
2011-01-07,47
2011-01-08,45
2011-01-09,48
2011-01-10,52
2011-01-11,56
2011-01-12,60
2011-01-13,64
2011-01-14,68
2011-01-15,84
2011-01-16,73
2011-01-17,68
2011-01-18,66
2011-01-19,64
2011-01-20,69
2011-01-21,60
2011-01-22,64
2011-01-23,55
2011-01-24,52
2011-01-25,52
2011-01-26,47
2011-01-27,45
2011-01-28,42
2011-01-29,43
2011-01-30,40
2011-01-31,41
2011-02-01,42
2011-02-02,44
2011-02-03,44
2011-02-04,44
2011-02-05,49
2011-02-06,44
2011-02-07,43
2011-02-08,42
2011-02-09,45
2011-02-10,42
2011-02-11,39
2011-02-12,39
2011-02-13,38
2011-02-14,38
2011-02-15,38
2011-02-16,38
2011-02-17,42
2011-02-18,38
2011-02-19,38
2011-02-20,38
2011-02-21,38
2011-02-22,38
2011-02-23,39
2011-02-24,40
2011-02-25,38
2011-02-26,38
2011-02-27,39
2011-02-28,40
2011-03-01,41
2011-03-02,45
2011-03-03,44
2011-03-04,44
2011-03-05,46
2011-03-06,44
2011-03-07,42
2011-03-08,43
2011-03-09,39
2011-03-10,36
2011-03-11,34
2011-03-12,35
2011-03-13,33
2011-03-14,33
2011-03-15,34
2011-03-16,34
2011-03-17,35
2011-03-18,37
2011-03-19,36
2011-03-20,36
2011-03-21,37
2011-03-22,39
2011-03-23,38
2011-03-24,38
2011-03-25,42
2011-03-26,41
2011-03-27,39
2011-03-28,39
2011-03-29,39
2011-03-30,40
2011-03-31,39
2011-04-01,41
2011-04-02,40
2011-04-03,39
2011-04-04,39
2011-04-05,42
2011-04-06,39
2011-04-07,39
2011-04-08,41
2011-04-09,40
2011-04-10,44
2011-04-11,46
2011-04-12,49
2011-04-13,53
2011-04-14,61
2011-04-15,60
2011-04-16,67
2011-04-17,60
2011-04-18,57
2011-04-19,54
2011-04-20,52
2011-04-21,53
2011-04-22,47
2011-04-23,47
2011-04-24,43
2011-04-25,43
2011-04-26,43
2011-04-27,44
2011-04-28,42
2011-04-29,43
2011-04-30,42
2011-05-01,41
2011-05-02,40
2011-05-03,39
2011-05-04,42
2011-05-05,37
2011-05-06,37
2011-05-07,36
2011-05-08,34
2011-05-09,33
2011-05-10,32
2011-05-11,33
2011-05-12,30
2011-05-13,29
2011-05-14,28
2011-05-15,28
2011-05-16,29
2011-05-17,29
2011-05-18,33
2011-05-19,31
2011-05-20,31
2011-05-21,32
2011-05-22,32
2011-05-23,33
2011-05-24,35
2011-05-25,35
2011-05-26,35
2011-05-27,37
2011-05-28,37
2011-05-29,36
2011-05-30,35
2011-05-31,34
2011-06-01,33
2011-06-02,32
2011-06-03,31
2011-06-04,30
2011-06-05,30
2011-06-06,30
2011-06-07,32
2011-06-08,31
2011-06-09,32
2011-06-10,31
2011-06-11,32
2011-06-12,32
2011-06-13,32
2011-06-14,34
2011-06-15,33
2011-06-16,33
2011-06-17,33
2011-06-18,36
2011-06-19,35
2011-06-20,36
2011-06-21,37
2011-06-22,39
2011-06-23,42
2011-06-24,44
2011-06-25,43
2011-06-26,45
2011-06-27,42
2011-06-28,42
2011-06-29,46
2011-06-30,42
2011-07-01,44
2011-07-02,46
2011-07-03,42
2011-07-04,42
2011-07-05,42
2011-07-06,42
2011-07-07,42
2011-07-08,43
2011-07-09,42
2011-07-10,43
2011-07-11,45
2011-07-12,46
2011-07-13,48
2011-07-14,49
2011-07-15,55
2011-07-16,54
2011-07-17,51
2011-07-18,50
2011-07-19,49
2011-07-20,49
2011-07-21,47
2011-07-22,50
2011-07-23,45
2011-07-24,44
2011-07-25,43
2011-07-26,43
2011-07-27,41
2011-07-28,46
2011-07-29,39
2011-07-30,40
2011-07-31,40
2011-08-01,41
2011-08-02,42
2011-08-03,44
2011-08-04,44
2011-08-05,47
2011-08-06,51
2011-08-07,49
2011-08-08,51
2011-08-09,54
2011-08-10,59
2011-08-11,60
2011-08-12,61
2011-08-13,66
2011-08-14,58
2011-08-15,54
2011-08-16,54
2011-08-17,45
2011-08-18,41
2011-08-19,37
2011-08-20,35
2011-08-21,37
2011-08-22,41
2011-08-23,46
2011-08-24,52
2011-08-25,61
2011-08-26,60
2011-08-27,64
2011-08-28,60
2011-08-29,56
2011-08-30,54
2011-08-31,48
2011-09-01,44
2011-09-02,40
2011-09-03,38
2011-09-04,38
2011-09-05,36
2011-09-06,36
2011-09-07,36
2011-09-08,36
2011-09-09,38
2011-09-10,36
2011-09-11,36
2011-09-12,37
2011-09-13,38
