Date,Barclays Capital
2012-12-01,71
2012-12-02,70
2012-12-03,70
2012-12-04,69
2012-12-05,70
2012-12-06,74
2012-12-07,68
2012-12-08,70
2012-12-09,68
2012-12-10,68
2012-12-11,68
2012-12-12,70
2012-12-13,69
2012-12-14,68
2012-12-15,68
2012-12-16,68
2012-12-17,69
2012-12-18,70
2012-12-19,70
2012-12-20,74
2012-12-21,71
2012-12-22,72
2012-12-23,68
2012-12-24,65
2012-12-25,61
2012-12-26,58
2012-12-27,60
2012-12-28,51
2012-12-29,51
2012-12-30,51
2012-12-31,54
2013-01-01,57
2013-01-02,60
2013-01-03,63
2013-01-04,69
2013-01-05,70
2013-01-06,71
2013-01-07,72
2013-01-08,77
2013-01-09,76
2013-01-10,75
2013-01-11,76
2013-01-12,84
2013-01-13,78
2013-01-14,79
2013-01-15,84
2013-01-16,82
2013-01-17,93
2013-01-18,84
2013-01-19,86
2013-01-20,85
2013-01-21,85
2013-01-22,85
2013-01-23,84
2013-01-24,87
2013-01-25,92
2013-01-26,85
2013-01-27,83
2013-01-28,83
2013-01-29,82
2013-01-30,88
2013-01-31,81
2013-02-01,86
2013-02-02,88
2013-02-03,83
2013-02-04,84
2013-02-05,88
2013-02-06,87
2013-02-07,91
2013-02-08,95
2013-02-09,99
2013-02-10,93
2013-02-11,94
2013-02-12,95
2013-02-13,106
2013-02-14,99
2013-02-15,100
2013-02-16,107
2013-02-17,95
2013-02-18,90
2013-02-19,86
2013-02-20,83
2013-02-21,85
2013-02-22,73
2013-02-23,68
2013-02-24,71
2013-02-25,67
2013-02-26,67
2013-02-27,69
2013-02-28,66
2013-03-01,66
2013-03-02,70
2013-03-03,66
2013-03-04,66
2013-03-05,66
2013-03-06,66
2013-03-07,69
2013-03-08,66
2013-03-09,69
2013-03-10,65
2013-03-11,63
2013-03-12,61
2013-03-13,59
2013-03-14,58
2013-03-15,55
2013-03-16,54
2013-03-17,54
2013-03-18,56
2013-03-19,58
2013-03-20,60
2013-03-21,62
2013-03-22,70
2013-03-23,66
2013-03-24,65
2013-03-25,65
2013-03-26,65
2013-03-27,65
2013-03-28,68
2013-03-29,69
2013-03-30,65
2013-03-31,64
2013-04-01,63
2013-04-02,62
2013-04-03,65
2013-04-04,62
2013-04-05,60
2013-04-06,60
2013-04-07,60
2013-04-08,61
2013-04-09,66
2013-04-10,62
2013-04-11,65
2013-04-12,67
2013-04-13,65
2013-04-14,64
2013-04-15,63
2013-04-16,68
2013-04-17,61
2013-04-18,61
2013-04-19,63
2013-04-20,59
2013-04-21,61
2013-04-22,64
2013-04-23,70
2013-04-24,69
2013-04-25,76
2013-04-26,80
2013-04-27,77
2013-04-28,76
2013-04-29,76
2013-04-30,76
2013-05-01,81
2013-05-02,76
2013-05-03,79
2013-05-04,77
2013-05-05,76
2013-05-06,77
2013-05-07,77
2013-05-08,80
2013-05-09,78
2013-05-10,79
2013-05-11,85
2013-05-12,77
2013-05-13,78
2013-05-14,73
2013-05-15,79
2013-05-16,69
2013-05-17,67
2013-05-18,70
2013-05-19,64
2013-05-20,63
2013-05-21,67
2013-05-22,62
2013-05-23,62
2013-05-24,64
2013-05-25,63
2013-05-26,61
2013-05-27,61
2013-05-28,61
2013-05-29,68
2013-05-30,62
2013-05-31,62
2013-06-01,63
2013-06-02,62
2013-06-03,62
2013-06-04,63
2013-06-05,67
2013-06-06,61
2013-06-07,62
2013-06-08,62
2013-06-09,59
2013-06-10,57
2013-06-11,55
2013-06-12,56
2013-06-13,52
2013-06-14,54
2013-06-15,49
2013-06-16,51
2013-06-17,53
2013-06-18,55
2013-06-19,57
2013-06-20,59
2013-06-21,65
2013-06-22,66
2013-06-23,63
2013-06-24,62
2013-06-25,61
2013-06-26,61
2013-06-27,60
2013-06-28,68
2013-06-29,59
2013-06-30,60
2013-07-01,61
2013-07-02,62
2013-07-03,64
2013-07-04,74
2013-07-05,66
2013-07-06,69
2013-07-07,66
2013-07-08,65
2013-07-09,66
2013-07-10,62
2013-07-11,61
2013-07-12,60
2013-07-13,59
2013-07-14,61
2013-07-15,63
2013-07-16,69
2013-07-17,68
2013-07-18,74
2013-07-19,72
2013-07-20,75
2013-07-21,74
2013-07-22,73
2013-07-23,75
2013-07-24,75
2013-07-25,70
2013-07-26,74
2013-07-27,72
2013-07-28,72
2013-07-29,76
2013-07-30,80
2013-07-31,91
2013-08-01,90
2013-08-02,98
2013-08-03,98
2013-08-04,91
2013-08-05,86
2013-08-06,82
2013-08-07,80
2013-08-08,73
2013-08-09,74
2013-08-10,64
2013-08-11,64
2013-08-12,65
2013-08-13,65
2013-08-14,71
2013-08-15,71
2013-08-16,67
2013-08-17,68
2013-08-18,66
2013-08-19,65
2013-08-20,63
2013-08-21,67
2013-08-22,60
2013-08-23,59
2013-08-24,62
2013-08-25,59
2013-08-26,60
2013-08-27,61
2013-08-28,69
2013-08-29,63
2013-08-30,64
2013-08-31,71
2013-09-01,63
2013-09-02,61
2013-09-03,63
2013-09-04,58
2013-09-05,58
2013-09-06,55
2013-09-07,54
2013-09-08,56
2013-09-09,58
2013-09-10,61
2013-09-11,67
2013-09-12,66
2013-09-13,70
2013-09-14,75
2013-09-15,70
2013-09-16,70
2013-09-17,70
2013-09-18,70
2013-09-19,71
2013-09-20,70
2013-09-21,75
2013-09-22,70
2013-09-23,70
2013-09-24,70
2013-09-25,71
2013-09-26,74
2013-09-27,71
2013-09-28,79
2013-09-29,72
2013-09-30,72
2013-10-01,72
2013-10-02,73
2013-10-03,80
2013-10-04,73
2013-10-05,75
2013-10-06,71
2013-10-07,69
2013-10-08,72
2013-10-09,65
2013-10-10,62
2013-10-11,63
2013-10-12,58
2013-10-13,59
2013-10-14,60
2013-10-15,61
2013-10-16,62
2013-10-17,67
2013-10-18,64
2013-10-19,65
2013-10-20,63
2013-10-21,62
2013-10-22,61
2013-10-23,60
2013-10-24,59
2013-10-25,57
2013-10-26,56
2013-10-27,58
2013-10-28,60
2013-10-29,62
2013-10-30,64
2013-10-31,66
2013-11-01,76
2013-11-02,70
2013-11-03,70
2013-11-04,70
2013-11-05,79
2013-11-06,70
2013-11-07,70
2013-11-08,76
2013-11-09,75
2013-11-10,71
2013-11-11,71
2013-11-12,77
2013-11-13,71
2013-11-14,71
2013-11-15,77
2013-11-16,76
2013-11-17,71
2013-11-18,71
2013-11-19,70
2013-11-20,70
2013-11-21,71
2013-11-22,73
2013-11-23,69
2013-11-24,70
2013-11-25,71
2013-11-26,73
2013-11-27,79
2013-11-28,74
2013-11-29,76
2013-11-30,86
2013-12-01,76
2013-12-02,75
2013-12-03,76
2013-12-04,74
2013-12-05,77
2013-12-06,72
2013-12-07,74
2013-12-08,69
2013-12-09,67
2013-12-10,70
2013-12-11,63
2013-12-12,59
2013-12-13,57
2013-12-14,55
2013-12-15,56
2013-12-16,57
2013-12-17,63
2013-12-18,59
2013-12-19,60
2013-12-20,64
2013-12-21,66
2013-12-22,60
2013-12-23,58
2013-12-24,59
2013-12-25,55
2013-12-26,53
2013-12-27,51
2013-12-28,50
2013-12-29,51
2013-12-30,53
2013-12-31,55
2014-01-01,62
2014-01-02,59
2014-01-03,61
2014-01-04,66
2014-01-05,64
2014-01-06,65
2014-01-07,68
2014-01-08,68
2014-01-09,70
2014-01-10,71
2014-01-11,77
2014-01-12,71
2014-01-13,70
2014-01-14,68
2014-01-15,70
2014-01-16,65
2014-01-17,66
2014-01-18,65
2014-01-19,64
2014-01-20,65
2014-01-21,66
2014-01-22,67
2014-01-23,68
2014-01-24,70
2014-01-25,77
2014-01-26,73
2014-01-27,77
2014-01-28,82
2014-01-29,84
2014-01-30,91
2014-01-31,91
2014-02-01,105
2014-02-02,90
2014-02-03,86
2014-02-04,84
2014-02-05,78
2014-02-06,75
2014-02-07,71
2014-02-08,70
2014-02-09,69
2014-02-10,72
2014-02-11,75
2014-02-12,80
2014-02-13,86
2014-02-14,84
2014-02-15,87
2014-02-16,81
2014-02-17,76
2014-02-18,71
2014-02-19,74
2014-02-20,61
2014-02-21,58
2014-02-22,52
2014-02-23,52
2014-02-24,53
2014-02-25,54
2014-02-26,55
2014-02-27,56
2014-02-28,57
2014-03-01,59
