Date,Citigroup
2009-11-01,55
2009-11-02,55
2009-11-03,58
2009-11-04,54
2009-11-05,58
2009-11-06,54
2009-11-07,60
2009-11-08,55
2009-11-09,52
2009-11-10,53
2009-11-11,52
2009-11-12,50
2009-11-13,53
2009-11-14,51
2009-11-15,48
2009-11-16,47
2009-11-17,47
2009-11-18,47
2009-11-19,47
2009-11-20,45
2009-11-21,50
2009-11-22,44
2009-11-23,43
2009-11-24,42
2009-11-25,42
2009-11-26,46
2009-11-27,40
2009-11-28,40
2009-11-29,43
2009-11-30,40
2009-12-01,41
2009-12-02,40
2009-12-03,40
2009-12-04,40
2009-12-05,46
2009-12-06,41
2009-12-07,43
2009-12-08,46
2009-12-09,47
2009-12-10,51
2009-12-11,52
2009-12-12,56
2009-12-13,55
2009-12-14,58
2009-12-15,61
2009-12-16,66
2009-12-17,67
2009-12-18,71
2009-12-19,81
2009-12-20,69
2009-12-21,66
2009-12-22,64
2009-12-23,61
2009-12-24,58
2009-12-25,53
2009-12-26,49
2009-12-27,47
2009-12-28,46
2009-12-29,45
2009-12-30,47
2009-12-31,44
2010-01-01,42
2010-01-02,45
2010-01-03,42
2010-01-04,43
2010-01-05,45
2010-01-06,47
2010-01-07,48
2010-01-08,49
2010-01-09,61
2010-01-10,51
2010-01-11,51
2010-01-12,51
2010-01-13,53
2010-01-14,52
2010-01-15,52
2010-01-16,60
2010-01-17,53
2010-01-18,54
2010-01-19,55
2010-01-20,61
2010-01-21,57
2010-01-22,58
2010-01-23,68
2010-01-24,56
2010-01-25,53
2010-01-26,50
2010-01-27,49
2010-01-28,45
2010-01-29,44
2010-01-30,44
2010-01-31,41
2010-02-01,41
2010-02-02,41
2010-02-03,43
2010-02-04,47
2010-02-05,43
2010-02-06,49
2010-02-07,42
2010-02-08,41
2010-02-09,40
2010-02-10,39
2010-02-11,39
2010-02-12,37
2010-02-13,38
2010-02-14,37
2010-02-15,36
2010-02-16,36
2010-02-17,36
2010-02-18,36
2010-02-19,36
2010-02-20,42
2010-02-21,36
2010-02-22,36
2010-02-23,37
2010-02-24,37
2010-02-25,38
2010-02-26,39
2010-02-27,40
2010-02-28,37
2010-03-01,37
2010-03-02,36
2010-03-03,37
2010-03-04,36
2010-03-05,35
2010-03-06,38
2010-03-07,37
2010-03-08,40
2010-03-09,43
2010-03-10,45
2010-03-11,47
2010-03-12,51
2010-03-13,57
2010-03-14,54
2010-03-15,51
2010-03-16,50
2010-03-17,50
2010-03-18,48
2010-03-19,49
2010-03-20,53
2010-03-21,48
2010-03-22,49
2010-03-23,50
2010-03-24,51
2010-03-25,52
2010-03-26,55
2010-03-27,55
2010-03-28,57
2010-03-29,54
2010-03-30,54
2010-03-31,56
2010-05-01,66
2010-05-02,69
2010-05-03,66
2010-05-04,66
2010-05-05,67
2010-05-06,66
2010-05-07,67
2010-05-08,73
2010-05-09,64
2010-05-10,62
2010-05-11,62
2010-05-12,57
2010-05-13,58
2010-05-14,54
2010-05-15,53
2010-05-16,50
2010-05-17,50
2010-05-18,51
2010-05-19,49
2010-05-20,49
2010-05-21,50
2010-05-22,55
2010-05-23,50
2010-05-24,48
2010-05-25,48
2010-05-26,48
2010-05-27,48
2010-05-28,51
2010-05-29,50
2010-05-30,52
2010-05-31,46
2010-06-01,45
2010-06-02,46
2010-06-03,44
2010-06-04,44
2010-06-05,47
2010-06-06,44
2010-06-07,40
2010-06-08,39
2010-06-09,38
2010-06-10,37
2010-06-11,37
2010-06-12,38
2010-06-13,35
2010-06-14,35
2010-06-15,37
2010-06-16,36
2010-06-17,39
2010-06-18,36
2010-06-19,40
2010-06-20,36
2010-06-21,35
2010-06-22,35
2010-06-23,37
2010-06-24,34
2010-06-25,33
2010-06-26,33
2010-06-27,34
2010-06-28,35
2010-06-29,37
2010-06-30,38
2010-07-01,41
2010-07-02,41
2010-07-03,46
2010-07-04,42
2010-07-05,41
2010-07-06,40
2010-07-07,39
2010-07-08,38
2010-07-09,37
2010-07-10,42
2010-07-11,40
2010-07-12,44
2010-07-13,47
2010-07-14,51
2010-07-15,56
2010-07-16,58
2010-07-17,72
2010-07-18,62
2010-07-19,57
2010-07-20,54
2010-07-21,52
2010-07-22,52
2010-07-23,47
2010-07-24,49
2010-07-25,44
2010-07-26,43
2010-07-27,42
2010-07-28,42
2010-07-29,40
2010-07-30,40
2010-07-31,43
2010-08-01,37
2010-08-02,36
2010-08-03,36
2010-08-04,35
2010-08-05,36
2010-08-06,35
2010-08-07,37
2010-08-08,33
2010-08-09,32
2010-08-10,31
2010-08-11,30
2010-08-12,29
2010-08-13,29
2010-08-14,31
2010-08-15,28
2010-08-16,28
2010-08-17,28
2010-08-18,30
2010-08-19,28
2010-08-20,29
2010-08-21,30
2010-08-22,29
2010-08-23,30
2010-08-24,31
2010-08-25,32
2010-08-26,33
2010-08-27,35
2010-08-28,37
2010-08-29,36
2010-08-30,33
2010-08-31,32
2010-09-01,32
2010-09-02,31
2010-09-03,30
2010-09-04,34
2010-09-05,29
2010-09-06,29
2010-09-07,28
2010-09-08,28
2010-09-09,27
2010-09-10,28
2010-09-11,27
2010-09-12,27
2010-09-13,28
2010-09-14,29
2010-09-15,31
2010-09-16,31
2010-09-17,32
2010-09-18,37
