Date,Barclays Capital
2010-01-01,69
2010-01-02,71
2010-01-03,74
2010-01-04,78
2010-01-05,83
2010-01-06,86
2010-01-07,89
2010-01-08,95
2010-01-09,97
2010-01-10,94
2010-01-11,91
2010-01-12,91
2010-01-13,85
2010-01-14,82
2010-01-15,79
2010-01-16,81
2010-01-17,77
2010-01-18,79
2010-01-19,81
2010-01-20,86
2010-01-21,85
2010-01-22,87
2010-01-23,89
2010-01-24,88
2010-01-25,88
2010-01-26,88
2010-01-27,92
2010-01-28,87
2010-01-29,88
2010-01-30,87
2010-01-31,86
2010-02-01,86
2010-02-02,90
2010-02-03,91
2010-02-04,84
2010-02-05,89
2010-02-06,84
2010-02-07,82
2010-02-08,80
2010-02-09,85
2010-02-10,79
2010-02-11,74
2010-02-12,74
2010-02-13,71
2010-02-14,74
2010-02-15,78
2010-02-16,82
2010-02-17,92
2010-02-18,92
2010-02-19,94
2010-02-20,98
2010-02-21,94
2010-02-22,91
2010-02-23,88
2010-02-24,86
2010-02-25,82
2010-02-26,85
2010-02-27,76
2010-02-28,73
2010-03-01,71
2010-03-02,68
2010-03-03,66
2010-03-04,63
2010-03-05,61
2010-03-06,61
2010-03-07,61
2010-03-08,64
2010-03-09,68
2010-03-10,72
2010-03-11,72
2010-03-12,76
2010-03-13,78
2010-03-14,78
2010-03-15,78
2010-03-16,82
2010-03-17,79
2010-03-18,87
2010-03-19,79
2010-03-20,80
2010-03-21,78
2010-03-22,77
2010-03-23,80
2010-03-24,76
2010-03-25,74
2010-03-26,73
2010-03-27,73
2010-03-28,70
2010-03-29,68
2010-03-30,69
2010-03-31,65
2010-04-01,64
2010-04-02,62
2010-04-03,61
2010-04-04,64
2010-04-05,68
2010-04-06,78
2010-04-07,75
2010-04-08,83
2010-04-09,83
2010-04-10,87
2010-04-11,82
2010-04-12,78
2010-04-13,77
2010-04-14,69
2010-04-15,64
2010-04-16,60
2010-04-17,56
2010-04-18,59
2010-04-19,62
2010-04-20,65
2010-04-21,72
2010-04-22,75
2010-04-23,74
2010-04-24,78
2010-04-25,79
2010-04-26,81
2010-04-27,83
2010-04-28,84
2010-04-29,86
2010-04-30,88
2010-05-01,90
2010-05-02,90
2010-05-03,90
2010-05-04,95
2010-05-05,92
2010-05-06,90
2010-05-07,90
2010-05-08,95
2010-05-09,90
2010-05-10,89
2010-05-11,88
2010-05-12,87
2010-05-13,90
2010-05-14,88
2010-05-15,84
2010-05-16,82
2010-05-17,81
2010-05-18,82
2010-05-19,78
2010-05-20,77
2010-05-21,76
2010-05-22,75
2010-05-23,73
2010-05-24,71
2010-05-25,69
2010-05-26,67
2010-05-27,68
2010-05-28,63
2010-05-29,61
2010-05-30,61
2010-05-31,62
2010-06-01,62
2010-06-02,64
2010-06-03,64
2010-06-04,64
2010-06-05,65
2010-06-06,65
2010-06-07,65
2010-06-08,66
2010-06-09,67
2010-06-10,67
2010-06-11,67
2010-06-12,68
2010-06-13,66
2010-06-14,65
2010-06-15,69
2010-06-16,62
2010-06-17,62
2010-06-18,59
2010-06-19,58
2010-06-20,58
2010-06-21,59
2010-06-22,62
2010-06-23,60
2010-06-24,63
2010-06-25,61
2010-06-26,62
2010-06-27,62
2010-06-28,62
2010-06-29,62
2010-06-30,62
2010-07-01,62
2010-07-02,62
2010-07-03,62
2010-07-04,62
2010-07-05,63
2010-07-06,64
2010-07-07,64
2010-07-08,65
2010-07-09,69
2010-07-10,67
2010-07-11,66
2010-07-12,65
2010-07-13,65
2010-07-14,64
2010-07-15,69
2010-07-16,63
2010-07-17,63
2010-07-18,64
2010-07-19,65
2010-07-20,66
2010-07-21,72
2010-07-22,68
2010-07-23,69
2010-07-24,71
2010-07-25,69
2010-07-26,68
2010-07-27,67
2010-07-28,66
2010-07-29,65
2010-07-30,64
2010-07-31,63
2010-08-01,64
2010-08-02,66
2010-08-03,69
2010-08-04,69
2010-08-05,72
2010-08-06,77
2010-08-07,75
2010-08-08,78
2010-08-09,81
2010-08-10,84
2010-08-11,87
2010-08-12,94
2010-08-13,94
2010-08-14,96
2010-08-15,90
2010-08-16,84
2010-08-17,84
2010-08-18,73
2010-08-19,68
2010-08-20,62
2010-08-21,61
2010-08-22,56
2010-08-23,55
2010-08-24,54
2010-08-25,54
2010-08-26,53
2010-08-27,52
2010-08-28,52
2010-08-29,54
2010-08-30,61
2010-08-31,58
2010-09-01,66
2010-09-02,62
2010-09-03,64
2010-09-04,66
2010-09-05,66
2010-09-06,66
2010-09-07,67
2010-09-08,67
2010-09-09,71
2010-09-10,68
2010-09-11,71
2010-09-12,69
2010-09-13,70
2010-09-14,72
2010-09-15,74
2010-09-16,73
2010-09-17,74
2010-09-18,77
2010-09-19,75
2010-09-20,75
2010-09-21,75
2010-09-22,81
2010-09-23,76
2010-09-24,83
2010-09-25,77
2010-09-26,76
2010-09-27,75
2010-09-28,74
2010-09-29,78
2010-09-30,72
2010-10-01,71
2010-10-02,70
2010-10-03,71
2010-10-04,72
2010-10-05,75
2010-10-06,75
2010-10-07,80
2010-10-08,78
2010-10-09,80
2010-10-10,78
2010-10-11,77
2010-10-12,82
2010-10-13,74
2010-10-14,74
2010-10-15,71
2010-10-16,71
2010-10-17,69
2010-10-18,69
2010-10-19,68
2010-10-20,68
2010-10-21,67
2010-10-22,67
2010-10-23,67
2010-10-24,68
2010-10-25,69
2010-10-26,75
2010-10-27,75
2010-10-28,77
2010-10-29,75
2010-10-30,79
2010-10-31,76
2010-11-01,75
2010-11-02,78
2010-11-03,74
2010-11-04,74
2010-11-05,77
2010-11-06,73
2010-11-07,72
2010-11-08,72
2010-11-09,73
2010-11-10,75
2010-11-11,72
2010-11-12,72
2010-11-13,72
2010-11-14,71
2010-11-15,70
2010-11-16,69
2010-11-17,71
2010-11-18,67
2010-11-19,70
2010-11-20,66
2010-11-21,65
2010-11-22,64
2010-11-23,66
2010-11-24,63
2010-11-25,65
2010-11-26,62
