Date,Merrill Lynch
2006-05-07,28
2006-05-08,29
2006-05-09,30
2006-05-10,30
2006-05-11,31
2006-05-12,31
2006-05-13,32
2006-05-14,31
2006-05-15,30
2006-05-16,29
2006-05-17,28
2006-05-18,27
2006-05-19,26
2006-05-20,25
2006-05-21,24
2006-05-22,24
2006-05-23,24
2006-05-24,23
2006-05-25,23
2006-05-26,23
2006-05-27,23
2006-05-28,22
2006-05-29,22
2006-05-30,22
2006-05-31,21
2006-06-01,21
2006-06-02,21
2006-06-03,21
2006-06-04,20
2006-06-05,19
2006-06-06,18
2006-06-07,18
2006-06-08,17
2006-06-09,16
2006-06-10,16
2006-06-11,15
2006-06-12,15
2006-06-13,15
2006-06-14,15
2006-06-15,15
2006-06-16,15
2006-06-17,15
2006-06-18,14
2006-06-19,14
2006-06-20,14
2006-06-21,13
2006-06-22,13
2006-06-23,13
2006-06-24,13
2006-06-25,15
2006-06-26,17
2006-06-27,19
2006-06-28,21
2006-06-29,23
2006-06-30,25
2006-07-01,27
2006-07-02,26
2006-07-03,24
2006-07-04,23
2006-07-05,21
2006-07-06,20
2006-07-07,19
2006-07-08,18
2006-07-09,18
2006-07-10,18
2006-07-11,19
2006-07-12,19
2006-07-13,20
2006-07-14,20
2006-07-15,21
2006-07-16,21
2006-07-17,22
2006-07-18,23
2006-07-19,24
2006-07-20,25
2006-07-21,26
2006-07-22,27
2006-07-23,27
2006-07-24,28
2006-07-25,29
2006-07-26,29
2006-07-27,30
2006-07-28,30
2006-07-29,31
2006-07-30,29
2006-08-06,19
2006-08-07,20
2006-08-08,20
2006-08-09,21
2006-08-10,22
2006-08-11,22
2006-08-12,23
2006-08-13,22
2006-08-14,22
2006-08-15,21
2006-08-16,21
2006-08-17,20
2006-08-18,20
2006-08-19,20
2006-08-20,20
2006-08-21,21
2006-08-22,22
2006-08-23,23
2006-08-24,24
2006-08-25,25
2006-08-26,26
2006-08-27,24
2006-08-28,22
2006-08-29,20
2006-08-30,19
2006-08-31,17
2006-09-01,15
2006-09-02,14
2006-09-03,15
2006-09-04,16
2006-09-05,17
2006-09-06,18
2006-09-07,19
2006-09-08,20
2006-09-09,21
2006-09-10,21
2006-09-11,22
2006-09-12,23
2006-09-13,24
2006-09-14,25
2006-09-15,26
2006-09-16,27
2006-09-17,25
2006-09-18,24
2006-09-19,23
2006-09-20,22
2006-09-21,21
2006-09-22,20
2006-09-23,19
2006-09-24,19
2006-09-25,20
2006-09-26,20
2006-09-27,21
2006-09-28,21
2006-09-29,22
2006-09-30,23
2006-10-01,25
2006-10-02,27
2006-10-03,29
2006-10-04,31
2006-10-05,33
2006-10-06,35
2006-10-07,37
2006-10-08,36
2006-10-09,35
2006-10-10,34
2006-10-11,33
2006-10-12,32
2006-10-13,31
2006-10-14,30
2006-10-15,29
2006-10-16,28
2006-10-17,27
2006-10-18,26
2006-10-19,25
2006-10-20,24
2006-10-21,23
2006-10-22,21
2006-10-23,20
2006-10-24,19
2006-10-25,17
2006-10-26,16
2006-10-27,15
2006-10-28,14
2006-10-29,16
2006-11-05,27
2006-11-06,25
2006-11-07,23
2006-11-08,22
2006-11-09,20
2006-11-10,18
2006-11-11,17
2006-11-12,17
2006-11-13,18
2006-11-14,19
2006-11-15,19
2006-11-16,20
2006-11-17,21
2006-11-18,22
2006-11-19,23
2006-11-20,24
2006-11-21,25
2006-11-22,27
2006-11-23,28
2006-11-24,29
2006-11-25,31
2006-11-26,29
2006-11-27,27
2006-11-28,26
2006-11-29,24
2006-11-30,23
2006-12-01,21
2006-12-02,20
2006-12-03,20
2006-12-04,20
2006-12-05,20
2006-12-06,20
2006-12-07,20
2006-12-08,20
2006-12-09,20
2006-12-10,20
2006-12-11,21
2006-12-12,22
2006-12-13,23
2006-12-14,23
2006-12-15,24
2006-12-16,25
2006-12-17,24
2006-12-18,22
2006-12-19,21
2006-12-20,20
2006-12-21,19
2006-12-22,18
2006-12-23,17
2006-12-24,17
2006-12-25,17
2006-12-26,17
2006-12-27,17
2006-12-28,17
2006-12-29,18
2006-12-30,18
2006-12-31,20
2007-01-01,22
2007-01-02,24
2007-01-03,26
2007-01-04,28
2007-01-05,30
2007-01-06,32
2007-01-07,30
2007-01-08,29
2007-01-09,28
2007-01-10,27
2007-01-11,26
2007-01-12,25
2007-01-13,24
2007-01-14,24
2007-01-15,25
2007-01-16,26
2007-01-17,27
2007-01-18,28
2007-01-19,29
2007-01-20,30
2007-01-21,29
2007-01-22,28
2007-01-23,28
2007-01-24,27
2007-01-25,27
2007-01-26,26
2007-01-27,26
2007-01-28,26
2007-02-04,28
2007-02-05,29
2007-02-06,30
2007-02-07,31
2007-02-08,32
2007-02-09,33
2007-02-10,35
2007-02-11,34
2007-02-12,33
2007-02-13,33
2007-02-14,32
2007-02-15,31
2007-02-16,30
2007-02-17,30
2007-02-18,29
2007-02-19,28
2007-02-20,27
2007-02-21,26
2007-02-22,25
2007-02-23,24
2007-02-24,23
2007-02-25,23
2007-02-26,23
2007-02-27,23
2007-02-28,24
2007-03-01,24
2007-03-02,24
2007-03-03,25
2007-03-04,25
2007-03-05,25
2007-03-06,25
2007-03-07,26
2007-03-08,26
2007-03-09,26
2007-03-10,27
2007-03-11,26
2007-03-12,25
2007-03-13,25
2007-03-14,24
2007-03-15,24
2007-03-16,23
2007-03-17,23
2007-03-18,23
2007-03-19,24
2007-03-20,24
2007-03-21,25
2007-03-22,25
2007-03-23,25
2007-03-24,26
2007-03-25,25
2007-05-06,22
2007-05-07,21
2007-05-08,20
2007-05-09,20
2007-05-10,19
2007-05-11,18
2007-05-12,18
2007-05-13,18
2007-05-14,18
2007-05-15,19
2007-05-16,19
2007-05-17,20
2007-05-18,20
2007-05-19,21
2007-05-20,21
2007-05-21,22
2007-05-22,23
2007-05-23,24
2007-05-24,25
