Date,Wells Fargo Securities
2012-07-04,64
2012-07-05,60
2012-07-06,57
2012-07-07,58
2012-07-08,59
2012-07-09,63
2012-07-10,68
2012-07-11,74
2012-07-12,77
2012-07-13,81
2012-07-14,95
2012-07-15,92
2012-07-16,84
2012-07-17,86
2012-07-18,82
2012-07-19,81
2012-07-20,80
2012-07-21,84
2012-07-22,85
2012-07-23,78
2012-07-24,77
2012-07-25,78
2012-07-26,76
2012-07-27,76
2012-07-28,83
2012-07-29,80
2012-07-30,74
2012-07-31,73
2012-08-01,72
2012-08-02,71
2012-08-03,72
2012-08-04,83
2012-08-05,69
2012-08-06,68
2012-08-07,69
2012-08-08,69
2012-08-09,65
2012-08-10,64
2012-08-11,71
2012-08-12,65
2012-08-13,67
2012-08-14,69
2012-08-15,71
2012-08-16,74
2012-08-17,74
2012-08-18,82
2012-08-19,78
2012-08-20,74
2012-08-21,74
2012-08-22,76
2012-08-23,73
2012-08-24,73
2012-08-25,75
2012-08-26,80
2012-08-27,70
2012-08-28,71
2012-08-29,70
2012-08-30,70
2012-08-31,67
2012-09-01,75
2012-09-02,69
2012-09-03,73
2012-09-04,67
2012-09-05,69
2012-09-06,67
2012-09-07,67
2012-09-08,74
2012-09-09,71
2012-09-10,68
2012-09-11,70
2012-09-12,70
2012-09-13,71
2012-09-14,72
2012-09-15,79
2012-09-16,75
2012-09-17,71
2012-09-18,76
2012-09-19,70
2012-09-20,70
2012-09-21,70
2012-09-22,73
2012-09-23,80
2012-09-24,71
2012-09-25,72
2012-09-26,79
2012-09-27,75
2012-09-28,78
2012-09-29,84
2012-09-30,81
2012-10-01,77
2012-10-02,79
2012-10-03,77
2012-10-04,76
2012-10-05,76
2012-10-06,84
2012-10-07,86
2012-10-08,79
2012-10-09,80
2012-10-10,83
2012-10-11,84
2012-10-12,85
2012-10-13,100
2012-10-14,88
2012-10-15,85
2012-10-16,84
2012-10-17,83
2012-10-18,83
2012-10-19,85
2012-10-20,84
2012-10-21,87
2012-10-22,79
2012-10-23,78
2012-10-24,78
2012-10-25,80
2012-10-26,76
2012-10-27,84
2012-10-28,80
2012-10-29,75
2012-10-30,75
2012-10-31,74
2012-11-01,76
2012-11-02,75
2012-11-03,76
2012-11-04,84
2012-11-05,77
2012-11-06,78
2012-11-07,80
2012-11-08,83
2012-11-09,85
2012-11-10,90
2012-11-11,91
2012-11-12,79
2012-11-13,76
2012-11-14,74
2012-11-15,71
2012-11-16,70
2012-11-17,72
2012-11-18,69
2012-11-19,64
2012-11-20,64
2012-11-21,66
2012-11-22,71
2012-11-23,62
2012-11-24,62
2012-11-25,67
2012-11-26,65
2012-11-27,67
2012-11-28,70
2012-11-29,70
2012-11-30,73
2012-12-01,79
2012-12-02,74
2012-12-03,74
2012-12-04,75
2012-12-05,79
2012-12-06,76
2012-12-07,80
2012-12-08,83
2012-12-09,84
2012-12-10,76
2012-12-11,77
2012-12-12,75
2012-12-13,74
2012-12-14,74
2012-12-15,82
2012-12-16,81
2012-12-17,78
2012-12-18,80
2012-12-19,83
2012-12-20,88
2012-12-21,87
2012-12-22,103
2012-12-23,89
2012-12-24,81
2012-12-25,82
2012-12-26,73
2012-12-27,69
2012-12-28,65
2012-12-29,67
2012-12-30,65
2012-12-31,69
2013-01-01,73
2013-01-02,78
2013-01-03,86
2013-01-04,86
2013-01-05,99
2013-01-06,94
2013-01-07,93
2013-01-08,94
2013-01-09,96
2013-01-10,97
2013-01-11,98
2013-01-12,117
2013-01-13,105
2013-01-14,94
2013-01-15,94
2013-01-16,88
2013-01-17,86
2013-01-18,83
2013-01-19,89
2013-01-20,84
2013-01-21,79
2013-01-22,79
2013-01-23,79
2013-01-24,79
2013-01-25,79
2013-01-26,88
2013-01-27,85
2013-01-28,79
2013-01-29,79
2013-01-30,85
2013-01-31,80
2013-02-01,80
2013-02-02,89
2013-02-03,82
2013-02-04,79
2013-02-05,79
2013-02-06,81
2013-02-07,78
2013-02-08,81
2013-02-09,80
2013-02-10,84
2013-02-11,77
2013-02-12,78
2013-02-13,81
2013-02-14,79
2013-02-15,79
2013-02-16,87
2013-02-17,84
2013-02-18,78
2013-02-19,77
2013-02-20,76
2013-02-21,78
2013-02-22,74
2013-02-23,78
2013-02-24,75
2013-02-25,72
2013-02-26,72
2013-02-27,72
2013-02-28,71
2013-03-01,71
2013-03-02,76
2013-03-03,76
2013-03-04,73
2013-03-05,75
2013-03-06,79
2013-03-07,78
2013-03-08,79
2013-03-09,91
2013-03-10,88
2013-03-11,79
2013-03-12,79
2013-03-13,78
2013-03-14,78
2013-03-15,77
2013-03-16,81
2013-03-17,87
2013-03-18,76
2013-03-19,77
2013-03-20,75
2013-03-21,76
2013-03-22,74
2013-03-23,82
2013-03-24,79
2013-03-25,76
2013-03-26,77
2013-03-27,80
2013-03-28,82
2013-03-29,80
2013-03-30,91
2013-03-31,80
2013-04-01,79
2013-04-02,78
2013-04-03,79
2013-04-04,77
2013-04-05,77
2013-04-06,85
2013-04-07,81
2013-04-08,80
2013-04-09,82
2013-04-10,84
2013-04-11,89
2013-04-12,88
2013-04-13,100
2013-04-14,93
2013-04-15,90
2013-04-16,91
2013-04-17,91
2013-04-18,97
2013-04-19,92
2013-04-20,101
2013-04-21,101
2013-04-22,90
2013-04-23,88
2013-04-24,88
2013-04-25,87
2013-04-26,85
2013-04-27,91
2013-04-28,86
2013-04-29,81
2013-04-30,81
2013-05-01,84
2013-05-02,80
2013-05-03,79
2013-05-04,88
2013-05-05,80
2013-05-06,80
2013-05-07,81
2013-05-08,84
2013-05-09,82
2013-05-10,82
2013-05-11,88
2013-05-12,86
2013-05-13,82
2013-05-14,81
2013-05-15,81
2013-05-16,81
2013-05-17,81
2013-05-18,87
2013-05-19,90
2013-05-20,79
2013-05-21,79
2013-05-22,79
2013-05-23,81
2013-05-24,79
2013-05-25,90
2013-05-26,81
2013-05-27,75
2013-05-28,73
2013-05-29,71
2013-05-30,69
2013-05-31,67
2013-06-01,73
2013-06-02,71
2013-06-03,67
2013-06-04,68
2013-06-05,69
2013-06-06,70
2013-06-07,72
2013-06-08,81
2013-06-09,72
2013-06-10,72
2013-06-11,73
2013-06-12,75
2013-06-13,74
2013-06-14,74
2013-06-15,81
2013-06-16,81
2013-06-17,74
2013-06-18,77
2013-06-19,73
2013-06-20,73
2013-06-21,74
2013-06-22,81
2013-06-23,78
2013-06-24,74
2013-06-25,75
2013-06-26,78
2013-06-27,77
2013-06-28,78
2013-06-29,84
2013-06-30,85
2013-07-01,73
2013-07-02,71
2013-07-03,71
2013-07-04,73
2013-07-05,63
2013-07-06,65
2013-07-07,70
2013-07-08,70
2013-07-09,75
2013-07-10,81
2013-07-11,85
2013-07-12,90
2013-07-13,107
2013-07-14,105
2013-07-15,93
2013-07-16,92
2013-07-17,91
2013-07-18,90
2013-07-19,91
2013-07-20,102
2013-07-21,93
2013-07-22,87
2013-07-23,86
2013-07-24,85
2013-07-25,84
2013-07-26,85
2013-07-27,89
2013-07-28,89
2013-07-29,81
2013-07-30,80
2013-07-31,80
2013-08-01,79
2013-08-02,80
2013-08-03,88
2013-08-04,84
2013-08-05,79
2013-08-06,79
2013-08-07,79
2013-08-08,81
2013-08-09,79
2013-08-10,91
2013-08-11,81
2013-08-12,78
2013-08-13,77
2013-08-14,77
2013-08-15,75
2013-08-16,74
2013-08-17,85
2013-08-18,82
2013-08-19,80
2013-08-20,83
2013-08-21,87
2013-08-22,90
2013-08-23,100
2013-08-24,106
2013-08-25,102
2013-08-26,90
2013-08-27,88
2013-08-28,83
2013-08-29,83
2013-08-30,77
2013-08-31,80
2013-09-01,81
2013-09-02,72
2013-09-03,71
2013-09-04,70
2013-09-05,69
2013-09-06,68
2013-09-07,74
2013-09-08,68
2013-09-09,70
2013-09-10,72
2013-09-11,73
2013-09-12,76
2013-09-13,78
2013-09-14,83
2013-09-15,88
2013-09-16,81
2013-09-17,84
2013-09-18,84
2013-09-19,85
2013-09-20,86
2013-09-21,101
2013-09-22,92
2013-09-23,84
2013-09-24,82
2013-09-25,80
2013-09-26,81
2013-09-27,76
2013-09-28,82
2013-09-29,74
2013-09-30,75
2013-10-01,75
2013-10-02,78
2013-10-03,77
2013-10-04,78
2013-10-05,85
2013-10-06,77
2013-10-07,76
2013-10-08,80
2013-10-09,74
2013-10-10,73
2013-10-11,72
2013-10-12,82
2013-10-13,78
2013-10-14,75
2013-10-15,77
2013-10-16,78
2013-10-17,82
2013-10-18,82
2013-10-19,94
2013-10-20,84
2013-10-21,79
2013-10-22,77
2013-10-23,76
2013-10-24,73
2013-10-25,70
2013-10-26,75
2013-10-27,74
2013-10-28,70
2013-10-29,71
2013-10-30,76
2013-10-31,73
2013-11-01,74
2013-11-02,81
2013-11-03,79
2013-11-04,66
2013-11-05,62
2013-11-06,58
2013-11-07,56
2013-11-08,50
2013-11-09,50
2013-11-10,52
2013-11-11,50
2013-11-12,52
2013-11-13,55
2013-11-14,57
2013-11-15,60
2013-11-16,68
2013-11-17,66
2013-11-18,64
2013-11-19,65
2013-11-20,67
2013-11-21,67
2013-11-22,68
2013-11-23,79
2013-11-24,71
2013-11-25,66
2013-11-26,65
2013-11-27,62
2013-11-28,67
2013-11-29,58
2013-11-30,61
2013-12-01,60
2013-12-02,59
2013-12-03,61
2013-12-04,67
2013-12-05,64
2013-12-06,65
2013-12-07,77
2013-12-08,72
2013-12-09,64
2013-12-10,63
2013-12-11,62
2013-12-12,62
2013-12-13,60
2013-12-14,64
2013-12-15,60
2013-12-16,62
2013-12-17,63
2013-12-18,65
2013-12-19,66
2013-12-20,68
2013-12-21,76
2013-12-22,69
2013-12-23,67
2013-12-24,66
2013-12-25,75
2013-12-26,64
2013-12-27,63
2013-12-28,65
2013-12-29,67
2013-12-30,66
2013-12-31,68
