Date,JP Morgan Securities
2009-02-01,47
2009-02-02,46
2009-02-03,47
2009-02-04,45
2009-02-05,45
2009-02-06,44
2009-02-07,46
2009-02-08,44
2009-02-09,44
2009-02-10,44
2009-02-11,44
2009-02-12,48
2009-02-13,45
2009-02-14,45
2009-02-15,43
2009-02-16,42
2009-02-17,41
2009-02-18,40
2009-02-19,40
2009-02-20,39
2009-02-21,37
2009-02-22,40
2009-02-23,43
2009-02-24,46
2009-02-25,49
2009-02-26,52
2009-02-27,55
2009-02-28,64
2009-03-01,58
2009-03-02,58
2009-03-03,59
2009-03-04,64
2009-03-05,60
2009-03-06,60
2009-03-07,67
2009-03-08,62
2009-03-09,63
2009-03-10,64
2009-03-11,65
2009-03-12,66
2009-03-13,67
2009-03-14,70
2009-03-15,65
2009-03-16,63
2009-03-17,61
2009-03-18,61
2009-03-19,57
2009-03-20,55
2009-03-21,58
2009-03-22,53
2009-03-23,54
2009-03-24,58
2009-03-25,57
2009-03-26,63
2009-03-27,57
2009-03-28,61
2009-03-29,57
2009-03-30,54
2009-03-31,52
2009-05-01,38
2009-05-02,37
2009-05-03,38
2009-05-04,39
2009-05-05,43
2009-05-06,43
2009-05-07,42
2009-05-08,44
2009-05-09,48
2009-05-10,42
2009-05-11,41
2009-05-12,40
2009-05-13,38
2009-05-14,40
2009-05-15,38
2009-05-16,35
2009-05-17,34
2009-05-18,34
2009-05-19,34
2009-05-20,33
2009-05-21,34
2009-05-22,33
2009-05-23,35
2009-05-24,32
2009-05-25,31
2009-05-26,30
2009-05-27,29
2009-05-28,29
2009-05-29,27
2009-05-30,27
2009-05-31,28
2009-06-01,30
2009-06-02,32
2009-06-03,36
2009-06-04,36
2009-06-05,38
2009-06-06,43
2009-06-07,39
2009-06-08,39
2009-06-09,39
2009-06-10,39
2009-06-11,42
2009-06-12,38
2009-06-13,39
2009-06-14,38
2009-06-15,38
2009-06-16,38
2009-06-17,38
2009-06-18,38
2009-06-19,39
2009-06-20,39
2009-06-21,36
2009-06-22,35
2009-06-23,34
2009-06-24,33
2009-06-25,33
2009-06-26,31
2009-06-27,30
2009-06-28,28
2009-06-29,27
2009-06-30,25
2009-07-01,25
2009-07-02,22
2009-07-03,21
2009-07-04,20
2009-07-05,21
2009-07-06,23
2009-07-07,24
2009-07-08,26
2009-07-09,27
2009-07-10,29
2009-07-11,31
2009-07-12,35
2009-07-13,40
2009-07-14,44
2009-07-15,49
2009-07-16,53
2009-07-17,65
2009-07-18,69
2009-07-19,59
2009-07-20,56
2009-07-21,52
2009-07-22,50
2009-07-23,45
2009-07-24,43
2009-07-25,39
2009-07-26,38
2009-07-27,37
2009-07-28,38
2009-07-29,36
2009-07-30,36
2009-07-31,35
2009-08-01,35
2009-08-02,35
2009-08-03,35
2009-08-04,36
2009-08-05,36
2009-08-06,36
2009-08-07,36
2009-08-08,39
2009-08-09,37
2009-08-10,37
2009-08-11,37
2009-08-12,37
2009-08-13,38
2009-08-14,37
2009-08-15,42
2009-08-16,36
2009-08-17,35
2009-08-18,34
2009-08-19,32
2009-08-20,34
2009-08-21,30
2009-08-22,29
2009-08-23,29
2009-08-24,29
2009-08-25,30
2009-08-26,29
2009-08-27,29
2009-08-28,29
2009-08-29,29
2009-08-30,28
2009-08-31,28
2009-09-01,29
2009-09-02,27
2009-09-03,26
2009-09-04,26
2009-09-05,26
2009-09-06,26
2009-09-07,27
2009-09-08,28
2009-09-09,30
2009-09-10,29
2009-09-11,30
2009-09-12,31
2009-09-13,30
2009-09-14,29
2009-09-15,29
2009-09-16,28
2009-09-17,29
2009-09-18,27
2009-09-19,27
2009-09-20,27
2009-09-21,27
2009-09-22,28
2009-09-23,27
2009-09-24,27
2009-09-25,27
2009-09-26,27
2009-09-27,27
2009-09-28,27
2009-09-29,28
2009-09-30,29
2009-10-01,29
2009-10-02,30
2009-10-03,30
2009-10-04,30
2009-10-05,31
2009-10-06,34
2009-10-07,32
2009-10-08,33
2009-10-09,38
2009-10-10,35
2009-10-11,39
2009-10-12,43
2009-10-13,47
2009-10-14,51
2009-10-15,60
2009-10-16,63
2009-10-17,69
2009-10-18,61
2009-10-19,59
2009-10-20,56
2009-10-21,56
2009-10-22,51
2009-10-23,50
2009-10-24,47
2009-10-25,46
2009-10-26,45
2009-10-27,46
2009-10-28,45
2009-10-29,45
2009-10-30,43
2009-10-31,43
2009-11-01,41
2009-11-02,40
2009-11-03,39
2009-11-04,40
2009-11-05,37
2009-11-06,37
2009-11-07,35
2009-11-08,34
2009-11-09,33
2009-11-10,33
2009-11-11,33
2009-11-12,32
2009-11-13,31
2009-11-14,31
2009-11-15,32
2009-11-16,33
2009-11-17,34
2009-11-18,35
2009-11-19,37
2009-11-20,39
2009-11-21,38
2009-11-22,36
2009-11-23,35
2009-11-24,37
2009-11-25,32
2009-11-26,31
2009-11-27,30
2009-11-28,30
2009-11-29,29
2009-11-30,31
2009-12-01,31
2009-12-02,32
2009-12-03,32
2009-12-04,34
2009-12-05,34
2009-12-06,33
2009-12-07,32
2009-12-08,32
2009-12-09,31
2009-12-10,32
2009-12-11,31
2009-12-12,29
2009-12-13,29
2009-12-14,29
2009-12-15,29
2009-12-16,29
2009-12-17,29
2009-12-18,31
2009-12-19,30
2009-12-20,28
2009-12-21,27
2009-12-22,26
2009-12-23,25
2009-12-24,24
2009-12-25,23
2009-12-26,22
2009-12-27,21
2009-12-28,21
2009-12-29,20
2009-12-30,20
2009-12-31,19
2010-01-01,19
2010-01-02,19
2010-01-03,20
2010-01-04,22
2010-01-05,24
2010-01-06,27
2010-01-07,30
2010-01-08,30
2010-01-09,32
2010-01-10,37
2010-01-11,43
2010-01-12,50
2010-01-13,54
2010-01-14,60
2010-01-15,66
2010-01-16,82
2010-01-17,69
2010-01-18,67
2010-01-19,62
2010-01-20,59
2010-01-21,55
2010-01-22,55
2010-01-23,50
2010-01-24,46
2010-01-25,44
2010-01-26,42
2010-01-27,43
2010-01-28,38
2010-01-29,36
2010-01-30,34
2010-01-31,34
2010-02-01,35
2010-02-02,38
2010-02-03,37
2010-02-04,40
2010-02-05,39
2010-02-06,43
2010-02-07,38
2010-02-08,36
2010-02-09,34
2010-02-10,35
2010-02-11,31
2010-02-12,32
2010-02-13,28
2010-02-14,27
2010-02-15,27
2010-02-16,26
2010-02-17,26
2010-02-18,26
2010-02-19,26
2010-02-20,25
2010-02-21,25
2010-02-22,26
2010-02-23,26
2010-02-24,27
2010-02-25,29
2010-02-26,28
2010-02-27,29
2010-02-28,29
2010-03-01,29
2010-03-02,30
2010-03-03,29
2010-03-04,29
2010-03-05,31
2010-03-06,29
2010-03-07,29
2010-03-08,30
2010-03-09,32
2010-03-10,31
2010-03-11,34
2010-03-12,33
2010-03-13,36
2010-03-14,33
2010-03-15,32
2010-03-16,33
2010-03-17,32
2010-03-18,31
2010-03-19,30
2010-03-20,32
2010-03-21,30
2010-03-22,31
2010-03-23,31
2010-03-24,33
2010-03-25,32
2010-03-26,33
2010-03-27,35
2010-03-28,33
2010-03-29,32
2010-03-30,31
2010-03-31,31
2010-05-01,31
2010-05-02,31
2010-05-03,31
2010-05-04,32
2010-05-05,35
2010-05-06,33
2010-05-07,33
2010-05-08,34
2010-05-09,33
2010-05-10,32
2010-05-11,31
2010-05-12,33
2010-05-13,29
2010-05-14,29
2010-05-15,28
2010-05-16,28
2010-05-17,28
2010-05-18,28
2010-05-19,29
2010-05-20,29
2010-05-21,29
2010-05-22,32
2010-05-23,29
2010-05-24,28
2010-05-25,28
2010-05-26,27
2010-05-27,26
2010-05-28,27
2010-05-29,25
2010-05-30,25
2010-05-31,26
2010-06-01,26
2010-06-02,27
2010-06-03,29
2010-06-04,28
2010-06-05,29
2010-06-06,28
2010-06-07,27
2010-06-08,28
2010-06-09,27
2010-06-10,26
2010-06-11,25
2010-06-12,25
2010-06-13,24
2010-06-14,24
2010-06-15,26
2010-06-16,23
2010-06-17,23
2010-06-18,24
2010-06-19,23
2010-06-20,22
2010-06-21,22
2010-06-22,21
2010-06-23,21
2010-06-24,21
2010-06-25,20
2010-06-26,21
2010-06-27,20
2010-06-28,20
2010-06-29,20
2010-06-30,23
2010-07-01,21
2010-07-02,21
2010-07-03,23
2010-07-04,22
2010-07-05,22
2010-07-06,22
2010-07-07,22
2010-07-08,24
2010-07-09,22
2010-07-10,23
2010-07-11,27
2010-07-12,31
2010-07-13,36
2010-07-14,40
2010-07-15,45
2010-07-16,56
2010-07-17,58
2010-07-18,50
2010-07-19,47
2010-07-20,46
2010-07-21,40
2010-07-22,38
2010-07-23,33
2010-07-24,30
2010-07-25,29
2010-07-26,28
2010-07-27,27
2010-07-28,27
2010-07-29,26
2010-07-30,27
2010-07-31,25
2010-08-01,24
2010-08-02,24
2010-08-03,24
2010-08-04,24
2010-08-05,24
2010-08-06,25
2010-08-07,24
2010-08-08,24
2010-08-09,24
2010-08-10,24
2010-08-11,24
2010-08-12,25
2010-08-13,24
2010-08-14,24
2010-08-15,24
2010-08-16,25
2010-08-17,27
2010-08-18,26
2010-08-19,26
2010-08-20,27
2010-08-21,28
2010-08-22,28
2010-08-23,28
2010-08-24,28
2010-08-25,29
2010-08-26,29
2010-08-27,29
2010-08-28,32
2010-08-29,29
2010-08-30,28
2010-08-31,28
2010-09-01,27
2010-09-02,27
2010-09-03,28
2010-09-04,27
2010-09-05,25
2010-09-06,24
2010-09-07,24
2010-09-08,23
2010-09-09,23
2010-09-10,23
2010-09-11,22
2010-09-12,22
2010-09-13,22
2010-09-14,23
2010-09-15,23
2010-09-16,24
2010-09-17,26
2010-09-18,25
2010-09-19,24
2010-09-20,24
2010-09-21,24
2010-09-22,24
2010-09-23,24
2010-09-24,24
2010-09-25,24
2010-09-26,24
2010-09-27,24
2010-09-28,25
2010-09-29,25
2010-09-30,27
2010-10-01,26
2010-10-02,27
2010-10-03,27
2010-10-04,27
2010-10-05,27
2010-10-06,29
2010-10-07,28
2010-10-08,29
2010-10-09,29
2010-10-10,31
2010-10-11,34
2010-10-12,38
2010-10-13,39
2010-10-14,47
2010-10-15,45
2010-10-16,49
2010-10-17,45
2010-10-18,44
2010-10-19,43
2010-10-20,45
2010-10-21,40
2010-10-22,42
2010-10-23,40
2010-10-24,36
2010-10-25,35
2010-10-26,33
2010-10-27,33
2010-10-28,30
2010-10-29,30
2010-10-30,28
2010-10-31,28
2010-11-01,29
2010-11-02,31
2010-11-03,30
2010-11-04,31
2010-11-05,31
2010-11-06,32
2010-11-07,33
2010-11-08,34
2010-11-09,36
2010-11-10,36
2010-11-11,39
2010-11-12,38
2010-11-13,43
2010-11-14,39
2010-11-15,40
2010-11-16,37
2010-11-17,36
2010-11-18,36
2010-11-19,36
2010-11-20,36
2010-11-21,35
2010-11-22,31
2010-11-23,31
2010-11-24,28
2010-11-25,29
2010-11-26,25
2010-11-27,24
2010-11-28,24
2010-11-29,25
2010-11-30,27
2010-12-01,26
2010-12-02,28
2010-12-03,28
2010-12-04,30
2010-12-05,29
2010-12-06,30
2010-12-07,31
2010-12-08,32
2010-12-09,33
2010-12-10,37
2010-12-11,35
2010-12-12,35
2010-12-13,32
2010-12-14,31
2010-12-15,31
2010-12-16,30
2010-12-17,28
2010-12-18,27
2010-12-19,26
2010-12-20,25
2010-12-21,25
2010-12-22,23
2010-12-23,22
2010-12-24,21
2010-12-25,21
2010-12-26,21
2010-12-27,22
2010-12-28,23
2010-12-29,23
2010-12-30,25
2010-12-31,24
2011-01-01,25
2011-01-02,25
2011-01-03,26
2011-01-04,27
2011-01-05,28
2011-01-06,28
2011-01-07,30
2011-01-08,32
2011-01-09,33
2011-01-10,36
2011-01-11,39
2011-01-12,42
2011-01-13,45
2011-01-14,48
2011-01-15,61
2011-01-16,51
2011-01-17,48
2011-01-18,46
2011-01-19,44
2011-01-20,47
2011-01-21,40
2011-01-22,40
2011-01-23,36
2011-01-24,37
2011-01-25,32
2011-01-26,31
2011-01-27,29
2011-01-28,27
2011-01-29,28
2011-01-30,26
2011-01-31,26
