Date,Deutsche Bank
2010-10-09,86
2010-10-10,76
2010-10-11,75
2010-10-12,74
2010-10-13,74
2010-10-14,72
2010-10-15,71
2010-10-16,79
2010-10-17,70
2010-10-18,69
2010-10-19,69
2010-10-20,70
2010-10-21,69
2010-10-22,72
2010-10-23,75
2010-10-24,70
2010-10-25,71
2010-10-26,74
2010-10-27,73
2010-10-28,78
2010-10-29,75
2010-10-30,82
2010-10-31,79
2010-11-01,72
2010-11-02,71
2010-11-03,69
2010-11-04,68
2010-11-05,65
2010-11-06,75
2010-11-07,64
2010-11-08,64
2010-11-09,64
2010-11-10,67
2010-11-11,64
2010-11-12,67
2010-11-13,69
2010-11-14,66
2010-11-15,64
2010-11-16,66
2010-11-17,67
2010-11-18,65
2010-11-19,70
2010-11-20,72
2010-11-21,67
2010-11-22,68
2010-11-23,69
2010-11-24,73
2010-11-25,71
2010-11-26,72
2010-11-27,82
2010-11-28,74
2010-11-29,73
2010-11-30,73
2010-12-01,77
2010-12-02,73
2010-12-03,73
2010-12-04,83
2010-12-05,72
2010-12-06,71
2010-12-07,70
2010-12-08,70
2010-12-09,71
2010-12-10,68
2010-12-11,76
2010-12-12,67
2010-12-13,66
2010-12-14,66
2010-12-15,66
2010-12-16,69
2010-12-17,65
2010-12-18,68
2010-12-19,63
2010-12-20,62
2010-12-21,61
2010-12-22,61
2010-12-23,61
2010-12-24,61
2010-12-25,57
2010-12-26,58
2010-12-27,55
2010-12-28,54
2010-12-29,53
2010-12-30,52
2010-12-31,57
2011-01-01,51
2011-01-02,53
2011-01-03,56
2011-01-04,59
2011-01-05,61
2011-01-06,65
2011-01-07,70
2011-01-08,79
2011-01-09,70
2011-01-10,70
2011-01-11,73
2011-01-12,70
2011-01-13,70
2011-01-14,72
2011-01-15,76
2011-01-16,70
2011-01-17,70
2011-01-18,70
2011-01-19,71
2011-01-20,72
2011-01-21,71
2011-01-22,83
2011-01-23,70
2011-01-24,68
2011-01-25,68
2011-01-26,64
2011-01-27,64
2011-01-28,61
2011-01-29,62
2011-01-30,65
2011-01-31,64
2011-02-01,67
2011-02-02,69
2011-02-03,72
2011-02-04,75
2011-02-05,90
2011-02-06,77
2011-02-07,76
2011-02-08,77
2011-02-09,74
2011-02-10,74
2011-02-11,74
2011-02-12,80
2011-02-13,72
2011-02-14,72
2011-02-15,72
2011-02-16,72
2011-02-17,74
2011-02-18,72
2011-02-19,76
2011-02-20,75
2011-02-21,69
2011-02-22,68
2011-02-23,68
2011-02-24,66
2011-02-25,65
2011-02-26,69
2011-02-27,65
2011-02-28,62
2011-03-01,61
2011-03-02,61
2011-03-03,61
2011-03-04,60
2011-03-05,66
2011-03-06,60
2011-03-07,58
2011-03-08,61
2011-03-09,58
2011-03-10,58
2011-03-11,60
2011-03-12,65
2011-03-13,61
2011-03-14,59
2011-03-15,59
2011-03-16,61
2011-03-17,60
2011-03-18,62
2011-03-19,70
2011-03-20,66
2011-03-21,61
2011-03-22,60
2011-03-23,62
2011-03-24,60
2011-03-25,59
2011-03-26,66
2011-03-27,59
2011-03-28,59
2011-03-29,61
2011-03-30,59
2011-03-31,59
2011-04-01,59
2011-04-02,69
2011-04-03,60
2011-04-04,60
2011-04-05,62
2011-04-06,60
2011-04-07,65
2011-04-08,60
2011-04-09,67
2011-04-10,60
2011-04-11,59
2011-04-12,58
2011-04-13,59
2011-04-14,57
2011-04-15,60
2011-04-16,59
2011-04-17,55
2011-04-18,53
2011-04-19,54
2011-04-20,53
2011-04-21,48
2011-04-22,51
2011-04-23,49
2011-04-24,48
2011-04-25,51
2011-04-26,54
2011-04-27,57
2011-04-28,59
2011-04-29,66
2011-04-30,75
2011-05-01,64
2011-05-02,63
2011-05-03,63
2011-05-04,66
2011-05-05,64
2011-05-06,61
2011-05-07,66
2011-05-08,61
2011-05-09,59
2011-05-10,58
2011-05-11,61
2011-05-12,57
2011-05-13,60
2011-05-14,60
2011-05-15,55
2011-05-16,54
2011-05-17,54
2011-05-18,52
2011-05-19,51
2011-05-20,52
2011-05-21,57
2011-05-22,51
2011-05-23,53
2011-05-24,54
2011-05-25,57
2011-05-26,57
2011-05-27,60
2011-05-28,68
2011-05-29,59
2011-05-30,57
2011-05-31,55
2011-06-01,57
2011-06-02,51
2011-06-03,49
2011-06-04,52
2011-06-05,48
2011-06-06,48
2011-06-07,48
2011-06-08,48
2011-06-09,50
2011-06-10,49
2011-06-11,55
2011-06-12,49
2011-06-13,49
2011-06-14,49
2011-06-15,49
2011-06-16,49
2011-06-17,53
2011-06-18,54
2011-06-19,49
2011-06-20,49
2011-06-21,49
2011-06-22,49
2011-06-23,50
2011-06-24,50
2011-06-25,56
2011-06-26,51
2011-06-27,49
2011-06-28,49
2011-06-29,49
2011-06-30,50
2011-07-01,49
2011-07-02,58
2011-07-03,49
2011-07-04,49
2011-07-05,50
2011-07-06,49
2011-07-07,51
2011-07-08,49
2011-07-09,54
2011-07-10,52
2011-07-11,54
2011-07-12,56
2011-07-13,59
2011-07-14,60
2011-07-15,64
2011-07-16,72
2011-07-17,65
2011-07-18,63
2011-07-19,66
2011-07-20,63
2011-07-21,62
2011-07-22,63
2011-07-23,69
2011-07-24,61
2011-07-25,61
2011-07-26,61
2011-07-27,65
2011-07-28,61
2011-07-29,61
2011-07-30,71
2011-07-31,61
2011-08-01,62
2011-08-02,63
2011-08-03,64
2011-08-04,65
2011-08-05,67
2011-08-06,77
2011-08-07,71
2011-08-08,76
2011-08-09,81
2011-08-10,89
2011-08-11,90
2011-08-12,99
2011-08-13,116
2011-08-14,96
2011-08-15,92
2011-08-16,92
2011-08-17,87
2011-08-18,82
2011-08-19,78
2011-08-20,83
2011-08-21,76
2011-08-22,74
2011-08-23,74
2011-08-24,74
2011-08-25,74
2011-08-26,74
2011-08-27,83
2011-08-28,72
2011-08-29,71
2011-08-30,70
2011-08-31,69
2011-09-01,68
2011-09-02,68
2011-09-03,72
2011-09-04,70
2011-09-05,70
2011-09-06,75
2011-09-07,75
2011-09-08,78
2011-09-09,76
2011-09-10,88
2011-09-11,78
2011-09-12,78
2011-09-13,78
2011-09-14,81
2011-09-15,78
2011-09-16,79
2011-09-17,87
2011-09-18,76
2011-09-19,74
2011-09-20,75
2011-09-21,72
2011-09-22,70
2011-09-23,69
2011-09-24,73
2011-09-25,71
2011-09-26,67
2011-09-27,67
2011-09-28,70
2011-09-29,67
2011-09-30,69
2011-10-01,68
2011-10-02,68
2011-10-03,68
2011-10-04,68
2011-10-05,72
2011-10-06,69
2011-10-07,72
2011-10-08,78
2011-10-09,68
2011-10-10,67
2011-10-11,71
2011-10-12,65
2011-10-13,64
2011-10-14,63
2011-10-15,68
2011-10-16,62
2011-10-17,59
2011-10-18,63
2011-10-19,57
2011-10-20,57
2011-10-21,55
2011-10-22,59
2011-10-23,57
2011-10-24,58
2011-10-25,60
2011-10-26,64
2011-10-27,64
2011-10-28,70
2011-10-29,77
2011-10-30,68
2011-10-31,68
2011-11-01,68
2011-11-02,69
2011-11-03,69
2011-11-04,73
2011-11-05,77
2011-11-06,71
2011-11-07,66
2011-11-08,64
2011-11-09,67
2011-11-10,61
2011-11-11,60
2011-11-12,61
2011-11-13,60
2011-11-14,57
2011-11-15,59
2011-11-16,57
2011-11-17,57
2011-11-18,57
2011-11-19,63
2011-11-20,58
2011-11-21,57
2011-11-22,57
2011-11-23,57
2011-11-24,58
2011-11-25,57
2011-11-26,64
2011-11-27,61
2011-11-28,57
2011-11-29,57
2011-11-30,57
2011-12-01,60
2011-12-02,58
2011-12-03,62
2011-12-04,59
2011-12-05,57
2011-12-06,60
2011-12-07,57
2011-12-08,57
2011-12-09,57
2011-12-10,63
2011-12-11,56
2011-12-12,55
2011-12-13,56
2011-12-14,53
2011-12-15,52
2011-12-16,53
2011-12-17,55
2011-12-18,48
2011-12-19,46
2011-12-20,45
2011-12-21,44
2011-12-22,43
2011-12-23,40
2011-12-24,44
2011-12-25,40
2011-12-26,40
2011-12-27,41
2011-12-28,42
2011-12-29,44
2011-12-30,43
2011-12-31,49
2012-01-01,45
2012-01-02,46
2012-01-03,47
2012-01-04,48
