Date,Credit Suisse
2007-04-01,52
2007-04-02,50
2007-04-03,48
2007-04-04,46
2007-04-05,44
2007-04-06,42
2007-04-07,40
2007-04-08,39
2007-04-09,39
2007-04-10,38
2007-04-11,38
2007-04-12,37
2007-04-13,37
2007-04-14,37
2007-04-15,40
2007-04-16,43
2007-04-17,47
2007-04-18,50
2007-04-19,54
2007-04-20,57
2007-04-21,61
2007-04-22,66
2007-04-23,73
2007-04-24,79
2007-04-25,85
2007-04-26,91
2007-04-27,97
2007-04-28,103
2007-04-29,95
2007-04-30,82
2007-05-01,74
2007-05-02,65
2007-05-03,57
2007-05-04,48
2007-05-05,40
2007-05-06,41
2007-05-07,42
2007-05-08,44
2007-05-09,45
2007-05-10,47
2007-05-11,48
2007-05-12,50
2007-05-13,50
2007-05-14,51
2007-05-15,52
2007-05-16,53
2007-05-17,54
2007-05-18,55
2007-05-19,56
2007-05-20,58
2007-05-21,60
2007-05-22,63
2007-05-23,65
2007-05-24,68
2007-05-25,70
2007-05-26,73
2007-05-27,73
2007-05-28,73
2007-05-29,73
2007-05-30,74
2007-05-31,74
2007-06-01,74
2007-06-02,74
2007-06-03,70
2007-06-04,65
2007-06-05,62
2007-06-06,58
2007-06-07,55
2007-06-08,51
2007-06-09,48
2007-06-10,49
2007-06-11,51
2007-06-12,52
2007-06-13,53
2007-06-14,55
2007-06-15,56
2007-06-16,58
2007-06-17,57
2007-06-18,56
2007-06-19,56
2007-06-20,55
2007-06-21,55
2007-06-22,54
2007-06-23,54
2007-06-24,55
2007-07-01,63
2007-07-02,64
2007-07-03,65
2007-07-04,67
2007-07-05,67
2007-07-06,68
2007-07-07,69
2007-07-08,71
2007-07-09,74
2007-07-10,77
2007-07-11,79
2007-07-12,82
2007-07-13,86
2007-07-14,89
2007-07-15,87
2007-07-16,87
2007-07-17,87
2007-07-18,87
2007-07-19,87
2007-07-20,87
2007-07-21,87
2007-07-22,85
2007-07-23,87
2007-07-24,83
2007-07-25,79
2007-07-26,78
2007-07-27,75
2007-07-28,74
2007-07-29,74
2007-07-30,74
2007-07-31,74
2007-08-01,75
2007-08-02,75
2007-08-03,75
2007-08-04,76
2007-08-05,77
2007-08-06,78
2007-08-07,79
2007-08-08,83
2007-08-09,81
2007-08-10,82
2007-08-11,88
2007-08-12,80
2007-08-13,77
2007-08-14,75
2007-08-15,72
2007-08-16,70
2007-08-17,68
2007-08-18,65
2007-08-19,68
2007-08-20,71
2007-08-21,75
2007-08-22,77
2007-08-23,86
2007-08-24,83
2007-08-25,86
2007-08-26,83
2007-08-27,80
2007-08-28,77
2007-08-29,74
2007-08-30,71
2007-08-31,68
2007-09-01,65
2007-09-02,65
2007-09-03,66
2007-09-04,66
2007-09-05,65
2007-09-06,65
2007-09-07,68
2007-09-08,66
2007-09-09,63
2007-09-10,60
2007-09-11,57
2007-09-12,54
2007-09-13,51
2007-09-14,48
2007-09-15,45
2007-09-16,47
2007-09-17,49
2007-09-18,51
2007-09-19,54
2007-09-20,56
2007-09-21,58
2007-09-22,65
2007-09-23,61
2007-09-24,62
2007-09-25,64
2007-09-26,63
2007-09-27,64
2007-09-28,65
2007-09-29,66
2007-09-30,63
2007-10-07,50
2007-10-08,51
2007-10-09,52
2007-10-10,53
2007-10-11,54
2007-10-12,55
2007-10-13,56
2007-10-14,54
2007-10-15,52
2007-10-16,50
2007-10-17,49
2007-10-18,47
2007-10-19,45
2007-10-20,44
2007-10-21,44
2007-10-22,44
2007-10-23,45
2007-10-24,45
2007-10-25,46
2007-10-26,46
2007-10-27,47
2007-10-28,47
2007-10-29,48
2007-10-30,49
2007-10-31,49
2007-11-01,50
2007-11-02,50
2007-11-03,51
2007-11-04,50
2007-11-05,48
2007-11-06,47
2007-11-07,45
2007-11-08,44
2007-11-09,43
2007-11-10,42
2007-11-11,42
2007-11-12,43
2007-11-13,43
2007-11-14,44
2007-11-15,44
2007-11-16,45
2007-11-17,46
2007-11-18,44
2007-11-19,43
2007-11-20,41
2007-11-21,40
2007-11-22,38
2007-11-23,37
2007-11-24,36
2007-11-25,37
2007-11-26,39
2007-11-27,40
2007-11-28,41
2007-11-29,43
2007-11-30,44
2007-12-01,46
2007-12-02,45
2007-12-03,44
2007-12-04,43
2007-12-05,42
2007-12-06,41
2007-12-07,40
2007-12-08,40
2007-12-09,40
2007-12-10,40
2007-12-11,41
2007-12-12,41
2007-12-13,42
2007-12-14,42
2007-12-15,43
2007-12-16,43
2007-12-17,44
2007-12-18,45
2007-12-19,45
2007-12-20,46
2007-12-21,47
2007-12-22,48
2007-12-23,47
2007-12-24,47
2007-12-25,47
2007-12-26,46
2007-12-27,46
2007-12-28,46
2007-12-29,46
2007-12-30,47
2008-01-01,49
2008-01-02,51
2008-01-03,57
2008-01-04,53
2008-01-05,55
2008-01-06,57
2008-01-07,59
2008-01-08,61
2008-01-09,63
2008-01-10,65
2008-01-11,67
2008-01-12,69
2008-01-13,69
2008-01-14,69
2008-01-15,70
2008-01-16,69
2008-01-17,69
2008-01-18,69
2008-01-19,70
2008-01-20,68
2008-01-21,66
2008-01-22,66
2008-01-23,62
2008-01-24,60
2008-01-25,58
2008-01-26,57
2008-01-27,55
2008-01-28,54
2008-01-29,54
2008-01-30,53
2008-01-31,54
2008-02-01,52
2008-02-02,52
2008-02-03,49
2008-02-04,47
2008-02-05,44
2008-02-06,42
2008-02-07,39
2008-02-08,37
2008-02-09,35
2008-02-10,37
2008-02-11,39
2008-02-12,41
2008-02-13,43
2008-02-14,45
2008-02-15,47
2008-02-16,50
2008-02-17,51
2008-02-18,52
2008-02-19,53
2008-02-20,54
2008-02-21,59
2008-02-22,56
2008-02-23,57
2008-02-24,55
2008-02-25,54
2008-02-26,52
2008-02-27,51
2008-02-28,49
2008-02-29,48
2008-03-01,47
2008-03-02,46
2008-03-03,45
2008-03-04,44
2008-03-05,44
2008-03-06,43
2008-03-07,42
2008-03-08,42
2008-03-09,40
2008-03-10,39
2008-03-11,37
2008-03-12,36
2008-03-13,34
2008-03-14,33
2008-03-15,32
2008-03-16,34
2008-03-17,38
2008-03-18,40
2008-03-19,43
2008-03-20,46
2008-03-21,52
2008-03-22,52
2008-03-23,49
2008-03-24,47
2008-03-25,45
2008-03-26,43
2008-03-27,41
2008-03-28,39
2008-03-29,37
2008-03-30,39
2008-03-31,41
2008-04-06,51
2008-04-07,49
2008-04-08,47
