Date,Citigroup
2008-03-01,15
2008-03-02,15
2008-03-03,15
2008-03-04,15
2008-03-05,15
2008-03-06,15
2008-03-07,15
2008-03-08,15
2008-03-09,15
2008-03-10,15
2008-03-11,15
2008-03-12,16
2008-03-13,16
2008-03-14,16
2008-03-15,18
2008-03-16,17
2008-03-17,18
2008-03-18,18
2008-03-19,19
2008-03-20,22
2008-03-21,20
2008-03-22,21
2008-03-23,19
2008-03-24,18
2008-03-25,17
2008-03-26,16
2008-03-27,16
2008-03-28,14
2008-03-29,13
2008-03-30,13
2008-03-31,14
2008-04-01,14
2008-04-02,15
2008-04-03,16
2008-04-04,16
2008-04-05,17
2008-04-06,16
2008-04-07,16
2008-04-08,16
2008-04-09,16
2008-04-10,15
2008-04-11,15
2008-04-12,15
2008-04-13,16
2008-04-14,17
2008-04-15,18
2008-04-16,19
2008-04-17,20
2008-04-18,21
2008-04-19,24
2008-04-20,22
2008-04-21,20
2008-04-22,19
2008-04-23,20
2008-04-24,17
2008-04-25,16
2008-04-26,16
2008-04-27,15
2008-04-28,14
2008-04-29,14
2008-04-30,14
2008-05-01,13
2008-05-02,12
2008-05-03,12
2008-05-04,11
2008-05-05,11
2008-05-06,11
2008-05-07,10
2008-05-08,10
2008-05-09,10
2008-05-10,10
2008-05-11,9
2008-05-12,9
2008-05-13,10
2008-05-14,9
2008-05-15,9
2008-05-16,9
2008-05-17,9
2008-05-18,9
2008-05-19,9
2008-05-20,9
2008-05-21,10
2008-05-22,10
2008-05-23,11
2008-05-24,11
2008-05-25,11
2008-05-26,11
2008-05-27,11
2008-05-28,11
2008-05-29,11
2008-05-30,11
2008-05-31,11
2008-06-01,10
2008-06-02,9
2008-06-03,9
2008-06-04,9
2008-06-05,8
2008-06-06,7
2008-06-07,7
2008-06-08,7
2008-06-09,7
2008-06-10,7
2008-06-11,8
2008-06-12,8
2008-06-13,9
2008-06-14,9
2008-06-15,9
2008-06-16,9
2008-06-17,9
2008-06-18,9
2008-06-19,9
2008-06-20,9
2008-06-21,9
2008-06-22,9
2008-06-23,10
2008-06-24,11
2008-06-25,12
2008-06-26,12
2008-06-27,13
2008-06-28,15
2008-06-29,13
2008-06-30,12
2008-07-01,11
2008-07-02,11
2008-07-03,10
2008-07-04,9
2008-07-05,9
2008-07-06,9
2008-07-07,9
2008-07-08,9
2008-07-09,10
2008-07-10,10
2008-07-11,10
2008-07-12,11
2008-07-13,12
2008-07-14,14
2008-07-15,16
2008-07-16,19
2008-07-17,19
2008-07-18,21
2008-07-19,25
2008-07-20,21
2008-07-21,20
2008-07-22,19
2008-07-23,19
2008-07-24,16
2008-07-25,15
2008-07-26,14
2008-07-27,13
2008-07-28,13
2008-07-29,13
2008-07-30,12
2008-07-31,11
2008-08-01,11
2008-08-02,11
2008-08-03,11
2008-08-04,11
2008-08-05,11
2008-08-06,11
2008-08-07,11
2008-08-08,11
2008-08-09,12
2008-08-10,11
2008-08-11,11
2008-08-12,10
2008-08-13,10
2008-08-14,9
2008-08-15,9
2008-08-16,9
2008-08-17,9
2008-08-18,9
2008-08-19,9
2008-08-20,9
2008-08-21,9
2008-08-22,9
2008-08-23,9
2008-08-24,8
2008-08-25,8
2008-08-26,8
2008-08-27,8
2008-08-28,8
2008-08-29,8
2008-08-30,8
2008-08-31,7
2008-09-01,7
2008-09-02,7
2008-09-03,8
2008-09-04,7
2008-09-05,7
2008-09-06,7
2008-09-07,7
2008-09-08,7
2008-09-09,9
2008-09-10,8
2008-09-11,9
2008-09-12,9
2008-09-13,10
2008-09-14,12
2008-09-15,14
2008-09-16,16
2008-09-17,19
2008-09-18,21
2008-09-19,23
2008-09-20,29
2008-09-21,24
2008-09-22,23
2008-09-23,22
2008-09-24,20
2008-09-25,18
2008-09-26,17
2008-09-27,16
2008-09-28,19
2008-09-29,23
2008-09-30,30
2008-10-01,32
2008-10-02,35
2008-10-03,38
2008-10-04,45
2008-10-05,41
2008-10-06,37
2008-10-07,35
2008-10-08,32
2008-10-09,30
2008-10-10,28
2008-10-11,27
2008-10-12,24
2008-10-13,24
2008-10-14,24
2008-10-15,25
2008-10-16,24
2008-10-17,25
2008-10-18,25
2008-10-19,22
2008-10-20,21
2008-10-21,20
2008-10-22,21
2008-10-23,17
2008-10-24,16
2008-10-25,15
2008-10-26,15
2008-10-27,15
2008-10-28,15
2008-10-29,15
2008-10-30,15
2008-10-31,15
2008-11-01,15
2008-11-02,14
2008-11-03,14
2008-11-04,13
2008-11-05,13
2008-11-06,12
2008-11-07,12
2008-11-08,12
2008-11-09,13
2008-11-10,14
2008-11-11,15
2008-11-12,17
2008-11-13,18
2008-11-14,19
2008-11-15,22
2008-11-16,28
2008-11-17,33
2008-11-18,41
2008-11-19,47
2008-11-20,53
2008-11-21,59
2008-11-22,71
2008-11-23,74
2008-11-24,75
2008-11-25,86
2008-11-26,92
2008-11-27,101
2008-11-28,95
2008-11-29,108
2008-11-30,97
2008-12-01,82
2008-12-02,75
2008-12-03,66
2008-12-04,55
2008-12-05,50
2008-12-06,41
2008-12-07,35
2008-12-08,33
2008-12-09,31
2008-12-10,30
2008-12-11,26
2008-12-12,24
2008-12-13,24
2008-12-14,21
2008-12-15,21
2008-12-16,19
2008-12-17,18
2008-12-18,17
2008-12-19,18
2008-12-20,16
2008-12-21,15
2008-12-22,14
2008-12-23,13
2008-12-24,13
2008-12-25,13
