Date,FXCM
2010-03-01,54
2010-03-02,54
2010-03-03,55
2010-03-04,56
2010-03-05,56
2010-03-06,57
2010-03-07,58
2010-03-08,58
2010-03-09,59
2010-03-10,60
2010-03-11,61
2010-03-12,61
2010-03-13,62
2010-03-14,63
2010-03-15,63
2010-03-16,64
2010-03-17,65
2010-03-18,66
2010-03-19,66
2010-03-20,67
2010-03-21,68
2010-03-22,68
2010-03-23,69
2010-03-24,70
2010-03-25,71
2010-03-26,71
2010-03-27,72
2010-03-28,73
2010-03-29,73
2010-03-30,74
2010-03-31,75
2010-04-01,76
2010-04-02,75
2010-04-03,75
2010-04-04,75
2010-04-05,75
2010-04-06,75
2010-04-07,75
2010-04-08,75
2010-04-09,74
2010-04-10,74
2010-04-11,74
2010-04-12,74
2010-04-13,74
2010-04-14,74
2010-04-15,74
2010-04-16,74
2010-04-17,73
2010-04-18,73
2010-04-19,73
2010-04-20,73
2010-04-21,73
2010-04-22,73
2010-04-23,73
2010-04-24,72
2010-04-25,72
2010-04-26,72
2010-04-27,72
2010-04-28,72
2010-04-29,72
2010-04-30,72
2010-05-01,72
2010-05-02,71
2010-05-03,71
2010-05-04,71
2010-05-05,71
2010-05-06,71
2010-05-07,71
2010-05-08,71
2010-05-09,71
2010-05-10,71
2010-05-11,71
2010-05-12,70
2010-05-13,70
2010-05-14,70
2010-05-15,70
2010-05-16,70
2010-05-17,70
2010-05-18,70
2010-05-19,70
2010-05-20,70
2010-05-21,70
2010-05-22,69
2010-05-23,69
2010-05-24,69
2010-05-25,69
2010-05-26,69
2010-05-27,69
2010-05-28,69
2010-05-29,69
2010-05-30,69
2010-05-31,69
2010-06-01,69
2010-06-02,69
2010-06-03,70
2010-06-04,70
2010-06-05,71
2010-06-06,71
2010-06-07,72
2010-06-08,72
2010-06-09,73
2010-06-10,74
2010-06-11,74
2010-06-12,75
2010-06-13,75
2010-06-14,76
2010-06-15,76
2010-06-16,77
2010-06-17,78
2010-06-18,78
2010-06-19,79
2010-06-20,79
2010-06-21,80
2010-06-22,80
2010-06-23,81
2010-06-24,82
2010-06-25,82
2010-06-26,83
2010-06-27,83
2010-06-28,84
2010-06-29,84
2010-06-30,85
2010-07-01,86
2010-07-02,85
2010-07-03,85
2010-07-04,85
2010-07-05,85
2010-07-06,85
2010-07-07,84
2010-07-08,84
2010-07-09,84
2010-07-10,84
2010-07-11,84
2010-07-12,83
2010-07-13,83
2010-07-14,83
2010-07-15,83
2010-07-16,83
2010-07-17,82
2010-07-18,82
2010-07-19,82
2010-07-20,82
2010-07-21,82
2010-07-22,81
2010-07-23,81
2010-07-24,81
2010-07-25,81
2010-07-26,81
2010-07-27,80
2010-07-28,80
2010-07-29,80
2010-07-30,80
2010-07-31,80
2010-08-01,80
2010-08-02,80
2010-08-03,80
2010-08-04,81
2010-08-05,81
2010-08-06,81
2010-08-07,82
2010-08-08,82
2010-08-09,82
2010-08-10,83
2010-08-11,83
2010-08-12,83
2010-08-13,84
2010-08-14,84
2010-08-15,84
2010-08-16,85
2010-08-17,85
2010-08-18,86
2010-08-19,86
2010-08-20,86
2010-08-21,87
2010-08-22,87
2010-08-23,87
2010-08-24,88
2010-08-25,88
2010-08-26,88
2010-08-27,89
2010-08-28,89
2010-08-29,89
2010-08-30,90
2010-08-31,90
2010-09-01,91
2010-09-02,91
2010-09-03,91
2010-09-04,91
2010-09-05,91
2010-09-06,91
2010-09-07,91
2010-09-08,91
2010-09-09,92
2010-09-10,92
2010-09-11,92
2010-09-12,92
2010-09-13,92
2010-09-14,92
2010-09-15,92
2010-09-16,93
2010-09-17,93
2010-09-18,93
2010-09-19,93
2010-09-20,93
2010-09-21,93
2010-09-22,93
2010-09-23,93
2010-09-24,94
2010-09-25,94
2010-09-26,94
2010-09-27,94
2010-09-28,94
2010-09-29,94
2010-09-30,94
2010-10-01,95
2010-10-02,94
2010-10-03,93
2010-10-04,92
2010-10-05,91
2010-10-06,90
2010-10-07,89
2010-10-08,88
2010-10-09,87
2010-10-10,86
2010-10-11,85
2010-10-12,84
2010-10-13,83
2010-10-14,82
2010-10-15,81
2010-10-16,80
2010-10-17,80
2010-10-18,79
2010-10-19,78
2010-10-20,77
2010-10-21,76
2010-10-22,75
2010-10-23,74
2010-10-24,73
2010-10-25,72
2010-10-26,71
2010-10-27,70
2010-10-28,69
2010-10-29,68
2010-10-30,67
2010-10-31,66
2010-11-01,66
2010-11-02,66
2010-11-03,67
2010-11-04,67
2010-11-05,68
2010-11-06,69
2010-11-07,69
2010-11-08,70
2010-11-09,71
2010-11-10,71
2010-11-11,72
2010-11-12,72
2010-11-13,73
2010-11-14,74
2010-11-15,74
2010-11-16,75
2010-11-17,76
2010-11-18,76
2010-11-19,77
2010-11-20,78
2010-11-21,78
2010-11-22,79
2010-11-23,79
2010-11-24,80
2010-11-25,81
2010-11-26,81
2010-11-27,82
2010-11-28,83
2010-11-29,83
2010-11-30,84
2010-12-01,85
2010-12-02,85
2010-12-03,85
2010-12-04,85
2010-12-05,86
2010-12-06,86
2010-12-07,86
2010-12-08,87
2010-12-09,87
2010-12-10,87
2010-12-11,88
2010-12-12,88
2010-12-13,88
2010-12-14,89
2010-12-15,89
2010-12-16,89
2010-12-17,90
2010-12-18,90
2010-12-19,90
2010-12-20,91
2010-12-21,91
2010-12-22,91
2010-12-23,92
2010-12-24,92
2010-12-25,92
2010-12-26,93
2010-12-27,93
2010-12-28,93
2010-12-29,94
2010-12-30,94
2010-12-31,94
2011-01-01,95
2011-01-02,94
2011-01-03,94
2011-01-04,94
2011-01-05,93
2011-01-06,93
2011-01-07,93
2011-01-08,92
2011-01-09,92
2011-01-10,92
2011-01-11,91
2011-01-12,91
2011-01-13,91
2011-01-14,90
2011-01-15,90
2011-01-16,90
2011-01-17,89
2011-01-18,89
2011-01-19,89
2011-01-20,88
2011-01-21,88
2011-01-22,88
2011-01-23,87
2011-01-24,87
2011-01-25,87
2011-01-26,86
2011-01-27,86
2011-01-28,86
2011-01-29,85
2011-01-30,85
2011-01-31,85
2011-02-01,85
2011-02-02,84
2011-02-03,83
2011-02-04,82
2011-02-05,82
2011-02-06,81
2011-02-07,80
2011-02-08,80
2011-02-09,79
2011-02-10,78
2011-02-11,77
2011-02-12,77
2011-02-13,76
2011-02-14,75
2011-02-15,75
2011-02-16,74
2011-02-17,73
2011-02-18,72
2011-02-19,72
2011-02-20,71
2011-02-21,70
2011-02-22,70
2011-02-23,69
2011-02-24,68
2011-02-25,67
2011-02-26,67
2011-02-27,66
2011-02-28,65
2011-03-01,65
2011-03-02,65
2011-03-03,65
2011-03-04,65
2011-03-05,65
2011-03-06,65
2011-03-07,65
2011-03-08,65
2011-03-09,65
2011-03-10,65
2011-03-11,65
2011-03-12,65
2011-03-13,65
2011-03-14,65
2011-03-15,65
2011-03-16,65
2011-03-17,65
2011-03-18,65
2011-03-19,65
2011-03-20,65
2011-03-21,65
2011-03-22,65
2011-03-23,65
2011-03-24,65
2011-03-25,65
2011-03-26,65
2011-03-27,65
2011-03-28,65
2011-03-29,65
2011-03-30,65
2011-03-31,65
2011-04-01,65
2011-04-02,65
2011-04-03,65
2011-04-04,66
2011-04-05,66
2011-04-06,67
2011-04-07,67
2011-04-08,67
2011-04-09,68
2011-04-10,68
2011-04-11,69
2011-04-12,69
2011-04-13,69
2011-04-14,70
2011-04-15,70
2011-04-16,71
2011-04-17,71
2011-04-18,71
2011-04-19,72
2011-04-20,72
2011-04-21,73
2011-04-22,73
2011-04-23,73
2011-04-24,74
2011-04-25,74
2011-04-26,75
2011-04-27,75
2011-04-28,75
2011-04-29,76
2011-04-30,76
2011-05-01,77
2011-05-02,76
2011-05-03,76
2011-05-04,76
2011-05-05,76
2011-05-06,76
2011-05-07,76
2011-05-08,76
2011-05-09,76
2011-05-10,76
2011-05-11,76
2011-05-12,76
2011-05-13,76
2011-05-14,76
2011-05-15,76
2011-05-16,76
2011-05-17,75
2011-05-18,75
2011-05-19,75
2011-05-20,75
2011-05-21,75
2011-05-22,75
2011-05-23,75
2011-05-24,75
2011-05-25,75
2011-05-26,75
2011-05-27,75
2011-05-28,75
2011-05-29,75
2011-05-30,75
2011-05-31,75
2011-06-01,75
2011-06-02,74
2011-06-03,74
2011-06-04,74
2011-06-05,74
2011-06-06,74
2011-06-07,74
2011-06-08,73
2011-06-09,73
2011-06-10,73
2011-06-11,73
2011-06-12,73
2011-06-13,73
2011-06-14,72
2011-06-15,72
2011-06-16,72
2011-06-17,72
2011-06-18,72
2011-06-19,72
2011-06-20,71
2011-06-21,71
2011-06-22,71
2011-06-23,71
2011-06-24,71
2011-06-25,71
2011-06-26,70
2011-06-27,70
2011-06-28,70
2011-06-29,70
2011-06-30,70
2011-07-01,70
2011-07-02,70
2011-07-03,71
2011-07-04,72
2011-07-05,72
2011-07-06,73
2011-07-07,74
2011-07-08,74
2011-07-09,75
2011-07-10,76
2011-07-11,76
2011-07-12,77
2011-07-13,78
2011-07-14,78
2011-07-15,79
2011-07-16,80
2011-07-17,80
2011-07-18,81
2011-07-19,82
2011-07-20,82
2011-07-21,83
2011-07-22,84
2011-07-23,84
2011-07-24,85
2011-07-25,86
2011-07-26,86
2011-07-27,87
2011-07-28,88
2011-07-29,88
2011-07-30,89
2011-07-31,90
2011-08-01,91
2011-08-02,91
2011-08-03,91
2011-08-04,91
2011-08-05,92
2011-08-06,92
2011-08-07,92
2011-08-08,93
2011-08-09,93
2011-08-10,93
2011-08-11,93
2011-08-12,94
2011-08-13,94
2011-08-14,94
2011-08-15,95
2011-08-16,95
2011-08-17,95
2011-08-18,95
2011-08-19,96
2011-08-20,96
2011-08-21,96
2011-08-22,97
2011-08-23,97
2011-08-24,97
2011-08-25,97
2011-08-26,98
2011-08-27,98
2011-08-28,98
2011-08-29,99
2011-08-30,99
2011-08-31,99
2011-09-04,98
2011-09-05,98
2011-09-06,98
2011-09-07,97
2011-09-08,97
2011-09-09,96
2011-09-10,96
2011-09-11,96
2011-09-12,95
2011-09-13,95
2011-09-14,95
2011-09-15,94
2011-09-16,94
2011-09-17,94
2011-09-18,93
2011-09-19,93
2011-09-20,92
2011-09-21,92
2011-09-22,92
2011-09-23,91
2011-09-24,91
2011-09-25,91
2011-09-26,90
2011-09-27,90
2011-09-28,90
2011-09-29,89
2011-09-30,89
2011-10-01,88
2011-10-02,88
2011-10-03,91
2011-10-04,91
2011-10-05,92
2011-10-06,93
2011-10-07,94
2011-10-08,98
2011-10-09,88
2011-10-10,88
2011-10-11,88
2011-10-12,88
2011-10-13,88
2011-10-14,88
2011-10-15,88
2011-10-16,88
2011-10-17,88
2011-10-18,88
2011-10-19,88
2011-10-20,88
2011-10-21,88
2011-10-22,88
2011-10-23,88
2011-10-24,88
2011-10-25,88
2011-10-26,88
2011-10-27,88
2011-10-28,88
2011-10-29,88
2011-10-30,88
2011-10-31,88
2011-11-01,88
2011-11-02,87
2011-11-03,87
2011-11-04,87
2011-11-05,87
2011-11-06,86
2011-11-07,84
2011-11-08,73
2011-11-09,79
2011-11-10,81
2011-11-11,81
2011-11-12,82
2011-11-13,82
2011-11-14,85
2011-11-15,85
2011-11-16,84
2011-11-17,84
2011-11-18,84
2011-11-19,84
2011-11-20,84
2011-11-21,85
2011-11-22,85
2011-11-23,86
2011-11-24,86
2011-11-25,88
2011-11-26,91
2011-11-27,81
2011-12-04,80
2011-12-05,79
2011-12-06,79
2011-12-07,79
2011-12-08,79
2011-12-09,78
2011-12-10,78
2011-12-11,78
2011-12-12,97
2011-12-13,66
2011-12-14,71
2011-12-15,73
2011-12-16,73
2011-12-17,74
2011-12-18,74
2011-12-19,76
2011-12-20,76
