Date,MSCI Inc
2007-07-09,75
2007-07-10,80
2007-07-11,84
2007-07-12,88
2007-07-13,92
2007-07-14,96
2007-07-15,96
2007-07-16,94
2007-07-17,94
2007-07-18,93
2007-07-19,93
2007-07-20,92
2007-07-21,92
2007-07-22,89
2007-07-23,86
2007-07-24,83
2007-07-25,80
2007-07-26,77
2007-07-27,74
2007-07-28,70
2007-07-29,71
2007-07-30,72
2007-07-31,73
2007-08-01,74
2007-08-02,75
2007-08-03,75
2007-08-04,76
2007-08-05,79
2007-08-06,82
2007-08-07,85
2007-08-08,87
2007-08-09,90
2007-08-10,93
2007-08-11,95
2007-08-12,89
2007-08-13,78
2007-08-14,72
2007-08-15,65
2007-08-16,58
2007-08-17,52
2007-08-18,45
2007-08-19,46
2007-08-20,47
2007-08-21,48
2007-08-22,49
2007-08-23,50
2007-08-24,51
2007-08-25,51
2007-08-26,54
2007-08-27,56
2007-08-28,58
2007-08-29,60
2007-08-30,62
2007-08-31,64
2007-09-01,67
2007-09-02,68
2007-09-03,70
2007-09-04,71
2007-09-05,72
2007-09-06,74
2007-09-07,75
2007-09-08,77
2007-09-09,75
2007-09-10,72
2007-09-11,71
2007-09-12,69
2007-09-13,68
2007-09-14,66
2007-09-15,65
2007-09-16,67
2007-09-17,70
2007-09-18,73
2007-09-19,75
2007-09-20,77
2007-09-21,79
2007-09-22,82
2007-09-23,79
2007-09-24,76
2007-09-25,74
2007-09-26,71
2007-09-27,69
2007-09-28,67
2007-09-29,64
2007-09-30,68
2007-10-01,73
2007-10-02,78
2007-10-03,83
2007-10-04,85
2007-10-05,89
2007-10-06,93
2007-10-07,91
2007-10-08,90
2007-10-09,89
2007-10-10,88
2007-10-11,86
2007-10-12,85
2007-10-13,88
2007-10-14,87
2007-10-15,89
2007-10-16,88
2007-10-17,91
2007-10-18,95
2007-10-19,97
2007-10-20,100
2007-10-21,98
2007-10-22,97
2007-10-23,100
2007-10-24,92
2007-10-25,90
2007-10-26,89
2007-10-27,95
2007-10-28,89
2007-10-29,88
2007-10-30,84
2007-10-31,84
2007-11-01,87
2007-11-02,84
2007-11-03,83
2007-11-04,85
2007-11-05,87
2007-11-06,88
2007-11-07,99
2007-11-08,96
2007-11-09,95
2007-11-10,97
2007-11-11,93
2007-11-12,90
2007-11-13,88
2007-11-14,85
2007-11-15,80
2007-11-16,77
2007-11-17,74
2007-11-18,72
2007-11-19,70
2007-11-20,68
2007-11-21,66
2007-11-22,64
2007-11-23,62
2007-11-24,60
2007-11-25,63
2007-11-26,66
2007-11-27,67
2007-11-28,69
2007-11-29,73
2007-11-30,76
2007-12-01,87
2007-12-02,81
2007-12-03,81
2007-12-04,81
2007-12-05,78
2007-12-06,81
2007-12-07,80
2007-12-08,80
2007-12-09,78
2007-12-10,77
2007-12-11,76
2007-12-12,74
2007-12-13,73
2007-12-14,72
2007-12-15,71
2007-12-16,70
2007-12-17,70
2007-12-18,69
2007-12-19,70
2007-12-20,68
2007-12-21,68
2007-12-22,68
2007-12-23,67
2007-12-24,67
2007-12-25,67
2007-12-26,66
2007-12-27,66
2007-12-28,66
2007-12-29,66
2007-12-30,68
2007-12-31,71
2008-01-01,73
2008-01-02,76
2008-01-03,78
2008-01-04,81
2008-01-05,84
2008-01-06,84
2008-01-07,71
2008-01-08,80
2008-01-09,81
2008-01-10,86
2008-01-11,84
2008-01-12,84
2008-01-13,82
2008-01-14,80
2008-01-15,78
2008-01-16,79
2008-01-17,72
2008-01-18,71
2008-01-19,70
2008-01-20,70
2008-01-21,70
2008-01-22,69
2008-01-23,69
2008-01-24,71
2008-01-25,71
2008-01-26,72
2008-01-27,74
2008-01-28,77
2008-01-29,78
2008-01-30,88
2008-01-31,84
2008-02-01,84
2008-02-02,90
2008-02-03,83
2008-02-04,77
2008-02-05,71
2008-02-06,64
2008-02-07,58
2008-02-08,52
2008-02-09,46
2008-02-10,49
2008-02-11,55
2008-02-12,56
2008-02-13,60
2008-02-14,64
2008-02-15,66
2008-02-16,73
2008-02-17,72
2008-02-18,73
2008-02-19,74
2008-02-20,74
2008-02-21,74
2008-02-22,76
2008-02-23,77
2008-02-24,74
2008-02-25,72
2008-02-26,70
2008-02-27,68
2008-02-28,68
2008-02-29,64
2008-03-01,62
2008-03-02,59
2008-03-03,57
2008-03-04,54
2008-03-05,52
2008-03-06,50
2008-03-07,48
2008-03-08,46
2008-03-09,46
2008-03-10,46
2008-03-11,46
2008-03-12,47
2008-03-13,47
2008-03-14,47
2008-03-15,48
2008-03-16,50
2008-03-17,52
2008-03-18,54
2008-03-19,57
2008-03-20,59
2008-03-21,61
2008-03-22,64
2008-03-23,62
2008-03-24,61
2008-03-25,59
2008-03-26,58
2008-03-27,55
2008-03-28,56
2008-03-29,54
2008-03-30,55
2008-03-31,56
2008-04-06,62
2008-04-07,63
2008-04-08,64
2008-04-09,65
2008-04-10,66
2008-04-11,67
2008-04-12,68
2008-04-13,66
2008-04-14,65
2008-04-15,64
2008-04-16,62
2008-04-17,61
2008-04-18,59
2008-04-19,58
2008-04-20,58
2008-04-21,58
2008-04-22,58
2008-04-23,58
2008-04-24,59
2008-04-25,59
2008-04-26,59
2008-04-27,60
2008-04-28,62
2008-04-29,63
2008-04-30,65
2008-05-01,66
2008-05-02,67
2008-05-03,69
2008-05-04,68
2008-05-05,67
2008-05-06,66
2008-05-07,66
2008-05-08,65
2008-05-09,64
2008-05-10,63
2008-05-11,61
2008-05-12,58
2008-05-13,56
2008-05-14,54
2008-05-15,52
2008-05-16,50
2008-05-17,47
2008-05-18,48
2008-05-19,47
2008-05-20,47
2008-05-21,47
2008-05-22,47
2008-05-23,48
2008-05-24,48
2008-05-25,54
2008-05-26,61
2008-05-27,68
2008-05-28,74
2008-05-29,80
2008-05-30,87
2008-05-31,93
2008-06-01,87
2008-06-02,80
2008-06-03,75
2008-06-04,70
2008-06-05,64
2008-06-06,59
2008-06-07,53
2008-06-08,54
2008-06-09,56
2008-06-10,57
2008-06-11,58
2008-06-12,59
2008-06-13,60
2008-06-14,61
2008-06-15,60
2008-06-16,58
2008-06-17,57
2008-06-18,56
2008-06-19,55
2008-06-20,54
2008-06-21,53
2008-06-22,51
2008-06-23,50
2008-06-24,48
2008-06-25,46
2008-06-26,44
2008-06-27,42
2008-06-28,40
2008-06-29,40
2008-07-01,42
2008-07-02,34
2008-07-03,43
2008-07-04,44
2008-07-05,45
2008-07-06,47
2008-07-07,50
2008-07-08,52
2008-07-09,53
2008-07-10,60
2008-07-11,60
2008-07-12,63
2008-07-13,60
2008-07-14,58
2008-07-15,56
2008-07-16,53
2008-07-17,51
2008-07-18,49
2008-07-19,47
2008-07-20,49
2008-07-21,51
2008-07-22,54
2008-07-23,53
2008-07-24,60
2008-07-25,61
2008-07-26,64
2008-07-27,62
2008-07-28,61
2008-07-29,61
2008-07-30,59
2008-07-31,58
2008-08-01,57
2008-08-02,56
2008-08-03,56
2008-08-04,57
2008-08-05,58
2008-08-06,58
2008-08-07,59
2008-08-08,60
2008-08-09,61
2008-08-10,59
2008-08-11,57
2008-08-12,56
2008-08-13,55
2008-08-14,53
2008-08-15,51
2008-08-16,50
2008-08-17,49
2008-08-18,48
2008-08-19,47
2008-08-20,46
2008-08-21,45
2008-08-22,44
2008-08-23,44
2008-08-24,44
2008-08-25,45
2008-08-26,46
2008-08-27,47
2008-08-28,48
2008-08-29,49
2008-08-30,50
2008-08-31,47
2008-09-01,45
2008-09-02,43
2008-09-03,40
2008-09-04,38
2008-09-05,36
2008-09-06,34
2008-09-07,35
2008-09-08,37
2008-09-09,38
2008-09-10,40
2008-09-11,41
2008-09-12,43
2008-09-13,45
2008-09-14,44
2008-09-15,43
2008-09-16,42
2008-09-17,39
2008-09-18,41
2008-09-19,38
2008-09-20,37
2008-09-21,39
2008-09-22,41
2008-09-23,43
2008-09-24,45
2008-09-25,47
2008-09-26,48
2008-09-27,50
2008-09-28,50
2008-09-29,50
2008-09-30,51
2008-10-01,52
2008-10-02,52
2008-10-03,52
2008-10-04,53
2008-10-05,53
2008-10-06,53
2008-10-07,44
2008-10-08,56
2008-10-09,54
2008-10-10,54
2008-10-11,55
2008-10-12,55
2008-10-13,56
2008-10-14,62
2008-10-15,58
2008-10-16,58
2008-10-17,59
2008-10-18,59
2008-10-19,62
2008-10-20,65
2008-10-21,66
2008-10-22,71
2008-10-23,80
2008-10-24,74
2008-10-25,91
2008-10-26,80
2008-10-27,78
2008-10-28,77
2008-10-29,61
2008-10-30,75
2008-10-31,72
2008-11-01,71
2008-11-02,68
2008-11-03,65
2008-11-04,62
2008-11-05,60
2008-11-06,58
2008-11-07,55
2008-11-08,52
2008-11-09,55
2008-11-10,58
2008-11-11,61
2008-11-12,60
2008-11-13,70
2008-11-14,70
2008-11-15,73
2008-11-16,71
2008-11-17,70
2008-11-18,69
2008-11-19,61
2008-11-20,73
2008-11-21,65
2008-11-22,64
2008-11-23,61
2008-11-24,59
2008-11-25,58
2008-11-26,54
2008-11-27,54
2008-11-28,52
2008-11-29,50
2008-11-30,47
2008-12-01,45
2008-12-02,43
2008-12-03,41
2008-12-04,39
2008-12-05,37
2008-12-06,35
2008-12-07,35
2008-12-08,36
2008-12-09,36
2008-12-10,37
2008-12-11,37
2008-12-12,38
2008-12-13,39
2008-12-14,41
2008-12-15,44
2008-12-16,47
2008-12-17,51
2008-12-18,53
2008-12-19,55
2008-12-20,58
2008-12-21,56
2008-12-22,53
2008-12-23,51
2008-12-24,49
2008-12-25,46
2008-12-26,44
2008-12-27,42
2008-12-28,42
2008-12-29,42
2008-12-30,44
2008-12-31,45
