Date,Precision
2007-02-01,100
2007-02-02,98
2007-02-03,97
2007-02-04,96
2007-02-05,95
2007-02-06,94
2007-02-07,93
2007-02-08,92
2007-02-09,91
2007-02-10,90
2007-02-11,89
2007-02-12,88
2007-02-13,87
2007-02-14,86
2007-02-15,85
2007-02-16,83
2007-02-17,82
2007-02-18,81
2007-02-19,80
2007-02-20,79
2007-02-21,78
2007-02-22,77
2007-02-23,76
2007-02-24,75
2007-02-25,74
2007-02-26,73
2007-02-27,72
2007-02-28,71
2007-03-01,70
2007-03-02,69
2007-03-03,68
2007-03-04,67
2007-03-05,66
2007-03-06,65
2007-03-07,64
2007-03-08,63
2007-03-09,62
2007-03-10,61
2007-03-11,60
2007-03-12,60
2007-03-13,59
2007-03-14,58
2007-03-15,57
2007-03-16,56
2007-03-17,55
2007-03-18,54
2007-03-19,53
2007-03-20,52
2007-03-21,51
2007-03-22,51
2007-03-23,50
2007-03-24,49
2007-03-25,48
2007-03-26,47
2007-03-27,46
2007-03-28,45
2007-03-29,44
2007-03-30,43
2007-03-31,42
2007-04-01,42
2007-04-02,42
2007-04-03,42
2007-04-04,43
2007-04-05,43
2007-04-06,44
2007-04-07,44
2007-04-08,45
2007-04-09,45
2007-04-10,46
2007-04-11,46
2007-04-12,47
2007-04-13,47
2007-04-14,48
2007-04-15,48
2007-04-16,49
2007-04-17,49
2007-04-18,49
2007-04-19,50
2007-04-20,50
2007-04-21,51
2007-04-22,51
2007-04-23,52
2007-04-24,52
2007-04-25,53
2007-04-26,53
2007-04-27,54
2007-04-28,54
2007-04-29,55
2007-04-30,55
2007-05-01,56
2007-05-02,56
2007-05-03,56
2007-05-04,57
2007-05-05,57
2007-05-06,58
2007-05-07,58
2007-05-08,58
2007-05-09,59
2007-05-10,59
2007-05-11,60
2007-05-12,60
2007-05-13,61
2007-05-14,61
2007-05-15,61
2007-05-16,62
2007-05-17,62
2007-05-18,63
2007-05-19,63
2007-05-20,63
2007-05-21,64
2007-05-22,64
2007-05-23,65
2007-05-24,65
2007-05-25,66
2007-05-26,66
2007-05-27,66
2007-05-28,67
2007-05-29,67
2007-05-30,68
2007-05-31,68
2007-06-01,69
2007-06-02,69
2007-06-03,70
2007-06-04,70
2007-06-05,71
2007-06-06,71
2007-06-07,72
2007-06-08,72
2007-06-09,73
2007-06-10,74
2007-06-11,74
2007-06-12,75
2007-06-13,75
2007-06-14,76
2007-06-15,76
2007-06-16,77
2007-06-17,78
2007-06-18,78
2007-06-19,79
2007-06-20,79
2007-06-21,80
2007-06-22,80
2007-06-23,81
2007-06-24,82
2007-06-25,82
2007-06-26,83
2007-06-27,83
2007-06-28,84
2007-06-29,84
2007-06-30,85
2007-07-01,86
2007-07-02,85
2007-07-03,84
2007-07-04,83
2007-07-05,83
2007-07-06,82
2007-07-07,81
2007-07-08,81
2007-07-09,80
2007-07-10,79
2007-07-11,78
2007-07-12,78
2007-07-13,77
2007-07-14,76
2007-07-15,76
2007-07-16,75
2007-07-17,74
2007-07-18,73
2007-07-19,73
2007-07-20,72
2007-07-21,71
2007-07-22,71
2007-07-23,70
2007-07-24,69
2007-07-25,68
2007-07-26,68
2007-07-27,67
2007-07-28,66
2007-07-29,66
2007-07-30,65
2007-07-31,64
2007-08-01,64
2007-08-02,63
2007-08-03,62
2007-08-04,61
2007-08-05,60
2007-08-06,59
2007-08-07,58
2007-08-08,57
2007-08-09,57
2007-08-10,56
2007-08-11,55
2007-08-12,54
2007-08-13,53
2007-08-14,52
2007-08-15,51
2007-08-16,50
2007-08-17,50
2007-08-18,49
2007-08-19,48
2007-08-20,47
2007-08-21,46
2007-08-22,45
2007-08-23,44
2007-08-24,43
2007-08-25,43
2007-08-26,42
2007-08-27,41
2007-08-28,40
2007-08-29,39
2007-08-30,38
2007-08-31,37
2007-09-01,37
2007-09-02,37
2007-09-03,38
2007-09-04,38
2007-09-05,39
2007-09-06,40
2007-09-07,40
2007-09-08,41
2007-09-09,42
2007-09-10,42
2007-09-11,43
2007-09-12,43
2007-09-13,44
2007-09-14,45
2007-09-15,45
2007-09-16,46
2007-09-17,47
2007-09-18,47
2007-09-19,48
2007-09-20,49
2007-09-21,49
2007-09-22,50
2007-09-23,50
2007-09-24,51
2007-09-25,52
2007-09-26,52
2007-09-27,53
2007-09-28,54
2007-09-29,54
2007-09-30,55
2007-10-01,56
2007-10-02,56
2007-10-03,56
2007-10-04,56
2007-10-05,56
2007-10-06,56
2007-10-07,56
2007-10-08,56
2007-10-09,57
2007-10-10,57
2007-10-11,57
2007-10-12,57
2007-10-13,57
2007-10-14,57
2007-10-15,57
2007-10-16,57
2007-10-17,58
2007-10-18,58
2007-10-19,58
2007-10-20,58
2007-10-21,58
2007-10-22,58
2007-10-23,58
2007-10-24,58
2007-10-25,59
2007-10-26,59
2007-10-27,59
2007-10-28,59
2007-10-29,59
2007-10-30,59
2007-10-31,59
2007-11-01,60
2007-11-02,60
2007-11-03,61
2007-11-04,62
2007-11-05,62
2007-11-06,63
2007-11-07,64
2007-11-08,64
2007-11-09,65
2007-11-10,66
2007-11-11,67
2007-11-12,67
2007-11-13,68
2007-11-14,69
2007-11-15,69
2007-11-16,70
2007-11-17,71
2007-11-18,71
2007-11-19,72
2007-11-20,73
2007-11-21,74
2007-11-22,74
2007-11-23,75
2007-11-24,76
2007-11-25,76
2007-11-26,77
2007-11-27,78
2007-11-28,78
2007-11-29,79
2007-11-30,80
2007-12-01,81
2007-12-02,81
2007-12-03,81
2007-12-04,81
2007-12-05,81
2007-12-06,81
2007-12-07,81
2007-12-08,81
2007-12-09,81
2007-12-10,81
2007-12-11,81
2007-12-12,81
2007-12-13,81
2007-12-14,81
2007-12-15,81
2007-12-16,81
2007-12-17,81
2007-12-18,81
2007-12-19,81
2007-12-20,81
2007-12-21,81
2007-12-22,81
2007-12-23,81
2007-12-24,81
2007-12-25,81
2007-12-26,81
2007-12-27,81
2007-12-28,81
2007-12-29,81
2007-12-30,81
2007-12-31,81
2008-01-01,81
2008-01-02,80
2008-01-03,79
2008-01-04,79
2008-01-05,78
2008-01-06,77
2008-01-07,77
2008-01-08,76
2008-01-09,75
2008-01-10,75
2008-01-11,74
2008-01-12,73
2008-01-13,73
2008-01-14,72
2008-01-15,71
2008-01-16,71
2008-01-17,70
2008-01-18,70
2008-01-19,69
2008-01-20,68
2008-01-21,68
2008-01-22,67
2008-01-23,66
2008-01-24,66
2008-01-25,65
2008-01-26,64
2008-01-27,64
2008-01-28,63
2008-01-29,62
2008-01-30,62
2008-01-31,61
2008-02-01,61
2008-02-02,61
2008-02-03,61
2008-02-04,61
2008-02-05,61
2008-02-06,61
2008-02-07,61
2008-02-08,61
2008-02-09,61
2008-02-10,61
2008-02-11,62
2008-02-12,62
2008-02-13,62
2008-02-14,62
2008-02-15,62
2008-02-16,62
2008-02-17,62
2008-02-18,62
2008-02-19,62
2008-02-20,62
2008-02-21,63
2008-02-22,63
2008-02-23,63
2008-02-24,63
2008-02-25,63
2008-02-26,63
2008-02-27,63
2008-02-28,63
2008-02-29,63
2008-03-01,64
2008-03-02,63
2008-03-03,63
2008-03-04,63
2008-03-05,62
2008-03-06,62
2008-03-07,62
2008-03-08,62
2008-03-09,61
2008-03-10,61
2008-03-11,61
2008-03-12,61
2008-03-13,60
2008-03-14,60
2008-03-15,60
2008-03-16,60
2008-03-17,59
2008-03-18,59
2008-03-19,59
2008-03-20,59
2008-03-21,58
2008-03-22,58
2008-03-23,58
2008-03-24,58
2008-03-25,57
2008-03-26,57
2008-03-27,57
2008-03-28,57
2008-03-29,56
2008-03-30,56
2008-03-31,56
2008-04-01,56
2008-04-02,56
2008-04-03,56
2008-04-04,56
2008-04-05,57
2008-04-06,57
2008-04-07,57
2008-04-08,57
2008-04-09,58
2008-04-10,58
2008-04-11,58
2008-04-12,58
2008-04-13,59
2008-04-14,59
2008-04-15,59
2008-04-16,60
2008-04-17,60
2008-04-18,60
2008-04-19,60
2008-04-20,61
2008-04-21,61
2008-04-22,61
2008-04-23,61
2008-04-24,62
2008-04-25,62
2008-04-26,62
2008-04-27,62
2008-04-28,63
2008-04-29,63
2008-04-30,63
2008-05-01,64
2008-05-02,63
2008-05-03,63
2008-05-04,63
2008-05-05,63
2008-05-06,63
2008-05-07,63
2008-05-08,63
2008-05-09,63
2008-05-10,63
2008-05-11,63
2008-05-12,63
2008-05-13,63
2008-05-14,63
2008-05-15,63
2008-05-16,63
2008-05-17,62
2008-05-18,62
2008-05-19,62
2008-05-20,62
2008-05-21,62
2008-05-22,62
2008-05-23,62
2008-05-24,62
2008-05-25,62
2008-05-26,62
2008-05-27,62
2008-05-28,62
2008-05-29,62
2008-05-30,62
2008-05-31,62
2008-06-01,62
2008-06-02,62
2008-06-03,63
2008-06-04,63
2008-06-05,64
2008-06-06,65
2008-06-07,65
2008-06-08,66
2008-06-09,67
2008-06-10,67
2008-06-11,68
2008-06-12,68
2008-06-13,69
2008-06-14,70
2008-06-15,70
2008-06-16,71
2008-06-17,72
2008-06-18,72
2008-06-19,73
2008-06-20,74
2008-06-21,74
2008-06-22,75
2008-06-23,75
2008-06-24,76
2008-06-25,77
2008-06-26,77
2008-06-27,78
2008-06-28,79
2008-06-29,79
2008-06-30,80
2008-07-01,81
2008-07-02,80
2008-07-03,79
2008-07-04,78
2008-07-05,77
2008-07-06,76
2008-07-07,75
2008-07-08,74
2008-07-09,73
2008-07-10,72
2008-07-11,71
2008-07-12,71
2008-07-13,70
2008-07-14,69
2008-07-15,68
2008-07-16,67
2008-07-17,66
2008-07-18,65
2008-07-19,64
2008-07-20,63
2008-07-21,62
2008-07-22,62
2008-07-23,61
2008-07-24,60
2008-07-25,59
2008-07-26,58
2008-07-27,57
2008-07-28,56
2008-07-29,55
2008-07-30,54
2008-07-31,53
2008-08-01,53
2008-08-02,53
2008-08-03,53
2008-08-04,53
2008-08-05,54
2008-08-06,54
2008-08-07,54
2008-08-08,55
2008-08-09,55
2008-08-10,55
2008-08-11,55
2008-08-12,56
2008-08-13,56
2008-08-14,56
2008-08-15,57
2008-08-16,57
2008-08-17,57
2008-08-18,57
2008-08-19,58
2008-08-20,58
2008-08-21,58
2008-08-22,59
2008-08-23,59
2008-08-24,59
2008-08-25,59
2008-08-26,60
2008-08-27,60
2008-08-28,60
2008-08-29,61
2008-08-30,61
2008-08-31,61
2008-09-01,62
2008-09-02,61
2008-09-03,61
2008-09-04,61
2008-09-05,60
2008-09-06,60
2008-09-07,60
2008-09-08,59
2008-09-09,59
2008-09-10,59
2008-09-11,58
2008-09-12,58
2008-09-13,58
2008-09-14,57
2008-09-15,57
2008-09-16,57
2008-09-17,56
2008-09-18,56
2008-09-19,56
2008-09-20,55
2008-09-21,55
2008-09-22,55
2008-09-23,54
2008-09-24,54
2008-09-25,54
2008-09-26,53
2008-09-27,53
2008-09-28,53
2008-09-29,52
2008-09-30,52
2008-10-01,52
2008-10-02,52
2008-10-03,53
2008-10-04,54
2008-10-05,54
2008-10-06,55
2008-10-07,56
2008-10-08,57
2008-10-09,57
2008-10-10,58
2008-10-11,59
2008-10-12,60
2008-10-13,60
2008-10-14,61
2008-10-15,62
2008-10-16,63
2008-10-17,63
2008-10-18,64
2008-10-19,65
2008-10-20,66
2008-10-21,66
2008-10-22,67
2008-10-23,68
2008-10-24,69
2008-10-25,69
2008-10-26,70
2008-10-27,71
2008-10-28,72
2008-10-29,72
2008-10-30,73
2008-10-31,74
2008-11-01,75
2008-11-02,74
2008-11-03,73
2008-11-04,73
2008-11-05,72
2008-11-06,71
2008-11-07,71
2008-11-08,70
2008-11-09,69
2008-11-10,69
2008-11-11,68
2008-11-12,67
2008-11-13,67
2008-11-14,66
2008-11-15,65
2008-11-16,65
2008-11-17,64
2008-11-18,63
2008-11-19,63
2008-11-20,62
2008-11-21,61
2008-11-22,61
2008-11-23,60
2008-11-24,59
2008-11-25,59
2008-11-26,58
2008-11-27,57
2008-11-28,57
2008-11-29,56
2008-11-30,55
2008-12-01,55
2008-12-02,55
2008-12-03,55
