Date,Zillow
2012-09-18,15
2012-09-19,17
2012-09-20,19
2012-09-21,21
2012-09-22,23
2012-09-23,21
2012-09-24,19
2012-09-25,17
2012-09-26,16
2012-09-27,14
2012-09-28,13
2012-09-29,11
2012-09-30,12
