Date,Trulia
2013-09-26,66
2013-09-27,66
2013-09-28,66
2013-09-29,65
2013-09-30,65
2013-10-01,65
2013-10-02,65
2013-10-03,66
2013-10-04,66
2013-10-05,67
2013-10-06,67
2013-10-07,68
2013-10-08,68
2013-10-09,69
2013-10-10,69
2013-10-11,70
2013-10-12,71
2013-10-13,71
2013-10-14,72
2013-10-15,72
2013-10-16,73
2013-10-17,73
2013-10-18,74
2013-10-19,74
2013-10-20,75
2013-10-21,75
2013-10-22,76
2013-10-23,77
2013-10-24,77
2013-10-25,78
2013-10-26,78
2013-10-27,79
2013-10-28,79
2013-10-29,80
2013-10-30,80
2013-10-31,81
2013-11-01,82
2013-11-02,80
2013-11-03,79
2013-11-04,77
2013-11-05,76
2013-11-06,74
2013-11-07,73
2013-11-08,71
2013-11-09,70
2013-11-10,69
2013-11-11,67
2013-11-12,66
2013-11-13,64
2013-11-14,63
2013-11-15,61
2013-11-16,60
2013-11-17,59
2013-11-18,57
2013-11-19,56
2013-11-20,54
2013-11-21,53
2013-11-22,51
2013-11-23,50
2013-11-24,49
2013-11-25,47
2013-11-26,46
2013-11-27,44
2013-11-28,43
2013-11-29,41
2013-11-30,40
2013-12-01,39
2013-12-02,39
2013-12-03,40
2013-12-04,41
2013-12-05,42
2013-12-06,43
2013-12-07,44
2013-12-08,45
2013-12-09,45
2013-12-10,46
2013-12-11,47
2013-12-12,48
2013-12-13,49
2013-12-14,50
2013-12-15,51
2013-12-16,52
2013-12-17,52
2013-12-18,53
2013-12-19,54
2013-12-20,55
2013-12-21,56
2013-12-22,57
2013-12-23,58
2013-12-24,59
2013-12-25,59
2013-12-26,60
2013-12-27,61
2013-12-28,62
2013-12-29,63
2013-12-30,64
2013-12-31,65
2014-01-01,66
2014-01-02,66
2014-01-03,67
2014-01-04,68
2014-01-05,68
2014-01-06,69
2014-01-07,70
2014-01-08,71
2014-01-09,71
2014-01-10,72
2014-01-11,73
2014-01-12,74
2014-01-13,74
2014-01-14,75
2014-01-15,76
2014-01-16,77
2014-01-17,77
2014-01-18,78
2014-01-19,79
2014-01-20,80
2014-01-21,80
2014-01-22,81
2014-01-23,82
2014-01-24,83
2014-01-25,83
2014-01-26,84
2014-01-27,85
2014-01-28,86
2014-01-29,86
2014-01-30,87
2014-01-31,88
