Date,Greenlight Capital
2008-06-21,52
2008-06-22,50
2008-06-23,47
2008-06-24,45
2008-06-25,43
2008-06-26,40
2008-06-27,38
2008-06-28,36
2008-06-29,33
2008-06-30,31
